8.84953,2.240258,1.301919071E9,776110,776759
776662,48.8496,2.240152,1.301919071E9,776110,776759
776662,48.84966,2.24004,1.301919071E9,776110,776759
776662,48.849724,2.239881,1.301919071E9,776110,776759
776662,48.849777,2.239743,1.301919071E9,776110,776759
776662,48.84983,2.239593,1.301919071E9,776110,776759
776662,48.849888,2.239473,1.301919071E9,776110,776759
776662,48.84993,2.239328,1.301919071E9,776110,776759
776662,48.849976,2.239184,1.301919071E9,776110,776759
776662,48.850018,2.239025,1.301919071E9,776110,776759
776662,48.850056,2.238876,1.301919071E9,776110,776759
776662,48.850098,2.238733,1.301919071E9,776110,776759
776662,48.85013,2.238594,1.301919071E9,776110,776759
776662,48.850155,2.238454,1.301919071E9,776110,776759
776662,48.850178,2.238287,1.301919071E9,776110,776759
776662,48.850227,2.238132,1.301919071E9,776110,776759
776662,48.85029,2.237971,1.301919071E9,776110,776759
776662,48.85032,2.23783,1.301919071E9,776110,776759
776662,48.850395,2.237738,1.301919071E9,776110,776759
776662,48.85049,2.237707,1.301919071E9,776110,776759
776662,48.850574,2.237663,1.301919071E9,776110,776759
776662,48.850674,2.237566,1.301919071E9,776110,776759
776662,48.85076,2.23745,1.301919071E9,776110,776759
776662,48.850838,2.237343,1.301919071E9,776110,776759
776662,48.85093,2.237244,1.301919071E9,776110,776759
776662,48.85103,2.23716,1.301919071E9,776110,776759
776662,48.85112,2.237085,1.301919071E9,776110,776759
776662,48.8512,2.236984,1.301919071E9,776110,776759
776662,48.85125,2.236855,1.301919071E9,776110,776759
776662,48.851357,2.236781,1.301919071E9,776110,776759
776662,48.85145,2.236674,1.301919071E9,776110,776759
776662,48.85154,2.236604,1.301919071E9,776110,776759
776662,48.851627,2.236522,1.301919071E9,776110,776759
776662,48.851734,2.236521,1.301919071E9,776110,776759
776662,48.85183,2.236579,1.301919071E9,776110,776759
776662,48.851925,2.236617,1.301919071E9,776110,776759
776662,48.852016,2.236629,1.301919071E9,776110,776759
776662,48.85212,2.236629,1.301919071E9,776110,776759
776662,48.85223,2.236609,1.301919071E9,776110,776759
776662,48.852333,2.236608,1.301919071E9,776110,776759
776662,48.852432,2.236614,1.301919071E9,776110,776759
776662,48.852543,2.236622,1.301919071E9,776110,776759
776662,48.85265,2.236645,1.301919071E9,776110,776759
776662,48.852757,2.23668,1.301919071E9,776110,776759
776662,48.85287,2.236712,1.301919071E9,776110,776759
776662,48.85296,2.236745,1.301919071E9,776110,776759
776662,48.85307,2.236786,1.301919071E9,776110,776759
776662,48.853176,2.236832,1.301919071E9,776110,776759
776662,48.85329,2.236876,1.301919071E9,776110,776759
776662,48.853394,2.236912,1.301919071E9,776110,776759
776662,48.853497,2.236962,1.301919071E9,776110,776759
776662,48.853592,2.237017,1.301919071E9,776110,776759
776662,48.853695,2.237063,1.301919071E9,776110,776759
776662,48.853798,2.237105,1.301919071E9,776110,776759
776662,48.853905,2.237134,1.301919071E9,776110,776759
776662,48.854008,2.237169,1.301919071E9,776110,776759
776662,48.85411,2.237203,1.301919071E9,776110,776759
776662,48.85423,2.237229,1.301919071E9,776110,776759
776662,48.854336,2.237253,1.301919071E9,776110,776759
776662,48.854446,2.23728,1.301919071E9,776110,776759
776662,48.85456,2.237307,1.301919071E9,776110,776759
776662,48.854668,2.237318,1.301919071E9,776110,776759
776662,48.85476,2.237299,1.301919071E9,776110,776759
776662,48.854877,2.237303,1.301919071E9,776110,776759
776662,48.85499,2.237313,1.301919071E9,776110,776759
776662,48.855095,2.237339,1.301919071E9,776110,776759
776662,48.8552,2.23735,1.301919071E9,776110,776759
776662,48.855312,2.237354,1.301919071E9,776110,776759
776662,48.85542,2.237352,1.301919071E9,776110,776759
776662,48.855534,2.237377,1.301919071E9,776110,776759
776662,48.85564,2.237387,1.301919071E9,776110,776759
776662,48.85574,2.237392,1.301919071E9,776110,776759
776662,48.85584,2.237391,1.301919071E9,776110,776759
776662,48.85594,2.237383,1.301919071E9,776110,776759
776662,48.85605,2.23737,1.301919071E9,776110,776759
776662,48.85614,2.237359,1.301919071E9,776110,776759
776662,48.85623,2.237356,1.301919071E9,776110,776759
776662,48.856346,2.237351,1.301919071E9,776110,776759
776662,48.856464,2.237357,1.301919071E9,776110,776759
776662,48.85657,2.237363,1.301919071E9,776110,776759
776662,48.856678,2.237348,1.301919071E9,776110,776759
776662,48.856785,2.237315,1.301919071E9,776110,776759
776662,48.856884,2.237292,1.301919071E9,776110,776759
776662,48.856987,2.23726,1.301919071E9,776110,776759
776662,48.8571,2.237205,1.301919071E9,776110,776759
776662,48.857216,2.237151,1.301919071E9,776110,776759
776662,48.857323,2.237123,1.301919071E9,776110,776759
776662,48.85742,2.237096,1.301919071E9,776110,776759
776662,48.857533,2.237072,1.301919071E9,776110,776759
776662,48.857635,2.237057,1.301919071E9,776110,776759
776662,48.857746,2.237045,1.301919071E9,776110,776759
776662,48.857838,2.237034,1.301919071E9,776110,776759
776662,48.857933,2.237022,1.301919071E9,776110,776759
776662,48.858036,2.237007,1.301919071E9,776110,776759
776662,48.858135,2.236995,1.301919071E9,776110,776759
776662,48.85825,2.236964,1.301919071E9,776110,776759
776662,48.85836,2.23694,1.301919071E9,776110,776759
776662,48.85846,2.236933,1.301919071E9,776110,776759
776662,48.858566,2.236909,1.301919071E9,776110,776759
776662,48.85867,2.236881,1.301919071E9,776110,776759
776662,48.858784,2.236871,1.301919071E9,776110,776759
776662,48.858875,2.236844,1.301919071E9,776110,776759
776662,48.858967,2.236827,1.301919071E9,776110,776759
776662,48.859077,2.236815,1.301919071E9,776110,776759
776662,48.859184,2.236802,1.301919071E9,776110,776759
776662,48.859283,2.236795,1.301919071E9,776110,776759
776662,48.859394,2.236792,1.301919071E9,776110,776759
776662,48.859486,2.236805,1.301919071E9,776110,776759
776662,48.8596,2.236824,1.301919071E9,776110,776759
776662,48.859715,2.23685,1.301919071E9,776110,776759
776662,48.85982,2.236875,1.301919071E9,776110,776759
776662,48.859917,2.236894,1.301919071E9,776110,776759
776662,48.860012,2.236913,1.301919071E9,776110,776759
776662,48.860115,2.236922,1.301919071E9,776110,776759
776662,48.86023,2.23695,1.301919071E9,776110,776759
776662,48.860344,2.236991,1.301919071E9,776110,776759
776662,48.860428,2.237053,1.301919071E9,776110,776759
776662,48.860527,2.237124,1.301919071E9,776110,776759
776662,48.86062,2.237168,1.301919071E9,776110,776759
776662,48.86071,2.237206,1.301919071E9,776110,776759
776662,48.86081,2.237245,1.301919071E9,776110,776759
776662,48.86091,2.237282,1.301919071E9,776110,776759
776662,48.861008,2.237328,1.301919071E9,776110,776759
776662,48.861095,2.237375,1.301919071E9,776110,776759
776662,48.861195,2.237419,1.301919071E9,776110,776759
776662,48.861294,2.237462,1.301919071E9,776110,776759
776662,48.861397,2.237514,1.301919071E9,776110,776759
776662,48.861492,2.237569,1.301919071E9,776110,776759
776662,48.861595,2.237626,1.301919071E9,776110,776759
776662,48.86169,2.237686,1.301919071E9,776110,776759
776662,48.86179,2.237749,1.301919071E9,776110,776759
776662,48.861877,2.237812,1.301919071E9,776110,776759
776662,48.861973,2.237816,1.301919071E9,776110,776759
776662,48.862076,2.237811,1.301919071E9,776110,776759
776662,48.86218,2.237845,1.301919071E9,776110,776759
776662,48.862286,2.237868,1.301919071E9,776110,776759
776662,48.8624,2.237896,1.301919071E9,776110,776759
776662,48.862415,2.237897,1.301919071E9,776110,776759
776662,48.86376,2.236289,1.301919071E9,776110,776759
776662,48.863827,2.236153,1.301919071E9,776110,776759
776662,48.863876,2.236035,1.301919071E9,776110,776759
776662,48.86392,2.235917,1.301919071E9,776110,776759
776662,48.863968,2.23575,1.301919071E9,776110,776759
776662,48.864,2.235597,1.301919071E9,776110,776759
776662,48.86401,2.235449,1.301919071E9,776110,776759
776662,48.864014,2.235283,1.301919071E9,776110,776759
776662,48.863995,2.235128,1.301919071E9,776110,776759
776662,48.863987,2.23495,1.301919071E9,776110,776759
776662,48.863976,2.234811,1.301919071E9,776110,776759
776662,48.863968,2.23467,1.301919071E9,776110
