53,-71.07159,1.301919071E9,776110,776759
776662,42.367996,-71.071465,1.301919071E9,776110,776759
776662,42.367943,-71.07134,1.301919071E9,776110,776759
776662,42.3679,-71.07122,1.301919071E9,776110,776759
776662,42.367844,-71.0711,1.301919071E9,776110,776759
776662,42.36778,-71.07097,1.301919071E9,776110,776759
776662,42.367714,-71.07084,1.301919071E9,776110,776759
776662,42.367657,-71.07072,1.301919071E9,776110,776759
776662,42.3676,-71.070595,1.301919071E9,776110,776759
776662,42.367542,-71.07048,1.301919071E9,776110,776759
776662,42.36749,-71.070366,1.301919071E9,776110,776759
776662,42.367443,-71.07025,1.301919071E9,776110,776759
776662,42.367386,-71.07014,1.301919071E9,776110,776759
776662,42.36734,-71.06999,1.301919071E9,776110,776759
776662,42.367275,-71.06984,1.301919071E9,776110,776759
776662,42.367218,-71.06971,1.301919071E9,776110,776759
776662,42.36716,-71.069595,1.301919071E9,776110,776759
776662,42.367107,-71.069496,1.301919071E9,776110,776759
776662,42.367046,-71.0694,1.301919071E9,776110,776759
776662,42.366978,-71.06929,1.301919071E9,776110,776759
776662,42.36691,-71.06915,1.301919071E9,776110,776759
776662,42.366856,-71.06903,1.301919071E9,776110,776759
776662,42.366787,-71.06891,1.301919071E9,776110,776759
776662,42.366722,-71.0688,1.301919071E9,776110,776759
776662,42.36662,-71.06877,1.301919071E9,776110,776759
776662,42.366528,-71.06883,1.301919071E9,776110,776759
776662,42.366432,-71.06889,1.301919071E9,776110,776759
776662,42.36634,-71.06898,1.301919071E9,776110,776759
776662,42.366245,-71.069046,1.301919071E9,776110,776759
776662,42.366165,-71.069115,1.301919071E9,776110,776759
776662,42.36609,-71.0692,1.301919071E9,776110,776759
776662,42.36601,-71.0693,1.301919071E9,776110,776759
776662,42.365925,-71.069405,1.301919071E9,776110,776759
776662,42.365868,-71.069496,1.301919071E9,776110,776759
776662,42.36593,-71.069595,1.301919071E9,776110,776759
776662,42.365902,-71.06972,1.301919071E9,776110,776759
776662,42.36583,-71.0698,1.301919071E9,776110,776759
776662,42.365757,-71.06988,1.301919071E9,776110,776759
776662,42.36567,-71.06993,1.301919071E9,776110,776759
776662,42.36558,-71.06996,1.301919071E9,776110,776759
776662,42.365494,-71.06999,1.301919071E9,776110,776759
776662,42.365395,-71.07003,1.301919071E9,776110,776759
776662,42.3653,-71.07007,1.301919071E9,776110,776759
776662,42.365204,-71.070114,1.301919071E9,776110,776759
776662,42.3651,-71.0702,1.301919071E9,776110,776759
776662,42.365093,-71.070335,1.301919071E9,776110,776759
776662,42.36508,-71.07047,1.301919071E9,776110,776759
776662,42.365,-71.07082,1.301919071E9,776110,776759
776662,42.364967,-71.07095,1.301919071E9,776110,776759
776662,42.364895,-71.07119,1.301919071E9,776110,776759
776662,42.36484,-71.07133,1.301919071E9,776110,776759
776662,42.364685,-71.071655,1.301919071E9,776110,776759
776662,42.364624,-71.071754,1.301919071E9,776110,776759
776662,42.364555,-71.07187,1.301919071E9,776110,776759
776662,42.364494,-71.072014,1.301919071E9,776110,776759
776662,42.36446,-71.07214,1.301919071E9,776110,776759
776662,42.3644,-71.07229,1.301919071E9,776110,776759
776662,42.364326,-71.07241,1.301919071E9,776110,776759
776662,42.364243,-71.072525,1.301919071E9,776110,776759
776662,42.364155,-71.07262,1.301919071E9,776110,776759
776662,42.36406,-71.07269,1.301919071E9,776110,776759
776662,42.36396,-71.07276,1.301919071E9,776110,776759
776662,42.36385,-71.07281,1.301919071E9,776110,776759
776662,42.36376,-71.072845,1.301919071E9,776110,776759
776662,42.363674,-71.072876,1.301919071E9,776110,776759
776662,42.36356,-71.072914,1.301919071E9,776110,776759
776662,42.36345,-71.07293,1.301919071E9,776110,776759
776662,42.36335,-71.07293,1.301919071E9,776110,776759
776662,42.363235,-71.072945,1.301919071E9,776110,776759
776662,42.363125,-71.07297,1.301919071E9,776110,776759
776662,42.363018,-71.07298,1.301919071E9,776110,776759
776662,42.362904,-71.07299,1.301919071E9,776110,776759
776662,42.362785,-71.073,1.301919071E9,776110,776759
776662,42.36267,-71.07302,1.301919071E9,776110,776759
776662,42.36258,-71.07304,1.301919071E9,776110,776759
776662,42.36246,-71.073044,1.301919071E9,776110,776759
776662,42.36235,-71.07305,1.301919071E9,776110,776759
776662,42.362244,-71.07304,1.301919071E9,776110,776759
776662,42.362156,-71.07301,1.301919071E9,776110,776759
776662,42.362064,-71.073,1.301919071E9,776110,776759
776662,42.361973,-71.07297,1.301919071E9,776110,776759
776662,42.361874,-71.072945,1.301919071E9,776110,776759
776662,42.36176,-71.072914,1.301919071E9,776110,776759
776662,42.361652,-71.07291,1.301919071E9,776110,776759
776662,42.361553,-71.07291,1.301919071E9,776110,776759
776662,42.3614,-71.07288,1.301919071E9,776110,776759
776662,42.361305,-71.072876,1.301919071E9,776110,776759
776662,42.361195,-71.072876,1.301919071E9,776110,776759
776662,42.361088,-71.07288,1.301919071E9,776110,776759
776662,42.36099,-71.072876,1.301919071E9,776110,776759
776662,42.36088,-71.072845,1.301919071E9,776110,776759
776662,42.36077,-71.07281,1.301919071E9,776110,776759
776662,42.360664,-71.072784,1.301919071E9,776110,776759
776662,42.36056,-71.072754,1.301919071E9,776110,776759
776662,42.360397,-71.07271,1.301919071E9,776110,776759
776662,42.36029,-71.0727,1.301919071E9,776110,776759
776662,42.36018,-71.072716,1.301919071E9,776110,776759
776662,42.360085,-71.07273,1.301919071E9,776110,776759
776662,42.35999,-71.07273,1.301919071E9,776110,776759
776662,42.359894,-71.07275,1.301919071E9,776110,776759
776662,42.359802,-71.072754,1.301919071E9,776110,776759
776662,42.359695,-71.072784,1.301919071E9,776110,776759
776662,42.359604,-71.07282,1.301919071E9,776110,776759
776662,42.359512,-71.072845,1.301919071E9,776110,776759
776662,42.35942,-71.07286,1.301919071E9,776110,776759
776662,42.35933,-71.07285,1.301919071E9,776110,776759
776662,42.359226,-71.07287,1.301919071E9,776110,776759
776662,42.359127,-71.072914,1.301919071E9,776110,776759
776662,42.359035,-71.07297,1.301919071E9,776110,776759
776662,42.35894,-71.07303,1.301919071E9,776110,776759
776662,42.358837,-71.07308,1.301919071E9,776110,776759
776662,42.35873,-71.07312,1.301919071E9,776110,776759
776662,42.358624,-71.07315,1.301919071E9,776110,776759
776662,42.358517,-71.07317,1.301919071E9,776110,776759
776662,42.3584,-71.07318,1.301919071E9,776110,776759
776662,42.358288,-71.07321,1.301919071E9,776110,776759
776662,42.35819,-71.07325,1.301919071E9,776110,776759
776662,42.35807,-71.073296,1.301919071E9,776110,776759
776662,42.357975,-71.07334,1.301919071E9,776110,776759
776662,42.357887,-71.0734,1.301919071E9,776110,776759
776662,42.357807,-71.07347,1.301919071E9,776110,776759
776662,42.357746,-71.07356,1.301919071E9,776110,776759
776662,42.35768,-71.073685,1.301919071E9,776110,776759
776662,42.357616,-71.073814,1.301919071E9,776110,776759
776662,42.357525,-71.073906,1.301919071E9,776110,776759
776662,42.357433,-71.07397,1.301919071E9,776110,776759
776662,42.357353,-71.07402,1.301919071E9,776110,776759
776662,42.357292,-71.07414,1.301919071E9,776110,776759
776662,42.35727,-71.07427,1.301919071E9,776110,776759
776662,42.35725,-71.07443,1.301919071E9,776110,776759
776662,42.357243,-71.074554,1.301919071E9,776110,776759
776662,42.357224,-71.07471,1.301919071E9,776110,776759
776662,42.357197,-71.07484,1.301919071E9,776110,776759
776662,42.35714,-71.074974,1.301919071E9,776110,776759
776662,42.357075,-71.07509,1.301919071E9,776110,776759
776662,42.357,-71.07518,1.301919071E9,776110,776759
776662,42.356922,-71.075264,1.301919071E9,776110,776759
776662,42.356846,-71.07535,1.301919071E9,776110,776759
776662,42.356754,-71.07545,1.301919071E9,776110,776759
776662,42.35669,-71.07553,1.301919071E9,776110,776759
776662,42.356625,-71.07562,1.301919071E9,776110,776759
776662,42.356564,-71.07572,1.301919071E9,776110,776759
776662,42.356495,-71.07583,1.301919071E9,776110,776759
776662,42.356422,-71.07596,1.301919071E9,776110,776759
776662,42.356365,-71.07609,1.301919071E9,776110,776759
776662,42.356316,-71.07619,1.301919071E9,776110,776759
776662,42.356274,-71.0
