.470062,5.437166,1.301919071E9,776110,776759
776662,51.470028,5.436986,1.301919071E9,776110,776759
776662,51.469994,5.436813,1.301919071E9,776110,776759
776662,51.46996,5.436648,1.301919071E9,776110,776759
776662,51.469925,5.436487,1.301919071E9,776110,776759
776662,51.469887,5.436321,1.301919071E9,776110,776759
776662,51.469856,5.436158,1.301919071E9,776110,776759
776662,51.46982,5.435997,1.301919071E9,776110,776759
776662,51.469776,5.435826,1.301919071E9,776110,776759
776662,51.469738,5.435675,1.301919071E9,776110,776759
776662,51.469685,5.435518,1.301919071E9,776110,776759
776662,51.469597,5.435415,1.301919071E9,776110,776759
776662,51.469517,5.435326,1.301919071E9,776110,776759
776662,51.46942,5.435254,1.301919071E9,776110,776759
776662,51.469334,5.435189,1.301919071E9,776110,776759
776662,51.469242,5.43512,1.301919071E9,776110,776759
776662,51.46916,5.435054,1.301919071E9,776110,776759
776662,51.469074,5.434995,1.301919071E9,776110,776759
776662,51.46897,5.434936,1.301919071E9,776110,776759
776662,51.46886,5.434968,1.301919071E9,776110,776759
776662,51.468777,5.435055,1.301919071E9,776110,776759
776662,51.468685,5.435166,1.301919071E9,776110,776759
776662,51.46861,5.435256,1.301919071E9,776110,776759
776662,51.468533,5.435342,1.301919071E9,776110,776759
776662,51.468456,5.435419,1.301919071E9,776110,776759
776662,51.468372,5.435512,1.301919071E9,776110,776759
776662,51.468277,5.435597,1.301919071E9,776110,776759
776662,51.46819,5.435674,1.301919071E9,776110,776759
776662,51.46814,5.435816,1.301919071E9,776110,776759
776662,51.46814,5.435974,1.301919071E9,776110,776759
776662,51.46811,5.43613,1.301919071E9,776110,776759
776662,51.46802,5.436213,1.301919071E9,776110,776759
776662,51.46793,5.436296,1.301919071E9,776110,776759
776662,51.467854,5.43639,1.301919071E9,776110,776759
776662,51.46777,5.436496,1.301919071E9,776110,776759
776662,51.467693,5.436616,1.301919071E9,776110,776759
776662,51.467606,5.436744,1.301919071E9,776110,776759
776662,51.46754,5.436848,1.301919071E9,776110,776759
776662,51.467495,5.437002,1.301919071E9,776110,776759
776662,51.467503,5.437171,1.301919071E9,776110,776759
776662,51.46752,5.437334,1.301919071E9,776110,776759
776662,51.467537,5.437523,1.301919071E9,776110,776759
776662,51.467552,5.437668,1.301919071E9,776110,776759
776662,51.46759,5.437814,1.301919071E9,776110,776759
776662,51.46762,5.438005,1.301919071E9,776110,776759
776662,51.46764,5.438154,1.301919071E9,776110,776759
776662,51.46765,5.438336,1.301919071E9,776110,776759
776662,51.467648,5.438512,1.301919071E9,776110,776759
776662,51.467648,5.438694,1.301919071E9,776110,776759
776662,51.46766,5.438855,1.301919071E9,776110,776759
776662,51.467674,5.439001,1.301919071E9,776110,776759
776662,51.467705,5.439179,1.301919071E9,776110,776759
776662,51.467728,5.439349,1.301919071E9,776110,776759
776662,51.467724,5.439498,1.301919071E9,776110,776759
776662,51.467724,5.439662,1.301919071E9,776110,776759
776662,51.467735,5.439807,1.301919071E9,776110,776759
776662,51.467743,5.439958,1.301919071E9,776110,776759
776662,51.46775,5.44012,1.301919071E9,776110,776759
776662,51.467773,5.440276,1.301919071E9,776110,776759
776662,51.467796,5.440447,1.301919071E9,776110,776759
776662,51.467796,5.440599,1.301919071E9,776110,776759
776662,51.467815,5.440775,1.301919071E9,776110,776759
776662,51.467842,5.440951,1.301919071E9,776110,776759
776662,51.467907,5.441093,1.301919071E9,776110,776759
776662,51.467976,5.441219,1.301919071E9,776110,776759
776662,51.468025,5.441354,1.301919071E9,776110,776759
776662,51.46807,5.4415,1.301919071E9,776110,776759
776662,51.46812,5.441652,1.301919071E9,776110,776759
776662,51.46817,5.441803,1.301919071E9,776110,776759
776662,51.46822,5.441937,1.301919071E9,776110,776759
776662,51.468204,5.442082,1.301919071E9,776110,776759
776662,51.468105,5.442161,1.301919071E9,776110,776759
776662,51.46802,5.442215,1.301919071E9,776110,776759
776662,51.46793,5.442271,1.301919071E9,776110,776759
776662,51.46784,5.442345,1.301919071E9,776110,776759
776662,51.467728,5.442369,1.301919071E9,776110,776759
776662,51.467617,5.442368,1.301919071E9,776110,776759
776662,51.46752,5.442393,1.301919071E9,776110,776759
776662,51.46743,5.442411,1.301919071E9,776110,776759
776662,51.46732,5.442418,1.301919071E9,776110,776759
776662,51.467228,5.442431,1.301919071E9,776110,776759
776662,51.46711,5.442467,1.301919071E9,776110,776759
776662,51.46702,5.442473,1.301919071E9,776110,776759
776662,51.46691,5.44246,1.301919071E9,776110,776759
776662,51.466805,5.442432,1.301919071E9,776110,776759
776662,51.46669,5.442393,1.301919071E9,776110,776759
776662,51.466583,5.442376,1.301919071E9,776110,776759
776662,51.466476,5.442423,1.301919071E9,776110,776759
776662,51.466377,5.442519,1.301919071E9,776110,776759
776662,51.466293,5.442609,1.301919071E9,776110,776759
776662,51.466206,5.442723,1.301919071E9,776110,776759
776662,51.46614,5.442879,1.301919071E9,776110,776759
776662,51.466118,5.44302,1.301919071E9,776110,776759
776662,51.466106,5.443168,1.301919071E9,776110,776759
776662,51.466087,5.443341,1.301919071E9,776110,776759
776662,51.46603,5.443469,1.301919071E9,776110,776759
776662,51.465935,5.443559,1.301919071E9,776110,776759
776662,51.46583,5.44363,1.301919071E9,776110,776759
776662,51.46573,5.443699,1.301919071E9,776110,776759
776662,51.465633,5.443779,1.301919071E9,776110,776759
776662,51.465546,5.443818,1.301919071E9,776110,776759
776662,51.46546,5.443759,1.301919071E9,776110,776759
776662,51.4654,5.443645,1.301919071E9,776110,776759
776662,51.465347,5.4435,1.301919071E9,776110,776759
776662,51.465298,5.443338,1.301919071E9,776110,776759
776662,51.465244,5.443172,1.301919071E9,776110,776759
776662,51.46519,5.443015,1.301919071E9,776110,776759
776662,51.465137,5.442884,1.301919071E9,776110,776759
776662,51.46504,5.442823,1.301919071E9,776110,776759
776662,51.464947,5.442864,1.301919071E9,776110,776759
776662,51.464848,5.442952,1.301919071E9,776110,776759
776662,51.464767,5.443044,1.301919071E9,776110,776759
776662,51.464714,5.44317,1.301919071E9,776110,776759
776662,51.46471,5.443352,1.301919071E9,776110,776759
776662,51.464752,5.443484,1.301919071E9,776110,776759
776662,51.464794,5.443661,1.301919071E9,776110,776759
776662,51.46483,5.443837,1.301919071E9,776110,776759
776662,51.46487,5.444001,1.301919071E9,776110,776759
776662,51.464924,5.444156,1.301919071E9,776110,776759
776662,51.464977,5.444315,1.301919071E9,776110,776759
776662,51.465027,5.444489,1.301919071E9,776110,776759
776662,51.465057,5.444628,1.301919071E9,776110,776759
776662,51.465088,5.444774,1.301919071E9,776110,776759
776662,51.46512,5.444922,1.301919071E9,776110,776759
776662,51.465157,5.445058,1.301919071E9,776110,776759
776662,51.465214,5.445209,1.301919071E9,776110,776759
776662,51.46527,5.445367,1.301919071E9,776110,776759
776662,51.465313,5.445496,1.301919071E9,776110,776759
