918205,-156.68622,1.301919071E9,776110,776759
776662,20.91812,-156.6863,1.301919071E9,776110,776759
776662,20.918043,-156.68634,1.301919071E9,776110,776759
776662,20.917938,-156.6864,1.301919071E9,776110,776759
776662,20.917841,-156.68643,1.301919071E9,776110,776759
776662,20.917728,-156.68646,1.301919071E9,776110,776759
776662,20.917625,-156.68646,1.301919071E9,776110,776759
776662,20.917522,-156.68646,1.301919071E9,776110,776759
776662,20.917416,-156.68645,1.301919071E9,776110,776759
776662,20.917316,-156.68643,1.301919071E9,776110,776759
776662,20.91721,-156.68643,1.301919071E9,776110,776759
776662,20.917112,-156.68643,1.301919071E9,776110,776759
776662,20.917002,-156.68642,1.301919071E9,776110,776759
776662,20.916908,-156.6864,1.301919071E9,776110,776759
776662,20.916817,-156.68639,1.301919071E9,776110,776759
776662,20.916721,-156.68636,1.301919071E9,776110,776759
776662,20.916628,-156.68634,1.301919071E9,776110,776759
776662,20.916527,-156.68631,1.301919071E9,776110,776759
776662,20.91644,-156.68628,1.301919071E9,776110,776759
776662,20.916334,-156.68625,1.301919071E9,776110,776759
776662,20.916231,-156.68622,1.301919071E9,776110,776759
776662,20.916132,-156.68619,1.301919071E9,776110,776759
776662,20.916044,-156.68616,1.301919071E9,776110,776759
776662,20.915955,-156.68611,1.301919071E9,776110,776759
776662,20.91585,-156.6861,1.301919071E9,776110,776759
776662,20.915749,-156.68605,1.301919071E9,776110,776759
776662,20.91566,-156.68604,1.301919071E9,776110,776759
776662,20.91556,-156.68599,1.301919071E9,776110,776759
776662,20.915455,-156.68596,1.301919071E9,776110,776759
776662,20.915346,-156.6859,1.301919071E9,776110,776759
776662,20.915258,-156.68585,1.301919071E9,776110,776759
776662,20.91516,-156.68579,1.301919071E9,776110,776759
776662,20.915054,-156.68575,1.301919071E9,776110,776759
776662,20.91497,-156.68568,1.301919071E9,776110,776759
776662,20.914885,-156.68564,1.301919071E9,776110,776759
776662,20.914791,-156.68556,1.301919071E9,776110,776759
776662,20.914711,-156.68549,1.301919071E9,776110,776759
776662,20.914633,-156.68541,1.301919071E9,776110,776759
776662,20.914564,-156.68533,1.301919071E9,776110,776759
776662,20.914497,-156.68523,1.301919071E9,776110,776759
776662,20.914455,-156.68515,1.301919071E9,776110,776759
776662,20.914417,-156.68506,1.301919071E9,776110,776759
776662,20.914389,-156.68494,1.301919071E9,776110,776759
776662,20.914375,-156.68484,1.301919071E9,776110,776759
776662,20.914366,-156.68474,1.301919071E9,776110,776759
776662,20.914368,-156.68462,1.301919071E9,776110,776759
776662,20.914381,-156.68452,1.301919071E9,776110,776759
776662,20.914404,-156.68442,1.301919071E9,776110,776759
776662,20.914452,-156.68431,1.301919071E9,776110,776759
776662,20.914505,-156.68422,1.301919071E9,776110,776759
776662,20.914562,-156.68413,1.301919071E9,776110,776759
776662,20.91462,-156.68404,1.301919071E9,776110,776759
776662,20.914663,-156.68393,1.301919071E9,776110,776759
776662,20.914701,-156.68384,1.301919071E9,776110,776759
776662,20.91474,-156.68373,1.301919071E9,776110,776759
776662,20.914764,-156.68364,1.301919071E9,776110,776759
776662,20.914782,-156.68353,1.301919071E9,776110,776759
776662,20.914783,-156.68341,1.301919071E9,776110,776759
776662,20.91479,-156.68332,1.301919071E9,776110,776759
776662,20.91477,-156.6832,1.301919071E9,776110,776759
776662,20.914743,-156.68309,1.301919071E9,776110,776759
776662,20.914717,-156.68298,1.301919071E9,776110,776759
776662,20.914679,-156.68288,1.301919071E9,776110,776759
776662,20.914644,-156.68277,1.301919071E9,776110,776759
776662,20.914612,-156.68268,1.301919071E9,776110,776759
776662,20.914576,-156.68259,1.301919071E9,776110,776759
776662,20.914541,-156.6825,1.301919071E9,776110,776759
776662,20.914515,-156.68239,1.301919071E9,776110,776759
776662,20.91449,-156.6823,1.301919071E9,776110,776759
776662,20.914465,-156.68219,1.301919071E9,776110,776759
776662,20.914446,-156.68208,1.301919071E9,776110,776759
776662,20.914423,-156.68196,1.301919071E9,776110,776759
776662,20.914406,-156.68185,1.301919071E9,776110,776759
776662,20.914404,-156.68175,1.301919071E9,776110,776759
776662,20.9144,-156.68163,1.301919071E9,776110,776759
776662,20.914398,-156.68153,1.301919071E9,776110,776759
776662,20.914406,-156.68143,1.301919071E9,776110,776759
776662,20.914417,-156.68132,1.301919071E9,776110,776759
776662,20.914455,-156.68121,1.301919071E9,776110,776759
776662,20.914501,-156.68112,1.301919071E9,776110,776759
776662,20.914564,-156.68105,1.301919071E9,776110,776759
776662,20.914646,-156.68097,1.301919071E9,776110,776759
776662,20.914743,-156.68091,1.301919071E9,776110,776759
776662,20.914827,-156.68088,1.301919071E9,776110,776759
776662,20.91492,-156.68085,1.301919071E9,776110,776759
776662,20.915033,-156.68085,1.301919071E9,776110,776759
776662,20.915127,-156.68086,1.301919071E9,776110,776759
776662,20.91523,-156.68088,1.301919071E9,776110,776759
776662,20.915325,-156.68091,1.301919071E9,776110,776759
776662,20.915432,-156.68092,1.301919071E9,776110,776759
776662,20.915527,-156.68097,1.301919071E9,776110,776759
776662,20.915632,-156.681,1.301919071E9,776110,776759
776662,20.915737,-156.68103,1.301919071E9,776110,776759
776662,20.91584,-156.68105,1.301919071E9,776110,776759
776662,20.91595,-156.68106,1.301919071E9,776110,776759
776662,20.916063,-156.68106,1.301919071E9,776110,776759
776662,20.916159,-156.68106,1.301919071E9,776110,776759
776662,20.916265,-156.68106,1.301919071E9,776110,776759
776662,20.916365,-156.68106,1.301919071E9,776110,776759
776662,20.916468,-156.68105,1.301919071E9,776110,776759
776662,20.916567,-156.68105,1.301919071E9,776110,776759
776662,20.916676,-156.68105,1.301919071E9,776110,776759
776662,20.916786,-156.68108,1.301919071E9,776110,776759
776662,20.916891,-156.68112,1.301919071E9,776110,776759
776662,20.916983,-156.68118,1.301919071E9,776110,776759
776662,20.917063,-156.68126,1.301919071E9,776110,776759
776662,20.91712,-156.68134,1.301919071E9,776110,776759
776662,20.917166,-156.68144,1.301919071E9,776110,776759
776662,20.917208,-156.68153,1.301919071E9,776110,776759
776662,20.917246,-156.68164,1.301919071E9,776110,776759
776662,20.917278,-156.68176,1.301919071E9,776110,776759
776662,20.917309,-156.68187,1.301919071E9,776110,776759
776662,20.917332,-156.68196,1.301919071E9,776110,776759
776662,20.917368,-156.68207,1.301919071E9,776110,776759
776662,20.917398,-156.68217,1.301919071E9,776110,776759
776662,20.917425,-156.68228,1.301919071E9,776110,776759
776662,20.917442,-156.6824,1.301919071E9,776110,776759
776662,20.917475,-156.68251,1.301919071E9,776110,776759
776662,20.917515,-156.68262,1.301919071E9,776110,776759
776662,20.917543,-156.68272,1.301919071E9,776110,776759
776662,20.91757,-156.68283,1.301919071E9,776110,776759
776662,20.91763,-156.6829,1.301919071E9,776110,776759
776662,20.91772,-156.68292,1.301919071E9,776110,776759
776662,20.91783,-156.6829,1.301919071E9,776110,776759
776662,20.917934,-156.6829,1.301919071E9,776110,776759
776662,20.918049,-156.6829,1.301919071E9,776110,776759
776662,20.91814,-156.68292,1.301919071E9,776110,776759
776662,20.918253,-156.68294,1.301919071E9,776110,776759
776662,20.918348,-156.68297,1.301919071E9,776110,776759
776662,20.91844,-156.683,1.301919071E9,776110,776759
776662,20.918547,-156.68303,1.301919071E9,776110,776759
776662,20.918634,-156.68307,1.301919071E9,776110,776759
776662,20.918732,-156.68312,1.301919071E9,776110,776759
776662,20.918823,-156.68317,1.301919071E9,776110,776759
776662,20.91892,-156.68318,1.301919071E9,776110,776759
776662,20.919031,-156.6832,1.301919071E9,776110,776759
776662,20.919128,-156.68321,1.301919071E9,776110,776759
776662,20.919228,-156.6832,1.301919071E9,776110,776759
776662,20.919333,-156.6832,1.301919071E9,776110,776759
776662,20.919441,-156.68321,1.301919071E9,776110,776759
776662,20.919565,-156.68323,1.301919071E9,776110,776759
776662,20.919662,-156.68323,1.301919071E9,776110,776759
776662,20.919771,-156.68323,1.301919071E9,776110,776759
776662,20.919886,-156.68321,1.301919071E9,776110,
