,48.84588,2.338002,1.301919071E9,776110,776759
776662,48.845985,2.338047,1.301919071E9,776110,776759
776662,48.846096,2.338082,1.301919071E9,776110,776759
776662,48.8462,2.338099,1.301919071E9,776110,776759
776662,48.84629,2.338141,1.301919071E9,776110,776759
776662,48.846394,2.338206,1.301919071E9,776110,776759
776662,48.846497,2.33829,1.301919071E9,776110,776759
776662,48.84659,2.338368,1.301919071E9,776110,776759
776662,48.846687,2.338426,1.301919071E9,776110,776759
776662,48.846783,2.338468,1.301919071E9,776110,776759
776662,48.84689,2.338478,1.301919071E9,776110,776759
776662,48.846985,2.338466,1.301919071E9,776110,776759
776662,48.847084,2.338433,1.301919071E9,776110,776759
776662,48.8472,2.33837,1.301919071E9,776110,776759
776662,48.847305,2.33832,1.301919071E9,776110,776759
776662,48.847412,2.338322,1.301919071E9,776110,776759
776662,48.847515,2.338326,1.301919071E9,776110,776759
776662,48.847622,2.338375,1.301919071E9,776110,776759
776662,48.847717,2.338401,1.301919071E9,776110,776759
776662,48.84782,2.338419,1.301919071E9,776110,776759
776662,48.84793,2.338392,1.301919071E9,776110,776759
776662,48.848034,2.338371,1.301919071E9,776110,776759
776662,48.848145,2.338361,1.301919071E9,776110,776759
776662,48.848255,2.338358,1.301919071E9,776110,776759
776662,48.84836,2.33836,1.301919071E9,776110,776759
776662,48.848465,2.338371,1.301919071E9,776110,776759
776662,48.84856,2.338421,1.301919071E9,776110,776759
776662,48.848675,2.338445,1.301919071E9,776110,776759
776662,48.84878,2.338476,1.301919071E9,776110,776759
776662,48.84887,2.338526,1.301919071E9,776110,776759
776662,48.848976,2.33848,1.301919071E9,776110,776759
776662,48.849083,2.338417,1.301919071E9,776110,776759
776662,48.84917,2.338356,1.301919071E9,776110,776759
776662,48.84924,2.33824,1.301919071E9,776110,776759
776662,48.849228,2.338085,1.301919071E9,776110,776759
776662,48.84928,2.337931,1.301919071E9,776110,776759
776662,48.84931,2.337791,1.301919071E9,776110,776759
776662,48.849365,2.337625,1.301919071E9,776110,776759
776662,48.849415,2.337443,1.301919071E9,776110,776759
