,5.3915143,1.301919071E9,776110,776759
776662,51.436687,5.3913646,1.301919071E9,776110,776759
776662,51.436615,5.3912616,1.301919071E9,776110,776759
776662,51.436573,5.391069,1.301919071E9,776110,776759
776662,51.43666,5.3910556,1.301919071E9,776110,776759
776662,51.43678,5.3909006,1.301919071E9,776110,776759
776662,51.43682,5.390735,1.301919071E9,776110,776759
776662,51.436905,5.3905954,1.301919071E9,776110,776759
776662,51.43691,5.390395,1.301919071E9,776110,776759
776662,51.436985,5.3902698,1.301919071E9,776110,776759
776662,51.437057,5.390191,1.301919071E9,776110,776759
776662,51.437138,5.3900204,1.301919071E9,776110,776759
776662,51.43718,5.3898573,1.301919071E9,776110,776759
776662,51.437263,5.389749,1.301919071E9,776110,776759
776662,51.437325,5.389651,1.301919071E9,776110,776759
776662,51.437412,5.3895664,1.301919071E9,776110,776759
776662,51.43751,5.3894033,1.301919071E9,776110,776759
776662,51.437557,5.3892484,1.301919071E9,776110,776759
776662,51.437645,5.389062,1.301919071E9,776110,776759
776662,51.43769,5.388873,1.301919071E9,776110,776759
776662,51.43773,5.388739,1.301919071E9,776110,776759
776662,51.43771,5.38856,1.301919071E9,776110,776759
776662,51.437714,5.388327,1.301919071E9,776110,776759
776662,51.437664,5.3881927,1.301919071E9,776110,776759
776662,51.43766,5.3880215,1.301919071E9,776110,776759
776662,51.437626,5.387819,1.301919071E9,776110,776759
776662,51.437714,5.38775,1.301919071E9,776110,776759
776662,51.43782,5.387717,1.301919071E9,776110,776759
776662,51.4379,5.3877892,1.301919071E9,776110,776759
776662,51.437992,5.3879056,1.301919071E9,776110,776759
776662,51.438095,5.3880363,1.301919071E9,776110,776759
776662,51.438183,5.3881173,1.301919071E9,776110,776759
776662,51.43828,5.3881884,1.301919071E9,776110,776759
776662,51.43837,5.3882413,1.301919071E9,776110,776759
776662,51.438484,5.3882704,1.301919071E9,776110,776759
776662,51.43858,5.3882747,1.301919071E9,776110,776759
776662,51.438683,5.3883142,1.301919071E9,776110,776759
776662,51.43879,5.388323,1.301919071E9,776110,776759
776662,51.43891,5.3883286,1.301919071E9,776110,776759
776662,51.439014,5.3883204,1.301919071E9,776110,776759
776662,51.43914,5.3883104,1.301919071E9,776110,776759
776662,51.43925,5.3883023,1.301919071E9,776110,776759
776662,51.439346,5.3883085,1.301919071E9,776110,776759
776662,51.43943,5.3882513,1.301919071E9,776110,776759
776662,51.43955,5.3882504,1.301919071E9,776110,776759
776662,51.439655,5.388276,1.301919071E9,776110,776759
776662,51.439808,5.3882227,1.301919071E9,776110,776759
776662,51.43992,5.388221,1.301919071E9,776110,776759
776662,51.440037,5.388223,1.301919071E9,776110,776759
776662,51.440132,5.388213,1.301919071E9,776110,776759
776662,51.440235,5.3881946,1.301919071E9,776110,776759
776662,51.44034,5.3881636,1.301919071E9,776110,776759
776662,51.44043,5.388134,1.301919071E9,776110,776759
776662,51.44052,5.3881264,1.301919071E9,776110,776759
776662,51.440613,5.388098,1.301919071E9,776110,776759
776662,51.440712,5.388066,1.301919071E9,776110,776759
776662,51.44082,5.3880024,1.301919071E9,776110,776759
776662,51.440914,5.387985,1.301919071E9,776110,776759
776662,51.441032,5.3879404,1.301919071E9,776110,776759
776662,51.441124,5.3878927,1.301919071E9,776110,776759
776662,51.44124,5.387888,1.301919071E9,776110,776759
776662,51.441353,5.3879056,1.301919071E9,776110,776759
776662,51.44146,5.38786,1.301919071E9,776110,776759
776662,51.441574,5.387845,1.301919071E9,776110,776759
776662,51.441677,5.3877993,1.301919071E9,776110,776759
776662,51.44179,5.3877416,1.301919071E9,776110,776759
776662,51.441906,5.3876457,1.301919071E9,776110,776759
776662,51.442028,5.387578,1.301919071E9,776110,776759
776662,51.442123,5.387545,1.301919071E9,776110,776759
776662,51.442215,5.3875184,1.301919071E9,776110,776759
776662,51.442318,5.3875,1.301919071E9,776110,776759
776662,51.442417,5.3875127,1.301919071E9,776110,776759
776662,51.442516,5.387502,1.301919071E9,776110,776759
776662,51.44261,5.387481,1.301919071E9,776110,776759
776662,51.44271,5.3874197,1.301919071E9,776110,776759
776662,51.442814,5.3874097,1.301919071E9,776110,776759
776662,51.442917,5.387392,1.301919071E9,776110,776759
776662,51.44302,5.387359,1.301919071E9,776110,776759
776662,51.44312,5.3873343,1.301919071E9,776110,776759
776662,51.443222,5.387376,1.301919071E9,776110,776759
776662,51.443348,5.387407,1.301919071E9,776110,776759
776662,51.443436,5.387411,1.301919071E9,776110,776759
776662,51.443535,5.387431,1.301919071E9,776110,776759
776662,51.443634,5.387476,1.301919071E9,776110,776759
776662,51.44374,5.3875165,1.301919071E9,776110,776759
776662,51.44384,5.3875794,1.301919071E9,776110,776759
776662,51.44393,5.3876534,1.301919071E9,776110,776759
776662,51.444023,5.387712,1.301919071E9,776110,776759
776662,51.444122,5.3877854,1.301919071E9,776110,776759
776662,51.444218,5.3878813,1.301919071E9,776110,776759
776662,51.4443,5.3879795,1.301919071E9,776110,776759
776662,51.44438,5.3881226,1.301919071E9,776110,776759
776662,51.444477,5.3882785,1.301919071E9,776110,776759
776662,51.444576,5.3884735,1.301919071E9,776110,776759
776662,51.444626,5.3886595,1.301919071E9,776110,776759
776662,51.4447,5.388853,1.301919071E9,776110,776759
776662,51.444736,5.3889685,1.301919071E9,776110,776759
776662,51.444794,5.38917,1.301919071E9,776110,776759
776662,51.444862,5.389373,1.301919071E9,776110,776759
776662,51.444923,5.3895755,1.301919071E9,776110,776759
776662,51.44499,5.3897715,1.301919071E9,776110,776759
776662,51.445053,5.3899574,1.301919071E9,776110,776759
776662,51.445126,5.3901553,1.301919071E9,776110,776759
776662,51.445152,5.390278,1.301919071E9,776110,776759
776662,51.44523,5.390499,1.301919071E9,776110,776759
776662,51.445282,5.3907113,1.301919071E9,776110,776759
776662,51.445335,5.39091,1.301919071E9,776110,776759
776662,51.445393,5.391135,1.301919071E9,776110,776759
776662,51.445435,5.3913236,1.301919071E9,776110,776759
776662,51.445484,5.391526,1.301919071E9,776110,776759
776662,51.445545,5.3917384,1.301919071E9,776110,776759
776662,51.445606,5.3919673,1.301919071E9,776110,776759
776662,51.44568,5.392167,1.301919071E9,776110,776759
776662,51.445724,5.3923683,1.301919071E9,776110,776759
776662,51.445797,5.392548,1.301919071E9,776110,776759
776662,51.445866,5.3927517,1.301919071E9,776110,776759
776662,51.445915,5.3929434,1.301919071E9,776110,776759
776662,51.445976,5.393146,1.301919071E9,776110,776759
776662,51.44603,5.393311,1.301919071E9,776110,776759
776662,51.446083,5.3935037,1.301919071E9,776110,776759
776662,51.446133,5.3936896,1.301919071E9,776110,776759
776662,51.44618,5.393879,1.301919071E9,776110,776759
776662,51.44623,5.3940854,1.301919071E9,776110,776759
776662,51.4463,5.3942976,1.301919071E9,776110,776759
776662,51.44636,5.394532,1.301919071E9,776110,776759
776662,51.4464,5.3947253,1.301919071E9,776110,776759
776662,51.446457,5.39492,1.301919071E9,776110,776759
776662,51.446507,5.3951283,1.301919071E9,776110,776759
776662,51.446556,5.3953075,1.301919071E9,776110,776759
776662,51.446613,5.3954897,1.301919071E9,776110,776759
776662,51.44668,5.395704,1.301919071E9,776110,776759
776662,51.446754,5.3959246,1.301919071E9,776110,776759
776662,51.446796,5.3961153,1.301919071E9,776110,776759
776662,51.446846,5.3963084,1.301919071E9,776110,776759
776662,51.446888,5.3965135,1.301919071E9,776110,776759
776662,51.446938,5.3967133,1.301919071E9,776110,776759
776662,51.44694,5.3968525,1.301919071E9,776110,776759
776662,51.446968,5.3970847,1.301919071E9,776110,776759
776662,51.446995,5.3973026,1.301919071E9,776110,776759
776662,51.447025,5.397538,1.301919071E9,776110,776759
776662,51.447044,5.397664,1.301919071E9,776110,776759
776662,51.447075,5.397876,1.301919071E9,776110,776759
776662,51.447124,5.3981085,1.301919071E9,776110,776759
776662,51.44718,5.3982825,1.301919071E9,776110,776759
776662,51.447243,5.3983727,1.301919071E9,776110,776759
776662,51.447365,5.3984513,1.301919071E9,776110,776759
776662,51.447517,5.398419,1.301919071E9,776110,776759
776662,51.447643,5.3983636,1.301919071E9,776110,776759
