.77961,-71.29149,1.301919071E9,776110,776759
776662,46.779537,-71.29161,1.301919071E9,776110,776759
776662,46.77948,-71.291725,1.301919071E9,776110,776759
776662,46.7794,-71.29183,1.301919071E9,776110,776759
776662,46.7793,-71.29195,1.301919071E9,776110,776759
776662,46.779224,-71.29205,1.301919071E9,776110,776759
776662,46.779152,-71.29217,1.301919071E9,776110,776759
776662,46.779068,-71.29227,1.301919071E9,776110,776759
776662,46.779,-71.29236,1.301919071E9,776110,776759
776662,46.778893,-71.29249,1.301919071E9,776110,776759
776662,46.778828,-71.292625,1.301919071E9,776110,776759
776662,46.778736,-71.29271,1.301919071E9,776110,776759
776662,46.77869,-71.29283,1.301919071E9,776110,776759
776662,46.778606,-71.2929,1.301919071E9,776110,776759
776662,46.778534,-71.293,1.301919071E9,776110,776759
776662,46.778473,-71.2931,1.301919071E9,776110,776759
776662,46.778408,-71.2932,1.301919071E9,776110,776759
776662,46.778336,-71.29333,1.301919071E9,776110,776759
776662,46.77825,-71.29347,1.301919071E9,776110,776759
776662,46.778156,-71.29362,1.301919071E9,776110,776759
776662,46.77809,-71.29371,1.301919071E9,776110,776759
776662,46.778008,-71.29387,1.301919071E9,776110,776759
776662,46.77793,-71.294,1.301919071E9,776110,776759
776662,46.77784,-71.294075,1.301919071E9,776110,776759
776662,46.777756,-71.294174,1.301919071E9,776110,776759
776662,46.777687,-71.29427,1.301919071E9,776110,776759
776662,46.77761,-71.294365,1.301919071E9,776110,776759
776662,46.777542,-71.29449,1.301919071E9,776110,776759
776662,46.777485,-71.29461,1.301919071E9,776110,776759
776662,46.777405,-71.2947,1.301919071E9,776110,776759
776662,46.77733,-71.29478,1.301919071E9,776110,776759
776662,46.77725,-71.29487,1.301919071E9,776110,776759
776662,46.777164,-71.29493,1.301919071E9,776110,776759
776662,46.777103,-71.295074,1.301919071E9,776110,776759
776662,46.777035,-71.295204,1.301919071E9,776110,776759
776662,46.776955,-71.295334,1.301919071E9,776110,776759
776662,46.776886,-71.29544,1.301919071E9,776110,776759
776662,46.776817,-71.29554,1.301919071E9,776110,776759
776662,46.776768,-71.295654,1.301919071E9,776110,776759
776662,46.7767,-71.29575,1.301919071E9,776110,776759
776662,46.77663,-71.295845,1.301919071E9,776110,776759
776662,46.776577,-71.29595,1.301919071E9,776110,776759
776662,46.7765,-71.296074,1.301919071E9,776110,776759
776662,46.776432,-71.296165,1.301919071E9,776110,776759
776662,46.776356,-71.29628,1.301919071E9,776110,776759
776662,46.776283,-71.2964,1.301919071E9,776110,776759
776662,46.776222,-71.29652,1.301919071E9,776110,776759
776662,46.77616,-71.29663,1.301919071E9,776110,776759
776662,46.776108,-71.296745,1.301919071E9,776110,776759
776662,46.776054,-71.29686,1.301919071E9,776110,776759
776662,46.775986,-71.29695,1.301919071E9,776110,776759
776662,46.77591,-71.29705,1.301919071E9,776110,776759
776662,46.77584,-71.29714,1.301919071E9,776110,776759
776662,46.775772,-71.29723,1.301919071E9,776110,776759
776662,46.775715,-71.29733,1.301919071E9,776110,776759
776662,46.77565,-71.29744,1.301919071E9,776110,776759
776662,46.77559,-71.29757,1.301919071E9,776110,776759
776662,46.77552,-71.297714,1.301919071E9,776110,776759
776662,46.77542,-71.29783,1.301919071E9,776110,776759
776662,46.775337,-71.29791,1.301919071E9,776110,776759
776662,46.775246,-71.297874,1.301919071E9,776110,776759
776662,46.775158,-71.29781,1.301919071E9,776110,776759
776662,46.775078,-71.2977,1.301919071E9,776110,776759
776662,46.774998,-71.2976,1.301919071E9,776110,776759
776662,46.774933,-71.29751,1.301919071E9,776110,776759
776662,46.77487,-71.29737,1.301919071E9,776110,776759
776662,46.7748,-71.29724,1.301919071E9,776110,776759
776662,46.774734,-71.29714,1.301919071E9,776110,776759
776662,46.774673,-71.297005,1.301919071E9,776110,776759
776662,46.77462,-71.29689,1.301919071E9,776110,776759
776662,46.774536,-71.29678,1.301919071E9,776110,776759
