,-90.47859,1.301919071E9,776110,776759
776662,38.78406,-90.478546,1.301919071E9,776110,776759
776662,38.784157,-90.4785,1.301919071E9,776110,776759
776662,38.784245,-90.478455,1.301919071E9,776110,776759
776662,38.784348,-90.47841,1.301919071E9,776110,776759
776662,38.78444,-90.47836,1.301919071E9,776110,776759
776662,38.78453,-90.47833,1.301919071E9,776110,776759
776662,38.78463,-90.47829,1.301919071E9,776110,776759
776662,38.784718,-90.47826,1.301919071E9,776110,776759
776662,38.78481,-90.478226,1.301919071E9,776110,776759
776662,38.78492,-90.47817,1.301919071E9,776110,776759
776662,38.78503,-90.47813,1.301919071E9,776110,776759
776662,38.785122,-90.47808,1.301919071E9,776110,776759
776662,38.785213,-90.47805,1.301919071E9,776110,776759
776662,38.785324,-90.47803,1.301919071E9,776110,776759
776662,38.78544,-90.47798,1.301919071E9,776110,776759
776662,38.785534,-90.47796,1.301919071E9,776110,776759
776662,38.785625,-90.47793,1.301919071E9,776110,776759
776662,38.785713,-90.47789,1.301919071E9,776110,776759
776662,38.785812,-90.477875,1.301919071E9,776110,776759
776662,38.785904,-90.47787,1.301919071E9,776110,776759
776662,38.785995,-90.47784,1.301919071E9,776110,776759
776662,38.786102,-90.47782,1.301919071E9,776110,776759
776662,38.7862,-90.4778,1.301919071E9,776110,776759
776662,38.78631,-90.47778,1.301919071E9,776110,776759
776662,38.786407,-90.47776,1.301919071E9,776110,776759
776662,38.78652,-90.47774,1.301919071E9,776110,776759
776662,38.786617,-90.47772,1.301919071E9,776110,776759
776662,38.78672,-90.47769,1.301919071E9,776110,776759
776662,38.786816,-90.477684,1.301919071E9,776110,776759
776662,38.786907,-90.47765,1.301919071E9,776110,776759
776662,38.787003,-90.47763,1.301919071E9,776110,776759
776662,38.787106,-90.47763,1.301919071E9,776110,776759
776662,38.787197,-90.477615,1.301919071E9,776110,776759
776662,38.787296,-90.47759,1.301919071E9,776110,776759
776662,38.787395,-90.47756,1.301919071E9,776110,776759
776662,38.787502,-90.47752,1.301919071E9,776110,776759
776662,38.78759,-90.47749,1.301919071E9,776110,776759
776662,38.787697,-90.477486,1.301919071E9,776110,776759
776662,38.787804,-90.47747,1.301919071E9,776110,776759
776662,38.787914,-90.47747,1.301919071E9,776110,776759
776662,38.788017,-90.47743,1.301919071E9,776110,776759
776662,38.788113,-90.477394,1.301919071E9,776110,776759
776662,38.788204,-90.47734,1.301919071E9,776110,776759
776662,38.7883,-90.477325,1.301919071E9,776110,776759
776662,38.788387,-90.4773,1.301919071E9,776110,776759
776662,38.78848,-90.477264,1.301919071E9,776110,776759
776662,38.78859,-90.477234,1.301919071E9,776110,776759
776662,38.788685,-90.47719,1.301919071E9,776110,776759
776662,38.78879,-90.477165,1.301919071E9,776110,776759
776662,38.78889,-90.47713,1.301919071E9,776110,776759
776662,38.788982,-90.4771,1.301919071E9,776110,776759
776662,38.789085,-90.47705,1.301919071E9,776110,776759
776662,38.789192,-90.477005,1.301919071E9,776110,776759
776662,38.789295,-90.47698,1.301919071E9,776110,776759
776662,38.7894,-90.47695,1.301919071E9,776110,776759
776662,38.78949,-90.47692,1.301919071E9,776110,776759
776662,38.789577,-90.47695,1.301919071E9,776110,776759
776662,38.78969,-90.47697,1.301919071E9,776110,776759
776662,38.78979,-90.47697,1.301919071E9,776110,776759
776662,38.78986,-90.47704,1.301919071E9,776110,776759
776662,38.78995,-90.47705,1.301919071E9,776110,776759
776662,38.790043,-90.477005,1.301919071E9,776110,776759
776662,38.790134,-90.47696,1.301919071E9,776110,776759
776662,38.790245,-90.4769,1.301919071E9,776110,776759
776662,38.790348,-90.47684,1.301919071E9,776110,776759
776662,38.79046,-90.476776,1.301919071E9,776110,776759
776662,38.790558,-90.47673,1.301919071E9,776110,776759
776662,38.79065,-90.47667,1.301919071E9,776110,776759
776662,38.790745,-90.476616,1.301919071E9,776110,776759
776662,38.79084,-90.47656,1.301919071E9,776110,776759
776662,38.79092,-90.47651,1.301919071E9,776110,776759
776662,38.79102,-90.476456,1.301919071E9,776110,776759
776662,38.791115,-90.4764,1.301919071E9,776110,776759
776662,38.7912,-90.47635,1.301919071E9,776110,776759
776662,38.7913,-90.47631,1.301919071E9,776110,776759
776662,38.791393,-90.47627,1.301919071E9,776110,776759
776662,38.791492,-90.476234,1.301919071E9,776110,776759
776662,38.791595,-90.47619,1.301919071E9,776110,776759
776662,38.791683,-90.47615,1.301919071E9,776110,776759
776662,38.79178,-90.4761,1.301919071E9,776110,776759
776662,38.79188,-90.47604,1.301919071E9,776110,776759
776662,38.791992,-90.476,1.301919071E9,776110,776759
776662,38.792084,-90.47595,1.301919071E9,776110,776759
776662,38.792164,-90.4759,1.301919071E9,776110,776759
776662,38.79225,-90.47582,1.301919071E9,776110,776759
776662,38.792347,-90.47576,1.301919071E9,776110,776759
776662,38.792446,-90.475685,1.301919071E9,776110,776759
776662,38.792534,-90.47563,1.301919071E9,776110,776759
776662,38.792637,-90.47557,1.301919071E9,776110,776759
776662,38.792744,-90.475525,1.301919071E9,776110,776759
776662,38.792835,-90.47547,1.301919071E9,776110,776759
776662,38.792934,-90.47542,1.301919071E9,776110,776759
776662,38.793037,-90.47535,1.301919071E9,776110,776759
776662,38.79312,-90.47528,1.301919071E9,776110,776759
776662,38.7932,-90.47521,1.301919071E9,776110,776759
776662,38.7933,-90.47517,1.301919071E9,776110,776759
776662,38.793396,-90.47509,1.301919071E9,776110,776759
776662,38.793385,-90.474945,1.301919071E9,776110,776759
776662,38.79334,-90.47482,1.301919071E9,776110,776759
776662,38.79327,-90.47471,1.301919071E9,776110,776759
776662,38.7932,-90.474625,1.301919071E9,776110,776759
776662,38.793118,-90.474525,1.301919071E9,776110,776759
776662,38.793037,-90.47443,1.301919071E9,776110,776759
776662,38.792957,-90.47436,1.301919071E9,776110,776759
776662,38.792896,-90.474266,1.301919071E9,776110,776759
776662,38.792847,-90.47416,1.301919071E9,776110,776759
776662,38.792854,-90.47403,1.301919071E9,776110,776759
776662,38.792927,-90.473946,1.301919071E9,776110,776759
776662,38.793007,-90.47387,1.301919071E9,776110,776759
776662,38.793083,-90.4738,1.301919071E9,776110,776759
776662,38.79318,-90.47378,1.301919071E9,776110,776759
776662,38.79328,-90.47375,1.301919071E9,776110,776759
776662,38.793385,-90.47375,1.301919071E9,776110,776759
776662,38.793453,-90.47383,1.301919071E9,776110,776759
776662,38.793423,-90.47397,1.301919071E9,776110,776759
776662,38.793385,-90.474106,1.301919071E9,776110,776759
776662,38.793385,-90.47417,1.301919071E9,776110,776759
776662,38.79335,-90.474266,1.301919071E9,776110,776759
776662,38.793392,-90.47436,1.301919071E9,776110,776759
776662,38.793434,-90.47448,1.301919071E9,776110,776759
776662,38.793476,-90.4746,1.301919071E9,776110,776759
