3363,5.469756,1.301919071E9,776110,776759
776662,51.423435,5.469692,1.301919071E9,776110,776759
776662,51.423523,5.4696097,1.301919071E9,776110,776759
776662,51.423576,5.4694586,1.301919071E9,776110,776759
776662,51.423645,5.469265,1.301919071E9,776110,776759
776662,51.4237,5.469134,1.301919071E9,776110,776759
776662,51.423763,5.4689484,1.301919071E9,776110,776759
776662,51.423832,5.4688196,1.301919071E9,776110,776759
776662,51.42391,5.4686007,1.301919071E9,776110,776759
776662,51.424,5.46821,1.301919071E9,776110,776759
776662,51.42405,5.4680247,1.301919071E9,776110,776759
776662,51.4242,5.4678106,1.301919071E9,776110,776759
776662,51.42432,5.467678,1.301919071E9,776110,776759
776662,51.424408,5.467428,1.301919071E9,776110,776759
776662,51.424473,5.4672694,1.301919071E9,776110,776759
776662,51.42452,5.4671435,1.301919071E9,776110,776759
776662,51.424595,5.467061,1.301919071E9,776110,776759
776662,51.4247,5.4670806,1.301919071E9,776110,776759
776662,51.42481,5.4671845,1.301919071E9,776110,776759
776662,51.424896,5.467257,1.301919071E9,776110,776759
776662,51.424976,5.4673486,1.301919071E9,776110,776759
776662,51.42508,5.4674487,1.301919071E9,776110,776759
776662,51.425156,5.467546,1.301919071E9,776110,776759
776662,51.42523,5.467652,1.301919071E9,776110,776759
776662,51.4253,5.4677615,1.301919071E9,776110,776759
776662,51.42537,5.467853,1.301919071E9,776110,776759
776662,51.425453,5.46796,1.301919071E9,776110,776759
776662,51.425537,5.468056,1.301919071E9,776110,776759
776662,51.425625,5.4681683,1.301919071E9,776110,776759
776662,51.425705,5.4682603,1.301919071E9,776110,776759
776662,51.425785,5.4683485,1.301919071E9,776110,776759
776662,51.425877,5.4684205,1.301919071E9,776110,776759
776662,51.42594,5.468511,1.301919071E9,776110,776759
776662,51.42602,5.468607,1.301919071E9,776110,776759
776662,51.4261,5.4686766,1.301919071E9,776110,776759
776662,51.426197,5.4687533,1.301919071E9,776110,776759
776662,51.426273,5.4688272,1.301919071E9,776110,776759
776662,51.42638,5.468876,1.301919071E9,776110,776759
776662,51.4265,5.468929,1.301919071E9,776110,776759
776662,51.42662,5.468955,1.301919071E9,776110,776759
776662,51.42673,5.4690495,1.301919071E9,776110,776759
776662,51.426846,5.469066,1.301919071E9,776110,776759
776662,51.426945,5.4691405,1.301919071E9,776110,776759
776662,51.427044,5.469192,1.301919071E9,776110,776759
776662,51.42714,5.4692082,1.301919071E9,776110,776759
776662,51.427227,5.469266,1.301919071E9,776110,776759
776662,51.427322,5.469321,1.301919071E9,776110,776759
776662,51.42741,5.469445,1.301919071E9,776110,776759
776662,51.427483,5.4695106,1.301919071E9,776110,776759
776662,51.42758,5.4695277,1.301919071E9,776110,776759
776662,51.42769,5.4695807,1.301919071E9,776110,776759
776662,51.42779,5.4696155,1.301919071E9,776110,776759
776662,51.42788,5.469683,1.301919071E9,776110,776759
776662,51.42797,5.469748,1.301919071E9,776110,776759
776662,51.4281,5.4698534,1.301919071E9,776110,776759
776662,51.42817,5.469942,1.301919071E9,776110,776759
776662,51.428303,5.470042,1.301919071E9,776110,776759
776662,51.428387,5.4700937,1.301919071E9,776110,776759
776662,51.428463,5.4701624,1.301919071E9,776110,776759
776662,51.42857,5.470224,1.301919071E9,776110,776759
776662,51.42866,5.4703293,1.301919071E9,776110,776759
776662,51.428757,5.4703913,1.301919071E9,776110,776759
776662,51.42886,5.4704785,1.301919071E9,776110,776759
776662,51.428932,5.470587,1.301919071E9,776110,776759
776662,51.429012,5.470675,1.301919071E9,776110,776759
776662,51.42909,5.4707403,1.301919071E9,776110,776759
776662,51.42919,5.470804,1.301919071E9,776110,776759
776662,51.429287,5.4708843,1.301919071E9,776110,776759
776662,51.429348,5.4709754,1.301919071E9,776110,776759
776662,51.429493,5.4711413,1.301919071E9,776110,776759
776662,51.429596,5.471232,1.301919071E9,776110,776759
776662,51.429737,5.4713016,1.301919071E9,776110,776759
776662,51.429844,5.471366,1.301919071E9,776110,776759
776662,51.429947,5.471423,1.301919071E9,776110,776759
776662,51.4307,5.4718223,1.301919071E9,776110,776759
776662,51.430817,5.4718432,1.301919071E9,776110,776759
776662,51.430943,5.471857,1.301919071E9,776110,776759
776662,51.431046,5.471779,1.301919071E9,776110,776759
776662,51.431114,5.471691,1.301919071E9,776110,776759
776662,51.431175,5.4715595,1.301919071E9,776110,776759
776662,51.431267,5.4713573,1.301919071E9,776110,776759
776662,51.431324,5.4712625,1.301919071E9,776110,776759
776662,51.431366,5.471103,1.301919071E9,776110,776759
776662,51.431366,5.4709034,1.301919071E9,776110,776759
776662,51.431362,5.470739,1.301919071E9,776110,776759
776662,51.43144,5.4705863,1.301919071E9,776110,776759
776662,51.431522,5.4703813,1.301919071E9,776110,776759
776662,51.43141,5.470358,1.301919071E9,776110,776759
776662,51.431545,5.470149,1.301919071E9,776110,776759
776662,51.431614,5.470014,1.301919071E9,776110,776759
776662,51.4317,5.469908,1.301919071E9,776110,776759
776662,51.4318,5.46993,1.301919071E9,776110,776759
776662,51.43189,5.469955,1.301919071E9,776110,776759
776662,51.431976,5.4700294,1.301919071E9,776110,776759
776662,51.432056,5.470116,1.301919071E9,776110,776759
776662,51.43215,5.470169,1.301919071E9,776110,776759
776662,51.432243,5.470257,1.301919071E9,776110,776759
776662,51.43232,5.4703107,1.301919071E9,776110,776759
