16,-2.38091,1.301919071E9,776110,776759
776662,51.40824,-2.381017,1.301919071E9,776110,776759
776662,51.408306,-2.381123,1.301919071E9,776110,776759
776662,51.408363,-2.381246,1.301919071E9,776110,776759
776662,51.40844,-2.381333,1.301919071E9,776110,776759
776662,51.408504,-2.381433,1.301919071E9,776110,776759
776662,51.408577,-2.381528,1.301919071E9,776110,776759
776662,51.408646,-2.381647,1.301919071E9,776110,776759
776662,51.4087,-2.38177,1.301919071E9,776110,776759
776662,51.408745,-2.381898,1.301919071E9,776110,776759
776662,51.4088,-2.38203,1.301919071E9,776110,776759
776662,51.408863,-2.382142,1.301919071E9,776110,776759
776662,51.408936,-2.382258,1.301919071E9,776110,776759
776662,51.40898,-2.382385,1.301919071E9,776110,776759
776662,51.40903,-2.382527,1.301919071E9,776110,776759
776662,51.409103,-2.382635,1.301919071E9,776110,776759
776662,51.40918,-2.382734,1.301919071E9,776110,776759
776662,51.409245,-2.382847,1.301919071E9,776110,776759
776662,51.4093,-2.382969,1.301919071E9,776110,776759
776662,51.409374,-2.383092,1.301919071E9,776110,776759
776662,51.40943,-2.383228,1.301919071E9,776110,776759
776662,51.40952,-2.383334,1.301919071E9,776110,776759
776662,51.409588,-2.383447,1.301919071E9,776110,776759
776662,51.409653,-2.383543,1.301919071E9,776110,776759
776662,51.40972,-2.383655,1.301919071E9,776110,776759
776662,51.409775,-2.383789,1.301919071E9,776110,776759
776662,51.409843,-2.383901,1.301919071E9,776110,776759
776662,51.409904,-2.384027,1.301919071E9,776110,776759
776662,51.409943,-2.384163,1.301919071E9,776110,776759
776662,51.410015,-2.384277,1.301919071E9,776110,776759
776662,51.410103,-2.384355,1.301919071E9,776110,776759
776662,51.410175,-2.384469,1.301919071E9,776110,776759
776662,51.41024,-2.384586,1.301919071E9,776110,776759
776662,51.41031,-2.384689,1.301919071E9,776110,776759
776662,51.410362,-2.384827,1.301919071E9,776110,776759
776662,51.4104,-2.384963,1.301919071E9,776110,776759
776662,51.410454,-2.385078,1.301919071E9,776110,776759
776662,51.410526,-2.385176,1.301919071E9,776110,776759
776662,51.4106,-2.385301,1.301919071E9,776110,776759
776662,51.410667,-2.385425,1.301919071E9,776110,776759
776662,51.41072,-2.385556,1.301919071E9,776110,776759
776662,51.410793,-2.385645,1.301919071E9,776110,776759
776662,51.410866,-2.385747,1.301919071E9,776110,776759
776662,51.41094,-2.385854,1.301919071E9,776110,776759
776662,51.411,-2.385978,1.301919071E9,776110,776759
776662,51.41108,-2.38608,1.301919071E9,776110,776759
776662,51.41115,-2.386187,1.301919071E9,776110,776759
776662,51.4112,-2.386309,1.301919071E9,776110,776759
776662,51.411266,-2.386418,1.301919071E9,776110,776759
776662,51.41134,-2.386538,1.301919071E9,776110,776759
776662,51.411415,-2.38666,1.301919071E9,776110,776759
776662,51.411503,-2.386766,1.301919071E9,776110,776759
776662,51.41157,-2.386908,1.301919071E9,776110,776759
776662,51.411655,-2.386999,1.301919071E9,776110,776759
776662,51.411716,-2.387116,1.301919071E9,776110,776759
776662,51.411755,-2.387256,1.301919071E9,776110,776759
776662,51.411823,-2.387368,1.301919071E9,776110,776759
776662,51.41188,-2.387482,1.301919071E9,776110,776759
776662,51.411926,-2.387631,1.301919071E9,776110,776759
776662,51.411976,-2.387772,1.301919071E9,776110,776759
776662,51.41204,-2.387915,1.301919071E9,776110,776759
776662,51.412125,-2.388032,1.301919071E9,776110,776759
776662,51.412186,-2.388153,1.301919071E9,776110,776759
776662,51.412235,-2.388284,1.301919071E9,776110,776759
776662,51.412277,-2.388433,1.301919071E9,776110,776759
776662,51.41237,-2.388508,1.301919071E9,776110,776759
776662,51.412422,-2.388627,1.301919071E9,776110,776759
776662,51.41249,-2.388735,1.301919071E9,776110,776759
776662,51.412548,-2.388864,1.301919071E9,776110,776759
776662,51.412636,-2.3889,1.301919071E9,776110,776759
776662,51.41267,-2.389037,1.301919071E9,776110,776759
776662,51.412727,-2.389158,1.301919071E9,776110,776759
776662,51.41279,-2.389288,1.301919071E9,776110,776759
776662,51.412872,-2.38941,1.301919071E9,776110,776759
776662,51.412952,-2.38948,1.301919071E9,776110,776759
776662,51.41301,-2.389603,1.301919071E9,776110,776759
776662,51.413063,-2.389741,1.301919071E9,776110,776759
776662,51.413128,-2.389847,1.301919071E9,776110,776759
776662,51.413197,-2.389969,1.301919071E9,776110,776759
776662,51.413254,-2.390091,1.301919071E9,776110,776759
776662,51.41332,-2.390237,1.301919071E9,776110,776759
776662,51.41338,-2.390355,1.301919071E9,776110,776759
776662,51.413456,-2.390445,1.301919071E9,776110,776759
776662,51.413532,-2.390557,1.301919071E9,776110,776759
776662,51.413536,-2.390707,1.301919071E9,776110,776759
776662,51.41361,-2.390793,1.301919071E9,776110,776759
776662,51.413677,-2.390916,1.301919071E9,776110,776759
776662,51.413746,-2.391029,1.301919071E9,776110,776759
776662,51.41382,-2.391127,1.301919071E9,776110,776759
776662,51.413883,-2.391236,1.301919071E9,776110,776759
776662,51.413956,-2.391355,1.301919071E9,776110,776759
776662,51.414,-2.391486,1.301919071E9,776110,776759
776662,51.41406,-2.391598,1.301919071E9,776110,776759
776662,51.414112,-2.391731,1.301919071E9,776110,776759
776662,51.41418,-2.391835,1.301919071E9,776110,776759
776662,51.41426,-2.391943,1.301919071E9,776110,776759
776662,51.414333,-2.392063,1.301919071E9,776110,776759
776662,51.41439,-2.392193,1.301919071E9,776110,776759
776662,51.414463,-2.392295,1.301919071E9,776110,776759
776662,51.414524,-2.392413,1.301919071E9,776110,776759
