,-97.87778,1.301919071E9,776110,776759
776662,38.106857,-97.87762,1.301919071E9,776110,776759
776662,38.10678,-97.877464,1.301919071E9,776110,776759
776662,38.106617,-97.87727,1.301919071E9,776110,776759
776662,38.106487,-97.8772,1.301919071E9,776110,776759
776662,38.106346,-97.87717,1.301919071E9,776110,776759
776662,38.106205,-97.87715,1.301919071E9,776110,776759
776662,38.106064,-97.87715,1.301919071E9,776110,776759
776662,38.105923,-97.87717,1.301919071E9,776110,776759
776662,38.10578,-97.877174,1.301919071E9,776110,776759
776662,38.105644,-97.8772,1.301919071E9,776110,776759
776662,38.105526,-97.877235,1.301919071E9,776110,776759
776662,38.10541,-97.87727,1.301919071E9,776110,776759
776662,38.10531,-97.87733,1.301919071E9,776110,776759
776662,38.105206,-97.87738,1.301919071E9,776110,776759
776662,38.105103,-97.87741,1.301919071E9,776110,776759
776662,38.104992,-97.87743,1.301919071E9,776110,776759
776662,38.104885,-97.87745,1.301919071E9,776110,776759
776662,38.10481,-97.877556,1.301919071E9,776110,776759
776662,38.104763,-97.877686,1.301919071E9,776110,776759
776662,38.10476,-97.87785,1.301919071E9,776110,776759
776662,38.104755,-97.87801,1.301919071E9,776110,776759
776662,38.104748,-97.878174,1.301919071E9,776110,776759
776662,38.104744,-97.8784,1.301919071E9,776110,776759
776662,38.104744,-97.878555,1.301919071E9,776110,776759
776662,38.104744,-97.87872,1.301919071E9,776110,776759
776662,38.104744,-97.8789,1.301919071E9,776110,776759
776662,38.10474,-97.87907,1.301919071E9,776110,776759
776662,38.10474,-97.87923,1.301919071E9,776110,776759
776662,38.104733,-97.87938,1.301919071E9,776110,776759
776662,38.104736,-97.87954,1.301919071E9,776110,776759
776662,38.104736,-97.8797,1.301919071E9,776110,776759
776662,38.10474,-97.87987,1.301919071E9,776110,776759
776662,38.104744,-97.88004,1.301919071E9,776110,776759
776662,38.104748,-97.88022,1.301919071E9,776110,776759
776662,38.10475,-97.8804,1.301919071E9,776110,776759
776662,38.10476,-97.880585,1.301919071E9,776110,776759
776662,38.104748,-97.88075,1.301919071E9,776110,776759
776662,38.104748,-97.88091,1.301919071E9,776110,776759
776662,38.104748,-97.881065,1.301919071E9,776110,776759
776662,38.104767,-97.8812,1.301919071E9,776110,776759
776662,38.10477,-97.881355,1.301919071E9,776110,776759
776662,38.10478,-97.88155,1.301919071E9,776110,776759
776662,38.104782,-97.881676,1.301919071E9,776110,776759
776662,38.104748,-97.881775,1.301919071E9,776110,776759
776662,38.10468,-97.881836,1.301919071E9,776110,776759
776662,38.10459,-97.88186,1.301919071E9,776110,776759
776662,38.1045,-97.88186,1.301919071E9,776110,776759
776662,38.104397,-97.88186,1.301919071E9,776110,776759
776662,38.104294,-97.88186,1.301919071E9,776110,776759
776662,38.104195,-97.88187,1.301919071E9,776110,776759
776662,38.104084,-97.88187,1.301919071E9,776110,776759
776662,38.103977,-97.88186,1.301919071E9,776110,776759
776662,38.103855,-97.881874,1.301919071E9,776110,776759
776662,38.103733,-97.88189,1.301919071E9,776110,776759
776662,38.1036,-97.8819,1.301919071E9,776110,776759
776662,38.103462,-97.881905,1.301919071E9,776110,776759
776662,38.103325,-97.881905,1.301919071E9,776110,776759
776662,38.10318,-97.881935,1.301919071E9,776110,776759
776662,38.103035,-97.88193,1.301919071E9,776110,776759
776662,38.102894,-97.88192,1.301919071E9,776110,776759
776662,38.10275,-97.88192,1.301919071E9,776110,776759
776662,38.10259,-97.88193,1.301919071E9,776110,776759
776662,38.102444,-97.881935,1.301919071E9,776110,776759
776662,38.102287,-97.88194,1.301919071E9,776110,776759
776662,38.102135,-97.88196,1.301919071E9,776110,776759
776662,38.101986,-97.881966,1.301919071E9,776110,776759
776662,38.10185,-97.88198,1.301919071E9,776110,776759
776662,38.101715,-97.881996,1.301919071E9,776110,776759
776662,38.10158,-97.882,1.301919071E9,776110,776759
776662,38.101467,-97.88199,1.301919071E9,776110,776759
776662,38.101345,-97.88199,1.301919071E9,776110,776759
776662,38.101242,-97.88199,1.301919071E9,776110,776759
776662,38.101135,-97.881996,1.301919071E9,776110,776759
776662,38.101017,-97.881996,1.301919071E9,776110,776759
776662,38.1009,-97.881996,1.301919071E9,776110,776759
776662,38.100777,-97.88199,1.301919071E9,776110,776759
776662,38.100643,-97.881996,1.301919071E9,776110,776759
776662,38.100494,-97.88197,1.301919071E9,776110,776759
776662,38.100353,-97.881935,1.301919071E9,776110,776759
776662,38.10022,-97.88188,1.301919071E9,776110,776759
776662,38.100063,-97.881805,1.301919071E9,776110,776759
776662,38.0999,-97.88174,1.301919071E9,776110,776759
776662,38.099743,-97.881676,1.301919071E9,776110,776759
776662,38.099663,-97.88165,1.301919071E9,776110,776759
776662,38.099575,-97.88164,1.301919071E9,776110,776759
776662,38.09949,-97.88162,1.301919071E9,776110,776759
776662,38.0994,-97.8816,1.301919071E9,776110,776759
776662,38.09931,-97.881584,1.301919071E9,776110,776759
776662,38.099216,-97.88158,1.301919071E9,776110,776759
776662,38.099125,-97.88158,1.301919071E9,776110,776759
776662,38.099033,-97.88156,1.301919071E9,776110,776759
776662,38.09894,-97.88155,1.301919071E9,776110,776759
776662,38.09885,-97.88154,1.301919071E9,776110,776759
776662,38.09876,-97.88153,1.301919071E9,776110,776759
776662,38.098663,-97.88153,1.301919071E9,776110,776759
776662,38.09858,-97.88152,1.301919071E9,776110,776759
776662,38.09849,-97.88153,1.301919071E9,776110,776759
776662,38.098408,-97.88152,1.301919071E9,776110,776759
776662,38.09825,-97.881516,1.301919071E9,776110,776759
776662,38.098103,-97.88154,1.301919071E9,776110,776759
776662,38.098,-97.88166,1.301919071E9,776110,776759
776662,38.097992,-97.88185,1.301919071E9,776110,776759
776662,38.09801,-97.882065,1.301919071E9,776110,776759
