.66295,13.114412,1.301919071E9,776110,776759
776662,55.662903,13.114562,1.301919071E9,776110,776759
776662,55.662834,13.114673,1.301919071E9,776110,776759
776662,55.662746,13.114768,1.301919071E9,776110,776759
776662,55.66266,13.1149,1.301919071E9,776110,776759
776662,55.662586,13.115006,1.301919071E9,776110,776759
776662,55.66251,13.115097,1.301919071E9,776110,776759
776662,55.662437,13.11521,1.301919071E9,776110,776759
776662,55.662376,13.115354,1.301919071E9,776110,776759
776662,55.66235,13.115529,1.301919071E9,776110,776759
776662,55.66225,13.115558,1.301919071E9,776110,776759
776662,55.662155,13.115462,1.301919071E9,776110,776759
776662,55.662075,13.115359,1.301919071E9,776110,776759
776662,55.662003,13.115247,1.301919071E9,776110,776759
776662,55.66193,13.115113,1.301919071E9,776110,776759
776662,55.66184,13.115021,1.301919071E9,776110,776759
776662,55.66175,13.114945,1.301919071E9,776110,776759
776662,55.661667,13.114871,1.301919071E9,776110,776759
776662,55.661575,13.114803,1.301919071E9,776110,776759
776662,55.661522,13.114663,1.301919071E9,776110,776759
776662,55.661446,13.114546,1.301919071E9,776110,776759
776662,55.66137,13.114447,1.301919071E9,776110,776759
776662,55.661285,13.11437,1.301919071E9,776110,776759
776662,55.6612,13.114267,1.301919071E9,776110,776759
776662,55.661133,13.114142,1.301919071E9,776110,776759
776662,55.66106,13.114035,1.301919071E9,776110,776759
776662,55.660976,13.113913,1.301919071E9,776110,776759
776662,55.660904,13.113795,1.301919071E9,776110,776759
776662,55.660847,13.113666,1.301919071E9,776110,776759
776662,55.66078,13.113545,1.301919071E9,776110,776759
776662,55.660713,13.113414,1.301919071E9,776110,776759
776662,55.66065,13.113293,1.301919071E9,776110,776759
776662,55.66058,13.113172,1.301919071E9,776110,776759
776662,55.660507,13.11304,1.301919071E9,776110,776759
776662,55.66044,13.112925,1.301919071E9,776110,776759
776662,55.66037,13.11279,1.301919071E9,776110,776759
776662,55.660297,13.112667,1.301919071E9,776110,776759
776662,55.660213,13.11257,1.301919071E9,776110,776759
776662,55.66015,13.112439,1.301919071E9,776110,776759
776662,55.660084,13.112325,1.301919071E9,776110,776759
776662,55.660023,13.112199,1.301919071E9,776110,776759
