7805,-90.53011,1.301919071E9,776110,776759
776662,38.77796,-90.53003,1.301919071E9,776110,776759
776662,38.77788,-90.52994,1.301919071E9,776110,776759
776662,38.7778,-90.52985,1.301919071E9,776110,776759
776662,38.77773,-90.52977,1.301919071E9,776110,776759
776662,38.777657,-90.529686,1.301919071E9,776110,776759
776662,38.77755,-90.5297,1.301919071E9,776110,776759
776662,38.77749,-90.529785,1.301919071E9,776110,776759
776662,38.777428,-90.52988,1.301919071E9,776110,776759
776662,38.777348,-90.52995,1.301919071E9,776110,776759
776662,38.777267,-90.53003,1.301919071E9,776110,776759
776662,38.77716,-90.53002,1.301919071E9,776110,776759
776662,38.777077,-90.52997,1.301919071E9,776110,776759
776662,38.776997,-90.5299,1.301919071E9,776110,776759
776662,38.77692,-90.52983,1.301919071E9,776110,776759
776662,38.776833,-90.52976,1.301919071E9,776110,776759
776662,38.776733,-90.52972,1.301919071E9,776110,776759
776662,38.776627,-90.52973,1.301919071E9,776110,776759
776662,38.77655,-90.5298,1.301919071E9,776110,776759
776662,38.77647,-90.52989,1.301919071E9,776110,776759
776662,38.776398,-90.52998,1.301919071E9,776110,776759
776662,38.776318,-90.53007,1.301919071E9,776110,776759
776662,38.776253,-90.53016,1.301919071E9,776110,776759
776662,38.776173,-90.53026,1.301919071E9,776110,776759
776662,38.776188,-90.53037,1.301919071E9,776110,776759
776662,38.776253,-90.53047,1.301919071E9,776110,776759
776662,38.776318,-90.530556,1.301919071E9,776110,776759
776662,38.77637,-90.530655,1.301919071E9,776110,776759
776662,38.776443,-90.53075,1.301919071E9,776110,776759
776662,38.77652,-90.530846,1.301919071E9,776110,776759
776662,38.77658,-90.53093,1.301919071E9,776110,776759
776662,38.776665,-90.53103,1.301919071E9,776110,776759
776662,38.77674,-90.531105,1.301919071E9,776110,776759
776662,38.776817,-90.53118,1.301919071E9,776110,776759
776662,38.776894,-90.53125,1.301919071E9,776110,776759
776662,38.776997,-90.53131,1.301919071E9,776110,776759
776662,38.777073,-90.53139,1.301919071E9,776110,776759
776662,38.777153,-90.53146,1.301919071E9,776110,776759
776662,38.777233,-90.53155,1.301919071E9,776110,776759
776662,38.77733,-90.53163,1.301919071E9,776110,776759
776662,38.777416,-90.531685,1.301919071E9,776110,776759
776662,38.777496,-90.53178,1.301919071E9,776110,776759
776662,38.777576,-90.53187,1.301919071E9,776110,776759
776662,38.77766,-90.531944,1.301919071E9,776110,776759
776662,38.777725,-90.53203,1.301919071E9,776110,776759
776662,38.777817,-90.53209,1.301919071E9,776110,776759
776662,38.777897,-90.53217,1.301919071E9,776110,776759
776662,38.77798,-90.53226,1.301919071E9,776110,776759
776662,38.77807,-90.53233,1.301919071E9,776110,776759
776662,38.778156,-90.53241,1.301919071E9,776110,776759
776662,38.778248,-90.532486,1.301919071E9,776110,776759
776662,38.778328,-90.53257,1.301919071E9,776110,776759
776662,38.778408,-90.53264,1.301919071E9,776110,776759
776662,38.778492,-90.532715,1.301919071E9,776110,776759
776662,38.778576,-90.53278,1.301919071E9,776110,776759
776662,38.778664,-90.53285,1.301919071E9,776110,776759
776662,38.778755,-90.5329,1.301919071E9,776110,776759
776662,38.77886,-90.532936,1.301919071E9,776110,776759
776662,38.778934,-90.53301,1.301919071E9,776110,776759
776662,38.779015,-90.53308,1.301919071E9,776110,776759
776662,38.779106,-90.53316,1.301919071E9,776110,776759
776662,38.779186,-90.53322,1.301919071E9,776110,776759
776662,38.779266,-90.53329,1.301919071E9,776110,776759
776662,38.779346,-90.533356,1.301919071E9,776110,776759
776662,38.77943,-90.533424,1.301919071E9,776110,776759
776662,38.779526,-90.53349,1.301919071E9,776110,776759
776662,38.779606,-90.533554,1.301919071E9,776110,776759
776662,38.779694,-90.53362,1.301919071E9,776110,776759
776662,38.779766,-90.5337,1.301919071E9,776110,776759
776662,38.779854,-90.53375,1.301919071E9,776110,776759
776662,38.77994,-90.53382,1.301919071E9,776110,776759
776662,38.780037,-90.53381,1.301919071E9,776110,776759
776662,38.780132,-90.533775,1.301919071E9,776110,776759
776662,38.780228,-90.53373,1.301919071E9,776110,776759
776662,38.78031,-90.53368,1.301919071E9,776110,776759
776662,38.78042,-90.53365,1.301919071E9,776110,776759
