964,-0.401308,1.301919071E9,776110,776759
776662,38.412052,-0.401254,1.301919071E9,776110,776759
776662,38.41214,-0.40122,1.301919071E9,776110,776759
776662,38.41223,-0.401166,1.301919071E9,776110,776759
776662,38.412315,-0.401112,1.301919071E9,776110,776759
776662,38.412403,-0.401051,1.301919071E9,776110,776759
776662,38.412487,-0.400971,1.301919071E9,776110,776759
776662,38.41257,-0.400911,1.301919071E9,776110,776759
776662,38.412663,-0.40084,1.301919071E9,776110,776759
776662,38.41275,-0.400781,1.301919071E9,776110,776759
776662,38.412846,-0.400725,1.301919071E9,776110,776759
776662,38.41294,-0.400673,1.301919071E9,776110,776759
776662,38.41301,-0.40057,1.301919071E9,776110,776759
776662,38.41301,-0.40057,1.301919071E9,776110,776759
776662,38.413086,-0.400463,1.301919071E9,776110,776759
776662,38.41312,-0.400396,1.301919071E9,776110,776759
776662,38.36326,-0.410285,1.301919071E9,776110,776759
776662,38.363663,-0.410285,1.301919071E9,776110,776759
776662,38.363213,-0.410374,1.301919071E9,776110,776759
776662,38.3633,-0.410404,1.301919071E9,776110,776759
776662,38.363415,-0.410367,1.301919071E9,776110,776759
776662,38.363564,-0.410279,1.301919071E9,776110,776759
776662,38.363663,-0.410219,1.301919071E9,776110,776759
776662,38.363766,-0.410244,1.301919071E9,776110,776759
776662,38.363853,-0.410302,1.301919071E9,776110,776759
776662,38.36394,-0.410335,1.301919071E9,776110,776759
776662,38.364033,-0.41037,1.301919071E9,776110,776759
776662,38.36413,-0.410396,1.301919071E9,776110,776759
776662,38.36422,-0.410415,1.301919071E9,776110,776759
776662,38.36433,-0.410434,1.301919071E9,776110,776759
776662,38.36444,-0.410431,1.301919071E9,776110,776759
776662,38.36455,-0.410416,1.301919071E9,776110,776759
776662,38.36466,-0.410391,1.301919071E9,776110,776759
776662,38.36475,-0.410359,1.301919071E9,776110,776759
776662,38.364853,-0.410333,1.301919071E9,776110,776759
776662,38.364952,-0.410328,1.301919071E9,776110,776759
776662,38.365067,-0.410341,1.301919071E9,776110,776759
776662,38.365173,-0.410352,1.301919071E9,776110,776759
776662,38.36527,-0.410358,1.301919071E9,776110,776759
776662,38.36536,-0.410382,1.301919071E9,776110,776759
776662,38.365475,-0.410423,1.301919071E9,776110,776759
776662,38.36558,-0.410473,1.301919071E9,776110,776759
776662,38.365665,-0.410536,1.301919071E9,776110,776759
776662,38.36575,-0.410602,1.301919071E9,776110,776759
776662,38.365845,-0.410619,1.301919071E9,776110,776759
776662,38.36595,-0.410633,1.301919071E9,776110,776759
776662,38.36606,-0.410655,1.301919071E9,776110,776759
776662,38.36617,-0.410674,1.301919071E9,776110,776759
776662,38.366272,-0.410621,1.301919071E9,776110,776759
776662,38.36638,-0.410606,1.301919071E9,776110,776759
776662,38.366486,-0.410577,1.301919071E9,776110,776759
776662,38.36659,-0.410541,1.301919071E9,776110,776759
776662,38.366688,-0.410512,1.301919071E9,776110,776759
776662,38.366776,-0.410474,1.301919071E9,776110,776759
776662,38.366863,-0.410419,1.301919071E9,776110,776759
776662,38.366955,-0.410376,1.301919071E9,776110,776759
776662,38.367046,-0.410362,1.301919071E9,776110,776759
776662,38.36715,-0.41037,1.301919071E9,776110,776759
776662,38.36725,-0.410393,1.301919071E9,776110,776759
776662,38.367344,-0.410418,1.301919071E9,776110,776759
776662,38.367435,-0.410418,1.301919071E9,776110,776759
776662,38.36759,-0.410395,1.301919071E9,776110,776759
776662,38.367695,-0.41042,1.301919071E9,776110,776759
776662,38.367798,-0.410446,1.301919071E9,776110,776759
776662,38.36789,-0.41046,1.301919071E9,776110,776759
776662,38.367992,-0.410472,1.301919071E9,776110,776759
776662,38.36809,-0.410475,1.301919071E9,776110,776759
776662,38.3682,-0.410471,1.301919071E9,776110,776759
776662,38.368298,-0.410461,1.301919071E9,776110,776759
776662,38.368435,-0.410451,1.301919071E9,776110,776759
776662,38.36857,-0.410462,1.301919071E9,776110,776759
776662,38.368668,-0.410473,1.301919071E9,776110,776759
776662,38.368797,-0.410496,1.301919071E9,776110,776759
776662,38.36891,-0.410493,1.301919071E9,776110,776759
776662,38.36903,-0.410476,1.301919071E9,776110,776759
776662,38.36912,-0.410442,1.301919071E9,776110,776759
776662,38.369225,-0.410438,1.301919071E9,776110,776759
776662,38.36932,-0.410437,1.301919071E9,776110,776759
776662,38.36942,-0.41045,1.301919071E9,776110,776759
776662,38.369534,-0.410467,1.301919071E9,776110,776759
776662,38.369637,-0.41049,1.301919071E9,776110,776759
776662,38.369747,-0.410513,1.301919071E9,776110,776759
776662,38.36984,-0.410523,1.301919071E9,776110,776759
776662,38.369934,-0.410494,1.301919071E9,776110,776759
776662,38.370026,-0.410461,1.301919071E9,776110,776759
776662,38.370125,-0.410518,1.301919071E9,776110,776759
776662,38.37023,-0.410585,1.301919071E9,776110,776759
776662,38.370327,-0.410644,1.301919071E9,776110,776759
776662,38.370426,-0.410752,1.301919071E9,776110,776759
776662,38.370506,-0.410834,1.301919071E9,776110,776759
776662,38.370636,-0.410896,1.301919071E9,776110,776759
776662,38.370758,-0.41093,1.301919071E9,776110,776759
776662,38.370895,-0.410945,1.301919071E9,776110,776759
776662,38.37099,-0.410949,1.301919071E9,776110,776759
776662,38.371117,-0.410937,1.301919071E9,776110,776759
776662,38.37124,-0.410914,1.301919071E9,776110,776759
776662,38.37134,-0.410889,1.301919071E9,776110,776759
776662,38.371445,-0.410866,1.301919071E9,776110,776759
776662,38.371555,-0.410855,1.301919071E9,776110,776759
776662,38.371662,-0.41083,1.301919071E9,776110,776759
776662,38.371758,-0.410819,1.301919071E9,776110,776759
776662,38.371853,-0.410813,1.301919071E9,776110,776759
776662,38.371944,-0.41082,1.301919071E9,776110,776759
776662,38.372055,-0.410833,1.301919071E9,776110,776759
776662,38.372147,-0.41083,1.301919071E9,776110,776759
776662,38.37226,-0.410862,1.301919071E9,776110,776759
776662,38.372368,-0.410866,1.301919071E9,776110,776759
776662,38.372463,-0.410883,1.301919071E9,776110,776759
776662,38.372574,-0.410893,1.301919071E9,776110,776759
776662,38.37267,-0.410886,1.301919071E9,776110,776759
776662,38.37278,-0.410869,1.301919071E9,776110,776759
776662,38.372875,-0.410851,1.301919071E9,776110,776759
776662,38.37297,-0.41081,1.301919071E9,776110,776759
776662,38.37312,-0.410806,1.301919071E9,776110,776759
776662,38.37323,-0.410836,1.301919071E9,776110,776759
776662,38.37334,-0.410871,1.301919071E9,776110,776759
776662,38.37348,-0.410867,1.301919071E9,776110,776759
776662,38.373615,-0.410849,1.301919071E9,776110,776759
776662,38.373722,-0.410868,1.301919071E9,776110,776759
776662,38.37381,-0.410899,1.301919071E9,776110,776759
776662,38.373936,-0.410839,1.301919071E9,776110,776759
776662,38.374027,-0.41081,1.301919071E9,776110,776759
776662,38.374172,-0.410815,1.301919071E9,776110,776759
776662,38.374275,-0.410847,1.301919071E9,776110,776759
776662,38.374382,-0.410898,1.301919071E9,776110,776759
776662,38.374523,-0.410905,1.301919071E9,776110,776759
776662,38.374634,-0.410873,1.301919071E9,776110,776759
776662,38.37475,-0.410858,1.301919071E9,776110,776759
776662,38.374863,-0.410858,1.301919071E9,776110,776759
776662,38.37497,-0.410843,1.301919071E9,776110,776759
776662,38.375072,-0.410818,1.301919071E9,776110,776759
776662,38.375168,-0.410806,1.301919071E9,776110,776759
776662,38.375298,-0.410786,1.301919071E9,776110,776759
776662,38.375412,-0.41077,1.301919071E9,776110,776759
776662,38.375523,-0.410758,1.301919071E9,776110,776759
776662,38.375626,-0.410771,1.301919071E9,776110,776759
776662,38.375748,-0.41071,1.301919071E9,776110,776759
776662,38.375843,-0.410683,1.301919071E9,776110,776759
776662,38.375946,-0.410686,1.301919071E9,776110,776759
776662,38.376087,-0.410682,1.301919071E9,776110,776759
776662,38.37618,-0.410697,1.301919071E9,776110,776759
776662,38.376266,-0.410713,1.301919071E9,776110,776759
776662,38.37636,-0.41075,1.301919071E9,776110,776759
776662,38.376453,-0.41075,1.301919071E9,776110,776759
776662,38.376556,-0.41073,1.301919071E9,776110,776759
776662,38.37668,-0.410712,1.301919071E9,776110,776759
776662,38.376766,-0.410683,1.301919071E9,776110,776759
776662,38
