,48.86322,2.315307,1.301919071E9,776110,776759
776662,48.863228,2.315135,1.301919071E9,776110,776759
776662,48.863235,2.314966,1.301919071E9,776110,776759
776662,48.86326,2.314797,1.301919071E9,776110,776759
776662,48.863243,2.314647,1.301919071E9,776110,776759
776662,48.86323,2.314478,1.301919071E9,776110,776759
776662,48.863228,2.314305,1.301919071E9,776110,776759
776662,48.86322,2.314133,1.301919071E9,776110,776759
776662,48.863228,2.313977,1.301919071E9,776110,776759
776662,48.86325,2.313834,1.301919071E9,776110,776759
776662,48.86318,2.31372,1.301919071E9,776110,776759
776662,48.86316,2.313522,1.301919071E9,776110,776759
776662,48.863167,2.313344,1.301919071E9,776110,776759
776662,48.863174,2.313177,1.301919071E9,776110,776759
776662,48.863174,2.313029,1.301919071E9,776110,776759
776662,48.863186,2.312843,1.301919071E9,776110,776759
776662,48.86319,2.312681,1.301919071E9,776110,776759
776662,48.863194,2.312528,1.301919071E9,776110,776759
776662,48.863197,2.312383,1.301919071E9,776110,776759
776662,48.863197,2.312239,1.301919071E9,776110,776759
776662,48.863197,2.312092,1.301919071E9,776110,776759
776662,48.863194,2.311947,1.301919071E9,776110,776759
776662,48.863194,2.311805,1.301919071E9,776110,776759
776662,48.863197,2.311662,1.301919071E9,776110,776759
776662,48.8632,2.311483,1.301919071E9,776110,776759
776662,48.863197,2.311308,1.301919071E9,776110,776759
776662,48.86319,2.31113,1.301919071E9,776110,776759
776662,48.86319,2.310965,1.301919071E9,776110,776759
776662,48.863174,2.310809,1.301919071E9,776110,776759
776662,48.86321,2.310667,1.301919071E9,776110,776759
776662,48.863132,2.310533,1.301919071E9,776110,776759
776662,48.863125,2.310395,1.301919071E9,776110,776759
776662,48.863125,2.310251,1.301919071E9,776110,776759
776662,48.863125,2.310115,1.301919071E9,776110,776759
776662,48.863136,2.30995,1.301919071E9,776110,776759
776662,48.86313,2.309792,1.301919071E9,776110,776759
776662,48.863113,2.309647,1.301919071E9,776110,776759
776662,48.863117,2.309483,1.301919071E9,776110,776759
776662,48.86311,2.309311,1.301919071E9,776110,776759
776662,48.863102,2.309137,1.301919071E9,776110,776759
776662,48.863106,2.308959,1.301919071E9,776110,776759
776662,48.86311,2.308784,1.301919071E9,776110,776759
776662,48.863113,2.308609,1.301919071E9,776110,776759
776662,48.863106,2.308439,1.301919071E9,776110,776759
776662,48.863113,2.308258,1.301919071E9,776110,776759
776662,48.863106,2.308083,1.301919071E9,776110,776759
776662,48.86311,2.307943,1.301919071E9,776110,776759
776662,48.86311,2.307769,1.301919071E9,776110,776759
776662,48.86309,2.307601,1.301919071E9,776110,776759
776662,48.863083,2.307435,1.301919071E9,776110,776759
776662,48.863068,2.307271,1.301919071E9,776110,776759
776662,48.863056,2.3071,1.301919071E9,776110,776759
776662,48.86304,2.306978,1.301919071E9,776110,776759
776662,48.862995,2.304986,1.301919071E9,776110,776759
776662,48.863,2.304849,1.301919071E9,776110,776759
776662,48.86299,2.304704,1.301919071E9,776110,776759
776662,48.862988,2.304556,1.301919071E9,776110,776759
776662,48.86298,2.304409,1.301919071E9,776110,776759
776662,48.862957,2.304255,1.301919071E9,776110,776759
776662,48.862953,2.304094,1.301919071E9,776110,776759
776662,48.86295,2.303935,1.301919071E9,776110,776759
776662,48.862938,2.30377,1.301919071E9,776110,776759
776662,48.86293,2.303598,1.301919071E9,776110,776759
776662,48.86293,2.303416,1.301919071E9,776110,776759
776662,48.86293,2.303278,1.301919071E9,776110,776759
776662,48.862926,2.303095,1.301919071E9,776110,776759
776662,48.862926,2.302943,1.301919071E9,776110,776759
776662,48.862926,2.302805,1.301919071E9,776110,776759
776662,48.86292,2.302632,1.301919071E9,776110,776759
776662,48.86291,2.302489,1.301919071E9,776110,776759
776662,48.862896,2.302342,1.301919071E9,776110,776759
776662,48.86292,2.302182,1.301919071E9,776110,776759
776662,48.862873,2.302059,1.301919071E9,776110,776759
776662,48.86282,2.301949,1.301919071E9,776110,776759
776662,48.86281,2.30177,1.301919071E9,776110,776759
776662,48.86282,2.301632,1.301919071E9,776110,776759
776662,48.862827,2.301495,1.301919071E9,776110,776759
776662,48.862835,2.301358,1.301919071E9,776110,776759
776662,48.86284,2.301173,1.301919071E9,776110,776759
776662,48.86284,2.301001,1.301919071E9,776110,776759
776662,48.862827,2.300838,1.301919071E9,776110,776759
776662,48.862812,2.300667,1.301919071E9,776110,776759
776662,48.862797,2.300497,1.301919071E9,776110,776759
776662,48.862774,2.300354,1.301919071E9,776110,776759
776662,48.862766,2.300212,1.301919071E9,776110,776759
776662,48.862747,2.300077,1.301919071E9,776110,776759
776662,48.862698,2.29995,1.301919071E9,776110,776759
776662,48.86267,2.299811,1.301919071E9,776110,776759
776662,48.86262,2.299669,1.301919071E9,776110,776759
776662,48.862564,2.299534,1.301919071E9,776110,776759
776662,48.86249,2.299393,1.301919071E9,776110,776759
776662,48.862446,2.299237,1.301919071E9,776110,776759
776662,48.8624,2.299077,1.301919071E9,776110,776759
776662,48.862354,2.298911,1.301919071E9,776110,776759
776662,48.862328,2.298737,1.301919071E9,776110,776759
776662,48.862274,2.298586,1.301919071E9,776110,776759
776662,48.862232,2.298418,1.301919071E9,776110,776759
776662,48.862206,2.298284,1.301919071E9,776110,776759
776662,48.86218,2.298148,1.301919071E9,776110,776759
776662,48.86215,2.297983,1.301919071E9,776110,776759
776662,48.862103,2.297837,1.301919071E9,776110,776759
776662,48.862057,2.297696,1.301919071E9,776110,776759
776662,48.862003,2.297544,1.301919071E9,776110,776759
776662,48.862038,2.29738,1.301919071E9,776110,776759
776662,48.86212,2.297322,1.301919071E9,776110,776759
776662,48.862236,2.297245,1.301919071E9,776110,776759
776662,48.86233,2.297151,1.301919071E9,776110,776759
776662,48.862434,2.297075,1.301919071E9,776110,776759
776662,48.862522,2.297002,1.301919071E9,776110,776759
776662,48.862614,2.296907,1.301919071E9,776110,776759
776662,48.862705,2.296827,1.301919071E9,776110,776759
776662,48.86281,2.296755,1.301919071E9,776110,776759
776662,48.86291,2.296677,1.301919071E9,776110,776759
776662,48.863007,2.296602,1.301919071E9,776110,776759
776662,48.863083,2.296523,1.301919071E9,776110,776759
776662,48.863182,2.296532,1.301919071E9,776110,776759
776662,48.863266,2.296621,1.301919071E9,776110,776759
776662,48.863346,2.296561,1.301919071E9,776110,776759
776662,48.86344,2.296605,1.301919071E9,776110,776759
776662,48.863506,2.296707,1.301919071E9,776110,776759
776662,48.863552,2.296852,1.301919071E9,776110,776759
776662,48.863594,2.297025,1.301919071E9,776110,776759
776662,48.863625,2.2972,1.301919071E9,776110,776759
776662,48.863663,2.297344,1.301919071E9,776110,776759
776662,48.863686,2.297483,1.301919071E9,776110,776759
776662,48.86369,2.297667,1.301919071E9,776110,776759
776662,48.863693,2.297818,1.301919071E9,776110,776759
776662,48.863724,2.297978,1.301919071E9,776110,776759
776662,48.863735,2.298124,1.301919071E9,776110,776759
776662,48.863758,2.298299,1.301919071E9,776110,776759
776662,48.86377,2.29848,1.301919071E9,776110,776759
776662,48.863785,2.298657,1.301919071E9,776110,776759
776662,48.863796,2.298835,1.301919071E9,776110,776759
776662,48.863804,2.29899,1.301919071E9,776110,776759
776662,48.863815,2.299143,1.301919071E9,776110,776759
776662,48.863846,2.299313,1.301919071E9,776110,776759
776662,48.863865,2.299478,1.301919071E9,776110,776759
776662,48.86389,2.299647,1.301919071E9,776110,776759
776662,48.863895,2.299787,1.301919071E9,776110,776759
776662,48.863903,2.299937,1.301919071E9,776110,776759
776662,48.863964,2.300053,1.301919071E9,776110,776759
776662,48.863983,2.300228,1.301919071E9,776110,776759
776662,48.86399,2.300372,1.301919071E9,776110,776759
776662,48.864006,2.30051,1.301919071E9,776110,776759
776662,48.86402,2.300648,1.301919071E9,776110,776759
776662,48.86404,2.300817,1.301919071E9,776110,776759
776662,48.864056,2.300994,1.301919071E9,776110,776759
776662,48.864067,2.301136,1.301919071E9,776110,776759
776662,48.864082,2.301279,1.301919071E9,776110,776759
776662,48.864098,2.301436,1.3
