,-78.83971,1.301919071E9,776110,776759
776662,35.877632,-78.83978,1.301919071E9,776110,776759
776662,35.87769,-78.83987,1.301919071E9,776110,776759
776662,35.87774,-78.839966,1.301919071E9,776110,776759
776662,35.877804,-78.84008,1.301919071E9,776110,776759
776662,35.87787,-78.840164,1.301919071E9,776110,776759
776662,35.877934,-78.84025,1.301919071E9,776110,776759
776662,35.878002,-78.84032,1.301919071E9,776110,776759
776662,35.878056,-78.84041,1.301919071E9,776110,776759
776662,35.878082,-78.84053,1.301919071E9,776110,776759
776662,35.878117,-78.84065,1.301919071E9,776110,776759
776662,35.878117,-78.84084,1.301919071E9,776110,776759
776662,35.87812,-78.84096,1.301919071E9,776110,776759
776662,35.878117,-78.84107,1.301919071E9,776110,776759
776662,35.87811,-78.84122,1.301919071E9,776110,776759
776662,35.878098,-78.841354,1.301919071E9,776110,776759
776662,35.878082,-78.84148,1.301919071E9,776110,776759
776662,35.87807,-78.8416,1.301919071E9,776110,776759
776662,35.878048,-78.84171,1.301919071E9,776110,776759
776662,35.87803,-78.84184,1.301919071E9,776110,776759
776662,35.878033,-78.841965,1.301919071E9,776110,776759
776662,35.87803,-78.842094,1.301919071E9,776110,776759
776662,35.87802,-78.84223,1.301919071E9,776110,776759
776662,35.878017,-78.84238,1.301919071E9,776110,776759
776662,35.878017,-78.8425,1.301919071E9,776110,776759
776662,35.878017,-78.84263,1.301919071E9,776110,776759
776662,35.87802,-78.84276,1.301919071E9,776110,776759
776662,35.87802,-78.84287,1.301919071E9,776110,776759
776662,35.878017,-78.843,1.301919071E9,776110,776759
776662,35.877956,-78.8431,1.301919071E9,776110,776759
776662,35.877785,-78.84312,1.301919071E9,776110,776759
776662,35.877674,-78.84311,1.301919071E9,776110,776759
776662,35.87756,-78.84313,1.301919071E9,776110,776759
776662,35.87745,-78.84315,1.301919071E9,776110,776759
776662,35.87734,-78.843155,1.301919071E9,776110,776759
776662,35.877235,-78.843155,1.301919071E9,776110,776759
776662,35.877136,-78.84315,1.301919071E9,776110,776759
776662,35.877045,-78.84316,1.301919071E9,776110,776759
776662,35.87702,-78.84329,1.301919071E9,776110,776759
776662,35.877033,-78.843414,1.301919071E9,776110,776759
776662,35.87704,-78.84355,1.301919071E9,776110,776759
776662,35.877045,-78.843666,1.301919071E9,776110,776759
776662,35.877045,-78.84381,1.301919071E9,776110,776759
776662,35.87705,-78.84395,1.301919071E9,776110,776759
776662,35.877052,-78.844086,1.301919071E9,776110,776759
776662,35.877045,-78.84423,1.301919071E9,776110,776759
776662,35.87704,-78.84435,1.301919071E9,776110,776759
776662,35.877037,-78.8445,1.301919071E9,776110,776759
776662,35.87704,-78.844635,1.301919071E9,776110,776759
776662,35.877045,-78.84477,1.301919071E9,776110,776759
776662,35.877045,-78.84491,1.301919071E9,776110,776759
776662,35.877052,-78.84503,1.301919071E9,776110,776759
776662,35.877056,-78.84515,1.301919071E9,776110,776759
776662,35.877064,-78.84528,1.301919071E9,776110,776759
776662,35.877075,-78.845406,1.301919071E9,776110,776759
