1.402927,5.5230775,1.301919071E9,776110,776759
776662,51.402927,5.5232115,1.301919071E9,776110,776759
776662,51.402847,5.5232763,1.301919071E9,776110,776759
776662,51.402763,5.523324,1.301919071E9,776110,776759
776662,51.402603,5.523414,1.301919071E9,776110,776759
776662,51.402576,5.523554,1.301919071E9,776110,776759
776662,51.40249,5.5236983,1.301919071E9,776110,776759
776662,51.40246,5.5239573,1.301919071E9,776110,776759
776662,51.402454,5.524115,1.301919071E9,776110,776759
776662,51.402473,5.5242987,1.301919071E9,776110,776759
776662,51.4025,5.5244975,1.301919071E9,776110,776759
776662,51.402508,5.524649,1.301919071E9,776110,776759
776662,51.402504,5.524821,1.301919071E9,776110,776759
776662,51.40251,5.5250382,1.301919071E9,776110,776759
776662,51.402534,5.525217,1.301919071E9,776110,776759
776662,51.402546,5.5254045,1.301919071E9,776110,776759
776662,51.4026,5.525631,1.301919071E9,776110,776759
776662,51.402695,5.525827,1.301919071E9,776110,776759
776662,51.40274,5.5259833,1.301919071E9,776110,776759
776662,51.402733,5.526141,1.301919071E9,776110,776759
776662,51.402763,5.526348,1.301919071E9,776110,776759
776662,51.402817,5.5264726,1.301919071E9,776110,776759
776662,51.40286,5.526585,1.301919071E9,776110,776759
776662,51.402916,5.5266857,1.301919071E9,776110,776759
776662,51.402966,5.526791,1.301919071E9,776110,776759
776662,51.40302,5.526907,1.301919071E9,776110,776759
776662,51.403095,5.527081,1.301919071E9,776110,776759
776662,51.403156,5.5272617,1.301919071E9,776110,776759
776662,51.403133,5.527421,1.301919071E9,776110,776759
776662,51.40308,5.527572,1.301919071E9,776110,776759
776662,51.40305,5.5277104,1.301919071E9,776110,776759
776662,51.40297,5.527856,1.301919071E9,776110,776759
776662,51.402916,5.5279875,1.301919071E9,776110,776759
776662,51.40285,5.528133,1.301919071E9,776110,776759
776662,51.4028,5.528259,1.301919071E9,776110,776759
776662,51.4028,5.5284185,1.301919071E9,776110,776759
776662,51.40287,5.528586,1.301919071E9,776110,776759
776662,51.40291,5.5287423,1.301919071E9,776110,776759
776662,51.402832,5.528644,1.301919071E9,776110,776759
776662,51.402763,5.5285783,1.301919071E9,776110,776759
776662,51.402687,5.5284586,1.301919071E9,776110,776759
776662,51.40258,5.5284185,1.301919071E9,776110,776759
776662,51.40246,5.5283537,1.301919071E9,776110,776759
776662,51.402363,5.5282326,1.301919071E9,776110,776759
776662,51.40225,5.52816,1.301919071E9,776110,776759
