,-156.69203,1.301919071E9,776110,776759
776662,20.936466,-156.69212,1.301919071E9,776110,776759
776662,20.936193,-156.69223,1.301919071E9,776110,776759
776662,20.936047,-156.69228,1.301919071E9,776110,776759
776662,20.93593,-156.6923,1.301919071E9,776110,776759
776662,20.93567,-156.69241,1.301919071E9,776110,776759
776662,20.935404,-156.69247,1.301919071E9,776110,776759
776662,20.935122,-156.69254,1.301919071E9,776110,776759
776662,20.934847,-156.69258,1.301919071E9,776110,776759
776662,20.934578,-156.6926,1.301919071E9,776110,776759
776662,20.934484,-156.6926,1.301919071E9,776110,776759
776662,20.934391,-156.6926,1.301919071E9,776110,776759
776662,20.93415,-156.69257,1.301919071E9,776110,776759
776662,20.93397,-156.69234,1.301919071E9,776110,776759
776662,20.933771,-156.69212,1.301919071E9,776110,776759
776662,20.9336,-156.692,1.301919071E9,776110,776759
776662,20.933504,-156.69205,1.301919071E9,776110,776759
776662,20.933441,-156.69214,1.301919071E9,776110,776759
776662,20.933378,-156.69221,1.301919071E9,776110,776759
776662,20.93331,-156.69228,1.301919071E9,776110,776759
776662,20.933079,-156.69244,1.301919071E9,776110,776759
776662,20.932806,-156.6925,1.301919071E9,776110,776759
776662,20.932522,-156.69247,1.301919071E9,776110,776759
776662,20.93225,-156.69235,1.301919071E9,776110,776759
776662,20.931984,-156.69223,1.301919071E9,776110,776759
776662,20.931904,-156.69218,1.301919071E9,776110,776759
776662,20.931824,-156.69212,1.301919071E9,776110,776759
776662,20.931763,-156.69221,1.301919071E9,776110,776759
776662,20.931734,-156.6923,1.301919071E9,776110,776759
776662,20.93171,-156.69241,1.301919071E9,776110,776759
776662,20.931639,-156.69249,1.301919071E9,776110,776759
776662,20.931562,-156.69254,1.301919071E9,776110,776759
776662,20.931293,-156.69264,1.301919071E9,776110,776759
776662,20.931042,-156.69275,1.301919071E9,776110,776759
776662,20.930876,-156.69284,1.301919071E9,776110,776759
776662,20.930794,-156.69287,1.301919071E9,776110,776759
776662,20.930717,-156.69293,1.301919071E9,776110,776759
776662,20.930656,-156.69301,1.301919071E9,776110,776759
776662,20.930565,-156.69305,1.301919071E9,776110,776759
776662,20.930502,-156.69315,1.301919071E9,776110,776759
776662,20.930447,-156.69324,1.301919071E9,776110,776759
776662,20.930393,-156.69331,1.301919071E9,776110,776759
776662,20.930305,-156.69337,1.301919071E9,776110,776759
776662,20.93022,-156.6934,1.301919071E9,776110,776759
776662,20.930124,-156.69347,1.301919071E9,776110,776759
776662,20.93004,-156.69351,1.301919071E9,776110,776759
776662,20.929941,-156.69356,1.301919071E9,776110,776759
776662,20.929857,-156.6936,1.301919071E9,776110,776759
776662,20.929773,-156.69365,1.301919071E9,776110,776759
776662,20.929684,-156.69366,1.301919071E9,776110,776759
776662,20.92958,-156.6937,1.301919071E9,776110,776759
776662,20.929482,-156.69373,1.301919071E9,776110,776759
776662,20.929382,-156.69376,1.301919071E9,776110,776759
776662,20.929285,-156.69382,1.301919071E9,776110,776759
776662,20.929201,-156.69386,1.301919071E9,776110,776759
776662,20.929129,-156.69392,1.301919071E9,776110,776759
776662,20.929062,-156.694,1.301919071E9,776110,776759
776662,20.929,-156.69409,1.301919071E9,776110,776759
776662,20.928951,-156.69418,1.301919071E9,776110,776759
776662,20.928896,-156.69427,1.301919071E9,776110,776759
776662,20.928833,-156.69437,1.301919071E9,776110,776759
776662,20.928776,-156.69446,1.301919071E9,776110,776759
776662,20.928715,-156.69455,1.301919071E9,776110,776759
776662,20.928654,-156.69464,1.301919071E9,776110,776759
776662,20.928596,-156.69473,1.301919071E9,776110,776759
776662,20.928541,-156.69481,1.301919071E9,776110,776759
776662,20.928478,-156.6949,1.301919071E9,776110,776759
776662,20.92828,-156.69511,1.301919071E9,776110,776759
776662,20.928122,-156.69492,1.301919071E9,776110,776759
776662,20.928135,-156.6948,1.301919071E9,776110,776759
776662,20.928135,-156.69469,1.301919071E9,776110,776759
776662,20.928139,-156.6948,1.301919071E9,776110,776759
776662,20.928152,-156.6949,1.301919071E9,776110,776759
776662,20.928167,-156.69502,1.301919071E9,776110,776759
776662,20.928196,-156.69513,1.301919071E9,776110,776759
776662,20.928238,-156.6952,1.301919071E9,776110,776759
776662,20.928305,-156.6953,1.301919071E9,776110,776759
776662,20.928354,-156.69537,1.301919071E9,776110,776759
776662,20.928352,-156.69548,1.301919071E9,776110,776759
776662,20.928307,-156.69557,1.301919071E9,776110,776759
776662,20.928186,-156.69557,1.301919071E9,776110,776759
776662,20.92809,-156.69559,1.301919071E9,776110,776759
776662,20.928009,-156.69565,1.301919071E9,776110,776759
776662,20.927938,-156.69572,1.301919071E9,776110,776759
776662,20.927876,-156.69582,1.301919071E9,776110,776759
776662,20.927711,-156.69594,1.301919071E9,776110,776759
776662,20.927624,-156.69597,1.301919071E9,776110,776759
776662,20.927536,-156.69598,1.301919071E9,776110,776759
776662,20.92742,-156.69604,1.301919071E9,776110,776759
776662,20.92735,-156.69612,1.301919071E9,776110,776759
776662,20.927284,-156.6962,1.301919071E9,776110,776759
776662,20.927454,-156.69595,1.301919071E9,776110,776759
776662,20.927572,-156.6957,1.301919071E9,776110,776759
776662,20.927568,-156.69559,1.301919071E9,776110,776759
776662,20.927559,-156.69547,1.301919071E9,776110,776759
776662,20.927683,-156.69547,1.301919071E9,776110,776759
776662,20.9278,-156.69547,1.301919071E9,776110,776759
776662,20.927893,-156.69553,1.301919071E9,776110,776759
776662,20.928001,-156.69562,1.301919071E9,776110,776759
776662,20.928104,-156.69566,1.301919071E9,776110,776759
776662,20.928192,-156.69562,1.301919071E9,776110,776759
776662,20.928263,-156.69554,1.301919071E9,776110,776759
776662,20.928272,-156.69545,1.301919071E9,776110,776759
776662,20.928196,-156.69516,1.301919071E9,776110,776759
776662,20.92824,-156.69493,1.301919071E9,776110,776759
776662,20.928247,-156.69482,1.301919071E9,776110,776759
776662,20.92825,-156.69472,1.301919071E9,776110,776759
776662,20.928215,-156.69458,1.301919071E9,776110,776759
776662,20.92818,-156.69449,1.301919071E9,776110,776759
776662,20.928152,-156.69437,1.301919071E9,776110,776759
776662,20.92815,-156.69426,1.301919071E9,776110,776759
776662,20.92822,-156.69435,1.301919071E9,776110,776759
776662,20.92822,-156.69446,1.301919071E9,776110,776759
776662,20.928219,-156.69456,1.301919071E9,776110,776759
776662,20.92824,-156.69467,1.301919071E9,776110,776759
776662,20.928314,-156.69475,1.301919071E9,776110,776759
776662,20.928427,-156.69476,1.301919071E9,776110,776759
776662,20.928532,-156.69473,1.301919071E9,776110,776759
776662,20.92861,-156.69469,1.301919071E9,776110,776759
776662,20.928679,-156.6946,1.301919071E9,776110,776759
776662,20.928732,-156.69452,1.301919071E9,776110,776759
776662,20.928795,-156.69443,1.301919071E9,776110,776759
776662,20.92885,-156.69434,1.301919071E9,776110,776759
776662,20.928902,-156.69423,1.301919071E9,776110,776759
776662,20.92897,-156.69414,1.301919071E9,776110,776759
776662,20.929043,-156.69408,1.301919071E9,776110,776759
776662,20.929123,-156.69402,1.301919071E9,776110,776759
776662,20.929203,-156.69395,1.301919071E9,776110,776759
776662,20.929285,-156.6939,1.301919071E9,776110,776759
776662,20.929379,-156.69383,1.301919071E9,776110,776759
776662,20.929453,-156.69377,1.301919071E9,776110,776759
776662,20.929531,-156.69371,1.301919071E9,776110,776759
776662,20.929611,-156.69366,1.301919071E9,776110,776759
776662,20.929691,-156.69362,1.301919071E9,776110,776759
776662,20.929768,-156.69356,1.301919071E9,776110,776759
776662,20.929844,-156.6935,1.301919071E9,776110,776759
776662,20.929914,-156.69344,1.301919071E9,776110,776759
776662,20.929989,-156.69337,1.301919071E9,776110,776759
776662,20.93006,-156.69331,1.301919071E9,776110,776759
776662,20.930145,-156.69325,1.301919071E9,776110,776759
776662,20.93024,-156.6932,1.301919071E9,776110,776759
776662,20.930326,-156.69324,1.301919071E9,776110,776759
776662,20.930407,-156.69318,1.301919071E9,776110,776759
776662,20.930458,-156.69307,1.301919071E9,776110,776759
776662,20.
