,30.27126,-97.73904,1.301919071E9,776110,776759
776662,30.271225,-97.73892,1.301919071E9,776110,776759
776662,30.271194,-97.73881,1.301919071E9,776110,776759
776662,30.271168,-97.73871,1.301919071E9,776110,776759
776662,30.27114,-97.73861,1.301919071E9,776110,776759
776662,30.271101,-97.73849,1.301919071E9,776110,776759
776662,30.271072,-97.73838,1.301919071E9,776110,776759
776662,30.271036,-97.73828,1.301919071E9,776110,776759
776662,30.271008,-97.73818,1.301919071E9,776110,776759
776662,30.27097,-97.73808,1.301919071E9,776110,776759
776662,30.270933,-97.73798,1.301919071E9,776110,776759
776662,30.270878,-97.73788,1.301919071E9,776110,776759
776662,30.270771,-97.73787,1.301919071E9,776110,776759
776662,30.27067,-97.7379,1.301919071E9,776110,776759
776662,30.27057,-97.73794,1.301919071E9,776110,776759
776662,30.270481,-97.73797,1.301919071E9,776110,776759
776662,30.270393,-97.738,1.301919071E9,776110,776759
776662,30.270285,-97.73803,1.301919071E9,776110,776759
776662,30.270185,-97.738075,1.301919071E9,776110,776759
776662,30.270096,-97.738106,1.301919071E9,776110,776759
776662,30.270008,-97.73814,1.301919071E9,776110,776759
776662,30.269918,-97.73817,1.301919071E9,776110,776759
776662,30.26983,-97.738205,1.301919071E9,776110,776759
776662,30.26973,-97.73825,1.301919071E9,776110,776759
776662,30.269629,-97.73828,1.301919071E9,776110,776759
776662,30.269543,-97.73832,1.301919071E9,776110,776759
776662,30.269438,-97.73836,1.301919071E9,776110,776759
776662,30.269333,-97.738396,1.301919071E9,776110,776759
776662,30.269234,-97.73843,1.301919071E9,776110,776759
776662,30.269136,-97.73847,1.301919071E9,776110,776759
776662,30.26904,-97.73851,1.301919071E9,776110,776759
776662,30.26894,-97.73855,1.301919071E9,776110,776759
776662,30.268835,-97.73858,1.301919071E9,776110,776759
776662,30.268744,-97.73862,1.301919071E9,776110,776759
776662,30.268646,-97.738655,1.301919071E9,776110,776759
776662,30.268541,-97.73869,1.301919071E9,776110,776759
776662,30.268438,-97.73874,1.301919071E9,776110,776759
776662,30.26835,-97.73877,1.301919071E9,776110,776759
776662,30.268263,-97.73881,1.301919071E9,776110,776759
776662,30.268175,-97.73884,1.301919071E9,776110,776759
776662,30.26808,-97.73886,1.301919071E9,776110,776759
776662,30.267986,-97.7389,1.301919071E9,776110,776759
776662,30.267899,-97.73894,1.301919071E9,776110,776759
776662,30.2678,-97.73897,1.301919071E9,776110,776759
776662,30.267704,-97.739,1.301919071E9,776110,776759
776662,30.267618,-97.739044,1.301919071E9,776110,776759
776662,30.267532,-97.739105,1.301919071E9,776110,776759
776662,30.267447,-97.73914,1.301919071E9,776110,776759
776662,30.267353,-97.73918,1.301919071E9,776110,776759
776662,30.267265,-97.73922,1.301919071E9,776110,776759
776662,30.26717,-97.739204,1.301919071E9,776110,776759
776662,30.267109,-97.73912,1.301919071E9,776110,776759
776662,30.267065,-97.739,1.301919071E9,776110,776759
776662,30.26703,-97.73889,1.301919071E9,776110,776759
776662,30.266993,-97.73878,1.301919071E9,776110,776759
776662,30.266956,-97.73866,1.301919071E9,776110,776759
776662,30.26693,-97.738556,1.301919071E9,776110,776759
776662,30.266897,-97.73846,1.301919071E9,776110,776759
776662,30.266882,-97.738335,1.301919071E9,776110,776759
776662,30.266972,-97.73826,1.301919071E9,776110,776759
776662,30.267082,-97.73823,1.301919071E9,776110,776759
776662,30.267178,-97.738205,1.301919071E9,776110,776759
776662,30.267282,-97.738174,1.301919071E9,776110,776759
776662,30.267393,-97.73814,1.301919071E9,776110,776759
776662,30.267496,-97.7381,1.301919071E9,776110,776759
776662,30.267593,-97.73807,1.301919071E9,776110,776759
776662,30.267683,-97.73804,1.301919071E9,776110,776759
776662,30.267767,-97.738,1.301919071E9,776110,776759
776662,30.267853,-97.73797,1.301919071E9,776110,776759
776662,30.26794,-97.73793,1.301919071E9,776110,776759
776662,30.268034,-97.73789,1.301919071E9,776110,776759
776662,30.268126,-97.737854,1.301919071E9,776110,776759
776662,30.268225,-97.73781,1.301919071E9,776110,776759
776662,30.268332,-97.73777,1.301919071E9,776110,776759
776662,30.26844,-97.737755,1.301919071E9,776110,776759
776662,30.268536,-97.7377,1.301919071E9,776110,776759
776662,30.268488,-97.737595,1.301919071E9,776110,776759
776662,30.268389,-97.737595,1.301919071E9,776110,776759
776662,30.268288,-97.737625,1.301919071E9,776110,776759
776662,30.268196,-97.73766,1.301919071E9,776110,776759
776662,30.268091,-97.73771,1.301919071E9,776110,776759
776662,30.268002,-97.737755,1.301919071E9,776110,776759
776662,30.2679,-97.73779,1.301919071E9,776110,776759
776662,30.267788,-97.73783,1.301919071E9,776110,776759
776662,30.267694,-97.73786,1.301919071E9,776110,776759
776662,30.26759,-97.737915,1.301919071E9,776110,776759
776662,30.267492,-97.73796,1.301919071E9,776110,776759
776662,30.267393,-97.738,1.301919071E9,776110,776759
776662,30.2673,-97.738014,1.301919071E9,776110,776759
776662,30.267208,-97.73804,1.301919071E9,776110,776759
776662,30.267101,-97.738075,1.301919071E9,776110,776759
776662,30.267002,-97.73814,1.301919071E9,776110,776759
776662,30.266909,-97.73816,1.301919071E9,776110,776759
776662,30.266834,-97.73808,1.301919071E9,776110,776759
776662,30.266794,-97.73797,1.301919071E9,776110,776759
776662,30.266766,-97.737854,1.301919071E9,776110,776759
776662,30.266739,-97.73775,1.301919071E9,776110,776759
776662,30.266708,-97.73764,1.301919071E9,776110,776759
776662,30.26666,-97.73753,1.301919071E9,776110,776759
776662,30.266623,-97.73742,1.301919071E9,776110,776759
776662,30.266611,-97.73731,1.301919071E9,776110,776759
776662,30.266684,-97.73722,1.301919071E9,776110,776759
776662,30.266779,-97.737175,1.301919071E9,776110,776759
776662,30.266869,-97.73715,1.301919071E9,776110,776759
776662,30.26697,-97.73713,1.301919071E9,776110,776759
776662,30.267065,-97.7371,1.301919071E9,776110,776759
776662,30.26716,-97.737076,1.301919071E9,776110,776759
776662,30.267252,-97.737045,1.301919071E9,776110,776759
776662,30.267344,-97.737015,1.301919071E9,776110,776759
776662,30.267435,-97.73697,1.301919071E9,776110,776759
776662,30.26753,-97.73692,1.301919071E9,776110,776759
776662,30.267632,-97.736885,1.301919071E9,776110,776759
776662,30.267735,-97.736855,1.301919071E9,776110,776759
776662,30.267828,-97.73681,1.301919071E9,776110,776759
776662,30.267914,-97.73678,1.301919071E9,776110,776759
776662,30.26801,-97.736755,1.301919071E9,776110,776759
776662,30.268105,-97.736725,1.301919071E9,776110,776759
776662,30.26821,-97.7367,1.301919071E9,776110,776759
776662,30.268305,-97.73667,1.301919071E9,776110,776759
776662,30.268396,-97.73663,1.301919071E9,776110,776759
776662,30.268503,-97.73658,1.301919071E9,776110,776759
776662,30.268606,-97.73654,1.301919071E9,776110,776759
776662,30.268703,-97.73651,1.301919071E9,776110,776759
776662,30.2688,-97.73648,1.301919071E9,776110,776759
776662,30.268892,-97.73645,1.301919071E9,776110,776759
776662,30.268995,-97.73641,1.301919071E9,776110,776759
776662,30.2691,-97.73638,1.301919071E9,776110,776759
776662,30.269186,-97.73634,1.301919071E9,776110,776759
776662,30.269278,-97.7363,1.301919071E9,776110,776759
776662,30.269363,-97.736244,1.301919071E9,776110,776759
776662,30.26945,-97.73621,1.301919071E9,776110,776759
776662,30.269548,-97.73617,1.301919071E9,776110,776759
776662,30.269634,-97.73613,1.301919071E9,776110,776759
776662,30.26974,-97.73609,1.301919071E9,776110,776759
776662,30.26985,-97.73606,1.301919071E9,776110,776759
776662,30.269943,-97.73602,1.301919071E9,776110,776759
776662,30.270037,-97.73598,1.301919071E9,776110,776759
776662,30.270159,-97.73596,1.301919071E9,776110,776759
776662,30.27021,-97.73607,1.301919071E9,776110,776759
776662,30.270245,-97.73617,1.301919071E9,776110,776759
776662,30.270279,-97.736275,1.301919071E9,776110,776759
776662,30.270317,-97.73638,1.301919071E9,776110,776759
776662,30.270365,-97.73647,1.301919071E9,776110,776759
776662,30.270405,-97.73658,1.301919071E9,776110,776759
776662,30.270447,-97.73669,1.301919071E9,776110,776759
776662,30.270472,-97.7368,1.301919071E9,776110,776759
