419495,5.4376326,1.301919071E9,776110,776759
776662,51.419487,5.4374595,1.301919071E9,776110,776759
776662,51.41947,5.437294,1.301919071E9,776110,776759
776662,51.419453,5.4371414,1.301919071E9,776110,776759
776662,51.41943,5.437004,1.301919071E9,776110,776759
776662,51.41938,5.4367943,1.301919071E9,776110,776759
776662,51.41934,5.436615,1.301919071E9,776110,776759
776662,51.4193,5.436477,1.301919071E9,776110,776759
776662,51.41926,5.436285,1.301919071E9,776110,776759
776662,51.419197,5.4361577,1.301919071E9,776110,776759
776662,51.419155,5.4360266,1.301919071E9,776110,776759
776662,51.419067,5.4358444,1.301919071E9,776110,776759
776662,51.419018,5.4357314,1.301919071E9,776110,776759
776662,51.41897,5.4356093,1.301919071E9,776110,776759
776662,51.41891,5.435497,1.301919071E9,776110,776759
776662,51.41885,5.435372,1.301919071E9,776110,776759
776662,51.41879,5.435199,1.301919071E9,776110,776759
776662,51.41871,5.4350758,1.301919071E9,776110,776759
776662,51.418674,5.434931,1.301919071E9,776110,776759
776662,51.41863,5.4347916,1.301919071E9,776110,776759
776662,51.418552,5.4347086,1.301919071E9,776110,776759
776662,51.418488,5.434563,1.301919071E9,776110,776759
776662,51.418407,5.4344416,1.301919071E9,776110,776759
776662,51.418327,5.4343157,1.301919071E9,776110,776759
776662,51.41825,5.4342012,1.301919071E9,776110,776759
776662,51.41817,5.434087,1.301919071E9,776110,776759
776662,51.418095,5.433984,1.301919071E9,776110,776759
776662,51.417988,5.433794,1.301919071E9,776110,776759
776662,51.417927,5.4336805,1.301919071E9,776110,776759
776662,51.417862,5.4335704,1.301919071E9,776110,776759
776662,51.417797,5.4334536,1.301919071E9,776110,776759
776662,51.417744,5.433328,1.301919071E9,776110,776759
776662,51.417683,5.4331675,1.301919071E9,776110,776759
776662,51.417637,5.433001,1.301919071E9,776110,776759
776662,51.4176,5.432827,1.301919071E9,776110,776759
776662,51.41755,5.432653,1.301919071E9,776110,776759
776662,51.4175,5.432472,1.301919071E9,776110,776759
776662,51.41746,5.4323015,1.301919071E9,776110,776759
776662,51.417442,5.432139,1.301919071E9,776110,776759
776662,51.41743,5.431989,1.301919071E9,776110,776759
776662,51.417435,5.4318376,1.301919071E9,776110,776759
776662,51.417397,5.431684,1.301919071E9,776110,776759
776662,51.4174,5.4315133,1.301919071E9,776110,776759
776662,51.417393,5.4313293,1.301919071E9,776110,776759
776662,51.417362,5.4310927,1.301919071E9,776110,776759
776662,51.417336,5.430903,1.301919071E9,776110,776759
776662,51.417328,5.430703,1.301919071E9,776110,776759
776662,51.417313,5.430503,1.301919071E9,776110,776759
776662,51.417305,5.430329,1.301919071E9,776110,776759
776662,51.417294,5.4301457,1.301919071E9,776110,776759
776662,51.41728,5.429975,1.301919071E9,776110,776759
776662,51.41726,5.42982,1.301919071E9,776110,776759
776662,51.417244,5.4296565,1.301919071E9,776110,776759
776662,51.417217,5.4295006,1.301919071E9,776110,776759
776662,51.417194,5.4293275,1.301919071E9,776110,776759
776662,51.41713,5.4284368,1.301919071E9,776110,776759
776662,51.41715,5.4282455,1.301919071E9,776110,776759
776662,51.41716,5.428053,1.301919071E9,776110,776759
776662,51.417152,5.427866,1.301919071E9,776110,776759
776662,51.417145,5.4276743,1.301919071E9,776110,776759
776662,51.417133,5.427488,1.301919071E9,776110,776759
776662,51.417114,5.4273553,1.301919071E9,776110,776759
776662,51.417114,5.427213,1.301919071E9,776110,776759
776662,51.41711,5.4270787,1.301919071E9,776110,776759
776662,51.417126,5.426945,1.301919071E9,776110,776759
776662,51.41709,5.4268107,1.301919071E9,776110,776759
776662,51.41708,5.4266725,1.301919071E9,776110,776759
776662,51.417065,5.4265256,1.301919071E9,776110,776759
776662,51.417088,5.4263687,1.301919071E9,776110,776759
776662,51.417076,5.426206,1.301919071E9,776110,776759
776662,51.417084,5.426056,1.301919071E9,776110,776759
776662,51.417057,5.425894,1.301919071E9,776110,776759
776662,51.417015,5.425748,1.301919071E9,776110,776759
776662,51.416965,5.425589,1.301919071E9,776110,776759
776662,51.41691,5.425455,1.301919071E9,776110,776759
776662,51.41686,5.425313,1.301919071E9,776110,776759
776662,51.41682,5.4251666,1.301919071E9,776110,776759
776662,51.41683,5.425004,1.301919071E9,776110,776759
776662,51.416847,5.4248595,1.301919071E9,776110,776759
776662,51.41689,5.424709,1.301919071E9,776110,776759
776662,51.416927,5.424543,1.301919071E9,776110,776759
776662,51.416977,5.424414,1.301919071E9,776110,776759
776662,51.417038,5.4242725,1.301919071E9,776110,776759
776662,51.41712,5.4242144,1.301919071E9,776110,776759
776662,51.417213,5.424155,1.301919071E9,776110,776759
776662,51.417297,5.42409,1.301919071E9,776110,776759
776662,51.417377,5.424043,1.301919071E9,776110,776759
776662,51.41748,5.4240003,1.301919071E9,776110,776759
776662,51.417587,5.4239693,1.301919071E9,776110,776759
776662,51.41768,5.423962,1.301919071E9,776110,776759
776662,51.417778,5.4239726,1.301919071E9,776110,776759
776662,51.41787,5.4239745,1.301919071E9,776110,776759
776662,51.41796,5.4239845,1.301919071E9,776110,776759
776662,51.418053,5.424003,1.301919071E9,776110,776759
776662,51.41814,5.4239907,1.301919071E9,776110,776759
776662,51.418247,5.423988,1.301919071E9,776110,776759
776662,51.41839,5.4239445,1.301919071E9,776110,776759
776662,51.418484,5.423898,1.301919071E9,776110,776759
776662,51.418594,5.4238477,1.301919071E9,776110,776759
776662,51.418716,5.423799,1.301919071E9,776110,776759
776662,51.418793,5.4237313,1.301919071E9,776110,776759
776662,51.4189,5.4236526,1.301919071E9,776110,776759
776662,51.419006,5.4236197,1.301919071E9,776110,776759
776662,51.419106,5.423574,1.301919071E9,776110,776759
776662,51.419193,5.4235444,1.301919071E9,776110,776759
776662,51.41929,5.423499,1.301919071E9,776110,776759
776662,51.419384,5.423429,1.301919071E9,776110,776759
776662,51.419483,5.4233484,1.301919071E9,776110,776759
776662,51.419575,5.4232974,1.301919071E9,776110,776759
776662,51.41969,5.4232125,1.301919071E9,776110,776759
776662,51.419792,5.423178,1.301919071E9,776110,776759
776662,51.4199,5.4231386,1.301919071E9,776110,776759
776662,51.41999,5.423094,1.301919071E9,776110,776759
776662,51.42007,5.4230576,1.301919071E9,776110,776759
776662,51.420086,5.422928,1.301919071E9,776110,776759
776662,51.419964,5.422796,1.301919071E9,776110,776759
776662,51.41991,5.4226713,1.301919071E9,776110,776759
776662,51.419888,5.4225397,1.301919071E9,776110,776759
776662,51.419853,5.4223967,1.301919071E9,776110,776759
776662,51.41983,5.422263,1.301919071E9,776110,776759
776662,51.419796,5.42212,1.301919071E9,776110,776759
776662,51.419773,5.421984,1.301919071E9,776110,776759
776662,51.419765,5.42185,1.301919071E9,776110,776759
776662,51.41977,5.4217186,1.301919071E9,776110,776759
776662,51.41984,5.4215655,1.301919071E9,776110,776759
