.70577,-90.48499,1.301919071E9,776110,776759
776662,38.70579,-90.48513,1.301919071E9,776110,776759
776662,38.705807,-90.48525,1.301919071E9,776110,776759
776662,38.705772,-90.485374,1.301919071E9,776110,776759
776662,38.705772,-90.48551,1.301919071E9,776110,776759
776662,38.705757,-90.485634,1.301919071E9,776110,776759
776662,38.705772,-90.48577,1.301919071E9,776110,776759
776662,38.70579,-90.48589,1.301919071E9,776110,776759
776662,38.705784,-90.48603,1.301919071E9,776110,776759
776662,38.705746,-90.48615,1.301919071E9,776110,776759
776662,38.70573,-90.48627,1.301919071E9,776110,776759
776662,38.7057,-90.4864,1.301919071E9,776110,776759
776662,38.705723,-90.48654,1.301919071E9,776110,776759
776662,38.705746,-90.48668,1.301919071E9,776110,776759
776662,38.70577,-90.48681,1.301919071E9,776110,776759
776662,38.70578,-90.48693,1.301919071E9,776110,776759
776662,38.705795,-90.487045,1.301919071E9,776110,776759
776662,38.705788,-90.48719,1.301919071E9,776110,776759
776662,38.70574,-90.487305,1.301919071E9,776110,776759
776662,38.705696,-90.48743,1.301919071E9,776110,776759
776662,38.705673,-90.48756,1.301919071E9,776110,776759
776662,38.705654,-90.487686,1.301919071E9,776110,776759
776662,38.705658,-90.48782,1.301919071E9,776110,776759
776662,38.705647,-90.48796,1.301919071E9,776110,776759
776662,38.705654,-90.488075,1.301919071E9,776110,776759
776662,38.705673,-90.48821,1.301919071E9,776110,776759
776662,38.7057,-90.48836,1.301919071E9,776110,776759
776662,38.705704,-90.488495,1.301919071E9,776110,776759
776662,38.705673,-90.48861,1.301919071E9,776110,776759
776662,38.705666,-90.48875,1.301919071E9,776110,776759
776662,38.7057,-90.48888,1.301919071E9,776110,776759
776662,38.70577,-90.489006,1.301919071E9,776110,776759
776662,38.705833,-90.48911,1.301919071E9,776110,776759
776662,38.705887,-90.48922,1.301919071E9,776110,776759
776662,38.705936,-90.48935,1.301919071E9,776110,776759
776662,38.705975,-90.48947,1.301919071E9,776110,776759
776662,38.70598,-90.48962,1.301919071E9,776110,776759
776662,38.705997,-90.48976,1.301919071E9,776110,776759
776662,38.706043,-90.48987,1.301919071E9,776110,776759
776662,38.70612,-90.489944,1.301919071E9,776110,776759
776662,38.70622,-90.48998,1.301919071E9,776110,776759
776662,38.706333,-90.49,1.301919071E9,776110,776759
776662,38.70645,-90.490005,1.301919071E9,776110,776759
776662,38.706535,-90.489944,1.301919071E9,776110,776759
776662,38.706627,-90.489876,1.301919071E9,776110,776759
776662,38.7067,-90.48978,1.301919071E9,776110,776759
776662,38.70673,-90.489655,1.301919071E9,776110,776759
776662,38.706734,-90.48952,1.301919071E9,776110,776759
776662,38.706745,-90.48938,1.301919071E9,776110,776759
776662,38.70677,-90.48925,1.301919071E9,776110,776759
776662,38.706863,-90.48917,1.301919071E9,776110,776759
776662,38.706924,-90.48908,1.301919071E9,776110,776759
776662,38.70701,-90.48903,1.301919071E9,776110,776759
776662,38.70711,-90.48901,1.301919071E9,776110,776759
776662,38.707207,-90.48898,1.301919071E9,776110,776759
776662,38.707314,-90.48897,1.301919071E9,776110,776759
776662,38.707394,-90.48891,1.301919071E9,776110,776759
776662,38.707485,-90.48885,1.301919071E9,776110,776759
776662,38.707573,-90.488815,1.301919071E9,776110,776759
