,-156.68651,1.301919071E9,776110,776759
776662,20.953396,-156.68646,1.301919071E9,776110,776759
776662,20.953487,-156.68643,1.301919071E9,776110,776759
776662,20.953573,-156.68639,1.301919071E9,776110,776759
776662,20.953661,-156.68636,1.301919071E9,776110,776759
776662,20.953753,-156.68631,1.301919071E9,776110,776759
776662,20.953852,-156.68626,1.301919071E9,776110,776759
776662,20.953964,-156.68622,1.301919071E9,776110,776759
776662,20.95405,-156.68617,1.301919071E9,776110,776759
776662,20.954138,-156.68614,1.301919071E9,776110,776759
776662,20.95423,-156.6861,1.301919071E9,776110,776759
776662,20.954317,-156.68605,1.301919071E9,776110,776759
776662,20.954422,-156.686,1.301919071E9,776110,776759
776662,20.954523,-156.68597,1.301919071E9,776110,776759
776662,20.95462,-156.68591,1.301919071E9,776110,776759
776662,20.954708,-156.68587,1.301919071E9,776110,776759
776662,20.954803,-156.68584,1.301919071E9,776110,776759
776662,20.9549,-156.6858,1.301919071E9,776110,776759
776662,20.955008,-156.68578,1.301919071E9,776110,776759
776662,20.955107,-156.68575,1.301919071E9,776110,776759
776662,20.955214,-156.6857,1.301919071E9,776110,776759
776662,20.955313,-156.68565,1.301919071E9,776110,776759
776662,20.95541,-156.68564,1.301919071E9,776110,776759
776662,20.955513,-156.68561,1.301919071E9,776110,776759
776662,20.955614,-156.68558,1.301919071E9,776110,776759
776662,20.955717,-156.68555,1.301919071E9,776110,776759
776662,20.955812,-156.68552,1.301919071E9,776110,776759
776662,20.95592,-156.68549,1.301919071E9,776110,776759
776662,20.956003,-156.68546,1.301919071E9,776110,776759
776662,20.95611,-156.68542,1.301919071E9,776110,776759
776662,20.956202,-156.6854,1.301919071E9,776110,776759
776662,20.956295,-156.68536,1.301919071E9,776110,776759
776662,20.956388,-156.68533,1.301919071E9,776110,776759
776662,20.956486,-156.6853,1.301919071E9,776110,776759
776662,20.956587,-156.68526,1.301919071E9,776110,776759
776662,20.956678,-156.68521,1.301919071E9,776110,776759
776662,20.956778,-156.68515,1.301919071E9,776110,776759
776662,20.956877,-156.68509,1.301919071E9,776110,776759
776662,20.956959,-156.68506,1.301919071E9,776110,776759
776662,20.957043,-156.68501,1.301919071E9,776110,776759
776662,20.957136,-156.68495,1.301919071E9,776110,776759
776662,20.957218,-156.68489,1.301919071E9,776110,776759
776662,20.95731,-156.68483,1.301919071E9,776110,776759
776662,20.95739,-156.68477,1.301919071E9,776110,776759
776662,20.957478,-156.68474,1.301919071E9,776110,776759
776662,20.957573,-156.6847,1.301919071E9,776110,776759
776662,20.957666,-156.68465,1.301919071E9,776110,776759
776662,20.957762,-156.68459,1.301919071E9,776110,776759
776662,20.957863,-156.68454,1.301919071E9,776110,776759
776662,20.957958,-156.68448,1.301919071E9,776110,776759
776662,20.958042,-156.68442,1.301919071E9,776110,776759
776662,20.958124,-156.68437,1.301919071E9,776110,776759
776662,20.958206,-156.68433,1.301919071E9,776110,776759
776662,20.95829,-156.6843,1.301919071E9,776110,776759
776662,20.958382,-156.68425,1.301919071E9,776110,776759
776662,20.958479,-156.6842,1.301919071E9,776110,776759
776662,20.958576,-156.68416,1.301919071E9,776110,776759
776662,20.958672,-156.68411,1.301919071E9,776110,776759
776662,20.958778,-156.68408,1.301919071E9,776110,776759
776662,20.958876,-156.68405,1.301919071E9,776110,776759
776662,20.958961,-156.684,1.301919071E9,776110,776759
776662,20.959047,-156.68394,1.301919071E9,776110,776759
776662,20.959131,-156.68388,1.301919071E9,776110,776759
776662,20.959215,-156.68382,1.301919071E9,776110,776759
776662,20.9593,-156.68378,1.301919071E9,776110,776759
776662,20.959396,-156.68373,1.301919071E9,776110,776759
776662,20.959496,-156.68369,1.301919071E9,776110,776759
776662,20.959587,-156.68364,1.301919071E9,776110,776759
776662,20.959686,-156.68362,1.301919071E9,776110,776759
776662,20.959778,-156.68362,1.301919071E9,776110,776759
776662,20.959887,-156.68361,1.301919071E9,776110,776759
776662,20.959986,-156.6836,1.301919071E9,776110,776759
776662,20.960094,-156.6836,1.301919071E9,776110,776759
776662,20.9602,-156.6836,1.301919071E9,776110,776759
776662,20.960297,-156.6836,1.301919071E9,776110,776759
776662,20.960386,-156.68362,1.301919071E9,776110,776759
776662,20.960482,-156.68362,1.301919071E9,776110,776759
776662,20.96058,-156.68364,1.301919071E9,776110,776759
776662,20.960691,-156.68362,1.301919071E9,776110,776759
776662,20.960798,-156.68361,1.301919071E9,776110,776759
776662,20.960907,-156.68358,1.301919071E9,776110,776759
776662,20.961012,-156.68352,1.301919071E9,776110,776759
776662,20.961102,-156.68349,1.301919071E9,776110,776759
776662,20.961193,-156.68344,1.301919071E9,776110,776759
776662,20.961288,-156.68341,1.301919071E9,776110,776759
776662,20.961378,-156.68338,1.301919071E9,776110,776759
776662,20.961485,-156.68333,1.301919071E9,776110,776759
776662,20.961576,-156.6833,1.301919071E9,776110,776759
776662,20.961674,-156.68326,1.301919071E9,776110,776759
776662,20.961763,-156.68323,1.301919071E9,776110,776759
776662,20.96186,-156.68318,1.301919071E9,776110,776759
776662,20.961966,-156.68314,1.301919071E9,776110,776759
776662,20.96207,-156.68309,1.301919071E9,776110,776759
776662,20.96217,-156.68306,1.301919071E9,776110,776759
