.7941,-156.57585,1.301919071E9,776110,776759
776662,20.794115,-156.57594,1.301919071E9,776110,776759
776662,20.79414,-156.57607,1.301919071E9,776110,776759
776662,20.79416,-156.57616,1.301919071E9,776110,776759
776662,20.794168,-156.57625,1.301919071E9,776110,776759
776662,20.79417,-156.57635,1.301919071E9,776110,776759
776662,20.794182,-156.57646,1.301919071E9,776110,776759
776662,20.794197,-156.57655,1.301919071E9,776110,776759
776662,20.794207,-156.57668,1.301919071E9,776110,776759
776662,20.79422,-156.57677,1.301919071E9,776110,776759
776662,20.794233,-156.57689,1.301919071E9,776110,776759
776662,20.794252,-156.577,1.301919071E9,776110,776759
776662,20.794262,-156.5771,1.301919071E9,776110,776759
776662,20.79428,-156.5772,1.301919071E9,776110,776759
776662,20.794298,-156.5773,1.301919071E9,776110,776759
776662,20.794308,-156.57741,1.301919071E9,776110,776759
776662,20.794308,-156.5775,1.301919071E9,776110,776759
776662,20.794317,-156.57762,1.301919071E9,776110,776759
776662,20.794334,-156.57773,1.301919071E9,776110,776759
776662,20.794352,-156.57785,1.301919071E9,776110,776759
776662,20.794367,-156.57796,1.301919071E9,776110,776759
776662,20.794382,-156.57806,1.301919071E9,776110,776759
776662,20.794388,-156.57817,1.301919071E9,776110,776759
776662,20.794394,-156.57828,1.301919071E9,776110,776759
776662,20.794403,-156.57838,1.301919071E9,776110,776759
776662,20.794416,-156.57849,1.301919071E9,776110,776759
776662,20.794428,-156.57858,1.301919071E9,776110,776759
776662,20.794445,-156.57869,1.301919071E9,776110,776759
776662,20.794462,-156.5788,1.301919071E9,776110,776759
776662,20.79447,-156.5789,1.301919071E9,776110,776759
776662,20.794481,-156.57901,1.301919071E9,776110,776759
776662,20.794502,-156.57912,1.301919071E9,776110,776759
776662,20.79452,-156.57924,1.301919071E9,776110,776759
776662,20.794542,-156.57935,1.301919071E9,776110,776759
776662,20.794556,-156.57944,1.301919071E9,776110,776759
776662,20.794561,-156.57956,1.301919071E9,776110,776759
776662,20.794577,-156.57967,1.301919071E9,776110,776759
776662,20.794592,-156.57977,1.301919071E9,776110,776759
776662,20.794611,-156.5799,1.301919071E9,776110,776759
776662,20.79463,-156.58,1.301919071E9,776110,776759
776662,20.79465,-156.58011,1.301919071E9,776110,776759
776662,20.79466,-156.58022,1.301919071E9,776110,776759
776662,20.794685,-156.58032,1.301919071E9,776110,776759
776662,20.794703,-156.58041,1.301919071E9,776110,776759
776662,20.79472,-156.58052,1.301919071E9,776110,776759
776662,20.794733,-156.58063,1.301919071E9,776110,776759
776662,20.794744,-156.58072,1.301919071E9,776110,776759
776662,20.794764,-156.58083,1.301919071E9,776110,776759
776662,20.794785,-156.58093,1.301919071E9,776110,776759
776662,20.794804,-156.58104,1.301919071E9,776110,776759
776662,20.794813,-156.58116,1.301919071E9,776110,776759
776662,20.794832,-156.58125,1.301919071E9,776110,776759
