.205353,6.777429,1.301919071E9,776110,776759
776662,46.20525,6.77745,1.301919071E9,776110,776759
776662,46.205147,6.777469,1.301919071E9,776110,776759
776662,46.20504,6.777489,1.301919071E9,776110,776759
776662,46.20493,6.777509,1.301919071E9,776110,776759
776662,46.204826,6.777523,1.301919071E9,776110,776759
776662,46.204704,6.777542,1.301919071E9,776110,776759
776662,46.204594,6.777558,1.301919071E9,776110,776759
776662,46.20448,6.777579,1.301919071E9,776110,776759
776662,46.20437,6.777598,1.301919071E9,776110,776759
776662,46.204247,6.77762,1.301919071E9,776110,776759
776662,46.204136,6.777639,1.301919071E9,776110,776759
776662,46.204025,6.777657,1.301919071E9,776110,776759
776662,46.2039,6.777677,1.301919071E9,776110,776759
776662,46.203785,6.777696,1.301919071E9,776110,776759
776662,46.203674,6.777714,1.301919071E9,776110,776759
776662,46.20355,6.777737,1.301919071E9,776110,776759
776662,46.20343,6.777759,1.301919071E9,776110,776759
776662,46.203316,6.77778,1.301919071E9,776110,776759
776662,46.203197,6.777798,1.301919071E9,776110,776759
776662,46.203083,6.777819,1.301919071E9,776110,776759
776662,46.20297,6.777839,1.301919071E9,776110,776759
776662,46.202854,6.77786,1.301919071E9,776110,776759
776662,46.20274,6.777878,1.301919071E9,776110,776759
776662,46.202625,6.7779,1.301919071E9,776110,776759
776662,46.20251,6.77792,1.301919071E9,776110,776759
776662,46.202393,6.777939,1.301919071E9,776110,776759
776662,46.202274,6.777959,1.301919071E9,776110,776759
776662,46.202156,6.77798,1.301919071E9,776110,776759
776662,46.20204,6.778003,1.301919071E9,776110,776759
776662,46.201923,6.778022,1.301919071E9,776110,776759
776662,46.20181,6.778043,1.301919071E9,776110,776759
776662,46.2017,6.778061,1.301919071E9,776110,776759
776662,46.201584,6.77808,1.301919071E9,776110,776759
776662,46.201466,6.7781,1.301919071E9,776110,776759
776662,46.201344,6.778121,1.301919071E9,776110,776759
776662,46.20123,6.778141,1.301919071E9,776110,776759
776662,46.201115,6.77816,1.301919071E9,776110,776759
776662,46.200996,6.778182,1.301919071E9,776110,776759
776662,46.20088,6.778203,1.301919071E9,776110,776759
776662,46.20076,6.778226,1.301919071E9,776110,776759
776662,46.200638,6.778247,1.301919071E9,776110,776759
776662,46.20052,6.778271,1.301919071E9,776110,776759
776662,46.2004,6.778292,1.301919071E9,776110,776759
776662,46.200283,6.778315,1.301919071E9,776110,776759
776662,46.20017,6.778331,1.301919071E9,776110,776759
776662,46.200073,6.778353,1.301919071E9,776110,776759
776662,46.199974,6.778372,1.301919071E9,776110,776759
776662,46.199875,6.778393,1.301919071E9,776110,776759
776662,46.199776,6.778413,1.301919071E9,776110,776759
776662,46.19968,6.778432,1.301919071E9,776110,776759
776662,46.199577,6.778451,1.301919071E9,776110,776759
776662,46.199482,6.778465,1.301919071E9,776110,776759
776662,46.199368,6.778483,1.301919071E9,776110,776759
776662,46.199245,6.778503,1.301919071E9,776110,776759
776662,46.199127,6.778524,1.301919071E9,776110,776759
776662,46.199005,6.778546,1.301919071E9,776110,776759
776662,46.198895,6.778567,1.301919071E9,776110,776759
776662,46.198776,6.77859,1.301919071E9,776110,776759
776662,46.198658,6.778607,1.301919071E9,776110,776759
776662,46.19854,6.778629,1.301919071E9,776110,776759
776662,46.198425,6.778649,1.301919071E9,776110,776759
776662,46.198307,6.778673,1.301919071E9,776110,776759
776662,46.198196,6.778693,1.301919071E9,776110,776759
776662,46.198082,6.778714,1.301919071E9,776110,776759
776662,46.197964,6.778735,1.301919071E9,776110,776759
776662,46.197845,6.778758,1.301919071E9,776110,776759
776662,46.197727,6.778779,1.301919071E9,776110,776759
776662,46.19761,6.778802,1.301919071E9,776110,776759
776662,46.19749,6.778822,1.301919071E9,776110,776759
776662,46.197376,6.778843,1.301919071E9,776110,776759
776662,46.197258,6.778864,1.301919071E9,776110,776759
776662,46.197144,6.778886,1.301919071E9,776110,776759
776662,46.197025,6.778908,1.301919071E9,776110,776759
776662,46.19691,6.778929,1.301919071E9,776110,776759
776662,46.196796,6.778951,1.301919071E9,776110,776759
776662,46.196682,6.778972,1.301919071E9,776110,776759
776662,46.196556,6.778994,1.301919071E9,776110,776759
776662,46.196438,6.779015,1.301919071E9,776110,776759
776662,46.19633,6.779033,1.301919071E9,776110,776759
776662,46.19623,6.779053,1.301919071E9,776110,776759
776662,46.19613,6.779072,1.301919071E9,776110,776759
776662,46.196033,6.779087,1.301919071E9,776110,776759
776662,46.19591,6.779107,1.301919071E9,776110,776759
776662,46.1958,6.779126,1.301919071E9,776110,776759
776662,46.195683,6.779143,1.301919071E9,776110,776759
776662,46.195568,6.779165,1.301919071E9,776110,776759
776662,46.195454,6.779185,1.301919071E9,776110,776759
776662,46.19534,6.779208,1.301919071E9,776110,776759
776662,46.195225,6.779228,1.301919071E9,776110,776759
776662,46.19511,6.77925,1.301919071E9,776110,776759
776662,46.195,6.779269,1.301919071E9,776110,776759
776662,46.194885,6.779289,1.301919071E9,776110,776759
776662,46.194775,6.77931,1.301919071E9,776110,776759
776662,46.194664,6.779329,1.301919071E9,776110,776759
776662,46.194553,6.77935,1.301919071E9,776110,776759
776662,46.194443,6.779369,1.301919071E9,776110,776759
776662,46.194336,6.77939,1.301919071E9,776110,776759
776662,46.194225,6.779408,1.301919071E9,776110,776759
776662,46.19412,6.779428,1.301919071E9,776110,776759
776662,46.19401,6.779448,1.301919071E9,776110,776759
776662,46.19391,6.779467,1.301919071E9,776110,776759
776662,46.1938,6.779487,1.301919071E9,776110,776759
776662,46.19369,6.779507,1.301919071E9,776110,776759
776662,46.19357,6.77953,1.301919071E9,776110,776759
776662,46.19345,6.779563,1.301919071E9,776110,776759
776662,46.19336,6.779573,1.301919071E9,776110,776759
776662,46.193344,6.779424,1.301919071E9,776110,776759
776662,46.193375,6.779295,1.301919071E9,776110,776759
776662,46.19345,6.779219,1.301919071E9,776110,776759
776662,46.193565,6.779152,1.301919071E9,776110,776759
776662,46.19366,6.779239,1.301919071E9,776110,776759
776662,46.193752,6.779199,1.301919071E9,776110,776759
776662,46.193886,6.779154,1.301919071E9,776110,776759
776662,46.193977,6.779101,1.301919071E9,776110,776759
776662,46.19407,6.779045,1.301919071E9,776110,776759
776662,46.194164,6.778963,1.301919071E9,776110,776759
776662,46.194206,6.778839,1.301919071E9,776110,776759
776662,46.194294,6.778762,1.301919071E9,776110,776759
776662,46.19438,6.778695,1.301919071E9,776110,776759
776662,46.19446,6.778592,1.301919071E9,776110,776759
