.783264,-90.610435,1.301919071E9,776110,776759
776662,38.78318,-90.610344,1.301919071E9,776110,776759
776662,38.783092,-90.61025,1.301919071E9,776110,776759
776662,38.783,-90.610176,1.301919071E9,776110,776759
776662,38.78291,-90.6101,1.301919071E9,776110,776759
776662,38.78283,-90.610016,1.301919071E9,776110,776759
776662,38.782722,-90.61001,1.301919071E9,776110,776759
776662,38.782627,-90.61003,1.301919071E9,776110,776759
776662,38.78253,-90.610054,1.301919071E9,776110,776759
776662,38.782436,-90.61004,1.301919071E9,776110,776759
776662,38.782352,-90.61,1.301919071E9,776110,776759
776662,38.78228,-90.60992,1.301919071E9,776110,776759
776662,38.782288,-90.609795,1.301919071E9,776110,776759
776662,38.782284,-90.60967,1.301919071E9,776110,776759
776662,38.78223,-90.60957,1.301919071E9,776110,776759
776662,38.782135,-90.609535,1.301919071E9,776110,776759
776662,38.782036,-90.60948,1.301919071E9,776110,776759
776662,38.781944,-90.609406,1.301919071E9,776110,776759
776662,38.781853,-90.60934,1.301919071E9,776110,776759
776662,38.781757,-90.609276,1.301919071E9,776110,776759
776662,38.781666,-90.609215,1.301919071E9,776110,776759
776662,38.781586,-90.60915,1.301919071E9,776110,776759
776662,38.781494,-90.60911,1.301919071E9,776110,776759
776662,38.78139,-90.60904,1.301919071E9,776110,776759
776662,38.781315,-90.60896,1.301919071E9,776110,776759
776662,38.781204,-90.60893,1.301919071E9,776110,776759
776662,38.781105,-90.60892,1.301919071E9,776110,776759
776662,38.781,-90.60888,1.301919071E9,776110,776759
776662,38.780888,-90.60885,1.301919071E9,776110,776759
776662,38.78078,-90.60881,1.301919071E9,776110,776759
776662,38.780678,-90.608795,1.301919071E9,776110,776759
776662,38.780586,-90.608734,1.301919071E9,776110,776759
776662,38.780502,-90.60867,1.301919071E9,776110,776759
776662,38.780422,-90.60862,1.301919071E9,776110,776759
776662,38.780327,-90.60857,1.301919071E9,776110,776759
776662,38.780228,-90.60851,1.301919071E9,776110,776759
776662,38.78013,-90.608475,1.301919071E9,776110,776759
776662,38.78003,-90.60841,1.301919071E9,776110,776759
776662,38.77994,-90.60835,1.301919071E9,776110,776759
776662,38.779846,-90.60829,1.301919071E9,776110,776759
776662,38.779743,-90.60825,1.301919071E9,776110,776759
776662,38.779636,-90.608215,1.301919071E9,776110,776759
776662,38.77953,-90.60818,1.301919071E9,776110,776759
776662,38.779423,-90.608154,1.301919071E9,776110,776759
776662,38.779324,-90.60814,1.301919071E9,776110,776759
776662,38.779232,-90.60811,1.301919071E9,776110,776759
776662,38.77912,-90.60806,1.301919071E9,776110,776759
776662,38.779003,-90.608025,1.301919071E9,776110,776759
776662,38.778904,-90.60801,1.301919071E9,776110,776759
776662,38.778812,-90.60798,1.301919071E9,776110,776759
776662,38.77871,-90.60799,1.301919071E9,776110,776759
776662,38.778606,-90.607956,1.301919071E9,776110,776759
776662,38.77852,-90.60791,1.301919071E9,776110,776759
776662,38.778423,-90.6079,1.301919071E9,776110,776759
776662,38.778316,-90.6079,1.301919071E9,776110,776759
776662,38.778225,-90.607834,1.301919071E9,776110,776759
776662,38.778126,-90.6078,1.301919071E9,776110,776759
776662,38.77802,-90.60778,1.301919071E9,776110,776759
776662,38.777927,-90.60775,1.301919071E9,776110,776759
776662,38.777843,-90.607704,1.301919071E9,776110,776759
776662,38.777756,-90.60767,1.301919071E9,776110,776759
776662,38.777645,-90.60767,1.301919071E9,776110,776759
776662,38.77754,-90.60766,1.301919071E9,776110,776759
776662,38.777435,-90.60764,1.301919071E9,776110,776759
776662,38.77733,-90.60766,1.301919071E9,776110,776759
776662,38.77722,-90.607666,1.301919071E9,776110,776759
776662,38.777107,-90.60764,1.301919071E9,776110,776759
776662,38.777016,-90.60762,1.301919071E9,776110,776759
776662,38.776917,-90.6076,1.301919071E9,776110,776759
776662,38.776817,-90.60758,1.301919071E9,776110,776759
776662,38.7767,-90.607574,1.301919071E9,776110,776759
776662,38.77658,-90.607574,1.301919071E9,776110,776759
776662,38.776485,-90.607574,1.301919071E9,776110,776759
776662,38.77659,-90.60759,1.301919071E9,776110,776759
776662,38.77668,-90.60762,1.301919071E9,776110,776759
776662,38.776764,-90.607666,1.301919071E9,776110,776759
776662,38.776844,-90.607735,1.301919071E9,776110,776759
776662,38.776943,-90.60779,1.301919071E9,776110,776759
776662,38.777042,-90.6078,1.301919071E9,776110,776759
776662,38.777145,-90.60781,1.301919071E9,776110,776759
776662,38.77724,-90.60782,1.301919071E9,776110,776759
776662,38.777332,-90.60782,1.301919071E9,776110,776759
776662,38.77743,-90.60784,1.301919071E9,776110,776759
776662,38.777527,-90.60786,1.301919071E9,776110,776759
776662,38.77764,-90.60788,1.301919071E9,776110,776759
776662,38.77773,-90.60791,1.301919071E9,776110,776759
776662,38.777817,-90.60795,1.301919071E9,776110,776759
776662,38.77791,-90.60798,1.301919071E9,776110,776759
776662,38.77801,-90.60796,1.301919071E9,776110,776759
776662,38.77811,-90.60802,1.301919071E9,776110,776759
776662,38.77819,-90.60807,1.301919071E9,776110,776759
776662,38.778286,-90.60807,1.301919071E9,776110,776759
776662,38.778393,-90.608086,1.301919071E9,776110,776759
776662,38.77849,-90.60813,1.301919071E9,776110,776759
776662,38.778603,-90.60815,1.301919071E9,776110,776759
776662,38.778713,-90.608154,1.301919071E9,776110,776759
776662,38.77882,-90.60818,1.301919071E9,776110,776759
776662,38.77891,-90.608215,1.301919071E9,776110,776759
776662,38.779007,-90.60825,1.301919071E9,776110,776759
776662,38.77911,-90.60829,1.301919071E9,776110,776759
776662,38.779205,-90.60832,1.301919071E9,776110,776759
