4804,13.054397,1.301919071E9,776110,776759
776662,55.634705,13.054383,1.301919071E9,776110,776759
776662,55.63461,13.054424,1.301919071E9,776110,776759
776662,55.63452,13.054517,1.301919071E9,776110,776759
776662,55.63442,13.054559,1.301919071E9,776110,776759
776662,55.634315,13.054525,1.301919071E9,776110,776759
776662,55.634224,13.054471,1.301919071E9,776110,776759
776662,55.63412,13.054393,1.301919071E9,776110,776759
776662,55.634026,13.054325,1.301919071E9,776110,776759
776662,55.633926,13.054256,1.301919071E9,776110,776759
776662,55.633835,13.05416,1.301919071E9,776110,776759
776662,55.633747,13.054066,1.301919071E9,776110,776759
776662,55.633656,13.053953,1.301919071E9,776110,776759
776662,55.633564,13.053838,1.301919071E9,776110,776759
776662,55.633495,13.053728,1.301919071E9,776110,776759
776662,55.63342,13.053618,1.301919071E9,776110,776759
776662,55.633347,13.053476,1.301919071E9,776110,776759
776662,55.63327,13.053358,1.301919071E9,776110,776759
776662,55.633186,13.053267,1.301919071E9,776110,776759
776662,55.6331,13.053212,1.301919071E9,776110,776759
776662,55.633,13.053217,1.301919071E9,776110,776759
776662,55.632908,13.053236,1.301919071E9,776110,776759
776662,55.632812,13.053316,1.301919071E9,776110,776759
776662,55.632736,13.05341,1.301919071E9,776110,776759
776662,55.632668,13.053511,1.301919071E9,776110,776759
776662,55.632587,13.053657,1.301919071E9,776110,776759
776662,55.632553,13.05384,1.301919071E9,776110,776759
776662,55.632576,13.054003,1.301919071E9,776110,776759
776662,55.632603,13.054166,1.301919071E9,776110,776759
776662,55.632614,13.054342,1.301919071E9,776110,776759
776662,55.63256,13.054505,1.301919071E9,776110,776759
776662,55.632477,13.054624,1.301919071E9,776110,776759
776662,55.632378,13.054701,1.301919071E9,776110,776759
776662,55.632275,13.054769,1.301919071E9,776110,776759
776662,55.63217,13.0548,1.301919071E9,776110,776759
776662,55.632076,13.054764,1.301919071E9,776110,776759
776662,55.63198,13.054713,1.301919071E9,776110,776759
776662,55.631874,13.054657,1.301919071E9,776110,776759
776662,55.63178,13.054614,1.301919071E9,776110,776759
776662,55.631687,13.054546,1.301919071E9,776110,776759
776662,55.6316,13.054468,1.301919071E9,776110,776759
776662,55.631508,13.054399,1.301919071E9,776110,776759
776662,55.63141,13.054355,1.301919071E9,776110,776759
776662,55.631306,13.05433,1.301919071E9,776110,776759
776662,55.6312,13.054277,1.301919071E9,776110,776759
776662,55.63109,13.054233,1.301919071E9,776110,776759
776662,55.631,13.054196,1.301919071E9,776110,776759
776662,55.630886,13.054183,1.301919071E9,776110,776759
776662,55.630795,13.054167,1.301919071E9,776110,776759
