94,-122.38515,1.301919071E9,776110,776759
776662,37.663044,-122.385086,1.301919071E9,776110,776759
776662,37.66312,-122.38504,1.301919071E9,776110,776759
776662,37.663223,-122.38497,1.301919071E9,776110,776759
776662,37.66332,-122.38489,1.301919071E9,776110,776759
776662,37.66341,-122.384796,1.301919071E9,776110,776759
776662,37.663498,-122.3847,1.301919071E9,776110,776759
776662,37.663593,-122.38462,1.301919071E9,776110,776759
776662,37.663696,-122.38456,1.301919071E9,776110,776759
776662,37.663784,-122.38448,1.301919071E9,776110,776759
776662,37.663815,-122.38435,1.301919071E9,776110,776759
776662,37.663807,-122.384254,1.301919071E9,776110,776759
776662,37.663807,-122.38415,1.301919071E9,776110,776759
776662,37.663807,-122.38404,1.301919071E9,776110,776759
776662,37.663795,-122.38394,1.301919071E9,776110,776759
776662,37.663727,-122.38381,1.301919071E9,776110,776759
776662,37.663666,-122.3837,1.301919071E9,776110,776759
776662,37.66358,-122.3836,1.301919071E9,776110,776759
776662,37.66349,-122.38351,1.301919071E9,776110,776759
776662,37.663395,-122.383415,1.301919071E9,776110,776759
776662,37.663296,-122.383354,1.301919071E9,776110,776759
776662,37.6632,-122.383286,1.301919071E9,776110,776759
776662,37.663113,-122.38321,1.301919071E9,776110,776759
776662,37.66303,-122.38312,1.301919071E9,776110,776759
776662,37.662975,-122.38302,1.301919071E9,776110,776759
776662,37.662914,-122.38291,1.301919071E9,776110,776759
776662,37.662872,-122.38279,1.301919071E9,776110,776759
776662,37.662823,-122.38267,1.301919071E9,776110,776759
776662,37.662785,-122.382545,1.301919071E9,776110,776759
776662,37.662766,-122.3824,1.301919071E9,776110,776759
776662,37.662754,-122.38226,1.301919071E9,776110,776759
776662,37.662743,-122.38213,1.301919071E9,776110,776759
776662,37.66273,-122.38199,1.301919071E9,776110,776759
776662,37.662746,-122.38186,1.301919071E9,776110,776759
776662,37.662758,-122.38173,1.301919071E9,776110,776759
776662,37.66275,-122.38159,1.301919071E9,776110,776759
776662,37.662758,-122.38147,1.301919071E9,776110,776759
776662,37.66276,-122.38135,1.301919071E9,776110,776759
776662,37.662758,-122.38122,1.301919071E9,776110,776759
776662,37.66275,-122.38109,1.301919071E9,776110,776759
776662,37.662746,-122.38096,1.301919071E9,776110,776759
776662,37.66274,-122.38082,1.301919071E9,776110,776759
776662,37.662735,-122.38069,1.301919071E9,776110,776759
776662,37.66275,-122.38056,1.301919071E9,776110,776759
776662,37.662754,-122.38042,1.301919071E9,776110,776759
776662,37.662758,-122.38028,1.301919071E9,776110,776759
776662,37.662746,-122.38015,1.301919071E9,776110,776759
776662,37.662712,-122.38003,1.301919071E9,776110,776759
776662,37.6627,-122.3799,1.301919071E9,776110,776759
776662,37.66271,-122.37978,1.301919071E9,776110,776759
776662,37.66272,-122.37968,1.301919071E9,776110,776759
776662,37.662727,-122.37955,1.301919071E9,776110,776759
776662,37.662727,-122.37944,1.301919071E9,776110,776759
776662,37.66272,-122.37931,1.301919071E9,776110,776759
776662,37.662712,-122.37918,1.301919071E9,776110,776759
776662,37.662712,-122.37906,1.301919071E9,776110,776759
776662,37.662716,-122.378944,1.301919071E9,776110,776759
776662,37.66271,-122.378815,1.301919071E9,776110,776759
776662,37.662735,-122.3787,1.301919071E9,776110,776759
776662,37.662735,-122.37857,1.301919071E9,776110,776759
776662,37.66272,-122.37844,1.301919071E9,776110,776759
776662,37.66271,-122.37831,1.301919071E9,776110,776759
776662,37.6627,-122.37818,1.301919071E9,776110,776759
776662,37.66268,-122.37807,1.301919071E9,776110,776759
776662,37.662647,-122.37796,1.301919071E9,776110,776759
776662,37.66264,-122.37784,1.301919071E9,776110,776759
776662,37.662643,-122.377716,1.301919071E9,776110,776759
776662,37.662643,-122.3776,1.301919071E9,776110,776759
776662,37.662643,-122.37748,1.301919071E9,776110,776759
776662,37.662655,-122.37736,1.301919071E9,776110,776759
776662,37.662647,-122.37723,1.301919071E9,776110,776759
776662,37.662632,-122.3771,1.301919071E9,776110,776759
776662,37.662643,-122.37696,1.301919071E9,776110,776759
776662,37.66265,-122.37683,1.301919071E9,776110,776759
776662,37.662655,-122.37671,1.301919071E9,776110,776759
776662,37.662655,-122.37659,1.301919071E9,776110,776759
776662,37.662636,-122.376465,1.301919071E9,776110,776759
776662,37.662624,-122.37634,1.301919071E9,776110,776759
776662,37.662624,-122.37621,1.301919071E9,776110,776759
776662,37.662624,-122.37608,1.301919071E9,776110,776759
776662,37.662632,-122.37596,1.301919071E9,776110,776759
776662,37.662624,-122.37584,1.301919071E9,776110,776759
776662,37.66263,-122.37571,1.301919071E9,776110,776759
776662,37.662655,-122.375595,1.301919071E9,776110,776759
776662,37.662666,-122.37547,1.301919071E9,776110,776759
776662,37.662655,-122.37535,1.301919071E9,776110,776759
776662,37.662643,-122.37522,1.301919071E9,776110,776759
776662,37.66264,-122.3751,1.301919071E9,776110,776759
776662,37.662632,-122.374985,1.301919071E9,776110,776759
776662,37.66263,-122.374855,1.301919071E9,776110,776759
776662,37.662617,-122.37473,1.301919071E9,776110,776759
776662,37.662548,-122.37463,1.301919071E9,776110,776759
776662,37.662434,-122.374596,1.301919071E9,776110,776759
776662,37.662323,-122.37462,1.301919071E9,776110,776759
776662,37.662235,-122.37468,1.301919071E9,776110,776759
776662,37.662167,-122.37479,1.301919071E9,776110,776759
776662,37.662106,-122.374855,1.301919071E9,776110,776759
776662,37.66201,-122.37486,1.301919071E9,776110,776759
776662,37.6619,-122.37486,1.301919071E9,776110,776759
776662,37.661808,-122.37491,1.301919071E9,776110,776759
776662,37.66173,-122.37497,1.301919071E9,776110,776759
776662,37.66165,-122.37503,1.301919071E9,776110,776759
776662,37.661568,-122.37507,1.301919071E9,776110,776759
776662,37.661476,-122.37514,1.301919071E9,776110,776759
776662,37.66138,-122.37521,1.301919071E9,776110,776759
776662,37.661312,-122.375305,1.301919071E9,776110,776759
776662,37.661274,-122.37541,1.301919071E9,776110,776759
776662,37.661263,-122.37553,1.301919071E9,776110,776759
776662,37.661263,-122.37563,1.301919071E9,776110,776759
776662,37.661263,-122.37574,1.301919071E9,776110,776759
776662,37.661263,-122.37586,1.301919071E9,776110,776759
776662,37.66126,-122.375984,1.301919071E9,776110,776759
776662,37.661263,-122.37611,1.301919071E9,776110,776759
776662,37.661266,-122.37623,1.301919071E9,776110,776759
776662,37.661266,-122.37634,1.301919071E9,776110,776759
776662,37.66126,-122.37645,1.301919071E9,776110,776759
776662,37.661255,-122.37656,1.301919071E9,776110,776759
776662,37.66125,-122.37667,1.301919071E9,776110,776759
776662,37.66124,-122.37678,1.301919071E9,776110,776759
776662,37.66123,-122.376915,1.301919071E9,776110,776759
776662,37.661217,-122.37704,1.301919071E9,776110,776759
776662,37.661205,-122.377144,1.301919071E9,776110,776759
776662,37.6612,-122.377266,1.301919071E9,776110,776759
776662,37.6612,-122.377396,1.301919071E9,776110,776759
776662,37.661198,-122.37752,1.301919071E9,776110,776759
776662,37.6612,-122.37764,1.301919071E9,776110,776759
776662,37.661205,-122.377754,1.301919071E9,776110,776759
776662,37.661213,-122.37786,1.301919071E9,776110,776759
776662,37.66122,-122.377975,1.301919071E9,776110,776759
776662,37.66122,-122.37809,1.301919071E9,776110,776759
776662,37.661217,-122.37822,1.301919071E9,776110,776759
776662,37.661213,-122.37834,1.301919071E9,776110,776759
776662,37.661205,-122.37846,1.301919071E9,776110,776759
776662,37.661198,-122.37859,1.301919071E9,776110,776759
776662,37.661194,-122.378716,1.301919071E9,776110,776759
776662,37.661186,-122.37883,1.301919071E9,776110,776759
776662,37.661175,-122.378944,1.301919071E9,776110,776759
