,50.809845,5.918429,1.301919071E9,776110,776759
776662,50.80978,5.918531,1.301919071E9,776110,776759
776662,50.809708,5.91866,1.301919071E9,776110,776759
776662,50.80965,5.9187727,1.301919071E9,776110,776759
776662,50.809563,5.918868,1.301919071E9,776110,776759
776662,50.80948,5.9189043,1.301919071E9,776110,776759
776662,50.809383,5.9188995,1.301919071E9,776110,776759
776662,50.80931,5.9188147,1.301919071E9,776110,776759
776662,50.80929,5.9186234,1.301919071E9,776110,776759
776662,50.80927,5.9184895,1.301919071E9,776110,776759
776662,50.80925,5.918354,1.301919071E9,776110,776759
776662,50.809246,5.91822,1.301919071E9,776110,776759
776662,50.80926,5.918062,1.301919071E9,776110,776759
776662,50.809242,5.917887,1.301919071E9,776110,776759
776662,50.80926,5.9176917,1.301919071E9,776110,776759
776662,50.809254,5.9175014,1.301919071E9,776110,776759
776662,50.809242,5.917331,1.301919071E9,776110,776759
776662,50.809242,5.91715,1.301919071E9,776110,776759
776662,50.809227,5.916958,1.301919071E9,776110,776759
776662,50.8092,5.916791,1.301919071E9,776110,776759
776662,50.809193,5.9166055,1.301919071E9,776110,776759
776662,50.809185,5.916433,1.301919071E9,776110,776759
776662,50.809174,5.916259,1.301919071E9,776110,776759
776662,50.809177,5.9160805,1.301919071E9,776110,776759
776662,50.809174,5.915904,1.301919071E9,776110,776759
776662,50.809193,5.9157476,1.301919071E9,776110,776759
776662,50.809185,5.9155803,1.301919071E9,776110,776759
776662,50.80916,5.9153996,1.301919071E9,776110,776759
776662,50.809162,5.9151983,1.301919071E9,776110,776759
776662,50.8092,5.9150105,1.301919071E9,776110,776759
776662,50.809227,5.9148493,1.301919071E9,776110,776759
776662,50.809258,5.9146776,1.301919071E9,776110,776759
776662,50.8093,5.9145265,1.301919071E9,776110,776759
776662,50.809326,5.9143734,1.301919071E9,776110,776759
776662,50.809357,5.9142456,1.301919071E9,776110,776759
776662,50.809387,5.9140987,1.301919071E9,776110,776759
776662,50.8094,5.913937,1.301919071E9,776110,776759
776662,50.809437,5.913724,1.301919071E9,776110,776759
776662,50.809456,5.9135256,1.301919071E9,776110,776759
776662,50.809456,5.9133205,1.301919071E9,776110,776759
776662,50.809456,5.9131365,1.301919071E9,776110,776759
776662,50.809467,5.912923,1.301919071E9,776110,776759
776662,50.809467,5.912741,1.301919071E9,776110,776759
776662,50.809464,5.91255,1.301919071E9,776110,776759
776662,50.809452,5.9124036,1.301919071E9,776110,776759
776662,50.80946,5.9122186,1.301919071E9,776110,776759
776662,50.809452,5.9120417,1.301919071E9,776110,776759
776662,50.809467,5.9118857,1.301919071E9,776110,776759
776662,50.809505,5.9116874,1.301919071E9,776110,776759
776662,50.80952,5.9115605,1.301919071E9,776110,776759
776662,50.809547,5.9113407,1.301919071E9,776110,776759
776662,50.809555,5.9112124,1.301919071E9,776110,776759
776662,50.80962,5.91105,1.301919071E9,776110,776759
776662,50.80968,5.910872,1.301919071E9,776110,776759
776662,50.809734,5.9106846,1.301919071E9,776110,776759
776662,50.809784,5.9105034,1.301919071E9,776110,776759
776662,50.809826,5.910334,1.301919071E9,776110,776759
776662,50.80989,5.9101896,1.301919071E9,776110,776759
776662,50.809967,5.9100366,1.301919071E9,776110,776759
776662,50.810047,5.909863,1.301919071E9,776110,776759
776662,50.81011,5.909773,1.301919071E9,776110,776759
776662,50.81019,5.909625,1.301919071E9,776110,776759
776662,50.810276,5.9093556,1.301919071E9,776110,776759
776662,50.810402,5.9092255,1.301919071E9,776110,776759
776662,50.8105,5.909123,1.301919071E9,776110,776759
776662,50.81059,5.9090004,1.301919071E9,776110,776759
776662,50.810684,5.9088655,1.301919071E9,776110,776759
776662,50.810764,5.908705,1.301919071E9,776110,776759
776662,50.810806,5.9085574,1.301919071E9,776110,776759
776662,50.810863,5.9083786,1.301919071E9,776110,776759
776662,50.8109,5.908218,1.301919071E9,776110,776759
776662,50.810925,5.908057,1.301919071E9,776110,776759
776662,50.810932,5.907877,1.301919071E9,776110,776759
776662,50.810963,5.9077444,1.301919071E9,776110,776759
776662,50.810974,5.9076066,1.301919071E9,776110,776759
776662,50.811,5.9074335,1.301919071E9,776110,776759
776662,50.811043,5.9072213,1.301919071E9,776110,776759
776662,50.811054,5.9070854,1.301919071E9,776110,776759
776662,50.811073,5.906909,1.301919071E9,776110,776759
776662,50.811108,5.906761,1.301919071E9,776110,776759
776662,50.811142,5.9066157,1.301919071E9,776110,776759
776662,50.81118,5.9064903,1.301919071E9,776110,776759
776662,50.811214,5.906323,1.301919071E9,776110,776759
776662,50.81126,5.9061575,1.301919071E9,776110,776759
776662,50.811295,5.9059906,1.301919071E9,776110,776759
776662,50.811333,5.9058237,1.301919071E9,776110,776759
776662,50.81135,5.9056387,1.301919071E9,776110,776759
776662,50.81137,5.905493,1.301919071E9,776110,776759
776662,50.811367,5.9052076,1.301919071E9,776110,776759
776662,50.811424,5.905099,1.301919071E9,776110,776759
776662,50.81147,5.904978,1.301919071E9,776110,776759
776662,50.811535,5.904891,1.301919071E9,776110,776759
776662,50.81156,5.9047647,1.301919071E9,776110,776759
776662,50.81159,5.904617,1.301919071E9,776110,776759
776662,50.811634,5.9044566,1.301919071E9,776110,776759
776662,50.8117,5.9043417,1.301919071E9,776110,776759
776662,50.81175,5.904191,1.301919071E9,776110,776759
776662,50.81177,5.9040084,1.301919071E9,776110,776759
776662,50.81181,5.903814,1.301919071E9,776110,776759
776662,50.811836,5.9036355,1.301919071E9,776110,776759
776662,50.811897,5.903525,1.301919071E9,776110,776759
776662,50.811928,5.9033766,1.301919071E9,776110,776759
776662,50.81197,5.903251,1.301919071E9,776110,776759
776662,50.812023,5.9031425,1.301919071E9,776110,776759
776662,50.81205,5.903013,1.301919071E9,776110,776759
776662,50.812035,5.9028645,1.301919071E9,776110,776759
776662,50.81205,5.9027286,1.301919071E9,776110,776759
776662,50.812065,5.9025974,1.301919071E9,776110,776759
776662,50.812077,5.9024706,1.301919071E9,776110,776759
776662,50.81208,5.9023385,1.301919071E9,776110,776759
776662,50.812088,5.9021935,1.301919071E9,776110,776759
776662,50.8121,5.902057,1.301919071E9,776110,776759
776662,50.812096,5.9019275,1.301919071E9,776110,776759
776662,50.81212,5.901785,1.301919071E9,776110,776759
776662,50.81211,5.9016476,1.301919071E9,776110,776759
776662,50.8121,5.9015036,1.301919071E9,776110,776759
776662,50.812096,5.901369,1.301919071E9,776110,776759
776662,50.812103,5.9012294,1.301919071E9,776110,776759
776662,50.812138,5.9011016,1.301919071E9,776110,776759
776662,50.812187,5.9009905,1.301919071E9,776110,776759
776662,50.812237,5.9008636,1.301919071E9,776110,776759
776662,50.81227,5.900738,1.301919071E9,776110,776759
776662,50.812305,5.9006023,1.301919071E9,776110,776759
776662,50.812386,5.9004903,1.301919071E9,776110,776759
776662,50.812458,5.9003997,1.301919071E9,776110,776759
776662,50.812508,5.9002585,1.301919071E9,776110,776759
776662,50.81256,5.9001465,1.301919071E9,776110,776759
776662,50.812576,5.8999844,1.301919071E9,776110,776759
776662,50.81261,5.899835,1.301919071E9,776110,776759
776662,50.812637,5.8996806,1.301919071E9,776110,776759
776662,50.812683,5.899544,1.301919071E9,776110,776759
776662,50.81274,5.8994403,1.301919071E9,776110,776759
776662,50.812794,5.8993144,1.301919071E9,776110,776759
776662,50.812847,5.89921,1.301919071E9,776110,776759
776662,50.81291,5.8990517,1.301919071E9,776110,776759
776662,50.81296,5.898938,1.301919071E9,776110,776759
776662,50.81303,5.898791,1.301919071E9,776110,776759
776662,50.813076,5.898673,1.301919071E9,776110,776759
776662,50.813126,5.8985476,1.301919071E9,776110,776759
776662,50.813168,5.8983994,1.301919071E9,776110,776759
776662,50.813198,5.898222,1.301919071E9,776110,776759
776662,50.81318,5.8980465,1.301919071E9,776110,776759
776662,50.81317,5.897879,1.301919071E9,776110,776759
776662,50.813152,5.897684,1.301919071E9,776110,776759
776662,50.813118,5.8974805,1.301919071E9,776110,776759
776662,50.813076,5.8973136,1.301919071E9,776110,776759
776662,50.813026,5.8971176,1.301919071E9,776110,776759
776662,50.812954,5.8969936,1.301919071E9,776110,
