,42.35357,-71.0848,1.301919071E9,776110,776759
776662,42.353466,-71.08476,1.301919071E9,776110,776759
776662,42.353363,-71.08473,1.301919071E9,776110,776759
776662,42.353275,-71.0848,1.301919071E9,776110,776759
776662,42.353233,-71.08492,1.301919071E9,776110,776759
776662,42.35319,-71.08504,1.301919071E9,776110,776759
776662,42.35317,-71.08518,1.301919071E9,776110,776759
776662,42.353165,-71.08532,1.301919071E9,776110,776759
776662,42.353146,-71.08544,1.301919071E9,776110,776759
776662,42.353115,-71.085556,1.301919071E9,776110,776759
776662,42.353085,-71.0857,1.301919071E9,776110,776759
776662,42.353043,-71.085846,1.301919071E9,776110,776759
776662,42.353012,-71.08599,1.301919071E9,776110,776759
776662,42.35297,-71.086105,1.301919071E9,776110,776759
776662,42.352936,-71.08624,1.301919071E9,776110,776759
776662,42.352886,-71.08639,1.301919071E9,776110,776759
776662,42.352856,-71.086525,1.301919071E9,776110,776759
776662,42.352814,-71.08664,1.301919071E9,776110,776759
776662,42.352768,-71.08677,1.301919071E9,776110,776759
776662,42.35273,-71.08691,1.301919071E9,776110,776759
776662,42.352695,-71.08706,1.301919071E9,776110,776759
776662,42.352665,-71.08718,1.301919071E9,776110,776759
776662,42.35263,-71.0873,1.301919071E9,776110,776759
776662,42.352585,-71.08743,1.301919071E9,776110,776759
776662,42.35255,-71.08756,1.301919071E9,776110,776759
776662,42.352516,-71.08771,1.301919071E9,776110,776759
776662,42.35248,-71.08784,1.301919071E9,776110,776759
776662,42.352463,-71.08796,1.301919071E9,776110,776759
776662,42.35243,-71.08811,1.301919071E9,776110,776759
776662,42.352398,-71.08823,1.301919071E9,776110,776759
776662,42.35235,-71.08835,1.301919071E9,776110,776759
776662,42.35231,-71.08847,1.301919071E9,776110,776759
776662,42.35228,-71.08859,1.301919071E9,776110,776759
776662,42.352253,-71.088715,1.301919071E9,776110,776759
776662,42.352234,-71.088844,1.301919071E9,776110,776759
776662,42.35222,-71.08897,1.301919071E9,776110,776759
776662,42.352192,-71.08913,1.301919071E9,776110,776759
776662,42.352184,-71.08926,1.301919071E9,776110,776759
776662,42.352173,-71.08942,1.301919071E9,776110,776759
776662,42.352158,-71.089554,1.301919071E9,776110,776759
776662,42.352135,-71.089714,1.301919071E9,776110,776759
776662,42.352192,-71.08983,1.301919071E9,776110,776759
776662,42.3523,-71.089874,1.301919071E9,776110,776759
776662,42.35238,-71.089935,1.301919071E9,776110,776759
776662,42.35228,-71.089935,1.301919071E9,776110,776759
776662,42.352177,-71.0899,1.301919071E9,776110,776759
776662,42.35223,-71.09001,1.301919071E9,776110,776759
776662,42.352318,-71.09006,1.301919071E9,776110,776759
776662,42.35243,-71.090126,1.301919071E9,776110,776759
776662,42.352528,-71.09019,1.301919071E9,776110,776759
776662,42.352615,-71.09024,1.301919071E9,776110,776759
776662,42.352707,-71.0903,1.301919071E9,776110,776759
776662,42.352795,-71.090355,1.301919071E9,776110,776759
776662,42.352905,-71.09039,1.301919071E9,776110,776759
776662,42.352997,-71.09043,1.301919071E9,776110,776759
776662,42.35309,-71.09047,1.301919071E9,776110,776759
776662,42.353184,-71.09052,1.301919071E9,776110,776759
