1574,2.326815,1.301919071E9,776110,776759
776662,48.851463,2.326855,1.301919071E9,776110,776759
776662,48.85137,2.326892,1.301919071E9,776110,776759
776662,48.85128,2.326936,1.301919071E9,776110,776759
776662,48.85116,2.326982,1.301919071E9,776110,776759
776662,48.851055,2.326995,1.301919071E9,776110,776759
776662,48.85096,2.327023,1.301919071E9,776110,776759
776662,48.850864,2.327016,1.301919071E9,776110,776759
776662,48.850773,2.327036,1.301919071E9,776110,776759
776662,48.8507,2.327136,1.301919071E9,776110,776759
776662,48.85061,2.327278,1.301919071E9,776110,776759
776662,48.85054,2.327427,1.301919071E9,776110,776759
776662,48.850456,2.32755,1.301919071E9,776110,776759
776662,48.850372,2.327627,1.301919071E9,776110,776759
776662,48.850266,2.327717,1.301919071E9,776110,776759
776662,48.850178,2.327794,1.301919071E9,776110,776759
776662,48.850105,2.32789,1.301919071E9,776110,776759
776662,48.850025,2.327975,1.301919071E9,776110,776759
776662,48.84993,2.328038,1.301919071E9,776110,776759
776662,48.849842,2.328114,1.301919071E9,776110,776759
776662,48.849762,2.328237,1.301919071E9,776110,776759
776662,48.849667,2.328339,1.301919071E9,776110,776759
776662,48.849583,2.328406,1.301919071E9,776110,776759
776662,48.84949,2.328494,1.301919071E9,776110,776759
776662,48.84941,2.328569,1.301919071E9,776110,776759
776662,48.849323,2.328636,1.301919071E9,776110,776759
776662,48.84924,2.328703,1.301919071E9,776110,776759
776662,48.849133,2.328756,1.301919071E9,776110,776759
776662,48.849117,2.328852,1.301919071E9,776110,776759
776662,48.84899,2.328838,1.301919071E9,776110,776759
776662,48.84891,2.328837,1.301919071E9,776110,776759
776662,48.8488,2.3289,1.301919071E9,776110,776759
776662,48.848724,2.329005,1.301919071E9,776110,776759
776662,48.84867,2.329148,1.301919071E9,776110,776759
776662,48.84857,2.329185,1.301919071E9,776110,776759
776662,48.848446,2.329211,1.301919071E9,776110,776759
776662,48.84833,2.329256,1.301919071E9,776110,776759
776662,48.84823,2.329306,1.301919071E9,776110,776759
776662,48.848133,2.329356,1.301919071E9,776110,776759
776662,48.84806,2.329448,1.301919071E9,776110,776759
776662,48.847984,2.329545,1.301919071E9,776110,776759
776662,48.847927,2.329671,1.301919071E9,776110,776759
776662,48.847942,2.32982,1.301919071E9,776110,776759
776662,48.847965,2.329983,1.301919071E9,776110,776759
776662,48.847996,2.330129,1.301919071E9,776110,776759
776662,48.848034,2.330264,1.301919071E9,776110,776759
776662,48.84808,2.330399,1.301919071E9,776110,776759
776662,48.84812,2.330528,1.301919071E9,776110,776759
776662,48.848167,2.330645,1.301919071E9,776110,776759
776662,48.8482,2.330776,1.301919071E9,776110,776759
776662,48.848217,2.330918,1.301919071E9,776110,776759
776662,48.84825,2.331056,1.301919071E9,776110,776759
776662,48.848316,2.331193,1.301919071E9,776110,776759
776662,48.848343,2.331326,1.301919071E9,776110,776759
776662,48.848354,2.331471,1.301919071E9,776110,776759
776662,48.848362,2.33163,1.301919071E9,776110,776759
776662,48.848396,2.331776,1.301919071E9,776110,776759
776662,48.848404,2.331929,1.301919071E9,776110,776759
776662,48.848404,2.332093,1.301919071E9,776110,776759
776662,48.848442,2.332231,1.301919071E9,776110,776759
776662,48.848465,2.332379,1.301919071E9,776110,776759
776662,48.848392,2.332492,1.301919071E9,776110,776759
776662,48.84828,2.332526,1.301919071E9,776110,776759
776662,48.84821,2.332613,1.301919071E9,776110,776759
776662,48.848118,2.332708,1.301919071E9,776110,776759
776662,48.84802,2.332783,1.301919071E9,776110,776759
776662,48.847927,2.332856,1.301919071E9,776110,776759
776662,48.847816,2.332984,1.301919071E9,776110,776759
776662,48.84774,2.333075,1.301919071E9,776110,776759
776662,48.84767,2.333209,1.301919071E9,776110,776759
776662,48.84762,2.333336,1.301919071E9,776110,776759
776662,48.84761,2.333511,1.301919071E9,776110,776759
776662,48.847534,2.333627,1.301919071E9,776110,776759
776662,48.84743,2.333704,1.301919071E9,776110,776759
776662,48.84732,2.33372,1.301919071E9,776110,776759
776662,48.847218,2.333742,1.301919071E9,776110,776759
776662,48.847137,2.33382,1.301919071E9,776110,776759
776662,48.847057,2.333915,1.301919071E9,776110,776759
776662,48.84697,2.334027,1.301919071E9,776110,776759
776662,48.846893,2.33415,1.301919071E9,776110,776759
776662,48.846813,2.334259,1.301919071E9,776110,776759
776662,48.84674,2.334341,1.301919071E9,776110,776759
776662,48.846676,2.334441,1.301919071E9,776110,776759
776662,48.846615,2.334587,1.301919071E9,776110,776759
776662,48.846592,2.334736,1.301919071E9,776110,776759
776662,48.846554,2.334874,1.301919071E9,776110,776759
776662,48.846497,2.335015,1.301919071E9,776110,776759
