,48.871895,2.300373,1.301919071E9,776110,776759
776662,48.871944,2.300256,1.301919071E9,776110,776759
776662,48.872013,2.300106,1.301919071E9,776110,776759
776662,48.872025,2.299946,1.301919071E9,776110,776759
776662,48.872066,2.299779,1.301919071E9,776110,776759
776662,48.872128,2.299663,1.301919071E9,776110,776759
776662,48.87216,2.299533,1.301919071E9,776110,776759
776662,48.87215,2.299391,1.301919071E9,776110,776759
776662,48.872215,2.299267,1.301919071E9,776110,776759
776662,48.872307,2.299163,1.301919071E9,776110,776759
776662,48.87239,2.2991,1.301919071E9,776110,776759
776662,48.87245,2.298969,1.301919071E9,776110,776759
776662,48.872498,2.298816,1.301919071E9,776110,776759
776662,48.872494,2.298652,1.301919071E9,776110,776759
776662,48.87249,2.298495,1.301919071E9,776110,776759
776662,48.872517,2.298363,1.301919071E9,776110,776759
776662,48.872543,2.298157,1.301919071E9,776110,776759
776662,48.872578,2.297951,1.301919071E9,776110,776759
776662,48.872646,2.297828,1.301919071E9,776110,776759
776662,48.87271,2.297684,1.301919071E9,776110,776759
776662,48.872753,2.297525,1.301919071E9,776110,776759
776662,48.872795,2.297374,1.301919071E9,776110,776759
776662,48.872837,2.297243,1.301919071E9,776110,776759
776662,48.872883,2.297114,1.301919071E9,776110,776759
776662,48.872925,2.296976,1.301919071E9,776110,776759
776662,48.872936,2.296822,1.301919071E9,776110,776759
776662,48.872974,2.296647,1.301919071E9,776110,776759
776662,48.872986,2.296486,1.301919071E9,776110,776759
776662,48.873005,2.296339,1.301919071E9,776110,776759
776662,48.87303,2.296184,1.301919071E9,776110,776759
776662,48.87299,2.296061,1.301919071E9,776110,776759
776662,48.87299,2.296061,1.301919071E9,776110,776759
776662,48.872925,2.295971,1.301919071E9,776110,776759
776662,48.872913,2.29595,1.301919071E9,776110,776759
776662,48.872868,2.295823,1.301919071E9,776110,776759
776662,48.87285,2.295667,1.301919071E9,776110,776759
776662,48.872807,2.295533,1.301919071E9,776110,776759
776662,48.872787,2.295471,1.301919071E9,776110,776759
776662,48.87273,2.295394,1.301919071E9,776110,776759
776662,48.872707,2.295257,1.301919071E9,776110,776759
776662,48.872707,2.295103,1.301919071E9,776110,776759
