.92888,-156.69476,1.301919071E9,776110,776759
776662,20.928822,-156.69484,1.301919071E9,776110,776759
776662,20.928808,-156.695,1.301919071E9,776110,776759
776662,20.9288,-156.69482,1.301919071E9,776110,776759
776662,20.928963,-156.69467,1.301919071E9,776110,776759
776662,20.929045,-156.6946,1.301919071E9,776110,776759
776662,20.929096,-156.69452,1.301919071E9,776110,776759
776662,20.929123,-156.69449,1.301919071E9,776110,776759
776662,20.929218,-156.6944,1.301919071E9,776110,776759
776662,20.929243,-156.69438,1.301919071E9,776110,776759
776662,20.929316,-156.6943,1.301919071E9,776110,776759
776662,20.929325,-156.6943,1.301919071E9,776110,776759
776662,20.92946,-156.6942,1.301919071E9,776110,776759
776662,20.929518,-156.69415,1.301919071E9,776110,776759
776662,20.929613,-156.6941,1.301919071E9,776110,776759
776662,20.929697,-156.69406,1.301919071E9,776110,776759
776662,20.929735,-156.69405,1.301919071E9,776110,776759
776662,20.929808,-156.69398,1.301919071E9,776110,776759
776662,20.929903,-156.6939,1.301919071E9,776110,776759
776662,20.93002,-156.69383,1.301919071E9,776110,776759
776662,20.930061,-156.69382,1.301919071E9,776110,776759
776662,20.930147,-156.69377,1.301919071E9,776110,776759
776662,20.93023,-156.69373,1.301919071E9,776110,776759
776662,20.930305,-156.69368,1.301919071E9,776110,776759
776662,20.930393,-156.69365,1.301919071E9,776110,776759
776662,20.930458,-156.69365,1.301919071E9,776110,776759
776662,20.930546,-156.69363,1.301919071E9,776110,776759
776662,20.930555,-156.69363,1.301919071E9,776110,776759
776662,20.930641,-156.69363,1.301919071E9,776110,776759
776662,20.930613,-156.69368,1.301919071E9,776110,776759
776662,20.930777,-156.69373,1.301919071E9,776110,776759
776662,20.930847,-156.6937,1.301919071E9,776110,776759
776662,20.930958,-156.69366,1.301919071E9,776110,776759
776662,20.931047,-156.69362,1.301919071E9,776110,776759
776662,20.931116,-156.69354,1.301919071E9,776110,776759
776662,20.93113,-156.69353,1.301919071E9,776110,776759
776662,20.931223,-156.6935,1.301919071E9,776110,776759
776662,20.931414,-156.6934,1.301919071E9,776110,776759
776662,20.931427,-156.69339,1.301919071E9,776110,776759
