,48.864826,2.327744,1.301919071E9,776110,776759
776662,48.864822,2.327604,1.301919071E9,776110,776759
776662,48.864845,2.327419,1.301919071E9,776110,776759
776662,48.86487,2.327239,1.301919071E9,776110,776759
776662,48.864887,2.327097,1.301919071E9,776110,776759
776662,48.864902,2.32693,1.301919071E9,776110,776759
776662,48.86493,2.326769,1.301919071E9,776110,776759
776662,48.86497,2.326637,1.301919071E9,776110,776759
776662,48.865032,2.326493,1.301919071E9,776110,776759
776662,48.865086,2.326341,1.301919071E9,776110,776759
776662,48.86514,2.326209,1.301919071E9,776110,776759
776662,48.8652,2.326076,1.301919071E9,776110,776759
776662,48.86525,2.325934,1.301919071E9,776110,776759
776662,48.86528,2.325804,1.301919071E9,776110,776759
776662,48.865314,2.325661,1.301919071E9,776110,776759
776662,48.865356,2.325541,1.301919071E9,776110,776759
776662,48.86538,2.325405,1.301919071E9,776110,776759
776662,48.865376,2.325257,1.301919071E9,776110,776759
776662,48.865337,2.32512,1.301919071E9,776110,776759
776662,48.865284,2.324987,1.301919071E9,776110,776759
776662,48.865246,2.324842,1.301919071E9,776110,776759
776662,48.8652,2.324706,1.301919071E9,776110,776759
776662,48.865147,2.324573,1.301919071E9,776110,776759
776662,48.86509,2.324443,1.301919071E9,776110,776759
776662,48.86503,2.324301,1.301919071E9,776110,776759
776662,48.86497,2.324186,1.301919071E9,776110,776759
776662,48.864906,2.32407,1.301919071E9,776110,776759
776662,48.86484,2.323951,1.301919071E9,776110,776759
776662,48.864773,2.323812,1.301919071E9,776110,776759
776662,48.86469,2.323706,1.301919071E9,776110,776759
776662,48.864582,2.323617,1.301919071E9,776110,776759
776662,48.86447,2.323625,1.301919071E9,776110,776759
776662,48.86436,2.32368,1.301919071E9,776110,776759
776662,48.864246,2.323733,1.301919071E9,776110,776759
776662,48.864147,2.323821,1.301919071E9,776110,776759
776662,48.864075,2.323914,1.301919071E9,776110,776759
776662,48.863995,2.323998,1.301919071E9,776110,776759
776662,48.86391,2.324071,1.301919071E9,776110,776759
776662,48.86384,2.3242,1.301919071E9,776110,776759
776662,48.863796,2.324339,1.301919071E9,776110,776759
776662,48.863766,2.324474,1.301919071E9,776110,776759
776662,48.863712,2.324631,1.301919071E9,776110,776759
776662,48.863667,2.324783,1.301919071E9,776110,776759
776662,48.863632,2.324918,1.301919071E9,776110,776759
776662,48.863598,2.325055,1.301919071E9,776110,776759
776662,48.863544,2.325194,1.301919071E9,776110,776759
776662,48.863503,2.325349,1.301919071E9,776110,776759
776662,48.863472,2.325434,1.301919071E9,776110,776759
776662,48.862682,2.327806,1.301919071E9,776110,776759
776662,48.862644,2.327927,1.301919071E9,776110,776759
776662,48.862595,2.328073,1.301919071E9,776110,776759
776662,48.86254,2.32823,1.301919071E9,776110,776759
776662,48.862495,2.328386,1.301919071E9,776110,776759
776662,48.862446,2.328544,1.301919071E9,776110,776759
776662,48.862385,2.328701,1.301919071E9,776110,776759
776662,48.862347,2.328845,1.301919071E9,776110,776759
776662,48.862312,2.329009,1.301919071E9,776110,776759
776662,48.862278,2.329134,1.301919071E9,776110,776759
776662,48.86223,2.329278,1.301919071E9,776110,776759
776662,48.86219,2.329412,1.301919071E9,776110,776759
776662,48.86215,2.329562,1.301919071E9,776110,776759
776662,48.86216,2.329737,1.301919071E9,776110,776759
776662,48.862206,2.329869,1.301919071E9,776110,776759
776662,48.862274,2.329975,1.301919071E9,776110,776759
776662,48.862362,2.330033,1.301919071E9,776110,776759
776662,48.862465,2.330104,1.301919071E9,776110,776759
776662,48.86261,2.330198,1.301919071E9,776110,776759
776662,48.86269,2.330267,1.301919071E9,776110,776759
776662,48.862793,2.330361,1.301919071E9,776110,776759
776662,48.862877,2.330425,1.301919071E9,776110,776759
776662,48.86298,2.330484,1.301919071E9,776110,776759
776662,48.863083,2.330434,1.301919071E9,776110,776759
776662,48.86319,2.330421,1.301919071E9,776110,776759
776662,48.86324,2.330534,1.301919071E9,776110,776759
776662,48.86329,2.330694,1.301919071E9,776110,776759
776662,48.86338,2.330796,1.301919071E9,776110,776759
776662,48.863483,2.330854,1.301919071E9,776110,776759
776662,48.86359,2.330841,1.301919071E9,776110,776759
776662,48.86367,2.330712,1.301919071E9,776110,776759
776662,48.863743,2.330616,1.301919071E9,776110,776759
776662,48.863808,2.330474,1.301919071E9,776110,776759
776662,48.86386,2.330338,1.301919071E9,776110,776759
776662,48.863922,2.330212,1.301919071E9,776110,776759
776662,48.86397,2.330055,1.301919071E9,776110,776759
776662,48.864033,2.329928,1.301919071E9,776110,776759
776662,48.864086,2.329818,1.301919071E9,776110,776759
776662,48.86414,2.329697,1.301919071E9,776110,776759
776662,48.8642,2.329588,1.301919071E9,776110,776759
776662,48.86425,2.329476,1.301919071E9,776110,776759
776662,48.86429,2.329351,1.301919071E9,776110,776759
776662,48.86435,2.329224,1.301919071E9,776110,776759
776662,48.8644,2.329102,1.301919071E9,776110,776759
776662,48.864437,2.328959,1.301919071E9,776110,776759
776662,48.864475,2.32878,1.301919071E9,776110,776759
776662,48.864487,2.328628,1.301919071E9,776110,776759
776662,48.86452,2.328464,1.301919071E9,776110,776759
776662,48.864567,2.328312,1.301919071E9,776110,776759
776662,48.86461,2.32815,1.301919071E9,776110,776759
776662,48.86463,2.328005,1.301919071E9,776110,776759
776662,48.864697,2.327855,1.301919071E9,776110,776759
776662,48.864754,2.327747,1.301919071E9,776110,776759
776662,48.864796,2.327598,1.301919071E9,776110,776759
776662,48.86484,2.327435,1.301919071E9,776110,776759
