776110,776759
776662,60.065125,11.136689,1.301919071E9,776110,776759
776662,60.065186,11.136821,1.301919071E9,776110,776759
776662,60.065254,11.136917,1.301919071E9,776110,776759
776662,60.065327,11.137004,1.301919071E9,776110,776759
776662,60.065403,11.137074,1.301919071E9,776110,776759
776662,60.06548,11.137143,1.301919071E9,776110,776759
776662,60.06556,11.137185,1.301919071E9,776110,776759
776662,60.065647,11.137257,1.301919071E9,776110,776759
776662,60.06572,11.137339,1.301919071E9,776110,776759
776662,60.06572,11.137509,1.301919071E9,776110,776759
776662,60.06579,11.137602,1.301919071E9,776110,776759
776662,60.065826,11.137761,1.301919071E9,776110,776759
776662,60.06582,11.137947,1.301919071E9,776110,776759
776662,60.065807,11.138124,1.301919071E9,776110,776759
776662,60.065784,11.138304,1.301919071E9,776110,776759
776662,60.065723,11.138415,1.301919071E9,776110,776759
776662,60.065727,11.13859,1.301919071E9,776110,776759
776662,60.065727,11.138758,1.301919071E9,776110,776759
776662,60.065685,11.13892,1.301919071E9,776110,776759
776662,60.065678,11.139108,1.301919071E9,776110,776759
776662,60.06575,11.139197,1.301919071E9,776110,776759
776662,60.06584,11.139215,1.301919071E9,776110,776759
776662,60.065926,11.139287,1.301919071E9,776110,776759
776662,60.06601,11.13932,1.301919071E9,776110,776759
776662,60.06609,11.139334,1.301919071E9,776110,776759
776662,60.066174,11.139287,1.301919071E9,776110,776759
776662,60.066257,11.139272,1.301919071E9,776110,776759
776662,60.06635,11.139304,1.301919071E9,776110,776759
776662,60.066444,11.139283,1.301919071E9,776110,776759
776662,60.066513,11.139171,1.301919071E9,776110,776759
776662,60.066593,11.139137,1.301919071E9,776110,776759
776662,60.06661,11.138958,1.301919071E9,776110,776759
776662,60.066612,11.138777,1.301919071E9,776110,776759
776662,60.06661,11.138606,1.301919071E9,776110,776759
776662,60.066593,11.138443,1.301919071E9,776110,776759
776662,60.066544,11.138308,1.301919071E9,776110,776759
776662,60.066566,11.138151,1.301919071E9,776110,776759
776662,60.06654,11.137997,1.301919071E9,776110,776759
776662,60.06655,11.137826,1.301919071E9,776110,776759
776662,60.06656,11.13764,1.301919071E9,776110,776759
776662,60.06655,11.13746,1.301919071E9,776110,776759
776662,60.066574,11.137288,1.301919071E9,776110,776759
776662,60.0666,11.137134,1.301919071E9,776110,776759
776662,60.06663,11.136974,1.301919071E9,776110,776759
776662,60.06669,11.136828,1.301919071E9,776110,776759
776662,60.066734,11.136674,1.301919071E9,776110,776759
776662,60.06679,11.136539,1.301919071E9,776110,776759
776662,60.06685,11.136412,1.301919071E9,776110,776759
776662,60.066933,11.136362,1.301919071E9,776110,776759
776662,60.06702,11.136301,1.301919071E9,776110,776759
