4,5.730094,1.301919071E9,776110,776759
776662,51.605362,5.730353,1.301919071E9,776110,776759
776662,51.605373,5.7304926,1.301919071E9,776110,776759
776662,51.605396,5.7306275,1.301919071E9,776110,776759
776662,51.60543,5.7308874,1.301919071E9,776110,776759
776662,51.605446,5.731035,1.301919071E9,776110,776759
776662,51.60546,5.731182,1.301919071E9,776110,776759
776662,51.605453,5.731326,1.301919071E9,776110,776759
776662,51.605476,5.7314744,1.301919071E9,776110,776759
776662,51.60549,5.731605,1.301919071E9,776110,776759
776662,51.605507,5.7317333,1.301919071E9,776110,776759
776662,51.605507,5.731878,1.301919071E9,776110,776759
776662,51.605522,5.7320313,1.301919071E9,776110,776759
776662,51.60552,5.732171,1.301919071E9,776110,776759
776662,51.605526,5.732337,1.301919071E9,776110,776759
776662,51.605537,5.732475,1.301919071E9,776110,776759
776662,51.605545,5.732614,1.301919071E9,776110,776759
776662,51.605556,5.732762,1.301919071E9,776110,776759
776662,51.605564,5.7330422,1.301919071E9,776110,776759
776662,51.6056,5.733305,1.301919071E9,776110,776759
776662,51.605602,5.733449,1.301919071E9,776110,776759
776662,51.60564,5.7337456,1.301919071E9,776110,776759
776662,51.605675,5.733891,1.301919071E9,776110,776759
776662,51.60569,5.7341533,1.301919071E9,776110,776759
776662,51.605705,5.734386,1.301919071E9,776110,776759
776662,51.605732,5.7345786,1.301919071E9,776110,776759
776662,51.605762,5.7347736,1.301919071E9,776110,776759
776662,51.60589,5.734811,1.301919071E9,776110,776759
776662,51.606026,5.7348204,1.301919071E9,776110,776759
776662,51.606102,5.734773,1.301919071E9,776110,776759
776662,51.606247,5.734723,1.301919071E9,776110,776759
776662,51.606335,5.7346873,1.301919071E9,776110,776759
776662,51.60642,5.734664,1.301919071E9,776110,776759
776662,51.606506,5.7346315,1.301919071E9,776110,776759
776662,51.60659,5.734606,1.301919071E9,776110,776759
776662,51.606674,5.7345753,1.301919071E9,776110,776759
776662,51.606766,5.7345924,1.301919071E9,776110,776759
776662,51.606853,5.734548,1.301919071E9,776110,776759
776662,51.607006,5.7345185,1.301919071E9,776110,776759
776662,51.607086,5.7344604,1.301919071E9,776110,776759
776662,51.607246,5.734426,1.301919071E9,776110,776759
776662,51.607338,5.734422,1.301919071E9,776110,776759
776662,51.607418,5.734362,1.301919071E9,776110,776759
776662,51.60751,5.7343273,1.301919071E9,776110,776759
776662,51.607677,5.734286,1.301919071E9,776110,776759
776662,51.607838,5.734206,1.301919071E9,776110,776759
776662,51.607933,5.7341585,1.301919071E9,776110,776759
776662,51.608017,5.7341485,1.301919071E9,776110,776759
776662,51.608097,5.734115,1.301919071E9,776110,776759
776662,51.60825,5.7340465,1.301919071E9,776110,776759
776662,51.60834,5.7340345,1.301919071E9,776110,776759
776662,51.608494,5.733967,1.301919071E9,776110,776759
776662,51.608578,5.7339196,1.301919071E9,776110,776759
776662,51.608658,5.733877,1.301919071E9,776110,776759
776662,51.608738,5.733857,1.301919071E9,776110,776759
776662,51.60882,5.7338295,1.301919071E9,776110,776759
776662,51.60896,5.7337675,1.301919071E9,776110,776759
776662,51.609077,5.7337956,1.301919071E9,776110,776759
776662,51.609123,5.7339897,1.301919071E9,776110,776759
776662,51.609135,5.734232,1.301919071E9,776110,776759
776662,51.609173,5.7344604,1.301919071E9,776110,776759
776662,51.609188,5.734705,1.301919071E9,776110,776759
776662,51.609222,5.734952,1.301919071E9,776110,776759
776662,51.609257,5.7351885,1.301919071E9,776110,776759
776662,51.60929,5.735453,1.301919071E9,776110,776759
776662,51.6093,5.7355866,1.301919071E9,776110,776759
776662,51.609314,5.7357254,1.301919071E9,776110,776759
776662,51.60933,5.7358713,1.301919071E9,776110,776759
776662,51.609344,5.736014,1.301919071E9,776110,776759
776662,51.609356,5.7361565,1.301919071E9,776110,776759
