14371,-118.86567,1.301919071E9,776110,776759
776662,34.14374,-118.865776,1.301919071E9,776110,776759
776662,34.14378,-118.86588,1.301919071E9,776110,776759
776662,34.143803,-118.866,1.301919071E9,776110,776759
776662,34.14383,-118.86611,1.301919071E9,776110,776759
776662,34.14386,-118.86623,1.301919071E9,776110,776759
776662,34.143906,-118.866356,1.301919071E9,776110,776759
776662,34.14396,-118.86648,1.301919071E9,776110,776759
776662,34.144005,-118.8666,1.301919071E9,776110,776759
776662,34.14404,-118.866714,1.301919071E9,776110,776759
776662,34.14408,-118.86684,1.301919071E9,776110,776759
776662,34.144115,-118.866974,1.301919071E9,776110,776759
776662,34.144154,-118.8671,1.301919071E9,776110,776759
776662,34.14418,-118.86721,1.301919071E9,776110,776759
776662,34.14421,-118.86734,1.301919071E9,776110,776759
776662,34.14424,-118.86748,1.301919071E9,776110,776759
776662,34.144257,-118.86759,1.301919071E9,776110,776759
776662,34.144264,-118.86771,1.301919071E9,776110,776759
776662,34.144268,-118.86782,1.301919071E9,776110,776759
776662,34.14427,-118.86794,1.301919071E9,776110,776759
776662,34.144276,-118.86806,1.301919071E9,776110,776759
776662,34.14428,-118.86817,1.301919071E9,776110,776759
776662,34.14427,-118.868286,1.301919071E9,776110,776759
776662,34.144276,-118.8684,1.301919071E9,776110,776759
776662,34.14428,-118.86851,1.301919071E9,776110,776759
776662,34.144287,-118.86863,1.301919071E9,776110,776759
776662,34.144295,-118.868744,1.301919071E9,776110,776759
776662,34.14429,-118.86885,1.301919071E9,776110,776759
776662,34.14429,-118.868965,1.301919071E9,776110,776759
776662,34.144295,-118.86908,1.301919071E9,776110,776759
776662,34.144295,-118.8692,1.301919071E9,776110,776759
776662,34.1443,-118.86932,1.301919071E9,776110,776759
776662,34.144295,-118.86944,1.301919071E9,776110,776759
776662,34.144295,-118.869576,1.301919071E9,776110,776759
776662,34.14429,-118.86969,1.301919071E9,776110,776759
776662,34.144302,-118.869835,1.301919071E9,776110,776759
776662,34.144306,-118.86995,1.301919071E9,776110,776759
776662,34.144306,-118.87007,1.301919071E9,776110,776759
776662,34.144302,-118.870186,1.301919071E9,776110,776759
776662,34.144302,-118.87029,1.301919071E9,776110,776759
776662,34.1443,-118.87041,1.301919071E9,776110,776759
776662,34.14431,-118.87055,1.301919071E9,776110,776759
776662,34.144314,-118.87066,1.301919071E9,776110,776759
776662,34.144314,-118.870804,1.301919071E9,776110,776759
776662,34.144318,-118.87092,1.301919071E9,776110,776759
776662,34.14432,-118.871056,1.301919071E9,776110,776759
776662,34.144318,-118.8712,1.301919071E9,776110,776759
776662,34.14431,-118.871346,1.301919071E9,776110,776759
776662,34.144302,-118.87148,1.301919071E9,776110,776759
776662,34.144287,-118.87161,1.301919071E9,776110,776759
776662,34.14427,-118.87172,1.301919071E9,776110,776759
776662,34.14425,-118.87185,1.301919071E9,776110,776759
776662,34.144215,-118.87198,1.301919071E9,776110,776759
776662,34.14417,-118.87211,1.301919071E9,776110,776759
776662,34.14413,-118.87222,1.301919071E9,776110,776759
776662,34.14409,-118.872345,1.301919071E9,776110,776759
776662,34.144024,-118.872444,1.301919071E9,776110,776759
776662,34.14397,-118.87256,1.301919071E9,776110,776759
776662,34.14391,-118.87267,1.301919071E9,776110,776759
776662,34.14385,-118.872795,1.301919071E9,776110,776759
776662,34.143787,-118.87292,1.301919071E9,776110,776759
776662,34.143723,-118.87304,1.301919071E9,776110,776759
776662,34.14367,-118.87316,1.301919071E9,776110,776759
776662,34.143623,-118.87329,1.301919071E9,776110,776759
776662,34.143578,-118.87339,1.301919071E9,776110,776759
776662,34.143524,-118.87353,1.301919071E9,776110,776759
776662,34.14349,-118.87364,1.301919071E9,776110,776759
776662,34.143456,-118.87374,1.301919071E9,776110,776759
776662,34.143414,-118.87388,1.301919071E9,776110,776759
776662,34.143383,-118.87398,1.301919071E9,776110,776759
776662,34.143353,-118.87411,1.301919071E9,776110,776759
776662,34.14334,-118.87424,1.301919071E9,776110,776759
776662,34.143333,-118.87436,1.301919071E9,776110,776759
776662,34.143322,-118.87448,1.301919071E9,776110,776759
776662,34.14331,-118.874596,1.301919071E9,776110,776759
776662,34.143288,-118.87471,1.301919071E9,776110,776759
776662,34.143272,-118.874825,1.301919071E9,776110,776759
776662,34.143265,-118.87494,1.301919071E9,776110,776759
776662,34.143253,-118.87505,1.301919071E9,776110,776759
776662,34.143223,-118.87519,1.301919071E9,776110,776759
776662,34.14319,-118.8753,1.301919071E9,776110,776759
776662,34.14317,-118.87541,1.301919071E9,776110,776759
776662,34.143135,-118.87552,1.301919071E9,776110,776759
776662,34.143097,-118.87565,1.301919071E9,776110,776759
776662,34.143047,-118.87577,1.301919071E9,776110,776759
776662,34.142998,-118.87589,1.301919071E9,776110,776759
776662,34.142937,-118.876,1.301919071E9,776110,776759
776662,34.14287,-118.876114,1.301919071E9,776110,776759
776662,34.142826,-118.876205,1.301919071E9,776110,776759
776662,34.142776,-118.8763,1.301919071E9,776110,776759
776662,34.142708,-118.87637,1.301919071E9,776110,776759
776662,34.142624,-118.87648,1.301919071E9,776110,776759
776662,34.142544,-118.87657,1.301919071E9,776110,776759
776662,34.14247,-118.876656,1.301919071E9,776110,776759
776662,34.14239,-118.87675,1.301919071E9,776110,776759
776662,34.1423,-118.876816,1.301919071E9,776110,776759
776662,34.1422,-118.876884,1.301919071E9,776110,776759
776662,34.142097,-118.87695,1.301919071E9,776110,776759
776662,34.142014,-118.87701,1.301919071E9,776110,776759
776662,34.141914,-118.87708,1.301919071E9,776110,776759
776662,34.141815,-118.87714,1.301919071E9,776110,776759
776662,34.141727,-118.87722,1.301919071E9,776110,776759
776662,34.14164,-118.8773,1.301919071E9,776110,776759
776662,34.14156,-118.87736,1.301919071E9,776110,776759
776662,34.14146,-118.877396,1.301919071E9,776110,776759
776662,34.141373,-118.87746,1.301919071E9,776110,776759
776662,34.141293,-118.87753,1.301919071E9,776110,776759
776662,34.141205,-118.877625,1.301919071E9,776110,776759
776662,34.1411,-118.87769,1.301919071E9,776110,776759
776662,34.141037,-118.87778,1.301919071E9,776110,776759
776662,34.140976,-118.87786,1.301919071E9,776110,776759
776662,34.1409,-118.87797,1.301919071E9,776110,776759
776662,34.14082,-118.87807,1.301919071E9,776110,776759
776662,34.14076,-118.87814,1.301919071E9,776110,776759
776662,34.140682,-118.87825,1.301919071E9,776110,776759
776662,34.140614,-118.87836,1.301919071E9,776110,776759
776662,34.140553,-118.87847,1.301919071E9,776110,776759
776662,34.1405,-118.87857,1.301919071E9,776110,776759
776662,34.140453,-118.878685,1.301919071E9,776110,776759
776662,34.140415,-118.87879,1.301919071E9,776110,776759
776662,34.140373,-118.87893,1.301919071E9,776110,776759
776662,34.14034,-118.87903,1.301919071E9,776110,776759
776662,34.140293,-118.87913,1.301919071E9,776110,776759
776662,34.14025,-118.87926,1.301919071E9,776110,776759
776662,34.14021,-118.87938,1.301919071E9,776110,776759
776662,34.14017,-118.87951,1.301919071E9,776110,776759
776662,34.140133,-118.87965,1.301919071E9,776110,776759
776662,34.140087,-118.87977,1.301919071E9,776110,776759
776662,34.140045,-118.87989,1.301919071E9,776110,776759
776662,34.140003,-118.88002,1.301919071E9,776110,776759
776662,34.139965,-118.88015,1.301919071E9,776110,776759
776662,34.139935,-118.88028,1.301919071E9,776110,776759
776662,34.1399,-118.88041,1.301919071E9,776110,776759
776662,34.139877,-118.880554,1.301919071E9,776110,776759
776662,34.13986,-118.88069,1.301919071E9,776110,776759
776662,34.13984,-118.88084,1.301919071E9,776110,776759
776662,34.139824,-118.88097,1.301919071E9,776110,776759
776662,34.139816,-118.88109,1.301919071E9,776110,776759
776662,34.139816,-118.8812,1.301919071E9,776110,776759
776662,34.139812,-118.88135,1.301919071E9,776110,776759
776662,34.139816,-118.881454,1.301919071E9,776110,776759
776662,34.13982,-118.88156,1.301919071E9,776110,776759
776662,34.139828,-118.881714,1.301919071E9,776110,776759
776662,34.13983,-118.88183,1.301919071E9,776110,7767
