,-91.640144,1.301919071E9,776110,776759
776662,42.041954,-91.640236,1.301919071E9,776110,776759
776662,42.042065,-91.64028,1.301919071E9,776110,776759
776662,42.042133,-91.640366,1.301919071E9,776110,776759
776662,42.042217,-91.64045,1.301919071E9,776110,776759
776662,42.04231,-91.64049,1.301919071E9,776110,776759
776662,42.042385,-91.640564,1.301919071E9,776110,776759
776662,42.042442,-91.64068,1.301919071E9,776110,776759
776662,42.04253,-91.64071,1.301919071E9,776110,776759
776662,42.042614,-91.64077,1.301919071E9,776110,776759
776662,42.04269,-91.64085,1.301919071E9,776110,776759
776662,42.04274,-91.64095,1.301919071E9,776110,776759
776662,42.042835,-91.640976,1.301919071E9,776110,776759
776662,42.04293,-91.640976,1.301919071E9,776110,776759
776662,42.042995,-91.64089,1.301919071E9,776110,776759
776662,42.04303,-91.64077,1.301919071E9,776110,776759
776662,42.043064,-91.64051,1.301919071E9,776110,776759
776662,42.043064,-91.64051,1.301919071E9,776110,776759
776662,42.043262,-91.6402,1.301919071E9,776110,776759
776662,42.043377,-91.6401,1.301919071E9,776110,776759
776662,42.043434,-91.63999,1.301919071E9,776110,776759
776662,42.04348,-91.63987,1.301919071E9,776110,776759
776662,42.043476,-91.639725,1.301919071E9,776110,776759
776662,42.043453,-91.6396,1.301919071E9,776110,776759
776662,42.043484,-91.639465,1.301919071E9,776110,776759
776662,42.043495,-91.639336,1.301919071E9,776110,776759
776662,42.043495,-91.639206,1.301919071E9,776110,776759
776662,42.043507,-91.63906,1.301919071E9,776110,776759
776662,42.043568,-91.638824,1.301919071E9,776110,776759
776662,42.043667,-91.6388,1.301919071E9,776110,776759
776662,42.043755,-91.63882,1.301919071E9,776110,776759
776662,42.043865,-91.63881,1.301919071E9,776110,776759
776662,42.043964,-91.63881,1.301919071E9,776110,776759
776662,42.044056,-91.63884,1.301919071E9,776110,776759
776662,42.044147,-91.63883,1.301919071E9,776110,776759
776662,42.04436,-91.638824,1.301919071E9,776110,776759
776662,42.04448,-91.63882,1.301919071E9,776110,776759
776662,42.04457,-91.63876,1.301919071E9,776110,776759
776662,42.044613,-91.63875,1.301919071E9,776110,776759
776662,42.04471,-91.63873,1.301919071E9,776110,776759
776662,42.044758,-91.63873,1.301919071E9,776110,776759
776662,42.044846,-91.63874,1.301919071E9,776110,776759
776662,42.045036,-91.63881,1.301919071E9,776110,776759
776662,42.045143,-91.638824,1.301919071E9,776110,776759
776662,42.04525,-91.638824,1.301919071E9,776110,776759
776662,42.04534,-91.63881,1.301919071E9,776110,776759
776662,42.04544,-91.63881,1.301919071E9,776110,776759
776662,42.045536,-91.63883,1.301919071E9,776110,776759
776662,42.04563,-91.63883,1.301919071E9,776110,776759
776662,42.045742,-91.63882,1.301919071E9,776110,776759
776662,42.04582,-91.63879,1.301919071E9,776110,776759
776662,42.04591,-91.63881,1.301919071E9,776110,776759
776662,42.045933,-91.63881,1.301919071E9,776110,776759
776662,42.046036,-91.63882,1.301919071E9,776110,776759
776662,42.046146,-91.63883,1.301919071E9,776110,776759
776662,42.04624,-91.63887,1.301919071E9,776110,776759
776662,42.04643,-91.63882,1.301919071E9,776110,776759
776662,42.0465,-91.6388,1.301919071E9,776110,776759
776662,42.046593,-91.63882,1.301919071E9,776110,776759
776662,42.046585,-91.638596,1.301919071E9,776110,776759
776662,42.04661,-91.63846,1.301919071E9,776110,776759
776662,42.046646,-91.63833,1.301919071E9,776110,776759
776662,42.04663,-91.63819,1.301919071E9,776110,776759
776662,42.04658,-91.638054,1.301919071E9,776110,776759
776662,42.04656,-91.63793,1.301919071E9,776110,776759
776662,42.046566,-91.63781,1.301919071E9,776110,776759
776662,42.046577,-91.63765,1.301919071E9,776110,776759
776662,42.046593,-91.63752,1.301919071E9,776110,776759
776662,42.046593,-91.63739,1.301919071E9,776110,776759
776662,42.04658,-91.63726,1.301919071E9,776110,776759
776662,42.046593,-91.63711,1.301919071E9,776110,776759
776662,42.046608,-91.63697,1.301919071E9,776110,776759
776662,42.046642,-91.636826,1.301919071E9,776110,776759
776662,42.046623,-91.636696,1.301919071E9,776110,776759
776662,42.04661,-91.63657,1.301919071E9,776110,776759
776662,42.046608,-91.636444,1.301919071E9,776110,776759
776662,42.04662,-91.636284,1.301919071E9,776110,776759
776662,42.046646,-91.63616,1.301919071E9,776110,776759
776662,42.04666,-91.63602,1.301919071E9,776110,776759
776662,42.046646,-91.63588,1.301919071E9,776110,776759
776662,42.04663,-91.63574,1.301919071E9,776110,776759
776662,42.046642,-91.63562,1.301919071E9,776110,776759
776662,42.046577,-91.63537,1.301919071E9,776110,776759
776662,42.04657,-91.63525,1.301919071E9,776110,776759
776662,42.04658,-91.6351,1.301919071E9,776110,776759
776662,42.04658,-91.63496,1.301919071E9,776110,776759
776662,42.046566,-91.63482,1.301919071E9,776110,776759
776662,42.046566,-91.63468,1.301919071E9,776110,776759
776662,42.04658,-91.63456,1.301919071E9,776110,776759
776662,42.046566,-91.634415,1.301919071E9,776110,776759
776662,42.046547,-91.634285,1.301919071E9,776110,776759
776662,42.04654,-91.634155,1.301919071E9,776110,776759
776662,42.046528,-91.633995,1.301919071E9,776110,776759
776662,42.046516,-91.63388,1.301919071E9,776110,776759
776662,42.0465,-91.63375,1.301919071E9,776110,776759
776662,42.04648,-91.6336,1.301919071E9,776110,776759
776662,42.04647,-91.63345,1.301919071E9,776110,776759
776662,42.04646,-91.633316,1.301919071E9,776110,776759
776662,42.046448,-91.63318,1.301919071E9,776110,776759
776662,42.046448,-91.63305,1.301919071E9,776110,776759
776662,42.046425,-91.63292,1.301919071E9,776110,776759
776662,42.04639,-91.632774,1.301919071E9,776110,776759
776662,42.04637,-91.63265,1.301919071E9,776110,776759
776662,42.04635,-91.63252,1.301919071E9,776110,776759
776662,42.046337,-91.6324,1.301919071E9,776110,776759
776662,42.046314,-91.63226,1.301919071E9,776110,776759
776662,42.046307,-91.63213,1.301919071E9,776110,776759
776662,42.046272,-91.63202,1.301919071E9,776110,776759
776662,42.04625,-91.631874,1.301919071E9,776110,776759
776662,42.04623,-91.63176,1.301919071E9,776110,776759
776662,42.046227,-91.63163,1.301919071E9,776110,776759
776662,42.04616,-91.631516,1.301919071E9,776110,776759
776662,42.046146,-91.631386,1.301919071E9,776110,776759
776662,42.046158,-91.631355,1.301919071E9,776110,776759
776662,42.04612,-91.63125,1.301919071E9,776110,776759
776662,42.04611,-91.63115,1.301919071E9,776110,776759
776662,42.046104,-91.63103,1.301919071E9,776110,776759
776662,42.046104,-91.6309,1.301919071E9,776110,776759
776662,42.04607,-91.63076,1.301919071E9,776110,776759
776662,42.046036,-91.63064,1.301919071E9,776110,776759
776662,42.04601,-91.63051,1.301919071E9,776110,776759
776662,42.046036,-91.630356,1.301919071E9,776110,776759
776662,42.046,-91.63024,1.301919071E9,776110,776759
776662,42.045986,-91.63011,1.301919071E9,776110,776759
776662,42.045944,-91.630005,1.301919071E9,776110,776759
776662,42.045944,-91.62987,1.301919071E9,776110,776759
776662,42.04592,-91.629745,1.301919071E9,776110,776759
776662,42.045895,-91.629486,1.301919071E9,776110,776759
776662,42.045845,-91.62936,1.301919071E9,776110,776759
776662,42.045795,-91.629234,1.301919071E9,776110,776759
776662,42.045727,-91.62914,1.301919071E9,776110,776759
776662,42.045677,-91.629036,1.301919071E9,776110,776759
776662,42.04566,-91.62892,1.301919071E9,776110,776759
776662,42.04558,-91.62884,1.301919071E9,776110,776759
776662,42.045525,-91.62874,1.301919071E9,776110,776759
776662,42.045467,-91.62863,1.301919071E9,776110,776759
776662,42.045372,-91.62864,1.301919071E9,776110,776759
776662,42.045307,-91.628555,1.301919071E9,776110,776759
776662,42.045223,-91.628456,1.301919071E9,776110,776759
776662,42.04508,-91.62831,1.301919071E9,776110,776759
776662,42.045017,-91.62819,1.301919071E9,776110,776759
776662,42.04495,-91.628075,1.301919071E9,776110,776759
776662,42.044872,-91.62799,1.301919071E9,776110,776759
776662,42.044785,-91.62793,1.301919071E9,776110,776759
776662,42.044746,-91.62778,1.301919071E9,776110,776759
776662,42.04477,-91.62764,1.301919071E9,776110,776759
776662,42.04470
