,2.288095,1.301919071E9,776110,776759
776662,48.862724,2.288026,1.301919071E9,776110,776759
776662,48.86262,2.287958,1.301919071E9,776110,776759
776662,48.862526,2.287928,1.301919071E9,776110,776759
776662,48.862423,2.28797,1.301919071E9,776110,776759
776662,48.862324,2.287986,1.301919071E9,776110,776759
776662,48.86231,2.28806,1.301919071E9,776110,776759
776662,48.862225,2.28803,1.301919071E9,776110,776759
776662,48.86222,2.287983,1.301919071E9,776110,776759
776662,48.862247,2.288089,1.301919071E9,776110,776759
776662,48.86225,2.287969,1.301919071E9,776110,776759
776662,48.862213,2.288078,1.301919071E9,776110,776759
776662,48.862213,2.288137,1.301919071E9,776110,776759
776662,48.8622,2.288098,1.301919071E9,776110,776759
776662,48.862274,2.288025,1.301919071E9,776110,776759
776662,48.86226,2.288011,1.301919071E9,776110,776759
776662,48.86221,2.288116,1.301919071E9,776110,776759
776662,48.862206,2.288123,1.301919071E9,776110,776759
776662,48.86226,2.287966,1.301919071E9,776110,776759
776662,48.86233,2.287866,1.301919071E9,776110,776759
776662,48.862373,2.287743,1.301919071E9,776110,776759
776662,48.86242,2.287621,1.301919071E9,776110,776759
776662,48.86238,2.287495,1.301919071E9,776110,776759
776662,48.862328,2.287376,1.301919071E9,776110,776759
776662,48.86228,2.287249,1.301919071E9,776110,776759
776662,48.862236,2.28713,1.301919071E9,776110,776759
776662,48.862232,2.28713,1.301919071E9,776110,776759
776662,48.862175,2.287097,1.301919071E9,776110,776759
776662,48.86217,2.287068,1.301919071E9,776110,776759
776662,48.862217,2.286945,1.301919071E9,776110,776759
776662,48.862263,2.286883,1.301919071E9,776110,776759
776662,48.862328,2.286767,1.301919071E9,776110,776759
776662,48.862343,2.286628,1.301919071E9,776110,776759
776662,48.862427,2.286531,1.301919071E9,776110,776759
776662,48.862488,2.286413,1.301919071E9,776110,776759
776662,48.86256,2.286323,1.301919071E9,776110,776759
776662,48.86265,2.28631,1.301919071E9,776110,776759
776662,48.862747,2.286286,1.301919071E9,776110,776759
776662,48.86285,2.286253,1.301919071E9,776110,776759
776662,48.862923,2.286145,1.301919071E9,776110,776759
776662,48.862957,2.286004,1.301919071E9,776110,776759
776662,48.863014,2.285862,1.301919071E9,776110,776759
776662,48.863068,2.28573,1.301919071E9,776110,776759
776662,48.86308,2.285579,1.301919071E9,776110,776759
776662,48.86309,2.285404,1.301919071E9,776110,776759
776662,48.86312,2.285252,1.301919071E9,776110,776759
776662,48.863174,2.28512,1.301919071E9,776110,776759
776662,48.863213,2.284984,1.301919071E9,776110,776759
776662,48.86319,2.284843,1.301919071E9,776110,776759
776662,48.86321,2.284679,1.301919071E9,776110,776759
776662,48.863216,2.284528,1.301919071E9,776110,776759
776662,48.86321,2.284385,1.301919071E9,776110,776759
776662,48.863228,2.284239,1.301919071E9,776110,776759
776662,48.86321,2.284081,1.301919071E9,776110,776759
776662,48.863174,2.283952,1.301919071E9,776110,776759
776662,48.863144,2.283809,1.301919071E9,776110,776759
776662,48.863155,2.283631,1.301919071E9,776110,776759
776662,48.86317,2.28349,1.301919071E9,776110,776759
776662,48.863182,2.283349,1.301919071E9,776110,776759
776662,48.8632,2.283189,1.301919071E9,776110,776759
776662,48.863255,2.283071,1.301919071E9,776110,776759
776662,48.86332,2.282933,1.301919071E9,776110,776759
776662,48.863354,2.2828,1.301919071E9,776110,776759
776662,48.86339,2.282648,1.301919071E9,776110,776759
776662,48.8634,2.282483,1.301919071E9,776110,776759
776662,48.863422,2.282328,1.301919071E9,776110,776759
776662,48.863422,2.282182,1.301919071E9,776110,776759
776662,48.863407,2.282027,1.301919071E9,776110,776759
776662,48.86339,2.281888,1.301919071E9,776110,776759
776662,48.86343,2.281751,1.301919071E9,776110,776759
776662,48.86347,2.281601,1.301919071E9,776110,776759
