,2.291583,1.301919071E9,776110,776759
776662,48.85989,2.291702,1.301919071E9,776110,776759
776662,48.859833,2.29181,1.301919071E9,776110,776759
776662,48.859753,2.291932,1.301919071E9,776110,776759
776662,48.85968,2.292039,1.301919071E9,776110,776759
776662,48.859615,2.29214,1.301919071E9,776110,776759
776662,48.859528,2.292256,1.301919071E9,776110,776759
776662,48.85946,2.292353,1.301919071E9,776110,776759
776662,48.859383,2.292468,1.301919071E9,776110,776759
776662,48.85932,2.292589,1.301919071E9,776110,776759
776662,48.859245,2.292675,1.301919071E9,776110,776759
776662,48.85916,2.292726,1.301919071E9,776110,776759
776662,48.85905,2.292803,1.301919071E9,776110,776759
776662,48.858974,2.292878,1.301919071E9,776110,776759
776662,48.858902,2.292993,1.301919071E9,776110,776759
776662,48.858875,2.293037,1.301919071E9,776110,776759
776662,48.858814,2.293154,1.301919071E9,776110,776759
776662,48.858776,2.293308,1.301919071E9,776110,776759
776662,48.858776,2.293308,1.301919071E9,776110,776759
776662,48.85872,2.293454,1.301919071E9,776110,776759
776662,48.858665,2.293635,1.301919071E9,776110,776759
776662,48.858624,2.293763,1.301919071E9,776110,776759
776662,48.858597,2.293944,1.301919071E9,776110,776759
776662,48.85858,2.294098,1.301919071E9,776110,776759
776662,48.858604,2.294276,1.301919071E9,776110,776759
776662,48.858704,2.294322,1.301919071E9,776110,776759
776662,48.85876,2.294435,1.301919071E9,776110,776759
776662,48.85871,2.294562,1.301919071E9,776110,776759
776662,48.858627,2.294665,1.301919071E9,776110,776759
776662,48.85856,2.294751,1.301919071E9,776110,776759
776662,48.858486,2.294845,1.301919071E9,776110,776759
776662,48.85839,2.294926,1.301919071E9,776110,776759
776662,48.85828,2.294964,1.301919071E9,776110,776759
776662,48.858154,2.29499,1.301919071E9,776110,776759
776662,48.858044,2.295026,1.301919071E9,776110,776759
776662,48.85793,2.295001,1.301919071E9,776110,776759
776662,48.85783,2.294968,1.301919071E9,776110,776759
776662,48.85774,2.294948,1.301919071E9,776110,776759
776662,48.857647,2.295025,1.301919071E9,776110,776759
776662,48.857647,2.295171,1.301919071E9,776110,776759
776662,48.85772,2.295304,1.301919071E9,776110,776759
776662,48.85781,2.295383,1.301919071E9,776110,776759
776662,48.8579,2.295497,1.301919071E9,776110,776759
776662,48.85799,2.295633,1.301919071E9,776110,776759
776662,48.858047,2.295769,1.301919071E9,776110,776759
776662,48.858078,2.295912,1.301919071E9,776110,776759
776662,48.85807,2.296051,1.301919071E9,776110,776759
776662,48.85807,2.296226,1.301919071E9,776110,776759
776662,48.85806,2.296384,1.301919071E9,776110,776759
776662,48.858036,2.296529,1.301919071E9,776110,776759
776662,48.85801,2.296695,1.301919071E9,776110,776759
776662,48.85799,2.296836,1.301919071E9,776110,776759
776662,48.85797,2.296977,1.301919071E9,776110,776759
776662,48.857918,2.297098,1.301919071E9,776110,776759
776662,48.857857,2.297222,1.301919071E9,776110,776759
776662,48.857822,2.297374,1.301919071E9,776110,776759
776662,48.857803,2.297526,1.301919071E9,776110,776759
776662,48.85774,2.297643,1.301919071E9,776110,776759
776662,48.857674,2.29775,1.301919071E9,776110,776759
776662,48.8576,2.297862,1.301919071E9,776110,776759
776662,48.85752,2.297991,1.301919071E9,776110,776759
776662,48.85745,2.298129,1.301919071E9,776110,776759
776662,48.857388,2.298272,1.301919071E9,776110,776759
776662,48.857327,2.298392,1.301919071E9,776110,776759
776662,48.85726,2.298511,1.301919071E9,776110,776759
776662,48.857204,2.298589,1.301919071E9,776110,776759
776662,48.8572,2.298599,1.301919071E9,776110,776759
776662,48.8572,2.298599,1.301919071E9,776110,776759
776662,48.85719,2.298569,1.301919071E9,776110,776759
776662,48.85719,2.298569,1.301919071E9,776110,776759
776662,48.85763,2.299442,1.301919071E9,776110,776759
776662,48.857666,2.299508,1.301919071E9,776110,776759
776662,48.857697,2.299659,1.301919071E9,776110,776759
776662,48.85772,2.299798,1.301919071E9,776110,776759
776662,48.85771,2.299832,1.301919071E9,776110,776759
776662,48.85778,2.299956,1.301919071E9,776110,776759
776662,48.85787,2.300026,1.301919071E9,776110,776759
776662,48.85795,2.300091,1.301919071E9,776110,776759
776662,48.858044,2.300118,1.301919071E9,776110,776759
776662,48.858124,2.300223,1.301919071E9,776110,776759
776662,48.858223,2.300312,1.301919071E9,776110,776759
776662,48.858307,2.300383,1.301919071E9,776110,776759
776662,48.858387,2.300495,1.301919071E9,776110,776759
776662,48.85847,2.300549,1.301919071E9,776110,776759
776662,48.85857,2.300593,1.301919071E9,776110,776759
776662,48.858673,2.300613,1.301919071E9,776110,776759
776662,48.85878,2.300637,1.301919071E9,776110,776759
776662,48.858868,2.300672,1.301919071E9,776110,776759
776662,48.859028,2.300727,1.301919071E9,776110,776759
776662,48.85913,2.300766,1.301919071E9,776110,776759
776662,48.859215,2.300821,1.301919071E9,776110,776759
776662,48.85932,2.300851,1.301919071E9,776110,776759
776662,48.859425,2.300879,1.301919071E9,776110,776759
776662,48.85952,2.300908,1.301919071E9,776110,776759
776662,48.859615,2.300881,1.301919071E9,776110,776759
776662,48.859753,2.300898,1.301919071E9,776110,776759
776662,48.85985,2.30091,1.301919071E9,776110,776759
776662,48.85994,2.300998,1.301919071E9,776110,776759
776662,48.860023,2.301071,1.301919071E9,776110,776759
776662,48.860126,2.301087,1.301919071E9,776110,776759
776662,48.860226,2.301088,1.301919071E9,776110,776759
776662,48.86036,2.301134,1.301919071E9,776110,776759
776662,48.86045,2.301186,1.301919071E9,776110,776759
776662,48.86054,2.301278,1.301919071E9,776110,776759
776662,48.86064,2.301307,1.301919071E9,776110,776759
776662,48.860737,2.301298,1.301919071E9,776110,776759
776662,48.860855,2.301305,1.301919071E9,776110,776759
776662,48.860966,2.301321,1.301919071E9,776110,776759
776662,48.861057,2.3013,1.301919071E9,776110,776759
776662,48.861164,2.301266,1.301919071E9,776110,776759
776662,48.86125,2.301272,1.301919071E9,776110,776759
776662,48.861343,2.301277,1.301919071E9,776110,776759
776662,48.861435,2.301272,1.301919071E9,776110,776759
776662,48.861546,2.301305,1.301919071E9,776110,776759
776662,48.861664,2.301325,1.301919071E9,776110,776759
776662,48.861786,2.301338,1.301919071E9,776110,776759
776662,48.861897,2.301326,1.301919071E9,776110,776759
776662,48.86201,2.301319,1.301919071E9,776110,776759
776662,48.86211,2.30134,1.301919071E9,776110,776759
776662,48.86218,2.30135,1.301919071E9,776110,776759
776662,48.862274,2.301382,1.301919071E9,776110,776759
776662,48.862293,2.301375,1.301919071E9,776110,776759
776662,48.862385,2.301337,1.301919071E9,776110,776759
776662,48.862473,2.301388,1.301919071E9,776110,776759
776662,48.86254,2.301491,1.301919071E9,776110,776759
776662,48.862606,2.30163,1.301919071E9,776110,776759
776662,48.862633,2.301783,1.301919071E9,776110,776759
776662,48.86263,2.301821,1.301919071E9,776110,776759
776662,48.862644,2.301942,1.301919071E9,776110,776759
776662,48.862686,2.302077,1.301919071E9,776110,776759
776662,48.86276,2.302187,1.301919071E9,776110,776759
776662,48.86278,2.30234,1.301919071E9,776110,776759
776662,48.862705,2.302472,1.301919071E9,776110,776759
776662,48.86268,2.302607,1.301919071E9,776110,776759
776662,48.862686,2.302752,1.301919071E9,776110,776759
776662,48.862663,2.3029,1.301919071E9,776110,776759
776662,48.862656,2.303016,1.301919071E9,776110,776759
776662,48.862713,2.303123,1.301919071E9,776110,776759
776662,48.862717,2.303125,1.301919071E9,776110,776759
776662,48.862705,2.303004,1.301919071E9,776110,776759
776662,48.862698,2.302951,1.301919071E9,776110,776759
776662,48.862686,2.302769,1.301919071E9,776110,776759
776662,48.862686,2.302593,1.301919071E9,776110,776759
776662,48.862705,2.302454,1.301919071E9,776110,776759
776662,48.862736,2.302295,1.301919071E9,776110,776759
776662,48.862797,2.30243,1.301919071E9,776110,776759
776662,48.862793,2.302656,1.301919071E9,776110,776759
776662,48.86278,2.302838,1.301919071E9,776110,776759
776662,48.862762,2.302992,1.301919071E9,776110,776759
776662,48.862762,2.303131,1.301919071E9,776110,7767
