725,5.4392915,1.301919071E9,776110,776759
776662,51.43181,5.4393497,1.301919071E9,776110,776759
776662,51.431896,5.4393916,1.301919071E9,776110,776759
776662,51.431995,5.4394245,1.301919071E9,776110,776759
776662,51.432114,5.4394374,1.301919071E9,776110,776759
776662,51.432228,5.439413,1.301919071E9,776110,776759
776662,51.432346,5.4394455,1.301919071E9,776110,776759
776662,51.43245,5.439497,1.301919071E9,776110,776759
776662,51.432556,5.4395227,1.301919071E9,776110,776759
776662,51.432667,5.4395947,1.301919071E9,776110,776759
776662,51.432766,5.4396214,1.301919071E9,776110,776759
776662,51.43287,5.439631,1.301919071E9,776110,776759
776662,51.432972,5.439639,1.301919071E9,776110,776759
776662,51.433067,5.439661,1.301919071E9,776110,776759
776662,51.433193,5.43963,1.301919071E9,776110,776759
776662,51.43328,5.4395375,1.301919071E9,776110,776759
776662,51.43328,5.4393835,1.301919071E9,776110,776759
776662,51.43326,5.4392486,1.301919071E9,776110,776759
776662,51.43327,5.439093,1.301919071E9,776110,776759
776662,51.433285,5.438927,1.301919071E9,776110,776759
776662,51.43333,5.4387646,1.301919071E9,776110,776759
776662,51.43336,5.43863,1.301919071E9,776110,776759
776662,51.43339,5.438486,1.301919071E9,776110,776759
776662,51.433426,5.438348,1.301919071E9,776110,776759
776662,51.433495,5.438187,1.301919071E9,776110,776759
776662,51.433537,5.438006,1.301919071E9,776110,776759
776662,51.43354,5.437842,1.301919071E9,776110,776759
776662,51.433556,5.4376845,1.301919071E9,776110,776759
776662,51.43357,5.4375277,1.301919071E9,776110,776759
776662,51.433598,5.437377,1.301919071E9,776110,776759
776662,51.433628,5.437222,1.301919071E9,776110,776759
776662,51.43365,5.437054,1.301919071E9,776110,776759
776662,51.433662,5.4368773,1.301919071E9,776110,776759
776662,51.433685,5.4367433,1.301919071E9,776110,776759
776662,51.4337,5.4365864,1.301919071E9,776110,776759
776662,51.433716,5.4364285,1.301919071E9,776110,776759
776662,51.433765,5.436236,1.301919071E9,776110,776759
776662,51.433784,5.4360566,1.301919071E9,776110,776759
776662,51.43381,5.435868,1.301919071E9,776110,776759
776662,51.433823,5.4356875,1.301919071E9,776110,776759
776662,51.433823,5.4354897,1.301919071E9,776110,776759
776662,51.433834,5.4353333,1.301919071E9,776110,776759
776662,51.43385,5.4351597,1.301919071E9,776110,776759
776662,51.433895,5.435048,1.301919071E9,776110,776759
776662,51.433903,5.4348283,1.301919071E9,776110,776759
776662,51.43392,5.4346595,1.301919071E9,776110,776759
776662,51.43395,5.434505,1.301919071E9,776110,776759
776662,51.433933,5.4343033,1.301919071E9,776110,776759
776662,51.433952,5.434148,1.301919071E9,776110,776759
776662,51.434013,5.4339952,1.301919071E9,776110,776759
776662,51.434044,5.433855,1.301919071E9,776110,776759
776662,51.434063,5.4337287,1.301919071E9,776110,776759
776662,51.43409,5.4335904,1.301919071E9,776110,776759
776662,51.434128,5.433381,1.301919071E9,776110,776759
776662,51.43415,5.433229,1.301919071E9,776110,776759
776662,51.434177,5.4330854,1.301919071E9,776110,776759
776662,51.43422,5.432953,1.301919071E9,776110,776759
776662,51.43425,5.4328218,1.301919071E9,776110,776759
776662,51.434273,5.4326615,1.301919071E9,776110,776759
776662,51.434284,5.4324875,1.301919071E9,776110,776759
776662,51.43434,5.432363,1.301919071E9,776110,776759
776662,51.434376,5.4322033,1.301919071E9,776110,776759
776662,51.43441,5.4320564,1.301919071E9,776110,776759
776662,51.434433,5.431851,1.301919071E9,776110,776759
776662,51.434498,5.4316797,1.301919071E9,776110,776759
776662,51.434578,5.431531,1.301919071E9,776110,776759
776662,51.43462,5.4313855,1.301919071E9,776110,776759
776662,51.434654,5.43122,1.301919071E9,776110,776759
776662,51.434734,5.431078,1.301919071E9,776110,776759
776662,51.434826,5.430929,1.301919071E9,776110,776759
776662,51.43489,5.4307866,1.301919071E9,776110,776759
776662,51.43495,5.430642,1.301919071E9,776110,776759
776662,51.435005,5.4304867,1.301919071E9,776110,776759
776662,51.435055,5.430324,1.301919071E9,776110,776759
776662,51.435104,5.430168,1.301919071E9,776110,776759
776662,51.435165,5.430038,1.301919071E9,776110,776759
776662,51.435223,5.429941,1.301919071E9,776110,776759
776662,51.435287,5.429823,1.301919071E9,776110,776759
776662,51.435387,5.4296985,1.301919071E9,776110,776759
776662,51.43547,5.429562,1.301919071E9,776110,776759
776662,51.435524,5.429397,1.301919071E9,776110,776759
776662,51.435585,5.4292903,1.301919071E9,776110,776759
776662,51.435673,5.429173,1.301919071E9,776110,776759
776662,51.43573,5.429027,1.301919071E9,776110,776759
776662,51.435806,5.4288836,1.301919071E9,776110,776759
776662,51.435886,5.4287677,1.301919071E9,776110,776759
776662,51.43598,5.4286556,1.301919071E9,776110,776759
776662,51.436028,5.4285164,1.301919071E9,776110,776759
776662,51.436115,5.4283886,1.301919071E9,776110,776759
776662,51.436253,5.4282856,1.301919071E9,776110,776759
776662,51.436348,5.428202,1.301919071E9,776110,776759
776662,51.436447,5.4281178,1.301919071E9,776110,776759
776662,51.436535,5.428021,1.301919071E9,776110,776759
776662,51.436634,5.4278693,1.301919071E9,776110,776759
776662,51.436714,5.4277673,1.301919071E9,776110,776759
776662,51.43677,5.4276733,1.301919071E9,776110,776759
776662,51.43688,5.4276223,1.301919071E9,776110,776759
776662,51.436947,5.427553,1.301919071E9,776110,776759
776662,51.436916,5.4274244,1.301919071E9,776110,776759
776662,51.436844,5.4272885,1.301919071E9,776110,776759
776662,51.436813,5.4271183,1.301919071E9,776110,776759
776662,51.43676,5.427011,1.301919071E9,776110,776759
776662,51.43671,5.426767,1.301919071E9,776110,776759
776662,51.436676,5.4266086,1.301919071E9,776110,776759
776662,51.436646,5.426451,1.301919071E9,776110,776759
776662,51.436592,5.4262924,1.301919071E9,776110,776759
776662,51.43647,5.425829,1.301919071E9,776110,776759
776662,51.43646,5.4256487,1.301919071E9,776110,776759
776662,51.436375,5.4254,1.301919071E9,776110,776759
776662,51.43634,5.425199,1.301919071E9,776110,776759
776662,51.43629,5.4249983,1.301919071E9,776110,776759
776662,51.43626,5.4248295,1.301919071E9,776110,776759
776662,51.436234,5.424677,1.301919071E9,776110,776759
776662,51.436207,5.4245486,1.301919071E9,776110,776759
776662,51.436184,5.4243875,1.301919071E9,776110,776759
776662,51.436127,5.4242535,1.301919071E9,776110,776759
776662,51.436085,5.424119,1.301919071E9,776110,776759
776662,51.436066,5.4239545,1.301919071E9,776110,776759
776662,51.436043,5.423818,1.301919071E9,776110,776759
776662,51.436005,5.4236407,1.301919071E9,776110,776759
776662,51.435932,5.4235373,1.301919071E9,776110,776759
776662,51.435867,5.4233713,1.301919071E9,776110,776759
776662,51.435783,5.423172,1.301919071E9,776110,776759
776662,51.435753,5.4230347,1.301919071E9,776110,776759
776662,51.435684,5.4228983,1.301919071E9,776110,776759
776662,51.435623,5.4227824,1.301919071E9,776110,776759
776662,51.43556,5.422679,1.301919071E9,776110,776759
776662,51.435493,5.422579,1.301919071E9,776110,776759
776662,51.435417,5.422466,1.301919071E9,776110,776759
776662,51.43537,5.422319,1.301919071E9,776110,776759
776662,51.435432,5.4222116,1.301919071E9,776110,776759
776662,51.435482,5.4220986,1.301919071E9,776110,776759
776662,51.435555,5.4220343,1.301919071E9,776110,776759
776662,51.435635,5.4219394,1.301919071E9,776110,776759
776662,51.435734,5.4218926,1.301919071E9,776110,776759
776662,51.43582,5.4218335,1.301919071E9,776110,776759
776662,51.435917,5.4217706,1.301919071E9,776110,776759
776662,51.436012,5.4216814,1.301919071E9,776110,776759
776662,51.436096,5.4215894,1.301919071E9,776110,776759
776662,51.43619,5.4215083,1.301919071E9,776110,776759
776662,51.4363,5.421441,1.301919071E9,776110,776759
776662,51.43638,5.4213495,1.301919071E9,776110,776759
776662,51.436462,5.4212494,1.301919071E9,776110,776759
776662,51.43653,5.42111,1.301919071E9,776110,776759
776662,51.436577,5.4209843,1.301919071E9,776110,776759
776662,51.436615,5.4208164,1.301919071E9,776110,776759
776662,51.436687,5.4207506,1.301919071E9,776110,776759
776662,51.436806,5.4207296,1.301919071E9,77
