,5.449036,1.301919071E9,776110,776759
776662,51.42656,5.448983,1.301919071E9,776110,776759
776662,51.42648,5.44892,1.301919071E9,776110,776759
776662,51.426407,5.448868,1.301919071E9,776110,776759
776662,51.42631,5.4488277,1.301919071E9,776110,776759
776662,51.426193,5.4487486,1.301919071E9,776110,776759
776662,51.426105,5.448689,1.301919071E9,776110,776759
776662,51.42601,5.4486275,1.301919071E9,776110,776759
776662,51.425938,5.4485765,1.301919071E9,776110,776759
776662,51.42583,5.4485316,1.301919071E9,776110,776759
776662,51.425743,5.4484777,1.301919071E9,776110,776759
776662,51.425644,5.448414,1.301919071E9,776110,776759
776662,51.425503,5.4483104,1.301919071E9,776110,776759
776662,51.425415,5.4482374,1.301919071E9,776110,776759
776662,51.425323,5.4481626,1.301919071E9,776110,776759
776662,51.42525,5.4480944,1.301919071E9,776110,776759
776662,51.425137,5.447998,1.301919071E9,776110,776759
776662,51.425037,5.4479566,1.301919071E9,776110,776759
776662,51.424942,5.447949,1.301919071E9,776110,776759
776662,51.42479,5.4478,1.301919071E9,776110,776759
776662,51.424686,5.4477386,1.301919071E9,776110,776759
776662,51.42456,5.4477487,1.301919071E9,776110,776759
776662,51.42449,5.4478374,1.301919071E9,776110,776759
776662,51.42437,5.4477515,1.301919071E9,776110,776759
776662,51.424274,5.447693,1.301919071E9,776110,776759
776662,51.424175,5.447595,1.301919071E9,776110,776759
776662,51.424126,5.4474187,1.301919071E9,776110,776759
776662,51.424137,5.4472375,1.301919071E9,776110,776759
776662,51.424156,5.4471064,1.301919071E9,776110,776759
776662,51.42418,5.446902,1.301919071E9,776110,776759
776662,51.42421,5.446752,1.301919071E9,776110,776759
776662,51.42422,5.4466095,1.301919071E9,776110,776759
776662,51.424267,5.4464893,1.301919071E9,776110,776759
776662,51.42421,5.4463425,1.301919071E9,776110,776759
776662,51.424118,5.4463367,1.301919071E9,776110,776759
776662,51.424015,5.446358,1.301919071E9,776110,776759
776662,51.423927,5.446368,1.301919071E9,776110,776759
776662,51.42385,5.4462366,1.301919071E9,776110,776759
776662,51.42384,5.446099,1.301919071E9,776110,776759
776662,51.423878,5.4459825,1.301919071E9,776110,776759
776662,51.423832,5.445801,1.301919071E9,776110,776759
776662,51.423756,5.445759,1.301919071E9,776110,776759
776662,51.423676,5.4458137,1.301919071E9,776110,776759
776662,51.42361,5.445681,1.301919071E9,776110,776759
776662,51.423653,5.4457936,1.301919071E9,776110,776759
776662,51.42369,5.445657,1.301919071E9,776110,776759
776662,51.423615,5.4455724,1.301919071E9,776110,776759
776662,51.423603,5.4457088,1.301919071E9,776110,776759
776662,51.423687,5.4457574,1.301919071E9,776110,776759
776662,51.423767,5.445717,1.301919071E9,776110,776759
776662,51.42373,5.4455705,1.301919071E9,776110,776759
776662,51.423637,5.445609,1.301919071E9,776110,776759
776662,51.423588,5.445731,1.301919071E9,776110,776759
776662,51.42364,5.4458437,1.301919071E9,776110,776759
776662,51.423744,5.445783,1.301919071E9,776110,776759
776662,51.423717,5.4456425,1.301919071E9,776110,776759
776662,51.42365,5.4455423,1.301919071E9,776110,776759
776662,51.423557,5.445537,1.301919071E9,776110,776759
776662,51.423542,5.445679,1.301919071E9,776110,776759
776662,51.42362,5.4457526,1.301919071E9,776110,776759
776662,51.42366,5.4455814,1.301919071E9,776110,776759
776662,51.42368,5.445439,1.301919071E9,776110,776759
776662,51.423588,5.445431,1.301919071E9,776110,776759
776662,51.423565,5.445596,1.301919071E9,776110,776759
776662,51.42361,5.44579,1.301919071E9,776110,776759
776662,51.42369,5.445753,1.301919071E9,776110,776759
776662,51.423634,5.445649,1.301919071E9,776110,776759
776662,51.42358,5.4457645,1.301919071E9,776110,776759
776662,51.42368,5.445839,1.301919071E9,776110,776759
776662,51.42379,5.4458385,1.301919071E9,776110,776759
776662,51.423866,5.4457846,1.301919071E9,776110,776759
776662,51.42391,5.4459124,1.301919071E9,776110,776759
776662,51.42384,5.4460316,1.301919071E9,776110,776759
776662,51.423813,5.4461904,1.301919071E9,776110,776759
776662,51.423885,5.446263,1.301919071E9,776110,776759
776662,51.423977,5.4461927,1.301919071E9,776110,776759
776662,51.42407,5.4460945,1.301919071E9,776110,776759
776662,51.424152,5.4459777,1.301919071E9,776110,776759
776662,51.4242,5.4458175,1.301919071E9,776110,776759
776662,51.424183,5.445655,1.301919071E9,776110,776759
776662,51.424133,5.4454694,1.301919071E9,776110,776759
776662,51.42404,5.445349,1.301919071E9,776110,776759
776662,51.423927,5.445392,1.301919071E9,776110,776759
776662,51.423862,5.445518,1.301919071E9,776110,776759
776662,51.423916,5.4456825,1.301919071E9,776110,776759
776662,51.423897,5.4458704,1.301919071E9,776110,776759
776662,51.423874,5.4460244,1.301919071E9,776110,776759
776662,51.423832,5.446149,1.301919071E9,776110,776759
776662,51.423874,5.4462805,1.301919071E9,776110,776759
776662,51.423996,5.4462495,1.301919071E9,776110,776759
776662,51.424133,5.44615,1.301919071E9,776110,776759
776662,51.424133,5.445897,1.301919071E9,776110,776759
776662,51.424164,5.445727,1.301919071E9,776110,776759
776662,51.424137,5.4455504,1.301919071E9,776110,776759
776662,51.42409,5.4453864,1.301919071E9,776110,776759
776662,51.423992,5.445266,1.301919071E9,776110,776759
776662,51.42389,5.4453807,1.301919071E9,776110,776759
776662,51.423897,5.445616,1.301919071E9,776110,776759
776662,51.42391,5.445822,1.301919071E9,776110,776759
776662,51.423878,5.4459925,1.301919071E9,776110,776759
776662,51.42384,5.4461536,1.301919071E9,776110,776759
776662,51.423878,5.4462795,1.301919071E9,776110,776759
776662,51.424,5.4462376,1.301919071E9,776110,776759
776662,51.42413,5.4461236,1.301919071E9,776110,776759
776662,51.424118,5.4459853,1.301919071E9,776110,776759
776662,51.42417,5.4458046,1.301919071E9,776110,776759
776662,51.42417,5.4456367,1.301919071E9,776110,776759
776662,51.42413,5.445458,1.301919071E9,776110,776759
776662,51.424046,5.4453077,1.301919071E9,776110,776759
776662,51.423946,5.445309,1.301919071E9,776110,776759
776662,51.423878,5.445403,1.301919071E9,776110,776759
776662,51.4239,5.4455953,1.301919071E9,776110,776759
776662,51.42391,5.4457617,1.301919071E9,776110,776759
776662,51.423885,5.4459515,1.301919071E9,776110,776759
776662,51.423836,5.4461,1.301919071E9,776110,776759
776662,51.423866,5.446231,1.301919071E9,776110,776759
776662,51.423992,5.4462256,1.301919071E9,776110,776759
776662,51.424065,5.44608,1.301919071E9,776110,776759
776662,51.424145,5.445942,1.301919071E9,776110,776759
776662,51.424187,5.4457965,1.301919071E9,776110,776759
776662,51.424217,5.4456706,1.301919071E9,776110,776759
776662,51.424152,5.445536,1.301919071E9,776110,776759
776662,51.424076,5.4453816,1.301919071E9,776110,776759
776662,51.42398,5.4452715,1.301919071E9,776110,776759
776662,51.42392,5.445463,1.301919071E9,776110,776759
776662,51.423893,5.445629,1.301919071E9,776110,776759
776662,51.423862,5.4457893,1.301919071E9,776110,776759
776662,51.42387,5.445955,1.301919071E9,776110,776759
776662,51.423824,5.4461207,1.301919071E9,776110,776759
776662,51.423878,5.4462557,1.301919071E9,776110,776759
776662,51.424,5.446243,1.301919071E9,776110,776759
776662,51.42409,5.446097,1.301919071E9,776110,776759
776662,51.42413,5.445904,1.301919071E9,776110,776759
776662,51.42417,5.44574,1.301919071E9,776110,776759
776662,51.42418,5.4456,1.301919071E9,776110,776759
776662,51.42411,5.4454417,1.301919071E9,776110,776759
776662,51.424007,5.445311,1.301919071E9,776110,776759
776662,51.423893,5.4453425,1.301919071E9,776110,776759
776662,51.42387,5.445546,1.301919071E9,776110,776759
776662,51.423885,5.4457545,1.301919071E9,776110,776759
776662,51.423843,5.4459434,1.301919071E9,776110,776759
776662,51.423805,5.4460936,1.301919071E9,776110,776759
776662,51.42383,5.4462495,1.301919071E9,776110,776759
776662,51.423965,5.4461427,1.301919071E9,776110,776759
776662,51.42408,5.446045,1.301919071E9,776110,776759
776662,51.424156,5.445909,1.301919071E9,776110,776759
776662,51.42419,5.4457836,1.301919071E9,776110,776759
776662,51.42414,5.4455576,1.301919071E9,776110,776759
776662,51.424053,
