43,5.7651887,1.301919071E9,776110,776759
776662,51.664948,5.7650404,1.301919071E9,776110,776759
776662,51.664864,5.7648835,1.301919071E9,776110,776759
776662,51.66477,5.7647476,1.301919071E9,776110,776759
776662,51.66466,5.7645884,1.301919071E9,776110,776759
776662,51.66456,5.764436,1.301919071E9,776110,776759
776662,51.664455,5.7642813,1.301919071E9,776110,776759
776662,51.66436,5.7641315,1.301919071E9,776110,776759
776662,51.664215,5.7639213,1.301919071E9,776110,776759
776662,51.664097,5.763805,1.301919071E9,776110,776759
776662,51.664,5.7636504,1.301919071E9,776110,776759
776662,51.66391,5.7635007,1.301919071E9,776110,776759
776662,51.6638,5.7633343,1.301919071E9,776110,776759
776662,51.66374,5.7631598,1.301919071E9,776110,776759
776662,51.663662,5.762987,1.301919071E9,776110,776759
776662,51.663578,5.762817,1.301919071E9,776110,776759
776662,51.66352,5.7626276,1.301919071E9,776110,776759
776662,51.66346,5.762464,1.301919071E9,776110,776759
776662,51.663387,5.7623034,1.301919071E9,776110,776759
776662,51.663338,5.7621355,1.301919071E9,776110,776759
776662,51.66327,5.761976,1.301919071E9,776110,776759
776662,51.66322,5.761831,1.301919071E9,776110,776759
776662,51.663143,5.761642,1.301919071E9,776110,776759
776662,51.66312,5.761451,1.301919071E9,776110,776759
776662,51.663067,5.7612405,1.301919071E9,776110,776759
776662,51.663048,5.7610164,1.301919071E9,776110,776759
776662,51.663025,5.760837,1.301919071E9,776110,776759
776662,51.662937,5.7607207,1.301919071E9,776110,776759
776662,51.662933,5.76049,1.301919071E9,776110,776759
776662,51.662907,5.760272,1.301919071E9,776110,776759
776662,51.66288,5.760071,1.301919071E9,776110,776759
776662,51.662888,5.759869,1.301919071E9,776110,776759
776662,51.662895,5.7596445,1.301919071E9,776110,776759
776662,51.6629,5.759448,1.301919071E9,776110,776759
776662,51.662933,5.7592716,1.301919071E9,776110,776759
776662,51.663036,5.759115,1.301919071E9,776110,776759
776662,51.663174,5.7590237,1.301919071E9,776110,776759
776662,51.663315,5.758976,1.301919071E9,776110,776759
776662,51.663464,5.758929,1.301919071E9,776110,776759
776662,51.66361,5.7588887,1.301919071E9,776110,776759
776662,51.663757,5.758839,1.301919071E9,776110,776759
776662,51.663902,5.7588086,1.301919071E9,776110,776759
776662,51.664043,5.758769,1.301919071E9,776110,776759
776662,51.664185,5.758741,1.301919071E9,776110,776759
776662,51.66433,5.7587023,1.301919071E9,776110,776759
776662,51.664474,5.758648,1.301919071E9,776110,776759
776662,51.664627,5.758599,1.301919071E9,776110,776759
776662,51.664772,5.758572,1.301919071E9,776110,776759
776662,51.66491,5.7585425,1.301919071E9,776110,776759
776662,51.665054,5.7585196,1.301919071E9,776110,776759
776662,51.6652,5.7584715,1.301919071E9,776110,776759
776662,51.665344,5.7584352,1.301919071E9,776110,776759
776662,51.66543,5.758411,1.301919071E9,776110,776759
776662,51.665573,5.758361,1.301919071E9,776110,776759
776662,51.665707,5.758305,1.301919071E9,776110,776759
776662,51.665844,5.7582216,1.301919071E9,776110,776759
776662,51.665974,5.758157,1.301919071E9,776110,776759
776662,51.666115,5.7580748,1.301919071E9,776110,776759
776662,51.6662,5.758039,1.301919071E9,776110,776759
776662,51.66628,5.758004,1.301919071E9,776110,776759
776662,51.666428,5.7579455,1.301919071E9,776110,776759
776662,51.666546,5.7578883,1.301919071E9,776110,776759
776662,51.666683,5.757811,1.301919071E9,776110,776759
776662,51.66682,5.7577605,1.301919071E9,776110,776759
776662,51.666977,5.757698,1.301919071E9,776110,776759
776662,51.667118,5.757621,1.301919071E9,776110,776759
776662,51.667244,5.757547,1.301919071E9,776110,776759
776662,51.667324,5.757516,1.301919071E9,776110,776759
776662,51.667465,5.757458,1.301919071E9,776110,776759
776662,51.66755,5.7574267,1.301919071E9,776110,776759
776662,51.66766,5.757342,1.301919071E9,776110,776759
776662,51.667793,5.757281,1.301919071E9,776110,776759
776662,51.667923,5.7572284,1.301919071E9,776110,776759
776662,51.66805,5.757151,1.301919071E9,776110,776759
776662,51.66819,5.757096,1.301919071E9,776110,776759
776662,51.668324,5.757055,1.301919071E9,776110,776759
776662,51.668472,5.756997,1.301919071E9,776110,776759
776662,51.66862,5.7569604,1.301919071E9,776110,776759
776662,51.6687,5.7569237,1.301919071E9,776110,776759
776662,51.66884,5.75686,1.301919071E9,776110,776759
776662,51.668983,5.756783,1.301919071E9,776110,776759
776662,51.66913,5.75672,1.301919071E9,776110,776759
776662,51.669212,5.756683,1.301919071E9,776110,776759
776662,51.669292,5.7566566,1.301919071E9,776110,776759
776662,51.669445,5.7565975,1.301919071E9,776110,776759
776662,51.669586,5.75653,1.301919071E9,776110,776759
776662,51.669662,5.756477,1.301919071E9,776110,776759
776662,51.669823,5.756428,1.301919071E9,776110,776759
776662,51.669994,5.756358,1.301919071E9,776110,776759
776662,51.670086,5.756318,1.301919071E9,776110,776759
776662,51.670227,5.756258,1.301919071E9,776110,776759
776662,51.670307,5.75623,1.301919071E9,776110,776759
776662,51.670433,5.7561855,1.301919071E9,776110,776759
776662,51.67058,5.7561655,1.301919071E9,776110,776759
776662,51.670788,5.7560506,1.301919071E9,776110,776759
776662,51.670937,5.7559857,1.301919071E9,776110,776759
776662,51.671047,5.7559514,1.301919071E9,776110,776759
776662,51.671215,5.755849,1.301919071E9,776110,776759
776662,51.671364,5.755797,1.301919071E9,776110,776759
776662,51.671444,5.755749,1.301919071E9,776110,776759
776662,51.671524,5.755723,1.301919071E9,776110,776759
776662,51.671684,5.7556615,1.301919071E9,776110,776759
776662,51.67182,5.755679,1.301919071E9,776110,776759
776662,51.671967,5.755635,1.301919071E9,776110,776759
776662,51.672115,5.755592,1.301919071E9,776110,776759
776662,51.672276,5.7555857,1.301919071E9,776110,776759
776662,51.67236,5.7555614,1.301919071E9,776110,776759
776662,51.672512,5.7555594,1.301919071E9,776110,776759
776662,51.672596,5.755558,1.301919071E9,776110,776759
776662,51.672684,5.75554,1.301919071E9,776110,776759
776662,51.672825,5.755561,1.301919071E9,776110,776759
776662,51.672974,5.755571,1.301919071E9,776110,776759
776662,51.673058,5.7555814,1.301919071E9,776110,776759
776662,51.673214,5.7556086,1.301919071E9,776110,776759
776662,51.673298,5.755586,1.301919071E9,776110,776759
776662,51.67346,5.7556033,1.301919071E9,776110,776759
776662,51.67362,5.755629,1.301919071E9,776110,776759
776662,51.673706,5.7556405,1.301919071E9,776110,776759
776662,51.67379,5.7556767,1.301919071E9,776110,776759
776662,51.673946,5.755694,1.301919071E9,776110,776759
776662,51.674026,5.755717,1.301919071E9,776110,776759
