8.856842,2.228413,1.301919071E9,776110,776759
776662,48.856945,2.228451,1.301919071E9,776110,776759
776662,48.857056,2.228467,1.301919071E9,776110,776759
776662,48.857162,2.228488,1.301919071E9,776110,776759
776662,48.85726,2.228521,1.301919071E9,776110,776759
776662,48.85735,2.228537,1.301919071E9,776110,776759
776662,48.857468,2.228561,1.301919071E9,776110,776759
776662,48.857555,2.228589,1.301919071E9,776110,776759
776662,48.857666,2.228607,1.301919071E9,776110,776759
776662,48.85778,2.228667,1.301919071E9,776110,776759
776662,48.857876,2.228708,1.301919071E9,776110,776759
776662,48.85798,2.228781,1.301919071E9,776110,776759
776662,48.85808,2.228842,1.301919071E9,776110,776759
776662,48.858177,2.228858,1.301919071E9,776110,776759
776662,48.85827,2.228873,1.301919071E9,776110,776759
776662,48.85838,2.228882,1.301919071E9,776110,776759
776662,48.858475,2.228897,1.301919071E9,776110,776759
776662,48.858566,2.228925,1.301919071E9,776110,776759
776662,48.858665,2.22898,1.301919071E9,776110,776759
776662,48.858757,2.229033,1.301919071E9,776110,776759
776662,48.858845,2.229077,1.301919071E9,776110,776759
776662,48.858944,2.229145,1.301919071E9,776110,776759
776662,48.85904,2.229215,1.301919071E9,776110,776759
776662,48.85913,2.22925,1.301919071E9,776110,776759
776662,48.859226,2.229285,1.301919071E9,776110,776759
776662,48.859314,2.229323,1.301919071E9,776110,776759
776662,48.85941,2.229362,1.301919071E9,776110,776759
776662,48.859493,2.229413,1.301919071E9,776110,776759
776662,48.85959,2.229457,1.301919071E9,776110,776759
776662,48.859688,2.229494,1.301919071E9,776110,776759
776662,48.8598,2.229541,1.301919071E9,776110,776759
776662,48.859894,2.229567,1.301919071E9,776110,776759
776662,48.859985,2.229596,1.301919071E9,776110,776759
776662,48.860092,2.229632,1.301919071E9,776110,776759
776662,48.860195,2.229673,1.301919071E9,776110,776759
776662,48.860302,2.229704,1.301919071E9,776110,776759
776662,48.86041,2.229729,1.301919071E9,776110,776759
776662,48.860504,2.229754,1.301919071E9,776110,776759
776662,48.8606,2.229784,1.301919071E9,776110,776759
776662,48.860703,2.2298,1.301919071E9,776110,776759
776662,48.860813,2.229818,1.301919071E9,776110,776759
776662,48.860924,2.229858,1.301919071E9,776110,776759
776662,48.86101,2.229903,1.301919071E9,776110,776759
776662,48.861115,2.229969,1.301919071E9,776110,776759
776662,48.861214,2.230013,1.301919071E9,776110,776759
776662,48.861305,2.230062,1.301919071E9,776110,776759
776662,48.861397,2.230152,1.301919071E9,776110,776759
776662,48.861492,2.230239,1.301919071E9,776110,776759
776662,48.861595,2.230299,1.301919071E9,776110,776759
776662,48.861694,2.230364,1.301919071E9,776110,776759
776662,48.86179,2.230433,1.301919071E9,776110,776759
776662,48.86189,2.2305,1.301919071E9,776110,776759
776662,48.86199,2.230559,1.301919071E9,776110,776759
776662,48.862103,2.230601,1.301919071E9,776110,776759
776662,48.8622,2.230618,1.301919071E9,776110,776759
776662,48.862293,2.230631,1.301919071E9,776110,776759
776662,48.862408,2.230677,1.301919071E9,776110,776759
776662,48.86251,2.230762,1.301919071E9,776110,776759
776662,48.862614,2.23084,1.301919071E9,776110,776759
776662,48.862694,2.230918,1.301919071E9,776110,776759
776662,48.862778,2.231011,1.301919071E9,776110,776759
776662,48.862865,2.231106,1.301919071E9,776110,776759
776662,48.86295,2.23121,1.301919071E9,776110,776759
776662,48.863014,2.231312,1.301919071E9,776110,776759
776662,48.863083,2.231417,1.301919071E9,776110,776759
776662,48.863163,2.231544,1.301919071E9,776110,776759
776662,48.86323,2.231655,1.301919071E9,776110,776759
776662,48.863308,2.231777,1.301919071E9,776110,776759
776662,48.863377,2.231928,1.301919071E9,776110,776759
776662,48.863426,2.232047,1.301919071E9,776110,776759
776662,48.863487,2.232189,1.301919071E9,776110,776759
776662,48.863537,2.232312,1.301919071E9,776110,776759
776662,48.863586,2.232442,1.301919071E9,776110,776759
776662,48.86364,2.232603,1.301919071E9,776110,776759
776662,48.863693,2.232736,1.301919071E9,776110,776759
776662,48.86375,2.232874,1.301919071E9,776110,776759
776662,48.863796,2.23301,1.301919071E9,776110,776759
776662,48.86383,2.233146,1.301919071E9,776110,776759
776662,48.863865,2.233297,1.301919071E9,776110,776759
776662,48.8639,2.233429,1.301919071E9,776110,776759
776662,48.863937,2.233553,1.301919071E9,776110,776759
776662,48.863987,2.233673,1.301919071E9,776110,776759
776662,48.864025,2.233835,1.301919071E9,776110,776759
776662,48.86406,2.233998,1.301919071E9,776110,776759
776662,48.864086,2.234165,1.301919071E9,776110,776759
776662,48.864098,2.234316,1.301919071E9,776110,776759
776662,48.86412,2.234479,1.301919071E9,776110,776759
776662,48.86411,2.234634,1.301919071E9,776110,776759
776662,48.86411,2.234804,1.301919071E9,776110,776759
776662,48.864094,2.234988,1.301919071E9,776110,776759
776662,48.864082,2.235129,1.301919071E9,776110,776759
776662,48.864082,2.235268,1.301919071E9,776110,776759
776662,48.86408,2.235405,1.301919071E9,776110,776759
776662,48.864056,2.235538,1.301919071E9,776110,776759
776662,48.86404,2.235697,1.301919071E9,776110,776759
776662,48.864006,2.235853,1.301919071E9,776110,776759
776662,48.86396,2.235981,1.301919071E9,776110,776759
776662,48.86391,2.236097,1.301919071E9,776110,776759
776662,48.863853,2.236222,1.301919071E9,776110,776759
776662,48.863796,2.236339,1.301919071E9,776110,776759
776662,48.86374,2.236445,1.301919071E9,776110,776759
776662,48.863667,2.236568,1.301919071E9,776110,776759
776662,48.86359,2.236687,1.301919071E9,776110,776759
776662,48.86352,2.236785,1.301919071E9,776110,776759
776662,48.86345,2.236882,1.301919071E9,776110,776759
776662,48.86335,2.236968,1.301919071E9,776110,776759
776662,48.863277,2.237062,1.301919071E9,776110,776759
776662,48.863194,2.237163,1.301919071E9,776110,776759
776662,48.863113,2.237263,1.301919071E9,776110,776759
776662,48.863033,2.237367,1.301919071E9,776110,776759
776662,48.86295,2.237465,1.301919071E9,776110,776759
776662,48.862865,2.237558,1.301919071E9,776110,776759
776662,48.86278,2.237653,1.301919071E9,776110,776759
776662,48.862713,2.237745,1.301919071E9,776110,776759
776662,48.862644,2.237834,1.301919071E9,776110,776759
776662,48.86257,2.237921,1.301919071E9,776110,776759
776662,48.862473,2.237942,1.301919071E9,776110,776759
776662,48.86236,2.23795,1.301919071E9,776110,776759
776662,48.862247,2.237946,1.301919071E9,776110,776759
