.35851,-71.08779,1.301919071E9,776110,776759
776662,42.35854,-71.08766,1.301919071E9,776110,776759
776662,42.35859,-71.08755,1.301919071E9,776110,776759
776662,42.358627,-71.08741,1.301919071E9,776110,776759
776662,42.35867,-71.08727,1.301919071E9,776110,776759
776662,42.35871,-71.08715,1.301919071E9,776110,776759
776662,42.358757,-71.08703,1.301919071E9,776110,776759
776662,42.358818,-71.08692,1.301919071E9,776110,776759
776662,42.35887,-71.0868,1.301919071E9,776110,776759
776662,42.35892,-71.08669,1.301919071E9,776110,776759
776662,42.35897,-71.08659,1.301919071E9,776110,776759
776662,42.359016,-71.08647,1.301919071E9,776110,776759
776662,42.35906,-71.08636,1.301919071E9,776110,776759
776662,42.359097,-71.08624,1.301919071E9,776110,776759
776662,42.35914,-71.086105,1.301919071E9,776110,776759
776662,42.359173,-71.08597,1.301919071E9,776110,776759
776662,42.359203,-71.08584,1.301919071E9,776110,776759
776662,42.35924,-71.0857,1.301919071E9,776110,776759
776662,42.359287,-71.08556,1.301919071E9,776110,776759
776662,42.35933,-71.085434,1.301919071E9,776110,776759
776662,42.359364,-71.08531,1.301919071E9,776110,776759
776662,42.359413,-71.08518,1.301919071E9,776110,776759
776662,42.359455,-71.085045,1.301919071E9,776110,776759
776662,42.35949,-71.0849,1.301919071E9,776110,776759
776662,42.359516,-71.08476,1.301919071E9,776110,776759
776662,42.359562,-71.08462,1.301919071E9,776110,776759
776662,42.359615,-71.08449,1.301919071E9,776110,776759
776662,42.35967,-71.084366,1.301919071E9,776110,776759
776662,42.35972,-71.08426,1.301919071E9,776110,776759
776662,42.359768,-71.08413,1.301919071E9,776110,776759
776662,42.35981,-71.08399,1.301919071E9,776110,776759
776662,42.35985,-71.08386,1.301919071E9,776110,776759
776662,42.3599,-71.08373,1.301919071E9,776110,776759
776662,42.359947,-71.08361,1.301919071E9,776110,776759
776662,42.35999,-71.0835,1.301919071E9,776110,776759
776662,42.36003,-71.08337,1.301919071E9,776110,776759
776662,42.360065,-71.083244,1.301919071E9,776110,776759
776662,42.360104,-71.08312,1.301919071E9,776110,776759
776662,42.360146,-71.08299,1.301919071E9,776110,776759
776662,42.36019,-71.08287,1.301919071E9,776110,776759
776662,42.360233,-71.08274,1.301919071E9,776110,776759
776662,42.360275,-71.0826,1.301919071E9,776110,776759
776662,42.36032,-71.0825,1.301919071E9,776110,776759
776662,42.360363,-71.08237,1.301919071E9,776110,776759
776662,42.36041,-71.08223,1.301919071E9,776110,776759
776662,42.360447,-71.08211,1.301919071E9,776110,776759
776662,42.360493,-71.08199,1.301919071E9,776110,776759
776662,42.360554,-71.08187,1.301919071E9,776110,776759
776662,42.360626,-71.0818,1.301919071E9,776110,776759
776662,42.360687,-71.08167,1.301919071E9,776110,776759
776662,42.360703,-71.08153,1.301919071E9,776110,776759
776662,42.360703,-71.08139,1.301919071E9,776110,776759
776662,42.360695,-71.081245,1.301919071E9,776110,776759
776662,42.360687,-71.08109,1.301919071E9,776110,776759
776662,42.360676,-71.08096,1.301919071E9,776110,776759
776662,42.360672,-71.08082,1.301919071E9,776110,776759
776662,42.36067,-71.08069,1.301919071E9,776110,776759
776662,42.36067,-71.08056,1.301919071E9,776110,776759
776662,42.36066,-71.080414,1.301919071E9,776110,776759
776662,42.360653,-71.08028,1.301919071E9,776110,776759
776662,42.36066,-71.08013,1.301919071E9,776110,776759
776662,42.36066,-71.08,1.301919071E9,776110,776759
776662,42.360657,-71.079865,1.301919071E9,776110,776759
776662,42.36066,-71.07973,1.301919071E9,776110,776759
776662,42.36067,-71.07959,1.301919071E9,776110,776759
