.315613,5.457221,1.301919071E9,776110,776759
776662,51.315685,5.4572797,1.301919071E9,776110,776759
776662,51.315754,5.4573565,1.301919071E9,776110,776759
776662,51.31585,5.457414,1.301919071E9,776110,776759
776662,51.315895,5.457536,1.301919071E9,776110,776759
776662,51.31593,5.457678,1.301919071E9,776110,776759
776662,51.315998,5.4577537,1.301919071E9,776110,776759
776662,51.31607,5.457816,1.301919071E9,776110,776759
776662,51.31614,5.457712,1.301919071E9,776110,776759
776662,51.31622,5.457694,1.301919071E9,776110,776759
776662,51.316303,5.4576735,1.301919071E9,776110,776759
776662,51.316395,5.457667,1.301919071E9,776110,776759
776662,51.316483,5.4576483,1.301919071E9,776110,776759
776662,51.31657,5.4576893,1.301919071E9,776110,776759
776662,51.31666,5.457665,1.301919071E9,776110,776759
776662,51.316757,5.457655,1.301919071E9,776110,776759
776662,51.31685,5.4576907,1.301919071E9,776110,776759
776662,51.31693,5.457713,1.301919071E9,776110,776759
776662,51.316982,5.4578104,1.301919071E9,776110,776759
776662,51.317028,5.457936,1.301919071E9,776110,776759
776662,51.3171,5.458054,1.301919071E9,776110,776759
776662,51.317154,5.4581695,1.301919071E9,776110,776759
776662,51.31722,5.4582667,1.301919071E9,776110,776759
776662,51.317307,5.458334,1.301919071E9,776110,776759
776662,51.317398,5.458321,1.301919071E9,776110,776759
776662,51.31749,5.458305,1.301919071E9,776110,776759
776662,51.317577,5.4583297,1.301919071E9,776110,776759
776662,51.31766,5.458336,1.301919071E9,776110,776759
776662,51.317753,5.4583693,1.301919071E9,776110,776759
776662,51.317844,5.4584236,1.301919071E9,776110,776759
776662,51.317913,5.458492,1.301919071E9,776110,776759
776662,51.31799,5.4585686,1.301919071E9,776110,776759
776662,51.31806,5.458641,1.301919071E9,776110,776759
776662,51.31811,5.4587636,1.301919071E9,776110,776759
776662,51.318146,5.4588866,1.301919071E9,776110,776759
776662,51.31821,5.458987,1.301919071E9,776110,776759
776662,51.318295,5.4590783,1.301919071E9,776110,776759
776662,51.318382,5.459122,1.301919071E9,776110,776759
776662,51.318474,5.4590907,1.301919071E9,776110,776759
776662,51.318558,5.459035,1.301919071E9,776110,776759
776662,51.318638,5.45896,1.301919071E9,776110,776759
776662,51.31872,5.4589267,1.301919071E9,776110,776759
776662,51.31881,5.4589286,1.301919071E9,776110,776759
776662,51.318893,5.4588704,1.301919071E9,776110,776759
776662,51.318974,5.458869,1.301919071E9,776110,776759
776662,51.31907,5.4588704,1.301919071E9,776110,776759
776662,51.31916,5.4588537,1.301919071E9,776110,776759
776662,51.319244,5.4588227,1.301919071E9,776110,776759
776662,51.31932,5.4587693,1.301919071E9,776110,776759
776662,51.31938,5.458666,1.301919071E9,776110,776759
776662,51.31945,5.4585915,1.301919071E9,776110,776759
776662,51.31951,5.458485,1.301919071E9,776110,776759
776662,51.319588,5.4584303,1.301919071E9,776110,776759
776662,51.319656,5.458349,1.301919071E9,776110,776759
776662,51.319733,5.458243,1.301919071E9,776110,776759
776662,51.319798,5.4581666,1.301919071E9,776110,776759
776662,51.319866,5.458098,1.301919071E9,776110,776759
776662,51.3199,5.457968,1.301919071E9,776110,776759
776662,51.319942,5.4578257,1.301919071E9,776110,776759
776662,51.319904,5.4576836,1.301919071E9,776110,776759
776662,51.319965,5.4575887,1.301919071E9,776110,776759
776662,51.32007,5.457553,1.301919071E9,776110,776759
776662,51.32015,5.4575233,1.301919071E9,776110,776759
776662,51.320213,5.4574347,1.301919071E9,776110,776759
776662,51.320297,5.4573774,1.301919071E9,776110,776759
776662,51.320377,5.457348,1.301919071E9,776110,776759
776662,51.320473,5.45731,1.301919071E9,776110,776759
776662,51.32056,5.45729,1.301919071E9,776110,776759
776662,51.320637,5.457236,1.301919071E9,776110,776759
