9.15091,2.54077,1.301919071E9,776110,776759
776662,49.15087,2.54069,1.301919071E9,776110,776759
776662,49.15076,2.5404,1.301919071E9,776110,776759
776662,49.15072,2.54031,1.301919071E9,776110,776759
776662,49.15069,2.54019,1.301919071E9,776110,776759
776662,49.15066,2.53995,1.301919071E9,776110,776759
776662,49.15061,2.53937,1.301919071E9,776110,776759
776662,49.15058,2.53914,1.301919071E9,776110,776759
776662,49.15057,2.53901,1.301919071E9,776110,776759
776662,49.15056,2.53887,1.301919071E9,776110,776759
776662,49.15056,2.53881,1.301919071E9,776110,776759
776662,49.15056,2.53869,1.301919071E9,776110,776759
776662,49.15057,2.53849,1.301919071E9,776110,776759
776662,49.15064,2.53788,1.301919071E9,776110,776759
776662,49.15082,2.53622,1.301919071E9,776110,776759
776662,49.15098,2.53483,1.301919071E9,776110,776759
776662,49.15111,2.5335,1.301919071E9,776110,776759
776662,49.15117,2.53292,1.301919071E9,776110,776759
776662,49.1512,2.5327,1.301919071E9,776110,776759
776662,49.1513,2.53169,1.301919071E9,776110,776759
776662,49.15142,2.53052,1.301919071E9,776110,776759
776662,49.15161,2.52864,1.301919071E9,776110,776759
776662,49.15172,2.52734,1.301919071E9,776110,776759
776662,49.1518,2.5265,1.301919071E9,776110,776759
776662,49.15181,2.52633,1.301919071E9,776110,776759
776662,49.15181,2.5262,1.301919071E9,776110,776759
776662,49.15181,2.52599,1.301919071E9,776110,776759
776662,49.1518,2.52556,1.301919071E9,776110,776759
776662,49.15179,2.52544,1.301919071E9,776110,776759
776662,49.15178,2.52541,1.301919071E9,776110,776759
776662,49.15176,2.5253,1.301919071E9,776110,776759
776662,49.15172,2.52513,1.301919071E9,776110,776759
776662,49.15163,2.52481,1.301919071E9,776110,776759
776662,49.15154,2.52453,1.301919071E9,776110,776759
776662,49.1515,2.52433,1.301919071E9,776110,776759
776662,49.15145,2.52412,1.301919071E9,776110,776759
776662,49.15172,2.52398,1.301919071E9,776110,776759
776662,49.15207,2.52381,1.301919071E9,776110,776759
776662,49.15244,2.52362,1.301919071E9,776110,776759
776662,49.15251,2.52358,1.301919071E9,776110,776759
776662,49.15258,2.52355,1.301919071E9,776110,776759
776662,49.15262,2.52354,1.301919071E9,776110,776759
776662,49.15267,2.52353,1.301919071E9,776110,776759
776662,49.1527,2.52353,1.301919071E9,776110,776759
776662,49.15276,2.52352,1.301919071E9,776110,776759
776662,49.15283,2.52352,1.301919071E9,776110,776759
776662,49.15293,2.52352,1.301919071E9,776110,776759
776662,49.15302,2.52354,1.301919071E9,776110,776759
776662,49.15307,2.52353,1.301919071E9,776110,776759
776662,49.15315,2.52353,1.301919071E9,776110,776759
776662,49.15326,2.52351,1.301919071E9,776110,776759
776662,49.15332,2.5235,1.301919071E9,776110,776759
776662,49.15337,2.52348,1.301919071E9,776110,776759
776662,49.15342,2.52347,1.301919071E9,776110,776759
776662,49.15345,2.52346,1.301919071E9,776110,776759
776662,49.15357,2.5234,1.301919071E9,776110,776759
776662,49.15371,2.52332,1.301919071E9,776110,776759
776662,49.15376,2.52329,1.301919071E9,776110,776759
776662,49.15378,2.52327,1.301919071E9,776110,776759
776662,49.15384,2.52319,1.301919071E9,776110,776759
776662,49.15387,2.52314,1.301919071E9,776110,776759
776662,49.15389,2.52307,1.301919071E9,776110,776759
776662,49.1539,2.52294,1.301919071E9,776110,776759
776662,49.1539,2.52274,1.301919071E9,776110,776759
776662,49.1539,2.5226,1.301919071E9,776110,776759
776662,49.15394,2.52219,1.301919071E9,776110,776759
776662,49.15396,2.52209,1.301919071E9,776110,776759
776662,49.15398,2.52201,1.301919071E9,776110,776759
776662,49.15403,2.52189,1.301919071E9,776110,776759
776662,49.15407,2.5218,1.301919071E9,776110,776759
776662,49.15412,2.52173,1.301919071E9,776110,776759
776662,49.15418,2.52166,1.301919071E9,776110,776759
776662,49.1542,2.52164,1.301919071E9,776110,776759
776662,49.15424,2.52159,1.301919071E9,776110,776759
776662,49.15429,2.52154,1.301919071E9,776110,776759
776662,49.15437,2.52147,1.301919071E9,776110,776759
776662,49.15453,2.52134,1.301919071E9,776110,776759
776662,49.15476,2.52116,1.301919071E9,776110,776759
776662,49.15494,2.521,1.301919071E9,776110,776759
776662,49.15509,2.52085,1.301919071E9,776110,776759
776662,49.15614,2.51975,1.301919071E9,776110,776759
776662,49.15678,2.51908,1.301919071E9,776110,776759
776662,49.15715,2.5187,1.301919071E9,776110,776759
776662,49.1592,2.51656,1.301919071E9,776110,776759
776662,49.15942,2.51635,1.301919071E9,776110,776759
776662,49.15956,2.51621,1.301919071E9,776110,776759
776662,49.15961,2.51614,1.301919071E9,776110,776759
776662,49.16068,2.51503,1.301919071E9,776110,776759
776662,49.16151,2.51416,1.301919071E9,776110,776759
776662,49.16151,2.51416,1.301919071E9,776110,776759
776662,49.16175,2.51391,1.301919071E9,776110,776759
776662,49.1624,2.51326,1.301919071E9,776110,776759
776662,49.16324,2.51239,1.301919071E9,776110,776759
776662,49.16485,2.51069,1.301919071E9,776110,776759
776662,49.16594,2.50953,1.301919071E9,776110,776759
776662,49.16599,2.50945,1.301919071E9,776110,776759
776662,49.16605,2.50937,1.301919071E9,776110,776759
776662,49.16638,2.50894,1.301919071E9,776110,776759
776662,49.16638,2.5089,1.301919071E9,776110,776759
776662,49.16638,2.50884,1.301919071E9,776110,776759
776662,49.16639,2.50876,1.301919071E9,776110,776759
776662,49.16641,2.50867,1.301919071E9,776110,776759
776662,49.16647,2.50859,1.301919071E9,776110,776759
