.656464,13.09206,1.301919071E9,776110,776759
776662,55.656452,13.092257,1.301919071E9,776110,776759
776662,55.656456,13.092432,1.301919071E9,776110,776759
776662,55.65643,13.092603,1.301919071E9,776110,776759
776662,55.656395,13.092774,1.301919071E9,776110,776759
776662,55.656387,13.092939,1.301919071E9,776110,776759
776662,55.656376,13.093119,1.301919071E9,776110,776759
776662,55.656353,13.093285,1.301919071E9,776110,776759
776662,55.65634,13.09348,1.301919071E9,776110,776759
776662,55.656322,13.093664,1.301919071E9,776110,776759
776662,55.6563,13.093835,1.301919071E9,776110,776759
776662,55.65628,13.094039,1.301919071E9,776110,776759
776662,55.656265,13.094216,1.301919071E9,776110,776759
776662,55.65625,13.09439,1.301919071E9,776110,776759
776662,55.656227,13.09455,1.301919071E9,776110,776759
776662,55.6562,13.094714,1.301919071E9,776110,776759
776662,55.656193,13.094905,1.301919071E9,776110,776759
776662,55.65619,13.095066,1.301919071E9,776110,776759
776662,55.656166,13.095225,1.301919071E9,776110,776759
776662,55.656162,13.095393,1.301919071E9,776110,776759
776662,55.65613,13.095563,1.301919071E9,776110,776759
776662,55.6561,13.095722,1.301919071E9,776110,776759
776662,55.656075,13.095888,1.301919071E9,776110,776759
776662,55.65605,13.096059,1.301919071E9,776110,776759
776662,55.65603,13.09624,1.301919071E9,776110,776759
776662,55.656013,13.096433,1.301919071E9,776110,776759
776662,55.655994,13.096614,1.301919071E9,776110,776759
776662,55.655964,13.096789,1.301919071E9,776110,776759
776662,55.655945,13.096957,1.301919071E9,776110,776759
776662,55.65593,13.097148,1.301919071E9,776110,776759
776662,55.655914,13.097338,1.301919071E9,776110,776759
776662,55.65589,13.097504,1.301919071E9,776110,776759
776662,55.65588,13.097695,1.301919071E9,776110,776759
776662,55.655857,13.097862,1.301919071E9,776110,776759
776662,55.65583,13.098029,1.301919071E9,776110,776759
776662,55.6558,13.098202,1.301919071E9,776110,776759
776662,55.65576,13.098355,1.301919071E9,776110,776759
776662,55.655727,13.098516,1.301919071E9,776110,776759
776662,55.655724,13.098688,1.301919071E9,776110,776759
