.17395,2.476184,1.301919071E9,776110,776759
776662,42.173943,2.476062,1.301919071E9,776110,776759
776662,42.173927,2.4759433,1.301919071E9,776110,776759
776662,42.173916,2.475835,1.301919071E9,776110,776759
776662,42.173897,2.4756818,1.301919071E9,776110,776759
776662,42.173878,2.4755335,1.301919071E9,776110,776759
776662,42.173878,2.4754083,1.301919071E9,776110,776759
776662,42.173885,2.475298,1.301919071E9,776110,776759
776662,42.17386,2.4751735,1.301919071E9,776110,776759
776662,42.17388,2.4750588,1.301919071E9,776110,776759
776662,42.17389,2.4749367,1.301919071E9,776110,776759
776662,42.1739,2.4748154,1.301919071E9,776110,776759
776662,42.173893,2.474657,1.301919071E9,776110,776759
776662,42.173866,2.4745154,1.301919071E9,776110,776759
776662,42.173813,2.474403,1.301919071E9,776110,776759
776662,42.173782,2.474297,1.301919071E9,776110,776759
776662,42.17372,2.4741993,1.301919071E9,776110,776759
776662,42.1738,2.4741225,1.301919071E9,776110,776759
776662,42.17373,2.4740639,1.301919071E9,776110,776759
776662,42.173737,2.4741876,1.301919071E9,776110,776759
776662,42.17375,2.4743326,1.301919071E9,776110,776759
776662,42.17378,2.4744515,1.301919071E9,776110,776759
776662,42.173782,2.4745696,1.301919071E9,776110,776759
776662,42.173798,2.474698,1.301919071E9,776110,776759
776662,42.173824,2.4748185,1.301919071E9,776110,776759
776662,42.17387,2.4749238,1.301919071E9,776110,776759
776662,42.173912,2.4750519,1.301919071E9,776110,776759
776662,42.173847,2.4751313,1.301919071E9,776110,776759
776662,42.173862,2.4752462,1.301919071E9,776110,776759
776662,42.1738,2.4751525,1.301919071E9,776110,776759
776662,42.173813,2.4750304,1.301919071E9,776110,776759
776662,42.173763,2.4749105,1.301919071E9,776110,776759
776662,42.17374,2.474788,1.301919071E9,776110,776759
776662,42.17369,2.4746876,1.301919071E9,776110,776759
776662,42.173668,2.4745567,1.301919071E9,776110,776759
776662,42.173607,2.4744415,1.301919071E9,776110,776759
776662,42.173573,2.4743402,1.301919071E9,776110,776759
776662,42.17358,2.474231,1.301919071E9,776110,776759
776662,42.173546,2.4741275,1.301919071E9,776110,776759
776662,42.173565,2.4740052,1.301919071E9,776110,776759
776662,42.173523,2.4739032,1.301919071E9,776110,776759
776662,42.17349,2.473801,1.301919071E9,776110,776759
776662,42.173473,2.473671,1.301919071E9,776110,776759
776662,42.173428,2.4735568,1.301919071E9,776110,776759
776662,42.173485,2.4734628,1.301919071E9,776110,776759
776662,42.1735,2.4733198,1.301919071E9,776110,776759
776662,42.173462,2.4732182,1.301919071E9,776110,776759
776662,42.173286,2.4726572,1.301919071E9,776110,776759
776662,42.173275,2.4724774,1.301919071E9,776110,776759
776662,42.173275,2.4723575,1.301919071E9,776110,776759
776662,42.17325,2.4722207,1.301919071E9,776110,776759
776662,42.17321,2.4721045,1.301919071E9,776110,776759
776662,42.173195,2.4719925,1.301919071E9,776110,776759
776662,42.173183,2.4718654,1.301919071E9,776110,776759
776662,42.173195,2.471748,1.301919071E9,776110,776759
776662,42.173157,2.4716167,1.301919071E9,776110,776759
776662,42.17313,2.471508,1.301919071E9,776110,776759
776662,42.17309,2.4714012,1.301919071E9,776110,776759
776662,42.17306,2.4712815,1.301919071E9,776110,776759
776662,42.173058,2.4711444,1.301919071E9,776110,776759
776662,42.17304,2.4710324,1.301919071E9,776110,776759
776662,42.173004,2.4709332,1.301919071E9,776110,776759
776662,42.17297,2.4708045,1.301919071E9,776110,776759
776662,42.172947,2.4706912,1.301919071E9,776110,776759
776662,42.17291,2.470552,1.301919071E9,776110,776759
776662,42.172886,2.4704304,1.301919071E9,776110,776759
776662,42.17286,2.4703205,1.301919071E9,776110,776759
776662,42.172817,2.4702272,1.301919071E9,776110,776759
776662,42.172733,2.4700906,1.301919071E9,776110,776759
776662,42.172684,2.4699728,1.301919071E9,776110,776759
776662,42.172638,2.4698777,1.301919071E9,776110,776759
776662,42.172592,2.4697852,1.301919071E9,776110,776759
776662,42.17253,2.46969,1.301919071E9,776110,776759
776662,42.17249,2.469591,1.301919071E9,776110,776759
776662,42.172432,2.469477,1.301919071E9,776110,776759
776662,42.17238,2.4693577,1.301919071E9,776110,776759
776662,42.172337,2.469256,1.301919071E9,776110,776759
776662,42.17229,2.4691517,1.301919071E9,776110,776759
776662,42.172245,2.4690316,1.301919071E9,776110,776759
776662,42.17218,2.4689047,1.301919071E9,776110,776759
776662,42.17212,2.468795,1.301919071E9,776110,776759
776662,42.172047,2.468679,1.301919071E9,776110,776759
776662,42.171986,2.4685767,1.301919071E9,776110,776759
776662,42.171925,2.4684663,1.301919071E9,776110,776759
776662,42.171875,2.4683518,1.301919071E9,776110,776759
776662,42.17182,2.4682355,1.301919071E9,776110,776759
776662,42.171757,2.4681184,1.301919071E9,776110,776759
776662,42.17169,2.467999,1.301919071E9,776110,776759
776662,42.17163,2.467885,1.301919071E9,776110,776759
776662,42.17158,2.4677792,1.301919071E9,776110,776759
776662,42.171516,2.4676654,1.301919071E9,776110,776759
776662,42.171467,2.467559,1.301919071E9,776110,776759
776662,42.171402,2.4674459,1.301919071E9,776110,776759
776662,42.171337,2.4673164,1.301919071E9,776110,776759
776662,42.17128,2.4671824,1.301919071E9,776110,776759
776662,42.171223,2.4670668,1.301919071E9,776110,776759
776662,42.171177,2.4669302,1.301919071E9,776110,776759
776662,42.171116,2.4668503,1.301919071E9,776110,776759
776662,42.17106,2.4667158,1.301919071E9,776110,776759
776662,42.17098,2.4665987,1.301919071E9,776110,776759
776662,42.17093,2.4665124,1.301919071E9,776110,776759
776662,42.17086,2.4663858,1.301919071E9,776110,776759
776662,42.170795,2.4662542,1.301919071E9,776110,776759
776662,42.170734,2.4661222,1.301919071E9,776110,776759
776662,42.17067,2.4660103,1.301919071E9,776110,776759
776662,42.170616,2.4658759,1.301919071E9,776110,776759
776662,42.17056,2.4657688,1.301919071E9,776110,776759
776662,42.170498,2.465665,1.301919071E9,776110,776759
776662,42.170433,2.465557,1.301919071E9,776110,776759
776662,42.170372,2.4654346,1.301919071E9,776110,776759
776662,42.17031,2.46531,1.301919071E9,776110,776759
776662,42.170258,2.465199,1.301919071E9,776110,776759
776662,42.170197,2.4650896,1.301919071E9,776110,776759
776662,42.170124,2.464985,1.301919071E9,776110,776759
776662,42.170048,2.4649043,1.301919071E9,776110,776759
776662,42.169964,2.4648228,1.301919071E9,776110,776759
776662,42.16986,2.4647367,1.301919071E9,776110,776759
776662,42.169792,2.4646773,1.301919071E9,776110,776759
776662,42.169724,2.4646173,1.301919071E9,776110,776759
776662,42.169655,2.4645512,1.301919071E9,776110,776759
776662,42.169582,2.4644763,1.301919071E9,776110,776759
776662,42.16951,2.4644167,1.301919071E9,776110,776759
776662,42.169426,2.4643412,1.301919071E9,776110,776759
776662,42.16935,2.4642792,1.301919071E9,776110,776759
776662,42.169273,2.4642186,1.301919071E9,776110,776759
776662,42.169193,2.464159,1.301919071E9,776110,776759
776662,42.16909,2.4640775,1.301919071E9,776110,776759
776662,42.16901,2.4640143,1.301919071E9,776110,776759
776662,42.168934,2.4639459,1.301919071E9,776110,776759
776662,42.16886,2.4638896,1.301919071E9,776110,776759
776662,42.168785,2.4638329,1.301919071E9,776110,776759
776662,42.16871,2.4637651,1.301919071E9,776110,776759
776662,42.168636,2.4637017,1.301919071E9,776110,776759
776662,42.168568,2.4636335,1.301919071E9,776110,776759
776662,42.168495,2.4635646,1.301919071E9,776110,776759
776662,42.1684,2.4634607,1.301919071E9,776110,776759
776662,42.168327,2.4633996,1.301919071E9,776110,776759
776662,42.16825,2.4633408,1.301919071E9,776110,776759
776662,42.16815,2.4632618,1.301919071E9,776110,776759
776662,42.16806,2.463186,1.301919071E9,776110,776759
776662,42.167988,2.4631321,1.301919071E9,776110,776759
776662,42.167877,2.4630413,1.301919071E9,776110,776759
776662,42.167805,2.462987,1.301919071E9,776110,776759
776662,42.167717,2.4629033,1.301919071E9,776110,776759
776662,42.167645,2.4628303,1.301919071E9,776110,776759
776662,42.167557,2.462748,1.301919071E9,776110,776759
776662,42.16746,2.4626517,1.301919071E9,776110,776759
776662,42.16737,2.46
