1.55283,0.46261,1.301919071E9,776110,776759
776662,51.552902,0.462513,1.301919071E9,776110,776759
776662,51.55298,0.462428,1.301919071E9,776110,776759
776662,51.553062,0.462322,1.301919071E9,776110,776759
776662,51.553146,0.462229,1.301919071E9,776110,776759
776662,51.553223,0.462144,1.301919071E9,776110,776759
776662,51.553314,0.46207,1.301919071E9,776110,776759
776662,51.553413,0.462014,1.301919071E9,776110,776759
776662,51.5535,0.461919,1.301919071E9,776110,776759
776662,51.55358,0.46184,1.301919071E9,776110,776759
776662,51.553684,0.461781,1.301919071E9,776110,776759
776662,51.55377,0.461729,1.301919071E9,776110,776759
776662,51.553844,0.46163,1.301919071E9,776110,776759
776662,51.553925,0.46156,1.301919071E9,776110,776759
776662,51.554016,0.461508,1.301919071E9,776110,776759
776662,51.55409,0.46142,1.301919071E9,776110,776759
776662,51.554184,0.461395,1.301919071E9,776110,776759
776662,51.554276,0.461372,1.301919071E9,776110,776759
776662,51.554367,0.461291,1.301919071E9,776110,776759
776662,51.554466,0.461244,1.301919071E9,776110,776759
776662,51.554565,0.461173,1.301919071E9,776110,776759
776662,51.55464,0.461072,1.301919071E9,776110,776759
776662,51.55471,0.460973,1.301919071E9,776110,776759
776662,51.554775,0.460856,1.301919071E9,776110,776759
776662,51.554844,0.460743,1.301919071E9,776110,776759
776662,51.554924,0.460651,1.301919071E9,776110,776759
776662,51.55504,0.460614,1.301919071E9,776110,776759
776662,51.5551,0.460496,1.301919071E9,776110,776759
776662,51.55514,0.460352,1.301919071E9,776110,776759
776662,51.555218,0.460233,1.301919071E9,776110,776759
776662,51.555313,0.460135,1.301919071E9,776110,776759
776662,51.555397,0.460054,1.301919071E9,776110,776759
776662,51.5555,0.459963,1.301919071E9,776110,776759
776662,51.5556,0.459849,1.301919071E9,776110,776759
776662,51.555683,0.459783,1.301919071E9,776110,776759
776662,51.55578,0.459725,1.301919071E9,776110,776759
776662,51.55588,0.459663,1.301919071E9,776110,776759
776662,51.555977,0.459596,1.301919071E9,776110,776759
776662,51.55606,0.459502,1.301919071E9,776110,776759
776662,51.556164,0.459509,1.301919071E9,776110,776759
776662,51.556263,0.459468,1.301919071E9,776110,776759
776662,51.556347,0.459419,1.301919071E9,776110,776759
776662,51.556435,0.459516,1.301919071E9,776110,776759
776662,51.556538,0.459567,1.301919071E9,776110,776759
776662,51.556587,0.459696,1.301919071E9,776110,776759
776662,51.556534,0.459828,1.301919071E9,776110,776759
776662,51.55647,0.459929,1.301919071E9,776110,776759
776662,51.55642,0.46005,1.301919071E9,776110,776759
776662,51.556366,0.460184,1.301919071E9,776110,776759
776662,51.556316,0.46034,1.301919071E9,776110,776759
776662,51.55626,0.460469,1.301919071E9,776110,776759
776662,51.556213,0.460606,1.301919071E9,776110,776759
776662,51.556168,0.460738,1.301919071E9,776110,776759
776662,51.55611,0.460872,1.301919071E9,776110,776759
776662,51.55605,0.461004,1.301919071E9,776110,776759
776662,51.555992,0.461149,1.301919071E9,776110,776759
776662,51.55594,0.461277,1.301919071E9,776110,776759
776662,51.555878,0.461429,1.301919071E9,776110,776759
776662,51.555832,0.461553,1.301919071E9,776110,776759
776662,51.55577,0.461681,1.301919071E9,776110,776759
776662,51.555702,0.461814,1.301919071E9,776110,776759
776662,51.555634,0.461958,1.301919071E9,776110,776759
776662,51.55556,0.46208,1.301919071E9,776110,776759
776662,51.55548,0.462194,1.301919071E9,776110,776759
776662,51.555412,0.462311,1.301919071E9,776110,776759
776662,51.555336,0.462412,1.301919071E9,776110,776759
776662,51.55524,0.462514,1.301919071E9,776110,776759
776662,51.555164,0.462598,1.301919071E9,776110,776759
776662,51.555084,0.462719,1.301919071E9,776110,776759
776662,51.555008,0.462807,1.301919071E9,776110,776759
776662,51.554928,0.462877,1.301919071E9,776110,776759
776662,51.554874,0.462997,1.301919071E9,776110,776759
776662,51.554848,0.463155,1.301919071E9,776110,776759
776662,51.55475,0.463233,1.301919071E9,776110,776759
776662,51.554665,0.463336,1.301919071E9,776110,776759
776662,51.5546,0.463465,1.301919071E9,776110,776759
776662,51.554523,0.463583,1.301919071E9,776110,776759
776662,51.554443,0.463689,1.301919071E9,776110,776759
