41.99362,2.6065576,1.301919071E9,776110,776759
776662,41.993717,2.6065521,1.301919071E9,776110,776759
776662,41.993813,2.6065269,1.301919071E9,776110,776759
776662,41.99391,2.6065297,1.301919071E9,776110,776759
776662,41.994003,2.606552,1.301919071E9,776110,776759
776662,41.99408,2.6066039,1.301919071E9,776110,776759
776662,41.994167,2.6066244,1.301919071E9,776110,776759
776662,41.99428,2.6066418,1.301919071E9,776110,776759
776662,41.994392,2.6066065,1.301919071E9,776110,776759
776662,41.99449,2.606583,1.301919071E9,776110,776759
776662,41.994595,2.6065562,1.301919071E9,776110,776759
776662,41.99471,2.606523,1.301919071E9,776110,776759
776662,41.994804,2.6064456,1.301919071E9,776110,776759
776662,41.99489,2.6063988,1.301919071E9,776110,776759
776662,41.994976,2.606328,1.301919071E9,776110,776759
776662,41.995068,2.6062477,1.301919071E9,776110,776759
776662,41.99513,2.606174,1.301919071E9,776110,776759
776662,41.99522,2.6060715,1.301919071E9,776110,776759
776662,41.995285,2.605956,1.301919071E9,776110,776759
776662,41.99533,2.6058412,1.301919071E9,776110,776759
776662,41.995377,2.605692,1.301919071E9,776110,776759
776662,41.995472,2.6056356,1.301919071E9,776110,776759
776662,41.995586,2.6056147,1.301919071E9,776110,776759
776662,41.995667,2.6055944,1.301919071E9,776110,776759
776662,41.99576,2.6056128,1.301919071E9,776110,776759
776662,41.995857,2.6056952,1.301919071E9,776110,776759
776662,41.995937,2.6057458,1.301919071E9,776110,776759
776662,41.99604,2.6057808,1.301919071E9,776110,776759
776662,41.996128,2.6057932,1.301919071E9,776110,776759
776662,41.996216,2.605839,1.301919071E9,776110,776759
776662,41.996128,2.6057844,1.301919071E9,776110,776759
776662,41.996048,2.6057477,1.301919071E9,776110,776759
776662,41.995968,2.6057,1.301919071E9,776110,776759
776662,41.995995,2.6058233,1.301919071E9,776110,776759
776662,41.996094,2.6058924,1.301919071E9,776110,776759
776662,41.996193,2.6059062,1.301919071E9,776110,776759
776662,41.996273,2.6059234,1.301919071E9,776110,776759
776662,41.99643,2.6059775,1.301919071E9,776110,776759
776662,41.996574,2.606023,1.301919071E9,776110,776759
776662,41.996708,2.6060402,1.301919071E9,776110,776759
776662,41.996826,2.606003,1.301919071E9,776110,776759
776662,41.996933,2.6059592,1.301919071E9,776110,776759
776662,41.99703,2.6059132,1.301919071E9,776110,776759
776662,41.99714,2.6058948,1.301919071E9,776110,776759
776662,41.99723,2.6058373,1.301919071E9,776110,776759
776662,41.99728,2.6057112,1.301919071E9,776110,776759
776662,41.997322,2.605588,1.301919071E9,776110,776759
776662,41.997402,2.605696,1.301919071E9,776110,776759
776662,41.99745,2.6057827,1.301919071E9,776110,776759
776662,41.997513,2.6058702,1.301919071E9,776110,776759
776662,41.99761,2.6059086,1.301919071E9,776110,776759
776662,41.9977,2.605887,1.301919071E9,776110,776759
776662,41.997772,2.605826,1.301919071E9,776110,776759
776662,41.99785,2.6057463,1.301919071E9,776110,776759
776662,41.99792,2.6056504,1.301919071E9,776110,776759
