,5.469608,1.301919071E9,776110,776759
776662,51.426907,5.4697695,1.301919071E9,776110,776759
776662,51.426838,5.46992,1.301919071E9,776110,776759
776662,51.426773,5.470063,1.301919071E9,776110,776759
776662,51.42674,5.470192,1.301919071E9,776110,776759
776662,51.426704,5.4703536,1.301919071E9,776110,776759
776662,51.426666,5.470557,1.301919071E9,776110,776759
776662,51.42661,5.4707,1.301919071E9,776110,776759
776662,51.426544,5.470859,1.301919071E9,776110,776759
776662,51.426495,5.4709697,1.301919071E9,776110,776759
776662,51.426445,5.471091,1.301919071E9,776110,776759
776662,51.426395,5.4712334,1.301919071E9,776110,776759
776662,51.42634,5.4713492,1.301919071E9,776110,776759
776662,51.426292,5.471479,1.301919071E9,776110,776759
776662,51.42626,5.471604,1.301919071E9,776110,776759
776662,51.426216,5.4717493,1.301919071E9,776110,776759
776662,51.42613,5.4717684,1.301919071E9,776110,776759
776662,51.426003,5.4717784,1.301919071E9,776110,776759
776662,51.425884,5.471741,1.301919071E9,776110,776759
776662,51.42573,5.4717803,1.301919071E9,776110,776759
776662,51.42565,5.4717107,1.301919071E9,776110,776759
776662,51.425533,5.471671,1.301919071E9,776110,776759
776662,51.42523,5.4713717,1.301919071E9,776110,776759
776662,51.42525,5.4712305,1.301919071E9,776110,776759
776662,51.42527,5.471046,1.301919071E9,776110,776759
776662,51.42529,5.4708652,1.301919071E9,776110,776759
776662,51.425285,5.470707,1.301919071E9,776110,776759
776662,51.42524,5.4705644,1.301919071E9,776110,776759
776662,51.425186,5.470459,1.301919071E9,776110,776759
776662,51.42511,5.4703484,1.301919071E9,776110,776759
776662,51.42503,5.470258,1.301919071E9,776110,776759
776662,51.42494,5.4701343,1.301919071E9,776110,776759
776662,51.424862,5.4700384,1.301919071E9,776110,776759
776662,51.424774,5.469928,1.301919071E9,776110,776759
776662,51.424686,5.4698396,1.301919071E9,776110,776759
776662,51.424595,5.4697447,1.301919071E9,776110,776759
776662,51.424503,5.4696355,1.301919071E9,776110,776759
776662,51.424427,5.4695835,1.301919071E9,776110,776759
776662,51.424324,5.4695053,1.301919071E9,776110,776759
776662,51.42425,5.4694176,1.301919071E9,776110,776759
776662,51.42413,5.4693713,1.301919071E9,776110,776759
776662,51.424026,5.469241,1.301919071E9,776110,776759
776662,51.423946,5.469145,1.301919071E9,776110,776759
776662,51.423885,5.469031,1.301919071E9,776110,776759
776662,51.42381,5.468933,1.301919071E9,776110,776759
776662,51.42368,5.4688106,1.301919071E9,776110,776759
776662,51.423595,5.468722,1.301919071E9,776110,776759
776662,51.42353,5.4686217,1.301919071E9,776110,776759
776662,51.42344,5.4685063,1.301919071E9,776110,776759
776662,51.423344,5.468409,1.301919071E9,776110,776759
776662,51.42322,5.4682574,1.301919071E9,776110,776759
776662,51.42315,5.4681697,1.301919071E9,776110,776759
776662,51.42307,5.4680486,1.301919071E9,776110,776759
776662,51.422966,5.4679775,1.301919071E9,776110,776759
776662,51.422855,5.467904,1.301919071E9,776110,776759
776662,51.422768,5.4678335,1.301919071E9,776110,776759
776662,51.422657,5.4677777,1.301919071E9,776110,776759
776662,51.42255,5.467712,1.301919071E9,776110,776759
776662,51.42247,5.4677076,1.301919071E9,776110,776759
776662,51.42237,5.4676714,1.301919071E9,776110,776759
776662,51.422264,5.467722,1.301919071E9,776110,776759
776662,51.42214,5.467708,1.301919071E9,776110,776759
776662,51.422043,5.4677043,1.301919071E9,776110,776759
776662,51.42192,5.467703,1.301919071E9,776110,776759
776662,51.42183,5.4676857,1.301919071E9,776110,776759
776662,51.421738,5.467701,1.301919071E9,776110,776759
776662,51.421658,5.467617,1.301919071E9,776110,776759
776662,51.421524,5.467647,1.301919071E9,776110,776759
776662,51.421387,5.467631,1.301919071E9,776110,776759
776662,51.421307,5.46757,1.301919071E9,776110,776759
776662,51.421196,5.467526,1.301919071E9,776110,776759
776662,51.42111,5.4674363,1.301919071E9,776110,776759
776662,51.421024,5.467372,1.301919071E9,776110,776759
776662,51.42093,5.467354,1.301919071E9,776110,776759
776662,51.42077,5.4672666,1.301919071E9,776110,776759
776662,51.420647,5.4672246,1.301919071E9,776110,776759
776662,51.420563,5.467214,1.301919071E9,776110,776759
776662,51.42046,5.467161,1.301919071E9,776110,776759
776662,51.42037,5.467108,1.301919071E9,776110,776759
776662,51.420258,5.467082,1.301919071E9,776110,776759
776662,51.420135,5.46701,1.301919071E9,776110,776759
776662,51.420025,5.4669857,1.301919071E9,776110,776759
776662,51.419907,5.4669337,1.301919071E9,776110,776759
776662,51.419807,5.4668713,1.301919071E9,776110,776759
776662,51.419697,5.466822,1.301919071E9,776110,776759
776662,51.419575,5.4667306,1.301919071E9,776110,776759
776662,51.41946,5.466647,1.301919071E9,776110,776759
776662,51.41938,5.4666142,1.301919071E9,776110,776759
776662,51.41927,5.466555,1.301919071E9,776110,776759
776662,51.419163,5.466482,1.301919071E9,776110,776759
776662,51.419064,5.466466,1.301919071E9,776110,776759
776662,51.418983,5.466416,1.301919071E9,776110,776759
776662,51.4189,5.466377,1.301919071E9,776110,776759
776662,51.418808,5.466345,1.301919071E9,776110,776759
776662,51.4187,5.466269,1.301919071E9,776110,776759
776662,51.418617,5.466235,1.301919071E9,776110,776759
776662,51.41854,5.466161,1.301919071E9,776110,776759
776662,51.41847,5.466081,1.301919071E9,776110,776759
776662,51.418377,5.466053,1.301919071E9,776110,776759
776662,51.418243,5.4660163,1.301919071E9,776110,776759
776662,51.41815,5.465986,1.301919071E9,776110,776759
776662,51.41804,5.465932,1.301919071E9,776110,776759
776662,51.41795,5.465876,1.301919071E9,776110,776759
776662,51.41786,5.46584,1.301919071E9,776110,776759
776662,51.4178,5.465716,1.301919071E9,776110,776759
776662,51.417675,5.4656525,1.301919071E9,776110,776759
776662,51.417534,5.465637,1.301919071E9,776110,776759
776662,51.41744,5.4656262,1.301919071E9,776110,776759
776662,51.417362,5.465714,1.301919071E9,776110,776759
776662,51.417244,5.4656367,1.301919071E9,776110,776759
776662,51.417133,5.4656086,1.301919071E9,776110,776759
776662,51.41702,5.465554,1.301919071E9,776110,776759
776662,51.416904,5.4654922,1.301919071E9,776110,776759
776662,51.416813,5.4654527,1.301919071E9,776110,776759
776662,51.416737,5.4653726,1.301919071E9,776110,776759
776662,51.41665,5.4652996,1.301919071E9,776110,776759
776662,51.41658,5.465221,1.301919071E9,776110,776759
776662,51.41649,5.465184,1.301919071E9,776110,776759
776662,51.416386,5.4651265,1.301919071E9,776110,776759
776662,51.41627,5.465027,1.301919071E9,776110,776759
776662,51.41615,5.4649367,1.301919071E9,776110,776759
776662,51.416042,5.4649553,1.301919071E9,776110,776759
776662,51.415905,5.464893,1.301919071E9,776110,776759
776662,51.41579,5.464879,1.301919071E9,776110,776759
776662,51.415703,5.464853,1.301919071E9,776110,776759
776662,51.41558,5.464798,1.301919071E9,776110,776759
776662,51.41545,5.46476,1.301919071E9,776110,776759
776662,51.41534,5.4646864,1.301919071E9,776110,776759
776662,51.415237,5.4646506,1.301919071E9,776110,776759
776662,51.41514,5.464617,1.301919071E9,776110,776759
776662,51.41501,5.464566,1.301919071E9,776110,776759
776662,51.41492,5.464554,1.301919071E9,776110,776759
776662,51.414818,5.4645367,1.301919071E9,776110,776759
776662,51.41472,5.4645133,1.301919071E9,776110,776759
776662,51.414597,5.464481,1.301919071E9,776110,776759
776662,51.414497,5.464446,1.301919071E9,776110,776759
776662,51.414387,5.4644012,1.301919071E9,776110,776759
776662,51.41428,5.4643784,1.301919071E9,776110,776759
776662,51.414165,5.4643645,1.301919071E9,776110,776759
776662,51.41405,5.4643216,1.301919071E9,776110,776759
776662,51.41394,5.464253,1.301919071E9,776110,776759
776662,51.41383,5.4642215,1.301919071E9,776110,776759
776662,51.41373,5.464201,1.301919071E9,776110,776759
776662,51.41363,5.4641685,1.301919071E9,776110,776759
