702595,-90.48547,1.301919071E9,776110,776759
776662,38.702488,-90.48552,1.301919071E9,776110,776759
776662,38.70241,-90.485596,1.301919071E9,776110,776759
776662,38.702324,-90.48568,1.301919071E9,776110,776759
776662,38.702248,-90.48575,1.301919071E9,776110,776759
776662,38.70218,-90.48583,1.301919071E9,776110,776759
776662,38.702106,-90.48592,1.301919071E9,776110,776759
776662,38.702023,-90.486015,1.301919071E9,776110,776759
776662,38.701916,-90.48609,1.301919071E9,776110,776759
776662,38.70182,-90.48616,1.301919071E9,776110,776759
776662,38.701717,-90.48623,1.301919071E9,776110,776759
776662,38.70164,-90.4863,1.301919071E9,776110,776759
776662,38.701553,-90.48638,1.301919071E9,776110,776759
776662,38.701466,-90.48641,1.301919071E9,776110,776759
776662,38.701378,-90.48646,1.301919071E9,776110,776759
776662,38.7013,-90.48655,1.301919071E9,776110,776759
776662,38.701218,-90.486664,1.301919071E9,776110,776759
776662,38.70114,-90.48675,1.301919071E9,776110,776759
776662,38.701065,-90.48685,1.301919071E9,776110,776759
776662,38.701004,-90.48693,1.301919071E9,776110,776759
776662,38.700928,-90.48703,1.301919071E9,776110,776759
776662,38.700863,-90.48712,1.301919071E9,776110,776759
776662,38.700783,-90.487206,1.301919071E9,776110,776759
776662,38.70069,-90.48726,1.301919071E9,776110,776759
776662,38.70061,-90.48732,1.301919071E9,776110,776759
776662,38.700535,-90.48738,1.301919071E9,776110,776759
776662,38.700462,-90.48746,1.301919071E9,776110,776759
776662,38.70038,-90.48755,1.301919071E9,776110,776759
776662,38.700287,-90.48765,1.301919071E9,776110,776759
776662,38.700207,-90.48774,1.301919071E9,776110,776759
776662,38.70015,-90.48784,1.301919071E9,776110,776759
776662,38.70009,-90.48794,1.301919071E9,776110,776759
776662,38.700024,-90.48803,1.301919071E9,776110,776759
776662,38.69995,-90.48811,1.301919071E9,776110,776759
776662,38.699867,-90.48818,1.301919071E9,776110,776759
776662,38.69977,-90.488205,1.301919071E9,776110,776759
776662,38.699673,-90.48825,1.301919071E9,776110,776759
776662,38.699608,-90.488335,1.301919071E9,776110,776759
776662,38.699547,-90.48842,1.301919071E9,776110,776759
776662,38.69946,-90.488464,1.301919071E9,776110,776759
776662,38.699352,-90.48849,1.301919071E9,776110,776759
776662,38.69926,-90.48852,1.301919071E9,776110,776759
776662,38.69916,-90.48857,1.301919071E9,776110,776759
776662,38.699085,-90.488655,1.301919071E9,776110,776759
776662,38.698994,-90.48872,1.301919071E9,776110,776759
776662,38.698914,-90.48878,1.301919071E9,776110,776759
776662,38.698795,-90.488846,1.301919071E9,776110,776759
776662,38.6987,-90.48894,1.301919071E9,776110,776759
776662,38.69861,-90.48901,1.301919071E9,776110,776759
776662,38.69854,-90.48911,1.301919071E9,776110,776759
776662,38.69844,-90.48922,1.301919071E9,776110,776759
776662,38.698368,-90.48929,1.301919071E9,776110,776759
776662,38.698284,-90.48938,1.301919071E9,776110,776759
776662,38.698208,-90.48946,1.301919071E9,776110,776759
776662,38.698154,-90.48956,1.301919071E9,776110,776759
776662,38.698048,-90.489655,1.301919071E9,776110,776759
776662,38.69797,-90.48973,1.301919071E9,776110,776759
776662,38.6979,-90.4898,1.301919071E9,776110,776759
776662,38.697823,-90.489876,1.301919071E9,776110,776759
776662,38.697746,-90.48995,1.301919071E9,776110,776759
776662,38.697643,-90.49001,1.301919071E9,776110,776759
776662,38.69756,-90.49008,1.301919071E9,776110,776759
776662,38.697456,-90.49014,1.301919071E9,776110,776759
776662,38.6974,-90.490234,1.301919071E9,776110,776759
776662,38.697292,-90.490326,1.301919071E9,776110,776759
776662,38.697216,-90.49041,1.301919071E9,776110,776759
776662,38.697094,-90.490524,1.301919071E9,776110,776759
776662,38.697033,-90.490616,1.301919071E9,776110,776759
776662,38.69696,-90.4907,1.301919071E9,776110,776759
776662,38.696877,-90.49077,1.301919071E9,776110,776759
776662,38.696777,-90.490845,1.301919071E9,776110,776759
776662,38.6967,-90.49092,1.301919071E9,776110,776759
776662,38.696598,-90.49099,1.301919071E9,776110,776759
776662,38.69651,-90.49106,1.301919071E9,776110,776759
776662,38.696407,-90.4911,1.301919071E9,776110,776759
776662,38.696312,-90.491135,1.301919071E9,776110,776759
776662,38.69624,-90.4912,1.301919071E9,776110,776759
776662,38.696125,-90.49126,1.301919071E9,776110,776759
776662,38.69601,-90.49135,1.301919071E9,776110,776759
776662,38.695934,-90.49141,1.301919071E9,776110,776759
776662,38.695847,-90.491455,1.301919071E9,776110,776759
776662,38.695744,-90.49151,1.301919071E9,776110,776759
776662,38.69562,-90.491554,1.301919071E9,776110,776759
776662,38.695526,-90.49159,1.301919071E9,776110,776759
776662,38.69542,-90.49167,1.301919071E9,776110,776759
776662,38.695316,-90.491714,1.301919071E9,776110,776759
776662,38.6952,-90.49174,1.301919071E9,776110,776759
776662,38.695107,-90.491776,1.301919071E9,776110,776759
776662,38.695,-90.49181,1.301919071E9,776110,776759
776662,38.694897,-90.49186,1.301919071E9,776110,776759
776662,38.694798,-90.4919,1.301919071E9,776110,776759
776662,38.694702,-90.49196,1.301919071E9,776110,776759
776662,38.694622,-90.49203,1.301919071E9,776110,776759
776662,38.69454,-90.49209,1.301919071E9,776110,776759
776662,38.694447,-90.49217,1.301919071E9,776110,776759
776662,38.694347,-90.49226,1.301919071E9,776110,776759
776662,38.69428,-90.49234,1.301919071E9,776110,776759
776662,38.69421,-90.49245,1.301919071E9,776110,776759
776662,38.69415,-90.492546,1.301919071E9,776110,776759
776662,38.6941,-90.49266,1.301919071E9,776110,776759
776662,38.69404,-90.49277,1.301919071E9,776110,776759
776662,38.693962,-90.49285,1.301919071E9,776110,776759
776662,38.693886,-90.492935,1.301919071E9,776110,776759
776662,38.693813,-90.49303,1.301919071E9,776110,776759
776662,38.69375,-90.493126,1.301919071E9,776110,776759
776662,38.6937,-90.49325,1.301919071E9,776110,776759
776662,38.693645,-90.49336,1.301919071E9,776110,776759
