,-97.95038,1.301919071E9,776110,776759
776662,38.078568,-97.950264,1.301919071E9,776110,776759
776662,38.078617,-97.95014,1.301919071E9,776110,776759
776662,38.078636,-97.950005,1.301919071E9,776110,776759
776662,38.07865,-97.94986,1.301919071E9,776110,776759
776662,38.07866,-97.94974,1.301919071E9,776110,776759
776662,38.078655,-97.9496,1.301919071E9,776110,776759
776662,38.078667,-97.94942,1.301919071E9,776110,776759
776662,38.078682,-97.94926,1.301919071E9,776110,776759
776662,38.078697,-97.94914,1.301919071E9,776110,776759
776662,38.078693,-97.94897,1.301919071E9,776110,776759
776662,38.0787,-97.948814,1.301919071E9,776110,776759
776662,38.078712,-97.9487,1.301919071E9,776110,776759
776662,38.07872,-97.94857,1.301919071E9,776110,776759
776662,38.078724,-97.948425,1.301919071E9,776110,776759
776662,38.07872,-97.94829,1.301919071E9,776110,776759
776662,38.078743,-97.94808,1.301919071E9,776110,776759
776662,38.078735,-97.94793,1.301919071E9,776110,776759
776662,38.07874,-97.947784,1.301919071E9,776110,776759
776662,38.07873,-97.94765,1.301919071E9,776110,776759
776662,38.07873,-97.9475,1.301919071E9,776110,776759
776662,38.078724,-97.94737,1.301919071E9,776110,776759
776662,38.078724,-97.94723,1.301919071E9,776110,776759
776662,38.07872,-97.94708,1.301919071E9,776110,776759
776662,38.078716,-97.946945,1.301919071E9,776110,776759
776662,38.078735,-97.9468,1.301919071E9,776110,776759
776662,38.07873,-97.94664,1.301919071E9,776110,776759
776662,38.07873,-97.94648,1.301919071E9,776110,776759
776662,38.07872,-97.946335,1.301919071E9,776110,776759
776662,38.07871,-97.946175,1.301919071E9,776110,776759
776662,38.078705,-97.94601,1.301919071E9,776110,776759
776662,38.0787,-97.94583,1.301919071E9,776110,776759
776662,38.078693,-97.94567,1.301919071E9,776110,776759
776662,38.078697,-97.94551,1.301919071E9,776110,776759
776662,38.0787,-97.94536,1.301919071E9,776110,776759
776662,38.078697,-97.945206,1.301919071E9,776110,776759
776662,38.078705,-97.94505,1.301919071E9,776110,776759
776662,38.078716,-97.94492,1.301919071E9,776110,776759
776662,38.078724,-97.94478,1.301919071E9,776110,776759
776662,38.078735,-97.94463,1.301919071E9,776110,776759
776662,38.07873,-97.94448,1.301919071E9,776110,776759
776662,38.07874,-97.944336,1.301919071E9,776110,776759
776662,38.078747,-97.94419,1.301919071E9,776110,776759
776662,38.07876,-97.94407,1.301919071E9,776110,776759
776662,38.07876,-97.94391,1.301919071E9,776110,776759
776662,38.07877,-97.94377,1.301919071E9,776110,776759
776662,38.07876,-97.943634,1.301919071E9,776110,776759
776662,38.07875,-97.94346,1.301919071E9,776110,776759
776662,38.078743,-97.943306,1.301919071E9,776110,776759
776662,38.07874,-97.94317,1.301919071E9,776110,776759
776662,38.078743,-97.94299,1.301919071E9,776110,776759
776662,38.078747,-97.94283,1.301919071E9,776110,776759
776662,38.078743,-97.94261,1.301919071E9,776110,776759
776662,38.07875,-97.94246,1.301919071E9,776110,776759
776662,38.078743,-97.942314,1.301919071E9,776110,776759
776662,38.07876,-97.94218,1.301919071E9,776110,776759
776662,38.078766,-97.94202,1.301919071E9,776110,776759
776662,38.078754,-97.94185,1.301919071E9,776110,776759
776662,38.078754,-97.94172,1.301919071E9,776110,776759
776662,38.078754,-97.94159,1.301919071E9,776110,776759
776662,38.078747,-97.94147,1.301919071E9,776110,776759
776662,38.078724,-97.94127,1.301919071E9,776110,776759
776662,38.07872,-97.94112,1.301919071E9,776110,776759
776662,38.078728,-97.94096,1.301919071E9,776110,776759
776662,38.078728,-97.94084,1.301919071E9,776110,776759
776662,38.078728,-97.94072,1.301919071E9,776110,776759
776662,38.07873,-97.940575,1.301919071E9,776110,776759
776662,38.078735,-97.940414,1.301919071E9,776110,776759
776662,38.07874,-97.94017,1.301919071E9,776110,776759
776662,38.07873,-97.940025,1.301919071E9,776110,776759
776662,38.078724,-97.939865,1.301919071E9,776110,776759
776662,38.07872,-97.93971,1.301919071E9,776110,776759
776662,38.078724,-97.93955,1.301919071E9,776110,776759
776662,38.078728,-97.93939,1.301919071E9,776110,776759
776662,38.07874,-97.939224,1.301919071E9,776110,776759
776662,38.07874,-97.93906,1.301919071E9,776110,776759
776662,38.078754,-97.93887,1.301919071E9,776110,776759
776662,38.07876,-97.938705,1.301919071E9,776110,776759
776662,38.078747,-97.93852,1.301919071E9,776110,776759
776662,38.078762,-97.938324,1.301919071E9,776110,776759
776662,38.078762,-97.93822,1.301919071E9,776110,776759
776662,38.078762,-97.9381,1.301919071E9,776110,776759
776662,38.078762,-97.937904,1.301919071E9,776110,776759
776662,38.07877,-97.937706,1.301919071E9,776110,776759
776662,38.078766,-97.93761,1.301919071E9,776110,776759
776662,38.078766,-97.937416,1.301919071E9,776110,776759
776662,38.078777,-97.93722,1.301919071E9,776110,776759
776662,38.07879,-97.93703,1.301919071E9,776110,776759
776662,38.078785,-97.93682,1.301919071E9,776110,776759
776662,38.078785,-97.93661,1.301919071E9,776110,776759
776662,38.078777,-97.93643,1.301919071E9,776110,776759
776662,38.078777,-97.93626,1.301919071E9,776110,776759
776662,38.07879,-97.93612,1.301919071E9,776110,776759
776662,38.07878,-97.936005,1.301919071E9,776110,776759
776662,38.078766,-97.93588,1.301919071E9,776110,776759
776662,38.078735,-97.93576,1.301919071E9,776110,776759
776662,38.078743,-97.93565,1.301919071E9,776110,776759
776662,38.07876,-97.93554,1.301919071E9,776110,776759
776662,38.078773,-97.93543,1.301919071E9,776110,776759
776662,38.078766,-97.935326,1.301919071E9,776110,776759
776662,38.078777,-97.93519,1.301919071E9,776110,776759
776662,38.07877,-97.93508,1.301919071E9,776110,776759
776662,38.07876,-97.93497,1.301919071E9,776110,776759
776662,38.07878,-97.93478,1.301919071E9,776110,776759
776662,38.078773,-97.93467,1.301919071E9,776110,776759
776662,38.078785,-97.93456,1.301919071E9,776110,776759
776662,38.078793,-97.93441,1.301919071E9,776110,776759
776662,38.07879,-97.93429,1.301919071E9,776110,776759
776662,38.078773,-97.93416,1.301919071E9,776110,776759
776662,38.078793,-97.93401,1.301919071E9,776110,776759
776662,38.078857,-97.9339,1.301919071E9,776110,776759
776662,38.078945,-97.93384,1.301919071E9,776110,776759
776662,38.079086,-97.9338,1.301919071E9,776110,776759
776662,38.07919,-97.933784,1.301919071E9,776110,776759
776662,38.079304,-97.93375,1.301919071E9,776110,776759
776662,38.079437,-97.93372,1.301919071E9,776110,776759
776662,38.079556,-97.933655,1.301919071E9,776110,776759
776662,38.079685,-97.93365,1.301919071E9,776110,776759
776662,38.079815,-97.93363,1.301919071E9,776110,776759
776662,38.07994,-97.93362,1.301919071E9,776110,776759
776662,38.08007,-97.93359,1.301919071E9,776110,776759
776662,38.08024,-97.93356,1.301919071E9,776110,776759
776662,38.080368,-97.93354,1.301919071E9,776110,776759
776662,38.08049,-97.93354,1.301919071E9,776110,776759
776662,38.080624,-97.93353,1.301919071E9,776110,776759
776662,38.08074,-97.93352,1.301919071E9,776110,776759
776662,38.080845,-97.93349,1.301919071E9,776110,776759
776662,38.080887,-97.93339,1.301919071E9,776110,776759
776662,38.08091,-97.933266,1.301919071E9,776110,776759
776662,38.080925,-97.933136,1.301919071E9,776110,776759
776662,38.080917,-97.93291,1.301919071E9,776110,776759
776662,38.080917,-97.93278,1.301919071E9,776110,776759
776662,38.08092,-97.93265,1.301919071E9,776110,776759
776662,38.080933,-97.93251,1.301919071E9,776110,776759
776662,38.08093,-97.93239,1.301919071E9,776110,776759
776662,38.080936,-97.932274,1.301919071E9,776110,776759
776662,38.080906,-97.93216,1.301919071E9,776110,776759
776662,38.080925,-97.93196,1.301919071E9,776110,776759
776662,38.08094,-97.93182,1.301919071E9,776110,776759
776662,38.080936,-97.93168,1.301919071E9,776110,776759
776662,38.08094,-97.931526,1.301919071E9,776110,776759
776662,38.080936,-97.93137,1.301919071E9,776110,776759
776662,38.080948,-97.93123,1.301919071E9,776110,776759
776662,38.080944,-97.931076,1.301919071E9,776110,776759
776662,38.080944,-97.93092,1.301919071E9,776110,776759
776662,38.080963,-97.93076,1.301919071E9,776110,776759
776662,38.08097,-
