.85402,2.229321,1.301919071E9,776110,776759
776662,48.854115,2.229246,1.301919071E9,776110,776759
776662,48.854206,2.229187,1.301919071E9,776110,776759
776662,48.854294,2.229138,1.301919071E9,776110,776759
776662,48.85439,2.229077,1.301919071E9,776110,776759
776662,48.854492,2.229019,1.301919071E9,776110,776759
776662,48.854576,2.228958,1.301919071E9,776110,776759
776662,48.854683,2.228904,1.301919071E9,776110,776759
776662,48.854794,2.228864,1.301919071E9,776110,776759
776662,48.8549,2.22882,1.301919071E9,776110,776759
776662,48.855003,2.228786,1.301919071E9,776110,776759
776662,48.855095,2.228759,1.301919071E9,776110,776759
776662,48.8552,2.228736,1.301919071E9,776110,776759
776662,48.8553,2.228735,1.301919071E9,776110,776759
776662,48.85541,2.228724,1.301919071E9,776110,776759
776662,48.855507,2.228678,1.301919071E9,776110,776759
776662,48.855606,2.228648,1.301919071E9,776110,776759
776662,48.8557,2.228638,1.301919071E9,776110,776759
776662,48.855797,2.228624,1.301919071E9,776110,776759
776662,48.855892,2.228617,1.301919071E9,776110,776759
776662,48.85599,2.2286,1.301919071E9,776110,776759
776662,48.85609,2.228606,1.301919071E9,776110,776759
776662,48.856247,2.228593,1.301919071E9,776110,776759
776662,48.856342,2.228553,1.301919071E9,776110,776759
776662,48.856445,2.22855,1.301919071E9,776110,776759
776662,48.85654,2.228539,1.301919071E9,776110,776759
776662,48.856644,2.22853,1.301919071E9,776110,776759
776662,48.85676,2.228521,1.301919071E9,776110,776759
776662,48.856857,2.228539,1.301919071E9,776110,776759
776662,48.856956,2.228603,1.301919071E9,776110,776759
776662,48.85724,2.228668,1.301919071E9,776110,776759
776662,48.857494,2.228665,1.301919071E9,776110,776759
776662,48.85759,2.228681,1.301919071E9,776110,776759
776662,48.85769,2.228699,1.301919071E9,776110,776759
776662,48.857777,2.228722,1.301919071E9,776110,776759
776662,48.857887,2.228748,1.301919071E9,776110,776759
776662,48.857986,2.228777,1.301919071E9,776110,776759
776662,48.858086,2.228812,1.301919071E9,776110,776759
776662,48.85819,2.228859,1.301919071E9,776110,776759
776662,48.858295,2.228872,1.301919071E9,776110,776759
776662,48.858387,2.228877,1.301919071E9,776110,776759
776662,48.858482,2.228876,1.301919071E9,776110,776759
776662,48.85858,2.228915,1.301919071E9,776110,776759
776662,48.85868,2.228985,1.301919071E9,776110,776759
776662,48.85879,2.229047,1.301919071E9,776110,776759
