,-156.60739,1.301919071E9,776110,776759
776662,20.809912,-156.60733,1.301919071E9,776110,776759
776662,20.809893,-156.60727,1.301919071E9,776110,776759
776662,20.809872,-156.60721,1.301919071E9,776110,776759
776662,20.80985,-156.60715,1.301919071E9,776110,776759
776662,20.80983,-156.60709,1.301919071E9,776110,776759
776662,20.809809,-156.60701,1.301919071E9,776110,776759
776662,20.809786,-156.60695,1.301919071E9,776110,776759
776662,20.809765,-156.60689,1.301919071E9,776110,776759
776662,20.809742,-156.60681,1.301919071E9,776110,776759
776662,20.80972,-156.60675,1.301919071E9,776110,776759
776662,20.809698,-156.60669,1.301919071E9,776110,776759
776662,20.809675,-156.60663,1.301919071E9,776110,776759
776662,20.809652,-156.60657,1.301919071E9,776110,776759
776662,20.80963,-156.6065,1.301919071E9,776110,776759
776662,20.809607,-156.60645,1.301919071E9,776110,776759
776662,20.809584,-156.60638,1.301919071E9,776110,776759
776662,20.80956,-156.60632,1.301919071E9,776110,776759
776662,20.809534,-156.60626,1.301919071E9,776110,776759
776662,20.80951,-156.6062,1.301919071E9,776110,776759
776662,20.809484,-156.60614,1.301919071E9,776110,776759
776662,20.809462,-156.60608,1.301919071E9,776110,776759
776662,20.80941,-156.60594,1.301919071E9,776110,776759
776662,20.809357,-156.60582,1.301919071E9,776110,776759
776662,20.809305,-156.60568,1.301919071E9,776110,776759
776662,20.809248,-156.60556,1.301919071E9,776110,776759
776662,20.809189,-156.60544,1.301919071E9,776110,776759
776662,20.809155,-156.60536,1.301919071E9,776110,776759
776662,20.809122,-156.6053,1.301919071E9,776110,776759
776662,20.80909,-156.60522,1.301919071E9,776110,776759
776662,20.809055,-156.60516,1.301919071E9,776110,776759
776662,20.809023,-156.6051,1.301919071E9,776110,776759
776662,20.808989,-156.60503,1.301919071E9,776110,776759
776662,20.808952,-156.60497,1.301919071E9,776110,776759
776662,20.808916,-156.6049,1.301919071E9,776110,776759
776662,20.808882,-156.60483,1.301919071E9,776110,776759
776662,20.808846,-156.60477,1.301919071E9,776110,776759
776662,20.808807,-156.60469,1.301919071E9,776110,776759
776662,20.808699,-156.60449,1.301919071E9,776110,776759
776662,20.808662,-156.60442,1.301919071E9,776110,776759
776662,20.808624,-156.60434,1.301919071E9,776110,776759
776662,20.808544,-156.6042,1.301919071E9,776110,776759
776662,20.808464,-156.60406,1.301919071E9,776110,776759
776662,20.808388,-156.60391,1.301919071E9,776110,776759
776662,20.808313,-156.60378,1.301919071E9,776110,776759
776662,20.80824,-156.60362,1.301919071E9,776110,776759
776662,20.808168,-156.60347,1.301919071E9,776110,776759
776662,20.808104,-156.60332,1.301919071E9,776110,776759
776662,20.808031,-156.60318,1.301919071E9,776110,776759
776662,20.80796,-156.60304,1.301919071E9,776110,776759
776662,20.807926,-156.60297,1.301919071E9,776110,776759
776662,20.807892,-156.6029,1.301919071E9,776110,776759
776662,20.807858,-156.60283,1.301919071E9,776110,776759
776662,20.807823,-156.60275,1.301919071E9,776110,776759
776662,20.80779,-156.60269,1.301919071E9,776110,776759
776662,20.807756,-156.60262,1.301919071E9,776110,776759
776662,20.807722,-156.60255,1.301919071E9,776110,776759
776662,20.807653,-156.6024,1.301919071E9,776110,776759
776662,20.80758,-156.60226,1.301919071E9,776110,776759
776662,20.807514,-156.60214,1.301919071E9,776110,776759
776662,20.807447,-156.602,1.301919071E9,776110,776759
776662,20.807384,-156.60187,1.301919071E9,776110,776759
776662,20.807354,-156.60179,1.301919071E9,776110,776759
776662,20.807283,-156.60167,1.301919071E9,776110,776759
776662,20.807217,-156.60153,1.301919071E9,776110,776759
776662,20.807154,-156.60141,1.301919071E9,776110,776759
776662,20.80712,-156.60135,1.301919071E9,776110,776759
776662,20.807089,-156.60129,1.301919071E9,776110,776759
776662,20.807058,-156.60123,1.301919071E9,776110,776759
776662,20.807032,-156.60117,1.301919071E9,776110,776759
776662,20.807003,-156.60109,1.301919071E9,776110,776759
776662,20.806974,-156.60103,1.301919071E9,776110,776759
776662,20.806948,-156.60097,1.301919071E9,776110,776759
776662,20.806915,-156.60089,1.301919071E9,776110,776759
776662,20.806856,-156.60077,1.301919071E9,776110,776759
776662,20.806795,-156.60063,1.301919071E9,776110,776759
776662,20.806738,-156.6005,1.301919071E9,776110,776759
776662,20.80667,-156.60036,1.301919071E9,776110,776759
776662,20.806602,-156.6002,1.301919071E9,776110,776759
776662,20.806568,-156.60014,1.301919071E9,776110,776759
776662,20.806496,-156.59999,1.301919071E9,776110,776759
776662,20.806423,-156.59985,1.301919071E9,776110,776759
