.775667,-156.53572,1.301919071E9,776110,776759
776662,20.77563,-156.53583,1.301919071E9,776110,776759
776662,20.7756,-156.53593,1.301919071E9,776110,776759
776662,20.775568,-156.53603,1.301919071E9,776110,776759
776662,20.775543,-156.53612,1.301919071E9,776110,776759
776662,20.775505,-156.53622,1.301919071E9,776110,776759
776662,20.775486,-156.53633,1.301919071E9,776110,776759
776662,20.77547,-156.53644,1.301919071E9,776110,776759
776662,20.775461,-156.53656,1.301919071E9,776110,776759
776662,20.77546,-156.53667,1.301919071E9,776110,776759
776662,20.775461,-156.53679,1.301919071E9,776110,776759
776662,20.775476,-156.5369,1.301919071E9,776110,776759
776662,20.775492,-156.537,1.301919071E9,776110,776759
776662,20.775515,-156.5371,1.301919071E9,776110,776759
776662,20.775537,-156.5372,1.301919071E9,776110,776759
776662,20.775574,-156.53731,1.301919071E9,776110,776759
776662,20.775616,-156.53741,1.301919071E9,776110,776759
776662,20.775667,-156.5375,1.301919071E9,776110,776759
776662,20.775724,-156.53761,1.301919071E9,776110,776759
776662,20.775793,-156.5377,1.301919071E9,776110,776759
776662,20.77585,-156.5378,1.301919071E9,776110,776759
776662,20.775917,-156.53789,1.301919071E9,776110,776759
776662,20.775984,-156.53798,1.301919071E9,776110,776759
776662,20.776045,-156.53807,1.301919071E9,776110,776759
776662,20.77611,-156.53816,1.301919071E9,776110,776759
776662,20.776184,-156.53824,1.301919071E9,776110,776759
776662,20.77625,-156.53833,1.301919071E9,776110,776759
776662,20.776321,-156.5384,1.301919071E9,776110,776759
776662,20.776384,-156.5385,1.301919071E9,776110,776759
776662,20.776445,-156.53859,1.301919071E9,776110,776759
776662,20.77651,-156.53868,1.301919071E9,776110,776759
776662,20.776579,-156.53874,1.301919071E9,776110,776759
776662,20.77665,-156.53882,1.301919071E9,776110,776759
776662,20.776714,-156.5389,1.301919071E9,776110,776759
776662,20.77678,-156.53899,1.301919071E9,776110,776759
776662,20.776846,-156.53906,1.301919071E9,776110,776759
776662,20.776907,-156.53914,1.301919071E9,776110,776759
776662,20.77697,-156.53923,1.301919071E9,776110,776759
776662,20.777018,-156.53932,1.301919071E9,776110,776759
776662,20.777082,-156.53941,1.301919071E9,776110,776759
776662,20.777136,-156.5395,1.301919071E9,776110,776759
776662,20.777203,-156.53958,1.301919071E9,776110,776759
776662,20.777287,-156.53966,1.301919071E9,776110,776759
776662,20.777367,-156.53972,1.301919071E9,776110,776759
776662,20.777435,-156.53978,1.301919071E9,776110,776759
776662,20.77751,-156.53984,1.301919071E9,776110,776759
776662,20.777592,-156.53992,1.301919071E9,776110,776759
776662,20.77766,-156.54,1.301919071E9,776110,776759
776662,20.777733,-156.54007,1.301919071E9,776110,776759
776662,20.77781,-156.54015,1.301919071E9,776110,776759
776662,20.77789,-156.5402,1.301919071E9,776110,776759
776662,20.77798,-156.54027,1.301919071E9,776110,776759
776662,20.778057,-156.54033,1.301919071E9,776110,776759
776662,20.778133,-156.54037,1.301919071E9,776110,776759
776662,20.778204,-156.54045,1.301919071E9,776110,776759
776662,20.778294,-156.54051,1.301919071E9,776110,776759
776662,20.778374,-156.54057,1.301919071E9,776110,776759
776662,20.778454,-156.54063,1.301919071E9,776110,776759
776662,20.778538,-156.5407,1.301919071E9,776110,776759
776662,20.778603,-156.54077,1.301919071E9,776110,776759
776662,20.778687,-156.54083,1.301919071E9,776110,776759
776662,20.778778,-156.54088,1.301919071E9,776110,776759
776662,20.778862,-156.54094,1.301919071E9,776110,776759
776662,20.778955,-156.541,1.301919071E9,776110,776759
776662,20.779049,-156.54106,1.301919071E9,776110,776759
776662,20.77913,-156.54112,1.301919071E9,776110,776759
776662,20.7792,-156.54121,1.301919071E9,776110,776759
776662,20.779272,-156.5413,1.301919071E9,776110,776759
776662,20.779335,-156.54138,1.301919071E9,776110,776759
776662,20.7794,-156.54144,1.301919071E9,776110,776759
776662,20.779465,-156.54153,1.301919071E9,776110,776759
776662,20.779509,-156.54164,1.301919071E9,776110,776759
776662,20.779552,-156.54173,1.301919071E9,776110,776759
776662,20.779596,-156.54182,1.301919071E9,776110,776759
776662,20.779633,-156.54192,1.301919071E9,776110,776759
776662,20.77966,-156.54204,1.301919071E9,776110,776759
776662,20.779703,-156.54213,1.301919071E9,776110,776759
776662,20.779755,-156.54224,1.301919071E9,776110,776759
776662,20.779806,-156.54233,1.301919071E9,776110,776759
776662,20.77986,-156.54242,1.301919071E9,776110,776759
