,40.462437,-106.82891,1.301919071E9,776110,776759
776662,40.462345,-106.82887,1.301919071E9,776110,776759
776662,40.462254,-106.82885,1.301919071E9,776110,776759
776662,40.462154,-106.828835,1.301919071E9,776110,776759
776662,40.462048,-106.82881,1.301919071E9,776110,776759
776662,40.46195,-106.828766,1.301919071E9,776110,776759
776662,40.461884,-106.82867,1.301919071E9,776110,776759
776662,40.461857,-106.82852,1.301919071E9,776110,776759
776662,40.461807,-106.828415,1.301919071E9,776110,776759
776662,40.461735,-106.82832,1.301919071E9,776110,776759
776662,40.46165,-106.828255,1.301919071E9,776110,776759
776662,40.461548,-106.82819,1.301919071E9,776110,776759
776662,40.461452,-106.828156,1.301919071E9,776110,776759
776662,40.46135,-106.828125,1.301919071E9,776110,776759
776662,40.46125,-106.828094,1.301919071E9,776110,776759
776662,40.46115,-106.82807,1.301919071E9,776110,776759
776662,40.46106,-106.82806,1.301919071E9,776110,776759
776662,40.460968,-106.82804,1.301919071E9,776110,776759
776662,40.460876,-106.82803,1.301919071E9,776110,776759
776662,40.46079,-106.82801,1.301919071E9,776110,776759
776662,40.4607,-106.82797,1.301919071E9,776110,776759
776662,40.46061,-106.82785,1.301919071E9,776110,776759
776662,40.46062,-106.8277,1.301919071E9,776110,776759
776662,40.46067,-106.82759,1.301919071E9,776110,776759
776662,40.46076,-106.82755,1.301919071E9,776110,776759
776662,40.46087,-106.82754,1.301919071E9,776110,776759
776662,40.46099,-106.82754,1.301919071E9,776110,776759
776662,40.46111,-106.82757,1.301919071E9,776110,776759
776662,40.461216,-106.82758,1.301919071E9,776110,776759
776662,40.46133,-106.8276,1.301919071E9,776110,776759
776662,40.461437,-106.82756,1.301919071E9,776110,776759
776662,40.461483,-106.827446,1.301919071E9,776110,776759
776662,40.461502,-106.82732,1.301919071E9,776110,776759
776662,40.461514,-106.82719,1.301919071E9,776110,776759
776662,40.46152,-106.82704,1.301919071E9,776110,776759
776662,40.461536,-106.826904,1.301919071E9,776110,776759
776662,40.461555,-106.82678,1.301919071E9,776110,776759
776662,40.461555,-106.82666,1.301919071E9,776110,776759
776662,40.46155,-106.82654,1.301919071E9,776110,776759
776662,40.461555,-106.8264,1.301919071E9,776110,776759
776662,40.461563,-106.82625,1.301919071E9,776110,776759
776662,40.46157,-106.8261,1.301919071E9,776110,776759
776662,40.461582,-106.82598,1.301919071E9,776110,776759
776662,40.461582,-106.82583,1.301919071E9,776110,776759
776662,40.461514,-106.82572,1.301919071E9,776110,776759
776662,40.461422,-106.82565,1.301919071E9,776110,776759
776662,40.461334,-106.82558,1.301919071E9,776110,776759
776662,40.461243,-106.82551,1.301919071E9,776110,776759
776662,40.461132,-106.82545,1.301919071E9,776110,776759
776662,40.461006,-106.8254,1.301919071E9,776110,776759
776662,40.460884,-106.82536,1.301919071E9,776110,776759
776662,40.460766,-106.82533,1.301919071E9,776110,776759
776662,40.46065,-106.82529,1.301919071E9,776110,776759
776662,40.46054,-106.825226,1.301919071E9,776110,776759
776662,40.46043,-106.82515,1.301919071E9,776110,776759
776662,40.460327,-106.82507,1.301919071E9,776110,776759
776662,40.46023,-106.82499,1.301919071E9,776110,776759
776662,40.460144,-106.8249,1.301919071E9,776110,776759
776662,40.460052,-106.82481,1.301919071E9,776110,776759
776662,40.45996,-106.82471,1.301919071E9,776110,776759
776662,40.459866,-106.82461,1.301919071E9,776110,776759
776662,40.459766,-106.82452,1.301919071E9,776110,776759
776662,40.459667,-106.824425,1.301919071E9,776110,776759
776662,40.45958,-106.824326,1.301919071E9,776110,776759
776662,40.45949,-106.82423,1.301919071E9,776110,776759
776662,40.459415,-106.82412,1.301919071E9,776110,776759
776662,40.45933,-106.82401,1.301919071E9,776110,776759
776662,40.45925,-106.82391,1.301919071E9,776110,776759
776662,40.459167,-106.82382,1.301919071E9,776110,776759
776662,40.459087,-106.82373,1.301919071E9,776110,776759
776662,40.459003,-106.82364,1.301919071E9,776110,776759
776662,40.45892,-106.82354,1.301919071E9,776110,776759
776662,40.45885,-106.82345,1.301919071E9,776110,776759
776662,40.458767,-106.82337,1.301919071E9,776110,776759
776662,40.458675,-106.82332,1.301919071E9,776110,776759
776662,40.45858,-106.82332,1.301919071E9,776110,776759
776662,40.458485,-106.82335,1.301919071E9,776110,776759
776662,40.458378,-106.82332,1.301919071E9,776110,776759
776662,40.45833,-106.82322,1.301919071E9,776110,776759
776662,40.458267,-106.82312,1.301919071E9,776110,776759
776662,40.458202,-106.823,1.301919071E9,776110,776759
776662,40.45815,-106.82288,1.301919071E9,776110,776759
776662,40.458088,-106.82278,1.301919071E9,776110,776759
776662,40.45803,-106.82266,1.301919071E9,776110,776759
776662,40.45797,-106.822556,1.301919071E9,776110,776759
776662,40.457905,-106.82245,1.301919071E9,776110,776759
776662,40.457836,-106.82234,1.301919071E9,776110,776759
776662,40.457775,-106.822235,1.301919071E9,776110,776759
776662,40.457714,-106.822105,1.301919071E9,776110,776759
776662,40.45763,-106.822,1.301919071E9,776110,776759
776662,40.457546,-106.82189,1.301919071E9,776110,776759
776662,40.457474,-106.82178,1.301919071E9,776110,776759
776662,40.457413,-106.82169,1.301919071E9,776110,776759
776662,40.45733,-106.82158,1.301919071E9,776110,776759
776662,40.45726,-106.82149,1.301919071E9,776110,776759
776662,40.457184,-106.821396,1.301919071E9,776110,776759
776662,40.457108,-106.821304,1.301919071E9,776110,776759
776662,40.45704,-106.8212,1.301919071E9,776110,776759
776662,40.456978,-106.82109,1.301919071E9,776110,776759
776662,40.456924,-106.82098,1.301919071E9,776110,776759
776662,40.456875,-106.82087,1.301919071E9,776110,776759
776662,40.45681,-106.82075,1.301919071E9,776110,776759
776662,40.456738,-106.820625,1.301919071E9,776110,776759
776662,40.456676,-106.82054,1.301919071E9,776110,776759
776662,40.456593,-106.82044,1.301919071E9,776110,776759
776662,40.456505,-106.82036,1.301919071E9,776110,776759
776662,40.456417,-106.82026,1.301919071E9,776110,776759
776662,40.45634,-106.82018,1.301919071E9,776110,776759
776662,40.456257,-106.82011,1.301919071E9,776110,776759
776662,40.45618,-106.820015,1.301919071E9,776110,776759
776662,40.45611,-106.81993,1.301919071E9,776110,776759
776662,40.456043,-106.81983,1.301919071E9,776110,776759
776662,40.455963,-106.81974,1.301919071E9,776110,776759
776662,40.455875,-106.81964,1.301919071E9,776110,776759
776662,40.455803,-106.819565,1.301919071E9,776110,776759
776662,40.455734,-106.81948,1.301919071E9,776110,776759
776662,40.45567,-106.8194,1.301919071E9,776110,776759
776662,40.4556,-106.81929,1.301919071E9,776110,776759
776662,40.455532,-106.81919,1.301919071E9,776110,776759
776662,40.455463,-106.819084,1.301919071E9,776110,776759
776662,40.45539,-106.818985,1.301919071E9,776110,776759
776662,40.455322,-106.818886,1.301919071E9,776110,776759
776662,40.455254,-106.81877,1.301919071E9,776110,776759
776662,40.455193,-106.818665,1.301919071E9,776110,776759
776662,40.455135,-106.81855,1.301919071E9,776110,776759
776662,40.45508,-106.81843,1.301919071E9,776110,776759
776662,40.454994,-106.81825,1.301919071E9,776110,776759
776662,40.454903,-106.818146,1.301919071E9,776110,776759
776662,40.454807,-106.81803,1.301919071E9,776110,776759
776662,40.45471,-106.817924,1.301919071E9,776110,776759
776662,40.454617,-106.817825,1.301919071E9,776110,776759
776662,40.45453,-106.81775,1.301919071E9,776110,776759
776662,40.454437,-106.81767,1.301919071E9,776110,776759
776662,40.454334,-106.817604,1.301919071E9,776110,776759
776662,40.454212,-106.81757,1.301919071E9,776110,776759
776662,40.454082,-106.81753,1.301919071E9,776110,776759
776662,40.453964,-106.81746,1.301919071E9,776110,776759
776662,40.453857,-106.81737,1.301919071E9,776110,776759
776662,40.45377,-106.81726,1.301919071E9,776110,776759
776662,40.45368,-106.817184,1.301919071E9,776110,776759
776662,40.453594,-106.81711,1.301919071E9,776110,776759
776662,40.45352,-106.817024,1.301919071E9,776110,776759
776662,40.453438,-106.81692,1.301919071E9,776110,776759
776662,40.453354,-106.8168,1.30191
