2,-80.36419,1.301919071E9,776110,776759
776662,25.8262,-80.36436,1.301919071E9,776110,776759
776662,25.8262,-80.36453,1.301919071E9,776110,776759
776662,25.826199,-80.36471,1.301919071E9,776110,776759
776662,25.826199,-80.36486,1.301919071E9,776110,776759
776662,25.826197,-80.365036,1.301919071E9,776110,776759
776662,25.826197,-80.36518,1.301919071E9,776110,776759
776662,25.826197,-80.36534,1.301919071E9,776110,776759
776662,25.826197,-80.36549,1.301919071E9,776110,776759
776662,25.826195,-80.36566,1.301919071E9,776110,776759
776662,25.826195,-80.365845,1.301919071E9,776110,776759
776662,25.826193,-80.36602,1.301919071E9,776110,776759
776662,25.826193,-80.36619,1.301919071E9,776110,776759
776662,25.82619,-80.36636,1.301919071E9,776110,776759
776662,25.82619,-80.36647,1.301919071E9,776110,776759
776662,25.82619,-80.366646,1.301919071E9,776110,776759
776662,25.826189,-80.366745,1.301919071E9,776110,776759
776662,25.826187,-80.3669,1.301919071E9,776110,776759
776662,25.826187,-80.36705,1.301919071E9,776110,776759
776662,25.826187,-80.367195,1.301919071E9,776110,776759
776662,25.826185,-80.36734,1.301919071E9,776110,776759
776662,25.826185,-80.3675,1.301919071E9,776110,776759
776662,25.826185,-80.36765,1.301919071E9,776110,776759
776662,25.826183,-80.367805,1.301919071E9,776110,776759
776662,25.826183,-80.367966,1.301919071E9,776110,776759
776662,25.826181,-80.36813,1.301919071E9,776110,776759
776662,25.826181,-80.36829,1.301919071E9,776110,776759
776662,25.82618,-80.36843,1.301919071E9,776110,776759
776662,25.826178,-80.3686,1.301919071E9,776110,776759
776662,25.826178,-80.36876,1.301919071E9,776110,776759
776662,25.826176,-80.368935,1.301919071E9,776110,776759
776662,25.826176,-80.369095,1.301919071E9,776110,776759
776662,25.826174,-80.369255,1.301919071E9,776110,776759
776662,25.826174,-80.369415,1.301919071E9,776110,776759
776662,25.826399,-80.36959,1.301919071E9,776110,776759
776662,25.826172,-80.36975,1.301919071E9,776110,776759
776662,25.82617,-80.369934,1.301919071E9,776110,776759
776662,25.826168,-80.3701,1.301919071E9,776110,776759
776662,25.826168,-80.37027,1.301919071E9,776110,776759
776662,25.826166,-80.370445,1.301919071E9,776110,776759
776662,25.826166,-80.37061,1.301919071E9,776110,776759
776662,25.826164,-80.37077,1.301919071E9,776110,776759
776662,25.826164,-80.37092,1.301919071E9,776110,776759
776662,25.826164,-80.37109,1.301919071E9,776110,776759
776662,25.826164,-80.37125,1.301919071E9,776110,776759
776662,25.826164,-80.3714,1.301919071E9,776110,776759
776662,25.826164,-80.37157,1.301919071E9,776110,776759
776662,25.826164,-80.37173,1.301919071E9,776110,776759
776662,25.826164,-80.371895,1.301919071E9,776110,776759
776662,25.826162,-80.37206,1.301919071E9,776110,776759
776662,25.826162,-80.37222,1.301919071E9,776110,776759
776662,25.826162,-80.37238,1.301919071E9,776110,776759
776662,25.826162,-80.37254,1.301919071E9,776110,776759
776662,25.826162,-80.37271,1.301919071E9,776110,776759
776662,25.826162,-80.37288,1.301919071E9,776110,776759
776662,25.826162,-80.37306,1.301919071E9,776110,776759
776662,25.826162,-80.37322,1.301919071E9,776110,776759
776662,25.82616,-80.37338,1.301919071E9,776110,776759
776662,25.826164,-80.37356,1.301919071E9,776110,776759
776662,25.826166,-80.37372,1.301919071E9,776110,776759
776662,25.82617,-80.37386,1.301919071E9,776110,776759
776662,25.82617,-80.37403,1.301919071E9,776110,776759
776662,25.826172,-80.37421,1.301919071E9,776110,776759
776662,25.826172,-80.37437,1.301919071E9,776110,776759
776662,25.826172,-80.37454,1.301919071E9,776110,776759
776662,25.826174,-80.374695,1.301919071E9,776110,776759
776662,25.826174,-80.37487,1.301919071E9,776110,776759
776662,25.826174,-80.37503,1.301919071E9,776110,776759
776662,25.826174,-80.37519,1.301919071E9,776110,776759
776662,25.826176,-80.37535,1.301919071E9,776110,776759
776662,25.826176,-80.37551,1.301919071E9,776110,776759
776662,25.826176,-80.37567,1.301919071E9,776110,776759
776662,25.826178,-80.37583,1.301919071E9,776110,776759
776662,25.826178,-80.37601,1.301919071E9,776110,776759
776662,25.826178,-80.37617,1.301919071E9,776110,776759
776662,25.826178,-80.37634,1.301919071E9,776110,776759
776662,25.826178,-80.37649,1.301919071E9,776110,776759
776662,25.826178,-80.376656,1.301919071E9,776110,776759
776662,25.82618,-80.37681,1.301919071E9,776110,776759
776662,25.82618,-80.37697,1.301919071E9,776110,776759
776662,25.82618,-80.37713,1.301919071E9,776110,776759
776662,25.82618,-80.37728,1.301919071E9,776110,776759
776662,25.82618,-80.37744,1.301919071E9,776110,776759
776662,25.82618,-80.37761,1.301919071E9,776110,776759
776662,25.82618,-80.37778,1.301919071E9,776110,776759
776662,25.82618,-80.377884,1.301919071E9,776110,776759
776662,25.826181,-80.378006,1.301919071E9,776110,776759
776662,25.826181,-80.37816,1.301919071E9,776110,776759
776662,25.826181,-80.37833,1.301919071E9,776110,776759
776662,25.82618,-80.37849,1.301919071E9,776110,776759
776662,25.82618,-80.37865,1.301919071E9,776110,776759
776662,25.82618,-80.37883,1.301919071E9,776110,776759
776662,25.82618,-80.37899,1.301919071E9,776110,776759
776662,25.82618,-80.37914,1.301919071E9,776110,776759
776662,25.82618,-80.3793,1.301919071E9,776110,776759
776662,25.82618,-80.37946,1.301919071E9,776110,776759
776662,25.82618,-80.37961,1.301919071E9,776110,776759
776662,25.82618,-80.379776,1.301919071E9,776110,776759
776662,25.82618,-80.379944,1.301919071E9,776110,776759
776662,25.82618,-80.38012,1.301919071E9,776110,776759
776662,25.82618,-80.38028,1.301919071E9,776110,776759
776662,25.82618,-80.38043,1.301919071E9,776110,776759
776662,25.82618,-80.3806,1.301919071E9,776110,776759
776662,25.826368,-80.38073,1.301919071E9,776110,776759
776662,25.82618,-80.38088,1.301919071E9,776110,776759
776662,25.82618,-80.38104,1.301919071E9,776110,776759
776662,25.82618,-80.38119,1.301919071E9,776110,776759
776662,25.82618,-80.38134,1.301919071E9,776110,776759
776662,25.82618,-80.38148,1.301919071E9,776110,776759
776662,25.82618,-80.38159,1.301919071E9,776110,776759
776662,25.82618,-80.38174,1.301919071E9,776110,776759
776662,25.826368,-80.38191,1.301919071E9,776110,776759
776662,25.82648,-80.38191,1.301919071E9,776110,776759
776662,25.826582,-80.38191,1.301919071E9,776110,776759
776662,25.8267,-80.38191,1.301919071E9,776110,776759
776662,25.826815,-80.38191,1.301919071E9,776110,776759
776662,25.82693,-80.38192,1.301919071E9,776110,776759
776662,25.827051,-80.381424,1.301919071E9,776110,776759
776662,25.8272,-80.38157,1.301919071E9,776110,776759
776662,25.827356,-80.38164,1.301919071E9,776110,776759
776662,25.827503,-80.38193,1.301919071E9,776110,776759
776662,25.827702,-80.38194,1.301919071E9,776110,776759
776662,25.827848,-80.381966,1.301919071E9,776110,776759
776662,25.828003,-80.38199,1.301919071E9,776110,776759
776662,25.828156,-80.38201,1.301919071E9,776110,776759
776662,25.82829,-80.382034,1.301919071E9,776110,776759
776662,25.828451,-80.38206,1.301919071E9,776110,776759
776662,25.828592,-80.38207,1.301919071E9,776110,776759
776662,25.828714,-80.38209,1.301919071E9,776110,776759
776662,25.828817,-80.38212,1.301919071E9,776110,776759
776662,25.828997,-80.38217,1.301919071E9,776110,776759
776662,25.829144,-80.38222,1.301919071E9,776110,776759
776662,25.829275,-80.382256,1.301919071E9,776110,776759
776662,25.829403,-80.3823,1.301919071E9,776110,776759
776662,25.829554,-80.382355,1.301919071E9,776110,776759
776662,25.82969,-80.3824,1.301919071E9,776110,776759
776662,25.829828,-80.38245,1.301919071E9,776110,776759
776662,25.829966,-80.3825,1.301919071E9,776110,776759
776662,25.83011,-80.382545,1.301919071E9,776110,776759
776662,25.830254,-80.3826,1.301919071E9,776110,776759
776662,25.830393,-80.38265,1.301919071E9,776110,776759
776662,25.830538,-80.382706,1.301919071E9,776110,776759
776662,25.83068,-80.38275,1.301919071E9,776110,776759
776662,25.830826,-80.382805,1.301919071E9,776110,776759
776662,25.830967,-80.38285,1.301919071E9,776110,776759
