.22808,1.3696239,1.301919071E9,776110,776759
776662,41.228016,1.3697095,1.301919071E9,776110,776759
776662,41.227978,1.3698044,1.301919071E9,776110,776759
776662,41.22795,1.3699186,1.301919071E9,776110,776759
776662,41.22792,1.3700439,1.301919071E9,776110,776759
776662,41.2279,1.37018,1.301919071E9,776110,776759
776662,41.227863,1.3703029,1.301919071E9,776110,776759
776662,41.22783,1.370422,1.301919071E9,776110,776759
776662,41.227806,1.3705491,1.301919071E9,776110,776759
776662,41.22781,1.3706576,1.301919071E9,776110,776759
776662,41.22781,1.3708099,1.301919071E9,776110,776759
776662,41.227825,1.3709675,1.301919071E9,776110,776759
776662,41.227837,1.3710946,1.301919071E9,776110,776759
776662,41.227867,1.37123,1.301919071E9,776110,776759
776662,41.22791,1.3713638,1.301919071E9,776110,776759
776662,41.227947,1.3715099,1.301919071E9,776110,776759
776662,41.227997,1.3716503,1.301919071E9,776110,776759
776662,41.22805,1.3718196,1.301919071E9,776110,776759
776662,41.228107,1.3719953,1.301919071E9,776110,776759
776662,41.228176,1.3721684,1.301919071E9,776110,776759
776662,41.228237,1.3722748,1.301919071E9,776110,776759
776662,41.228302,1.3723911,1.301919071E9,776110,776759
776662,41.228386,1.3724774,1.301919071E9,776110,776759
776662,41.228516,1.3724535,1.301919071E9,776110,776759
776662,41.22863,1.3724196,1.301919071E9,776110,776759
776662,41.22872,1.3724557,1.301919071E9,776110,776759
776662,41.22877,1.372547,1.301919071E9,776110,776759
776662,41.22881,1.3726453,1.301919071E9,776110,776759
776662,41.228905,1.3728045,1.301919071E9,776110,776759
776662,41.228992,1.3729416,1.301919071E9,776110,776759
776662,41.229095,1.3730854,1.301919071E9,776110,776759
776662,41.229176,1.373215,1.301919071E9,776110,776759
776662,41.229206,1.3733604,1.301919071E9,776110,776759
776662,41.229275,1.3734412,1.301919071E9,776110,776759
776662,41.229362,1.3735112,1.301919071E9,776110,776759
776662,41.229446,1.3736057,1.301919071E9,776110,776759
776662,41.22949,1.3736984,1.301919071E9,776110,776759
776662,41.229595,1.3736557,1.301919071E9,776110,776759
776662,41.229687,1.3736461,1.301919071E9,776110,776759
776662,41.229767,1.3736844,1.301919071E9,776110,776759
776662,41.229855,1.3737142,1.301919071E9,776110,776759
776662,41.229954,1.3737495,1.301919071E9,776110,776759
776662,41.230034,1.3738494,1.301919071E9,776110,776759
776662,41.230114,1.3739218,1.301919071E9,776110,776759
776662,41.230186,1.3740189,1.301919071E9,776110,776759
776662,41.23026,1.374136,1.301919071E9,776110,776759
776662,41.230328,1.3742242,1.301919071E9,776110,776759
776662,41.230415,1.3742476,1.301919071E9,776110,776759
776662,41.2305,1.3743082,1.301919071E9,776110,776759
776662,41.230534,1.3744342,1.301919071E9,776110,776759
776662,41.230537,1.3745812,1.301919071E9,776110,776759
776662,41.230503,1.3747381,1.301919071E9,776110,776759
776662,41.230442,1.3748127,1.301919071E9,776110,776759
776662,41.23036,1.3748548,1.301919071E9,776110,776759
776662,41.23028,1.3748286,1.301919071E9,776110,776759
776662,41.23028,1.3747607,1.301919071E9,776110,776759
776662,41.23028,1.3747606,1.301919071E9,776110,776759
776662,41.229824,1.374998,1.301919071E9,776110,776759
776662,41.229897,1.3750615,1.301919071E9,776110,776759
776662,41.22992,1.3749514,1.301919071E9,776110,776759
776662,41.230015,1.3749188,1.301919071E9,776110,776759
776662,41.230103,1.3748722,1.301919071E9,776110,776759
776662,41.230183,1.3748349,1.301919071E9,776110,776759
776662,41.230263,1.3747945,1.301919071E9,776110,776759
776662,41.23036,1.3747236,1.301919071E9,776110,776759
776662,41.230446,1.374754,1.301919071E9,776110,776759
776662,41.23053,1.3747137,1.301919071E9,776110,776759
776662,41.23055,1.3745853,1.301919071E9,776110,776759
776662,41.230587,1.3744916,1.301919071E9,776110,776759
776662,41.23055,1.3743931,1.301919071E9,776110,776759
776662,41.230434,1.3743112,1.301919071E9,776110,776759
776662,41.23033,1.3742467,1.301919071E9,776110,776759
776662,41.23027,1.3741785,1.301919071E9,776110,776759
776662,41.230194,1.374117,1.301919071E9,776110,776759
776662,41.230152,1.3740056,1.301919071E9,776110,776759
776662,41.2301,1.3738937,1.301919071E9,776110,776759
776662,41.230007,1.3738337,1.301919071E9,776110,776759
776662,41.229904,1.3737915,1.301919071E9,776110,776759
776662,41.229794,1.3737047,1.301919071E9,776110,776759
776662,41.229656,1.3736646,1.301919071E9,776110,776759
776662,41.229557,1.3736364,1.301919071E9,776110,776759
776662,41.22947,1.3736202,1.301919071E9,776110,776759
776662,41.229404,1.3734818,1.301919071E9,776110,776759
776662,41.22928,1.3734142,1.301919071E9,776110,776759
776662,41.2292,1.3733011,1.301919071E9,776110,776759
776662,41.229187,1.3731902,1.301919071E9,776110,776759
776662,41.229095,1.373064,1.301919071E9,776110,776759
776662,41.229004,1.3729355,1.301919071E9,776110,776759
776662,41.22891,1.3727993,1.301919071E9,776110,776759
776662,41.22882,1.3726872,1.301919071E9,776110,776759
776662,41.228786,1.372589,1.301919071E9,776110,776759
776662,41.22871,1.3724827,1.301919071E9,776110,776759
776662,41.228622,1.3724333,1.301919071E9,776110,776759
776662,41.22854,1.3724397,1.301919071E9,776110,776759
776662,41.228436,1.3724599,1.301919071E9,776110,776759
776662,41.228344,1.3724303,1.301919071E9,776110,776759
776662,41.228283,1.3723395,1.301919071E9,776110,776759
776662,41.228226,1.3722323,1.301919071E9,776110,776759
776662,41.228172,1.3721423,1.301919071E9,776110,776759
776662,41.228107,1.3720453,1.301919071E9,776110,776759
776662,41.22807,1.3719492,1.301919071E9,776110,776759
776662,41.228035,1.3718385,1.301919071E9,776110,776759
776662,41.228,1.3717252,1.301919071E9,776110,776759
776662,41.227962,1.3716258,1.301919071E9,776110,776759
776662,41.227932,1.3715159,1.301919071E9,776110,776759
776662,41.227913,1.371407,1.301919071E9,776110,776759
776662,41.227882,1.3712939,1.301919071E9,776110,776759
776662,41.227848,1.3711721,1.301919071E9,776110,776759
776662,41.227833,1.3710438,1.301919071E9,776110,776759
776662,41.227814,1.3709117,1.301919071E9,776110,776759
776662,41.227802,1.370797,1.301919071E9,776110,776759
776662,41.22779,1.3706671,1.301919071E9,776110,776759
776662,41.22779,1.3705434,1.301919071E9,776110,776759
776662,41.227806,1.3704349,1.301919071E9,776110,776759
776662,41.227848,1.3703147,1.301919071E9,776110,776759
776662,41.22788,1.3701942,1.301919071E9,776110,776759
776662,41.22791,1.3700782,1.301919071E9,776110,776759
776662,41.22794,1.3699533,1.301919071E9,776110,776759
776662,41.227978,1.3698345,1.301919071E9,776110,776759
776662,41.228024,1.3697324,1.301919071E9,776110,776759
776662,41.228104,1.3696438,1.301919071E9,776110,776759
776662,41.228184,1.3695644,1.301919071E9,776110,776759
776662,41.22828,1.3694764,1.301919071E9,776110,776759
776662,41.228348,1.3694035,1.301919071E9,776110,776759
776662,41.228428,1.3693241,1.301919071E9,776110,776759
776662,41.228516,1.3692374,1.301919071E9,776110,776759
776662,41.2286,1.3691511,1.301919071E9,776110,776759
776662,41.228703,1.3690909,1.301919071E9,776110,776759
776662,41.228798,1.3689823,1.301919071E9,776110,776759
776662,41.22886,1.3688083,1.301919071E9,776110,776759
776662,41.22891,1.3686258,1.301919071E9,776110,776759
776662,41.229004,1.3684614,1.301919071E9,776110,776759
776662,41.229057,1.3682705,1.301919071E9,776110,776759
776662,41.22907,1.3680831,1.301919071E9,776110,776759
776662,41.229065,1.3678969,1.301919071E9,776110,776759
776662,41.22907,1.3677309,1.301919071E9,776110,776759
776662,41.22911,1.3676001,1.301919071E9,776110,776759
776662,41.229156,1.3675022,1.301919071E9,776110,776759
776662,41.229214,1.3673854,1.301919071E9,776110,776759
776662,41.229248,1.3672721,1.301919071E9,776110,776759
776662,41.22928,1.367172,1.301919071E9,776110,776759
776662,41.229324,1.3670553,1.301919071E9,776110,776759
776662,41.229366,1.3669554,1.301919071E9,776110,776759
776662,41.229416,1.3668377,1.301919071E9,776110,776759
776662,41.22946,1.3667353,1.301919071E9,776110,776759
776662,41.22951,1.366637,1.301919071E9,776110,776759
776662,41.229557,1.366543,1.301919071E9,776110,776759
7
