3,5.4178543,1.301919071E9,776110,776759
776662,51.419373,5.4177294,1.301919071E9,776110,776759
776662,51.419346,5.417549,1.301919071E9,776110,776759
776662,51.41933,5.417392,1.301919071E9,776110,776759
776662,51.4193,5.4172196,1.301919071E9,776110,776759
776662,51.419285,5.417049,1.301919071E9,776110,776759
776662,51.419273,5.416864,1.301919071E9,776110,776759
776662,51.419243,5.41669,1.301919071E9,776110,776759
776662,51.419212,5.41651,1.301919071E9,776110,776759
776662,51.419186,5.4163523,1.301919071E9,776110,776759
776662,51.41915,5.4161696,1.301919071E9,776110,776759
776662,51.419144,5.4159937,1.301919071E9,776110,776759
776662,51.419125,5.415808,1.301919071E9,776110,776759
776662,51.41908,5.415652,1.301919071E9,776110,776759
776662,51.419056,5.4154577,1.301919071E9,776110,776759
776662,51.41904,5.415267,1.301919071E9,776110,776759
776662,51.419033,5.415088,1.301919071E9,776110,776759
776662,51.419006,5.414908,1.301919071E9,776110,776759
776662,51.419,5.414707,1.301919071E9,776110,776759
776662,51.418995,5.4145064,1.301919071E9,776110,776759
776662,51.418915,5.41432,1.301919071E9,776110,776759
776662,51.418884,5.4141445,1.301919071E9,776110,776759
776662,51.418854,5.41394,1.301919071E9,776110,776759
776662,51.41881,5.4137464,1.301919071E9,776110,776759
776662,51.418762,5.413561,1.301919071E9,776110,776759
776662,51.418728,5.413374,1.301919071E9,776110,776759
776662,51.41869,5.4131894,1.301919071E9,776110,776759
776662,51.41868,5.4129987,1.301919071E9,776110,776759
776662,51.418655,5.4128175,1.301919071E9,776110,776759
776662,51.418613,5.4126525,1.301919071E9,776110,776759
776662,51.41856,5.4124584,1.301919071E9,776110,776759
776662,51.41854,5.412269,1.301919071E9,776110,776759
776662,51.418503,5.412102,1.301919071E9,776110,776759
776662,51.41848,5.4119515,1.301919071E9,776110,776759
776662,51.418457,5.4117813,1.301919071E9,776110,776759
776662,51.41844,5.4116416,1.301919071E9,776110,776759
776662,51.418415,5.4115005,1.301919071E9,776110,776759
776662,51.4184,5.4113393,1.301919071E9,776110,776759
776662,51.41838,5.411204,1.301919071E9,776110,776759
776662,51.418385,5.41104,1.301919071E9,776110,776759
776662,51.418404,5.410912,1.301919071E9,776110,776759
776662,51.418446,5.4107823,1.301919071E9,776110,776759
776662,51.4185,5.410608,1.301919071E9,776110,776759
776662,51.41854,5.4104757,1.301919071E9,776110,776759
776662,51.41861,5.410359,1.301919071E9,776110,776759
776662,51.41867,5.4101934,1.301919071E9,776110,776759
776662,51.4187,5.4100604,1.301919071E9,776110,776759
776662,51.418655,5.4099293,1.301919071E9,776110,776759
776662,51.418594,5.4097605,1.301919071E9,776110,776759
776662,51.418503,5.4096932,1.301919071E9,776110,776759
776662,51.418407,5.4096375,1.301919071E9,776110,776759
