,-71.09086,1.301919071E9,776110,776759
776662,42.35197,-71.09102,1.301919071E9,776110,776759
776662,42.35194,-71.09116,1.301919071E9,776110,776759
776662,42.351917,-71.0913,1.301919071E9,776110,776759
776662,42.351887,-71.09143,1.301919071E9,776110,776759
776662,42.351864,-71.09155,1.301919071E9,776110,776759
776662,42.35184,-71.0917,1.301919071E9,776110,776759
776662,42.35182,-71.09184,1.301919071E9,776110,776759
776662,42.351803,-71.09198,1.301919071E9,776110,776759
776662,42.351772,-71.09213,1.301919071E9,776110,776759
776662,42.351746,-71.09228,1.301919071E9,776110,776759
776662,42.351704,-71.09242,1.301919071E9,776110,776759
776662,42.35166,-71.09257,1.301919071E9,776110,776759
776662,42.35162,-71.092705,1.301919071E9,776110,776759
776662,42.35158,-71.092834,1.301919071E9,776110,776759
776662,42.35152,-71.092995,1.301919071E9,776110,776759
776662,42.351494,-71.093124,1.301919071E9,776110,776759
776662,42.351467,-71.093254,1.301919071E9,776110,776759
776662,42.351418,-71.09335,1.301919071E9,776110,776759
776662,42.351353,-71.09346,1.301919071E9,776110,776759
776662,42.35129,-71.09358,1.301919071E9,776110,776759
776662,42.35124,-71.09369,1.301919071E9,776110,776759
776662,42.351223,-71.093834,1.301919071E9,776110,776759
776662,42.351196,-71.09397,1.301919071E9,776110,776759
776662,42.351154,-71.09409,1.301919071E9,776110,776759
776662,42.351124,-71.0942,1.301919071E9,776110,776759
776662,42.35112,-71.09433,1.301919071E9,776110,776759
776662,42.351105,-71.09448,1.301919071E9,776110,776759
776662,42.351097,-71.09462,1.301919071E9,776110,776759
776662,42.35108,-71.094765,1.301919071E9,776110,776759
776662,42.35107,-71.09491,1.301919071E9,776110,776759
776662,42.351048,-71.09507,1.301919071E9,776110,776759
776662,42.35102,-71.095215,1.301919071E9,776110,776759
776662,42.351006,-71.09536,1.301919071E9,776110,776759
776662,42.350998,-71.09548,1.301919071E9,776110,776759
776662,42.351006,-71.09561,1.301919071E9,776110,776759
776662,42.351013,-71.09574,1.301919071E9,776110,776759
776662,42.351025,-71.09588,1.301919071E9,776110,776759
776662,42.35102,-71.09602,1.301919071E9,776110,776759
776662,42.351017,-71.096146,1.301919071E9,776110,776759
776662,42.35102,-71.09629,1.301919071E9,776110,776759
776662,42.35104,-71.09654,1.301919071E9,776110,776759
776662,42.351044,-71.096664,1.301919071E9,776110,776759
776662,42.351048,-71.0968,1.301919071E9,776110,776759
776662,42.351032,-71.09694,1.301919071E9,776110,776759
776662,42.351036,-71.097084,1.301919071E9,776110,776759
776662,42.351044,-71.09734,1.301919071E9,776110,776759
776662,42.351074,-71.09748,1.301919071E9,776110,776759
776662,42.351097,-71.09762,1.301919071E9,776110,776759
776662,42.351112,-71.09777,1.301919071E9,776110,776759
776662,42.35114,-71.09802,1.301919071E9,776110,776759
776662,42.351143,-71.09818,1.301919071E9,776110,776759
776662,42.35115,-71.09833,1.301919071E9,776110,776759
776662,42.351147,-71.098465,1.301919071E9,776110,776759
776662,42.351143,-71.098625,1.301919071E9,776110,776759
776662,42.351143,-71.09875,1.301919071E9,776110,776759
776662,42.35115,-71.0989,1.301919071E9,776110,776759
776662,42.351162,-71.09905,1.301919071E9,776110,776759
776662,42.351177,-71.09919,1.301919071E9,776110,776759
776662,42.351196,-71.09936,1.301919071E9,776110,776759
776662,42.351192,-71.09951,1.301919071E9,776110,776759
776662,42.351185,-71.09965,1.301919071E9,776110,776759
776662,42.351173,-71.099785,1.301919071E9,776110,776759
776662,42.351143,-71.099915,1.301919071E9,776110,776759
776662,42.35112,-71.100044,1.301919071E9,776110,776759
776662,42.351116,-71.10018,1.301919071E9,776110,776759
776662,42.351124,-71.10033,1.301919071E9,776110,776759
776662,42.35115,-71.10049,1.301919071E9,776110,776759
776662,42.351177,-71.10063,1.301919071E9,776110,776759
776662,42.351204,-71.10078,1.301919071E9,776110,776759
776662,42.35124,-71.10091,1.301919071E9,776110,776759
776662,42.351276,-71.10104,1.301919071E9,776110,776759
776662,42.3513,-71.10117,1.301919071E9,776110,776759
776662,42.351322,-71.101295,1.301919071E9,776110,776759
776662,42.351334,-71.10144,1.301919071E9,776110,776759
776662,42.351337,-71.10157,1.301919071E9,776110,776759
776662,42.35136,-71.1017,1.301919071E9,776110,776759
776662,42.35138,-71.10183,1.301919071E9,776110,776759
776662,42.351395,-71.10198,1.301919071E9,776110,776759
776662,42.351406,-71.102135,1.301919071E9,776110,776759
776662,42.351406,-71.10228,1.301919071E9,776110,776759
776662,42.351406,-71.10241,1.301919071E9,776110,776759
776662,42.351406,-71.10255,1.301919071E9,776110,776759
776662,42.35142,-71.10268,1.301919071E9,776110,776759
776662,42.35143,-71.1028,1.301919071E9,776110,776759
776662,42.351433,-71.10296,1.301919071E9,776110,776759
776662,42.351425,-71.1031,1.301919071E9,776110,776759
776662,42.35142,-71.10324,1.301919071E9,776110,776759
776662,42.35142,-71.103386,1.301919071E9,776110,776759
776662,42.351433,-71.10352,1.301919071E9,776110,776759
776662,42.351437,-71.10365,1.301919071E9,776110,776759
776662,42.351448,-71.10378,1.301919071E9,776110,776759
776662,42.351456,-71.10393,1.301919071E9,776110,776759
776662,42.351463,-71.10407,1.301919071E9,776110,776759
776662,42.35147,-71.10421,1.301919071E9,776110,776759
776662,42.351498,-71.10435,1.301919071E9,776110,776759
776662,42.35152,-71.10447,1.301919071E9,776110,776759
776662,42.35155,-71.104774,1.301919071E9,776110,776759
776662,42.35156,-71.10491,1.301919071E9,776110,776759
776662,42.351562,-71.105064,1.301919071E9,776110,776759
776662,42.351547,-71.1052,1.301919071E9,776110,776759
776662,42.351562,-71.10545,1.301919071E9,776110,776759
