,-71.08998,1.301919071E9,776110,776759
776662,42.34653,-71.090096,1.301919071E9,776110,776759
776662,42.346443,-71.09015,1.301919071E9,776110,776759
776662,42.346333,-71.090195,1.301919071E9,776110,776759
776662,42.346226,-71.09022,1.301919071E9,776110,776759
776662,42.346127,-71.09024,1.301919071E9,776110,776759
776662,42.34604,-71.09027,1.301919071E9,776110,776759
776662,42.345947,-71.0903,1.301919071E9,776110,776759
776662,42.345833,-71.09035,1.301919071E9,776110,776759
776662,42.34572,-71.090385,1.301919071E9,776110,776759
776662,42.345627,-71.09042,1.301919071E9,776110,776759
776662,42.345516,-71.09047,1.301919071E9,776110,776759
776662,42.345425,-71.090485,1.301919071E9,776110,776759
776662,42.345333,-71.09051,1.301919071E9,776110,776759
776662,42.34522,-71.0905,1.301919071E9,776110,776759
776662,42.34512,-71.09051,1.301919071E9,776110,776759
776662,42.345,-71.09052,1.301919071E9,776110,776759
776662,42.3449,-71.090546,1.301919071E9,776110,776759
776662,42.34481,-71.09056,1.301919071E9,776110,776759
776662,42.344723,-71.09063,1.301919071E9,776110,776759
776662,42.344635,-71.09073,1.301919071E9,776110,776759
776662,42.344555,-71.09079,1.301919071E9,776110,776759
776662,42.344444,-71.09083,1.301919071E9,776110,776759
776662,42.344334,-71.09085,1.301919071E9,776110,776759
776662,42.344215,-71.09087,1.301919071E9,776110,776759
776662,42.344112,-71.09088,1.301919071E9,776110,776759
776662,42.344006,-71.090904,1.301919071E9,776110,776759
776662,42.343914,-71.090935,1.301919071E9,776110,776759
776662,42.343822,-71.09097,1.301919071E9,776110,776759
776662,42.34373,-71.09103,1.301919071E9,776110,776759
776662,42.34365,-71.0911,1.301919071E9,776110,776759
776662,42.343575,-71.09118,1.301919071E9,776110,776759
776662,42.34348,-71.09127,1.301919071E9,776110,776759
776662,42.34339,-71.091324,1.301919071E9,776110,776759
776662,42.34329,-71.09138,1.301919071E9,776110,776759
776662,42.343197,-71.09142,1.301919071E9,776110,776759
776662,42.34311,-71.09145,1.301919071E9,776110,776759
776662,42.343002,-71.091484,1.301919071E9,776110,776759
776662,42.34289,-71.0915,1.301919071E9,776110,776759
776662,42.3428,-71.091515,1.301919071E9,776110,776759
776662,42.34269,-71.09155,1.301919071E9,776110,776759
776662,42.342583,-71.091606,1.301919071E9,776110,776759
776662,42.34248,-71.09164,1.301919071E9,776110,776759
776662,42.342358,-71.09163,1.301919071E9,776110,776759
776662,42.34225,-71.09165,1.301919071E9,776110,776759
776662,42.34215,-71.09169,1.301919071E9,776110,776759
776662,42.342045,-71.091736,1.301919071E9,776110,776759
776662,42.341957,-71.091774,1.301919071E9,776110,776759
776662,42.34187,-71.09182,1.301919071E9,776110,776759
776662,42.341774,-71.09188,1.301919071E9,776110,776759
776662,42.341675,-71.091934,1.301919071E9,776110,776759
776662,42.341595,-71.09201,1.301919071E9,776110,776759
776662,42.34152,-71.09211,1.301919071E9,776110,776759
776662,42.341434,-71.09222,1.301919071E9,776110,776759
776662,42.341362,-71.092354,1.301919071E9,776110,776759
776662,42.341297,-71.0925,1.301919071E9,776110,776759
776662,42.341236,-71.09265,1.301919071E9,776110,776759
776662,42.341194,-71.09277,1.301919071E9,776110,776759
776662,42.34114,-71.09292,1.301919071E9,776110,776759
776662,42.3411,-71.09305,1.301919071E9,776110,776759
776662,42.341064,-71.09316,1.301919071E9,776110,776759
776662,42.341015,-71.09331,1.301919071E9,776110,776759
776662,42.34099,-71.09343,1.301919071E9,776110,776759
776662,42.340965,-71.09355,1.301919071E9,776110,776759
776662,42.340935,-71.09367,1.301919071E9,776110,776759
776662,42.3409,-71.09382,1.301919071E9,776110,776759
776662,42.340862,-71.09394,1.301919071E9,776110,776759
776662,42.340824,-71.09408,1.301919071E9,776110,776759
776662,42.340782,-71.094215,1.301919071E9,776110,776759
776662,42.34074,-71.09432,1.301919071E9,776110,776759
776662,42.3407,-71.09444,1.301919071E9,776110,776759
776662,42.340668,-71.09459,1.301919071E9,776110,776759
776662,42.34063,-71.09471,1.301919071E9,776110,776759
776662,42.340584,-71.09483,1.301919071E9,776110,776759
776662,42.34054,-71.09495,1.301919071E9,776110,776759
776662,42.34048,-71.09507,1.301919071E9,776110,776759
776662,42.340424,-71.095184,1.301919071E9,776110,776759
776662,42.340363,-71.09531,1.301919071E9,776110,776759
776662,42.340317,-71.09541,1.301919071E9,776110,776759
