367,5.476508,1.301919071E9,776110,776759
776662,51.38847,5.4765396,1.301919071E9,776110,776759
776662,51.388557,5.47653,1.301919071E9,776110,776759
776662,51.388634,5.476579,1.301919071E9,776110,776759
776662,51.38875,5.4766407,1.301919071E9,776110,776759
776662,51.388836,5.476682,1.301919071E9,776110,776759
776662,51.3889,5.4767885,1.301919071E9,776110,776759
776662,51.38894,5.4769106,1.301919071E9,776110,776759
776662,51.388947,5.477051,1.301919071E9,776110,776759
776662,51.38894,5.477202,1.301919071E9,776110,776759
776662,51.388996,5.4771123,1.301919071E9,776110,776759
776662,51.389023,5.476955,1.301919071E9,776110,776759
776662,51.389027,5.4768143,1.301919071E9,776110,776759
776662,51.389057,5.4766755,1.301919071E9,776110,776759
776662,51.38897,5.476645,1.301919071E9,776110,776759
776662,51.388855,5.476621,1.301919071E9,776110,776759
776662,51.388783,5.476558,1.301919071E9,776110,776759
776662,51.38867,5.4765534,1.301919071E9,776110,776759
776662,51.38859,5.476532,1.301919071E9,776110,776759
776662,51.388687,5.4766126,1.301919071E9,776110,776759
776662,51.388813,5.4767323,1.301919071E9,776110,776759
776662,51.388916,5.4768877,1.301919071E9,776110,776759
776662,51.388958,5.477062,1.301919071E9,776110,776759
776662,51.388927,5.477275,1.301919071E9,776110,776759
776662,51.388844,5.4773474,1.301919071E9,776110,776759
776662,51.388775,5.477455,1.301919071E9,776110,776759
776662,51.388718,5.477567,1.301919071E9,776110,776759
776662,51.38862,5.4775705,1.301919071E9,776110,776759
776662,51.388542,5.477617,1.301919071E9,776110,776759
776662,51.38851,5.477479,1.301919071E9,776110,776759
776662,51.388535,5.4773493,1.301919071E9,776110,776759
776662,51.38849,5.477216,1.301919071E9,776110,776759
776662,51.3884,5.477163,1.301919071E9,776110,776759
776662,51.388313,5.477114,1.301919071E9,776110,776759
776662,51.388214,5.4771857,1.301919071E9,776110,776759
776662,51.38816,5.477075,1.301919071E9,776110,776759
776662,51.388077,5.4770675,1.301919071E9,776110,776759
776662,51.387985,5.477098,1.301919071E9,776110,776759
776662,51.38789,5.4771566,1.301919071E9,776110,776759
776662,51.387817,5.4770775,1.301919071E9,776110,776759
776662,51.38784,5.476914,1.301919071E9,776110,776759
776662,51.38789,5.476804,1.301919071E9,776110,776759
776662,51.38785,5.4766808,1.301919071E9,776110,776759
776662,51.387768,5.47667,1.301919071E9,776110,776759
776662,51.38772,5.476775,1.301919071E9,776110,776759
776662,51.387657,5.4768643,1.301919071E9,776110,776759
776662,51.387596,5.476966,1.301919071E9,776110,776759
776662,51.38762,5.4771037,1.301919071E9,776110,776759
776662,51.387657,5.4772553,1.301919071E9,776110,776759
776662,51.38773,5.477375,1.301919071E9,776110,776759
776662,51.387764,5.4775276,1.301919071E9,776110,776759
776662,51.38782,5.4776287,1.301919071E9,776110,776759
776662,51.387863,5.4777627,1.301919071E9,776110,776759
776662,51.387936,5.4778724,1.301919071E9,776110,776759
776662,51.38799,5.4780083,1.301919071E9,776110,776759
776662,51.388035,5.4781475,1.301919071E9,776110,776759
776662,51.388084,5.478256,1.301919071E9,776110,776759
776662,51.38804,5.4783783,1.301919071E9,776110,776759
776662,51.388046,5.478539,1.301919071E9,776110,776759
776662,51.387985,5.478668,1.301919071E9,776110,776759
776662,51.38802,5.4788527,1.301919071E9,776110,776759
776662,51.38809,5.4789276,1.301919071E9,776110,776759
776662,51.388172,5.4789963,1.301919071E9,776110,776759
776662,51.38825,5.479076,1.301919071E9,776110,776759
776662,51.388306,5.4791756,1.301919071E9,776110,776759
776662,51.38839,5.479223,1.301919071E9,776110,776759
776662,51.388466,5.4792676,1.301919071E9,776110,776759
776662,51.38865,5.479338,1.301919071E9,776110,776759
776662,51.388733,5.479361,1.301919071E9,776110,776759
776662,51.388866,5.479291,1.301919071E9,776110,776759
776662,51.388996,5.4791574,1.301919071E9,776110,776759
776662,51.389084,5.4791274,1.301919071E9,776110,776759
776662,51.389168,5.4791512,1.301919071E9,776110,776759
776662,51.38927,5.479111,1.301919071E9,776110,776759
776662,51.38938,5.479047,1.301919071E9,776110,776759
776662,51.389477,5.4790626,1.301919071E9,776110,776759
776662,51.38958,5.4790764,1.301919071E9,776110,776759
776662,51.389664,5.479173,1.301919071E9,776110,776759
776662,51.38975,5.479254,1.301919071E9,776110,776759
776662,51.389828,5.479362,1.301919071E9,776110,776759
776662,51.389904,5.479483,1.301919071E9,776110,776759
776662,51.389984,5.4795823,1.301919071E9,776110,776759
776662,51.390095,5.4796743,1.301919071E9,776110,776759
776662,51.390198,5.4797583,1.301919071E9,776110,776759
776662,51.390278,5.4798675,1.301919071E9,776110,776759
776662,51.390335,5.4799733,1.301919071E9,776110,776759
776662,51.390404,5.4801445,1.301919071E9,776110,776759
776662,51.390488,5.480219,1.301919071E9,776110,776759
776662,51.390575,5.480326,1.301919071E9,776110,776759
776662,51.39064,5.4804068,1.301919071E9,776110,776759
776662,51.39073,5.4805665,1.301919071E9,776110,776759
776662,51.390797,5.480684,1.301919071E9,776110,776759
776662,51.390884,5.4808054,1.301919071E9,776110,776759
776662,51.39094,5.4809327,1.301919071E9,776110,776759
776662,51.391037,5.481034,1.301919071E9,776110,776759
776662,51.39111,5.481104,1.301919071E9,776110,776759
776662,51.391186,5.4811645,1.301919071E9,776110,776759
776662,51.391296,5.4811316,1.301919071E9,776110,776759
776662,51.39138,5.481109,1.301919071E9,776110,776759
776662,51.39146,5.481236,1.301919071E9,776110,776759
776662,51.391514,5.48133,1.301919071E9,776110,776759
776662,51.391552,5.4814663,1.301919071E9,776110,776759
776662,51.39157,5.4816236,1.301919071E9,776110,776759
776662,51.391624,5.4817533,1.301919071E9,776110,776759
776662,51.391655,5.4818916,1.301919071E9,776110,776759
776662,51.39167,5.4820595,1.301919071E9,776110,776759
776662,51.391697,5.48228,1.301919071E9,776110,776759
776662,51.391697,5.482469,1.301919071E9,776110,776759
776662,51.39171,5.482606,1.301919071E9,776110,776759
776662,51.391727,5.48279,1.301919071E9,776110,776759
776662,51.39173,5.4829617,1.301919071E9,776110,776759
776662,51.3917,5.4831176,1.301919071E9,776110,776759
776662,51.391666,5.4832616,1.301919071E9,776110,776759
776662,51.39162,5.4834146,1.301919071E9,776110,776759
776662,51.391594,5.483569,1.301919071E9,776110,776759
776662,51.39158,5.483745,1.301919071E9,776110,776759
776662,51.391575,5.483905,1.301919071E9,776110,776759
776662,51.391582,5.4840555,1.301919071E9,776110,776759
776662,51.3916,5.4842305,1.301919071E9,776110,776759
776662,51.39163,5.4843903,1.301919071E9,776110,776759
776662,51.391663,5.484534,1.301919071E9,776110,776759
776662,51.391674,5.484693,1.301919071E9,776110,776759
776662,51.391705,5.484816,1.301919071E9,776110,776759
776662,51.391724,5.4846697,1.301919071E9,776110,776759
776662,51.391697,5.484801,1.301919071E9,776110,776759
776662,51.391712,5.4849687,1.301919071E9,776110,776759
776662,51.39174,5.4851093,1.301919071E9,776110,776759
776662,51.391792,5.4852333,1.301919071E9,776110,776759
776662,51.391895,5.4852633,1.301919071E9,776110,776759
776662,51.391994,5.485272,1.301919071E9,776110,776759
776662,51.39211,5.4852858,1.301919071E9,776110,776759
776662,51.3922,5.4853272,1.301919071E9,776110,776759
776662,51.3923,5.4853835,1.301919071E9,776110,776759
776662,51.3924,5.4854426,1.301919071E9,776110,776759
776662,51.392487,5.485527,1.301919071E9,776110,776759
776662,51.392574,5.485642,1.301919071E9,776110,776759
776662,51.39262,5.485758,1.301919071E9,776110,776759
776662,51.39267,5.48587,1.301919071E9,776110,776759
776662,51.392727,5.485992,1.301919071E9,776110,776759
776662,51.392788,5.48608,1.301919071E9,776110,776759
776662,51.392857,5.486219,1.301919071E9,776110,776759
776662,51.392937,5.4863715,1.301919071E9,776110,776759
776662,51.392986,5.4864783,1.301919071E9,776110,776759
776662,51.39297,5.4866347,1.301919071E9,776110,776759
776662,51.392906,5.486735,1.301919071E9,776110,776759
776662,51.392735,5.4868665,1.301919071E9,776110,776759
776662,51.392624,5.4870076,1.301919071E9,776110,776759
776662,51.39257,5.4871273,1.301919071E9,776110,776759
776662,51.392
