,18.363865,-66.11984,1.301919071E9,776110,776759
776662,18.363846,-66.11977,1.301919071E9,776110,776759
776662,18.36387,-66.1196,1.301919071E9,776110,776759
776662,18.363916,-66.119415,1.301919071E9,776110,776759
776662,18.363955,-66.11915,1.301919071E9,776110,776759
776662,18.363958,-66.11907,1.301919071E9,776110,776759
776662,18.36396,-66.118904,1.301919071E9,776110,776759
776662,18.363972,-66.11871,1.301919071E9,776110,776759
776662,18.363976,-66.118546,1.301919071E9,776110,776759
776662,18.36398,-66.11846,1.301919071E9,776110,776759
776662,18.363987,-66.11827,1.301919071E9,776110,776759
776662,18.364017,-66.11809,1.301919071E9,776110,776759
776662,18.364023,-66.117836,1.301919071E9,776110,776759
776662,18.364037,-66.11766,1.301919071E9,776110,776759
776662,18.364042,-66.117455,1.301919071E9,776110,776759
776662,18.364035,-66.11729,1.301919071E9,776110,776759
776662,18.364014,-66.1171,1.301919071E9,776110,776759
776662,18.364016,-66.11693,1.301919071E9,776110,776759
776662,18.364038,-66.11675,1.301919071E9,776110,776759
776662,18.36404,-66.116585,1.301919071E9,776110,776759
776662,18.364016,-66.1164,1.301919071E9,776110,776759
776662,18.363997,-66.116234,1.301919071E9,776110,776759
776662,18.363922,-66.11576,1.301919071E9,776110,776759
776662,18.363901,-66.11565,1.301919071E9,776110,776759
776662,18.36384,-66.11544,1.301919071E9,776110,776759
776662,18.3638,-66.11527,1.301919071E9,776110,776759
776662,18.363762,-66.11511,1.301919071E9,776110,776759
776662,18.363682,-66.11493,1.301919071E9,776110,776759
776662,18.363607,-66.11477,1.301919071E9,776110,776759
776662,18.363546,-66.11462,1.301919071E9,776110,776759
776662,18.363487,-66.114456,1.301919071E9,776110,776759
776662,18.363419,-66.114296,1.301919071E9,776110,776759
776662,18.36334,-66.11414,1.301919071E9,776110,776759
776662,18.36326,-66.11398,1.301919071E9,776110,776759
776662,18.363241,-66.11394,1.301919071E9,776110,776759
776662,18.36317,-66.11374,1.301919071E9,776110,776759
776662,18.363098,-66.11359,1.301919071E9,776110,776759
776662,18.363035,-66.11341,1.301919071E9,776110,776759
776662,18.363031,-66.1134,1.301919071E9,776110,776759
776662,18.362982,-66.11324,1.301919071E9,776110,776759
776662,18.362925,-66.11305,1.301919071E9,776110,776759
776662,18.362862,-66.11289,1.301919071E9,776110,776759
776662,18.362791,-66.11275,1.301919071E9,776110,776759
776662,18.362669,-66.11252,1.301919071E9,776110,776759
776662,18.362589,-66.11235,1.301919071E9,776110,776759
776662,18.362486,-66.112144,1.301919071E9,776110,776759
776662,18.362392,-66.11198,1.301919071E9,776110,776759
776662,18.36232,-66.11182,1.301919071E9,776110,776759
776662,18.362297,-66.11177,1.301919071E9,776110,776759
776662,18.36221,-66.1116,1.301919071E9,776110,776759
776662,18.362125,-66.11145,1.301919071E9,776110,776759
776662,18.362032,-66.11132,1.301919071E9,776110,776759
776662,18.361883,-66.11127,1.301919071E9,776110,776759
776662,18.36171,-66.111275,1.301919071E9,776110,776759
776662,18.361626,-66.11145,1.301919071E9,776110,776759
776662,18.361568,-66.1116,1.301919071E9,776110,776759
776662,18.361519,-66.11179,1.301919071E9,776110,776759
776662,18.36146,-66.11198,1.301919071E9,776110,776759
776662,18.361423,-66.11215,1.301919071E9,776110,776759
776662,18.361382,-66.11233,1.301919071E9,776110,776759
776662,18.361328,-66.11249,1.301919071E9,776110,776759
776662,18.361282,-66.11264,1.301919071E9,776110,776759
776662,18.36123,-66.11286,1.301919071E9,776110,776759
776662,18.361212,-66.11304,1.301919071E9,776110,776759
776662,18.361183,-66.113205,1.301919071E9,776110,776759
776662,18.36115,-66.113365,1.301919071E9,776110,776759
776662,18.361113,-66.11353,1.301919071E9,776110,776759
776662,18.361038,-66.113815,1.301919071E9,776110,776759
776662,18.360994,-66.11399,1.301919071E9,776110,776759
776662,18.360952,-66.11415,1.301919071E9,776110,776759
776662,18.36092,-66.11433,1.301919071E9,776110,776759
776662,18.360899,-66.11449,1.301919071E9,776110,776759
776662,18.360884,-66.114655,1.301919071E9,776110,776759
776662,18.360874,-66.11476,1.301919071E9,776110,776759
776662,18.360857,-66.11485,1.301919071E9,776110,776759
776662,18.36083,-66.11503,1.301919071E9,776110,776759
776662,18.360823,-66.1152,1.301919071E9,776110,776759
776662,18.360817,-66.115364,1.301919071E9,776110,776759
776662,18.36082,-66.11553,1.301919071E9,776110,776759
776662,18.36084,-66.11569,1.301919071E9,776110,776759
776662,18.36086,-66.11587,1.301919071E9,776110,776759
776662,18.360897,-66.11603,1.301919071E9,776110,776759
776662,18.360966,-66.11619,1.301919071E9,776110,776759
776662,18.36111,-66.11626,1.301919071E9,776110,776759
776662,18.36132,-66.1162,1.301919071E9,776110,776759
776662,18.3615,-66.1162,1.301919071E9,776110,776759
776662,18.361668,-66.11622,1.301919071E9,776110,776759
776662,18.361824,-66.116234,1.301919071E9,776110,776759
776662,18.361986,-66.11627,1.301919071E9,776110,776759
776662,18.362078,-66.1163,1.301919071E9,776110,776759
776662,18.362232,-66.116356,1.301919071E9,776110,776759
776662,18.362385,-66.11641,1.301919071E9,776110,776759
776662,18.362537,-66.116455,1.301919071E9,776110,776759
776662,18.362703,-66.1165,1.301919071E9,776110,776759
776662,18.362885,-66.11654,1.301919071E9,776110,776759
776662,18.363085,-66.1166,1.301919071E9,776110,776759
776662,18.363237,-66.11666,1.301919071E9,776110,776759
776662,18.363375,-66.11674,1.301919071E9,776110,776759
776662,18.363527,-66.116776,1.301919071E9,776110,776759
776662,18.363688,-66.11681,1.301919071E9,776110,776759
776662,18.363838,-66.11686,1.301919071E9,776110,776759
776662,18.36403,-66.11688,1.301919071E9,776110,776759
776662,18.364084,-66.1167,1.301919071E9,776110,776759
776662,18.36405,-66.11654,1.301919071E9,776110,776759
776662,18.364046,-66.11652,1.301919071E9,776110,776759
776662,18.364014,-66.1163,1.301919071E9,776110,776759
776662,18.363997,-66.116135,1.301919071E9,776110,776759
776662,18.363987,-66.116066,1.301919071E9,776110,776759
776662,18.363943,-66.11586,1.301919071E9,776110,776759
776662,18.363895,-66.11566,1.301919071E9,776110,776759
776662,18.363848,-66.11551,1.301919071E9,776110,776759
776662,18.363815,-66.11539,1.301919071E9,776110,776759
776662,18.363773,-66.11522,1.301919071E9,776110,776759
776662,18.363695,-66.11501,1.301919071E9,776110,776759
776662,18.36364,-66.114845,1.301919071E9,776110,776759
776662,18.36357,-66.114655,1.301919071E9,776110,776759
776662,18.363523,-66.114494,1.301919071E9,776110,776759
776662,18.363459,-66.11434,1.301919071E9,776110,776759
776662,18.363392,-66.114174,1.301919071E9,776110,776759
776662,18.363314,-66.11404,1.301919071E9,776110,776759
776662,18.363258,-66.113945,1.301919071E9,776110,776759
776662,18.363169,-66.113785,1.301919071E9,776110,776759
776662,18.363161,-66.11376,1.301919071E9,776110,776759
776662,18.363092,-66.113594,1.301919071E9,776110,776759
776662,18.363045,-66.11339,1.301919071E9,776110,776759
776662,18.362995,-66.11322,1.301919071E9,776110,776759
776662,18.362923,-66.112976,1.301919071E9,776110,776759
776662,18.36282,-66.11276,1.301919071E9,776110,776759
776662,18.362724,-66.11257,1.301919071E9,776110,776759
776662,18.362625,-66.11242,1.301919071E9,776110,776759
776662,18.362535,-66.112274,1.301919071E9,776110,776759
776662,18.362457,-66.1121,1.301919071E9,776110,776759
776662,18.362389,-66.11194,1.301919071E9,776110,776759
776662,18.362318,-66.111786,1.301919071E9,776110,776759
776662,18.362309,-66.11176,1.301919071E9,776110,776759
776662,18.362206,-66.11154,1.301919071E9,776110,776759
776662,18.36211,-66.111404,1.301919071E9,776110,776759
776662,18.361977,-66.11129,1.301919071E9,776110,776759
776662,18.361761,-66.11126,1.301919071E9,776110,776759
776662,18.361738,-66.11127,1.301919071E9,776110,776759
776662,18.361645,-66.111404,1.301919071E9,776110,776759
776662,18.361588,-66.11156,1.301919071E9,776110,776759
776662,18.36154,-66.111725,1.301919071E9,776110,776759
776662,18.361504,-66.1119,1.301919071E9,776110,776759
776662,18.361473,-66.112076,1.301919071E9,776110,776759
776662,18.361448,-66.112236,1.301919071E9,7
